,aljazeera,alternet,americanconservative,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,eff,federalist,fox,guardian,huffingtonpost,infowars,intercept,lewrockwell,mintpress,nationalreview,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,rt,slate,spectator,techcrunch,time,usatoday,verge,vice,vox,wapo,wsj
federalist,67.08695622243798,66.61072659927612,68.14447323592404,66.60119535392035,66.60119535392035,68.14447323592404,66.61072659927612,67.08695622243798,64.44184131650286,70.95875922262564,57.261124839324665,69.01820349685264,67.98506236287241,71.66210675583771,74.4082390529211,65.80319793066188,70.06704335520695,68.36021608932963,66.95850910366144,74.17619841350378,,75.20038794907433,71.84753350357964,73.80840596471016,70.13189639793767,71.34928401932747,71.79880321349412,73.85719057058586,73.84335712621584,78.99815119596668,73.9921519065015,69.30775760783119,72.27391334800917,73.65058975505858,66.69585974268237,73.32787939329705,77.47882162489424,71.6319137731349,70.83235633928923,75.31455970945818,77.65631244923135,74.27054913204701,75.17460149257278,77.06465770875226,70.215458664788,71.78859241851693,67.65048142921569
fox,69.02753567622564,78.17019738306583,66.60119535392035,69.59478070570657,69.59478070570657,66.60119535392035,78.17019738306583,69.02753567622564,73.47365410365987,70.80311747115391,70.87358027422594,69.01091144451502,65.4387083170267,71.60265311153363,75.0459659652472,63.496960950389145,71.05341399589645,66.23449127325178,73.35585687377966,69.666912743403,75.20038794907433,,62.18183796718998,65.66350778595172,71.51142705973201,65.89098590695734,67.95301469009783,66.7596325083982,66.49714146346874,69.13719278439976,69.41667217006886,70.41640347045053,77.02834844486553,74.69007175928917,80.75142635972279,76.3359544590422,80.18167403828981,65.36319397209111,74.1301513643693,72.05391916589092,72.47787377768964,69.32363255753172,68.24912875356685,74.4808792371101,72.12181106309127,70.82545507907105,77.5733528864533
guardian,76.74048900971972,68.14447323592404,69.59478070570657,66.1722288165072,66.1722288165072,69.59478070570657,68.14447323592404,76.74048900971972,67.16261641491916,75.5171342007236,66.72668439246937,66.32268351477325,72.13538464670603,74.29597779483257,69.82894075316541,66.40359168880407,65.62068114254028,69.66309828075288,69.35877850656112,70.28968727854993,71.84753350357964,62.18183796718998,,69.72548360574508,74.97202687283445,63.80921217886502,69.45007148136408,64.07095689512184,63.156913014633645,65.98630962309653,62.258581573470615,73.78130321137462,73.14583943388338,71.03367276192255,78.0829627990135,73.08246705608865,71.42267885263759,73.983638208196,68.06400075474998,78.09531733951538,59.4324832494449,64.51298032506945,73.56002545664401,66.40741155241443,69.00742211663562,68.54279223926814,65.1564975277001
huffingtonpost,66.61072659927612,66.60119535392035,66.1722288165072,70.92692025792637,70.92692025792637,66.1722288165072,66.60119535392035,66.61072659927612,75.02713011196327,78.59349076391848,70.03663176363924,71.58103057303732,64.23651556074346,68.06598304586716,69.62299566018197,66.16003112486146,71.69254071797636,74.57867143385326,75.75067067719726,74.60575805607817,73.80840596471016,65.66350778595172,69.72548360574508,,70.59978697468212,76.82793316130052,67.92608325978176,68.66848428339392,72.57780933300451,70.79581680601653,68.02186317287592,71.16286580508292,74.07370177148975,76.90889524871015,79.77080466645681,73.62852577728401,69.80724361427488,72.15125171330087,67.27437279438597,74.09320663943197,72.85993900929581,70.3111986786503,69.31198111046206,75.79220249459031,65.23875998994939,69.5453827807765,65.63204787276591
infowars,78.17019738306583,69.59478070570657,70.92692025792637,64.12067844633074,64.12067844633074,70.92692025792637,69.59478070570657,78.17019738306583,67.08695622243798,71.9312710029568,70.75785949483449,71.84575877182785,74.80040240608632,67.77425884347164,69.93087862467729,64.62436518906944,74.21657057891701,67.85311769537847,73.81708703786327,74.046780326715,70.13189639793767,71.51142705973201,74.97202687283445,70.59978697468212,,63.029788107556925,67.1232324409364,64.8781690276481,72.51987195378706,67.44263324555129,62.21564164508933,66.29608840651309,64.39850312025311,66.5612046782271,70.2704111334663,72.00241775384191,75.78084795262798,68.02005720210636,74.65814819465486,74.38284418074468,75.49733386971869,75.78287122942864,75.25804118241467,71.78779356744721,71.05996598676197,76.55471153366675,66.73280152513412
intercept,68.14447323592404,66.1722288165072,64.12067844633074,74.09432515463936,74.09432515463936,64.12067844633074,66.1722288165072,68.14447323592404,69.02753567622564,64.44184131650286,77.27607358410594,74.14698340366095,68.08442619508116,70.45845373130541,78.88457592336019,66.32404242448537,72.52859376686332,68.44514090291398,76.80797995134499,75.75003913348202,71.34928401932747,65.89098590695734,63.80921217886502,76.82793316130052,63.029788107556925,,63.28665690178704,65.58541546732523,62.2281899340269,59.25668075540593,56.509236241237446,65.03114412066473,59.416345361860245,59.33653205102844,62.09599966473489,62.176978501339995,61.925606743695006,61.06212741952148,55.934116519744826,61.78117743697491,71.53495840848429,65.26208614039237,59.19754524768091,66.18284115703116,70.73204851911781,60.981209621357735,60.67173849253364
lewrockwell,66.60119535392035,70.92692025792637,74.09432515463936,71.52515431457418,71.52515431457418,74.09432515463936,70.92692025792637,66.60119535392035,76.74048900971972,73.47365410365987,70.95875922262564,72.47843748116468,73.46353800734452,70.02121279598772,70.01464807361995,74.2760455975062,69.40464810137547,72.99141725739764,73.38462536055827,76.52139465388534,71.79880321349412,67.95301469009783,69.45007148136408,67.92608325978176,67.1232324409364,63.28665690178704,,67.7579376081092,65.26727053873418,72.58022355875451,71.02577854877167,74.60783482594455,68.55518421341694,68.61224310690567,67.86894119549653,75.96274665554805,67.00557358191539,67.75970434172788,69.29215625277072,71.73603375305304,71.42031115025922,69.42054071137478,49.93939589297921,59.416030093427985,57.05697893402615,61.39798506448903,58.14124341195712
mintpress,69.59478070570657,64.12067844633074,71.52515431457418,79.38884646701801,79.38884646701801,71.52515431457418,64.12067844633074,69.59478070570657,66.61072659927612,67.16261641491916,70.80311747115391,57.261124839324665,70.89216203062045,70.55430645799505,69.90283473841092,67.56837044829976,68.40592373922722,65.42966275036477,72.91631649671737,78.2717240940543,73.85719057058586,66.7596325083982,64.07095689512184,68.66848428339392,64.8781690276481,65.58541546732523,67.7579376081092,,76.71247763666129,72.04890778607034,72.0334323836408,73.27017825593674,69.90935762927974,83.11760518026354,63.69018617709909,71.13599883499514,76.44862347838796,71.21257246268713,70.13832149868635,69.3205637899701,71.92584333646074,74.22932540367115,71.34549824079166,72.53088196794593,57.69735325259976,67.72136741440463,69.61805778080354
nationalreview,66.1722288165072,74.09432515463936,79.38884646701801,72.20239528439726,72.20239528439726,79.38884646701801,74.09432515463936,66.1722288165072,78.17019738306583,75.02713011196327,75.5171342007236,70.87358027422594,69.01820349685264,73.16778353102069,72.91371041117715,64.12803950906705,71.8410325269627,71.07529178409473,65.5119464951136,72.29807565927841,73.84335712621584,66.49714146346874,63.156913014633645,72.57780933300451,72.51987195378706,62.2281899340269,65.26727053873418,76.71247763666129,,69.24505913822149,73.77726871200905,75.20889913146053,67.49837992565708,68.30222275598386,65.75259650649399,72.16223815317655,64.76195694194587,67.24547056661932,67.20594475724326,67.37181850870064,68.53433154339939,69.31362381696226,72.26218461774357,76.59564396415584,69.57692862523979,77.0369688191176,80.49730499778447
nbc,70.92692025792637,71.52515431457418,72.20239528439726,70.33929521941269,70.33929521941269,72.20239528439726,71.52515431457418,70.92692025792637,68.14447323592404,67.08695622243798,78.59349076391848,66.72668439246937,69.01091144451502,67.98506236287241,64.90133903836886,74.43897045718826,73.19292466864302,68.92725301724958,73.9494940391495,70.96200018162718,78.99815119596668,69.13719278439976,65.98630962309653,70.79581680601653,67.44263324555129,59.25668075540593,72.58022355875451,72.04890778607034,69.24505913822149,,73.91429666780579,66.94976094992246,72.23308233594587,69.16702698999437,75.20372303371663,77.85863446041921,68.98123363302872,72.56350315119984,70.99967113464814,73.0117258700556,73.75075514736837,67.75596206358412,70.28007492142092,67.9112897034795,69.74055195202945,74.78248456273397,66.45295636287065
npr,64.12067844633074,79.38884646701801,70.33929521941269,66.8651476721806,66.8651476721806,70.33929521941269,79.38884646701801,64.12067844633074,66.60119535392035,69.02753567622564,71.9312710029568,70.03663176363924,66.32268351477325,65.4387083170267,71.66210675583771,71.47272612886132,70.00934867190993,71.32935900603421,76.26835482086372,73.78285068536535,73.9921519065015,69.41667217006886,62.258581573470615,68.02186317287592,62.21564164508933,56.509236241237446,71.02577854877167,72.0334323836408,73.77726871200905,73.91429666780579,,67.07303001600422,64.82851493779043,72.8649043190626,76.09396654327388,73.30392834800696,66.32103783120226,71.7083772297819,66.73582093969475,77.6531449598747,61.34199487659045,66.55429444101054,67.23946413887089,68.86514625320271,65.44590584664492,68.5769786846723,75.65850961003248
nypost,74.09432515463936,72.20239528439726,66.8651476721806,73.4125372740666,73.4125372740666,66.8651476721806,72.20239528439726,74.09432515463936,69.59478070570657,76.74048900971972,64.44184131650286,70.75785949483449,71.58103057303732,72.13538464670603,71.60265311153363,74.4082390529211,78.32165052800926,67.76376725604136,67.760088552659,64.40465724438104,69.30775760783119,70.41640347045053,73.78130321137462,71.16286580508292,66.29608840651309,65.03114412066473,74.60783482594455,73.27017825593674,75.20889913146053,66.94976094992246,67.07303001600422,,65.98939121456311,67.11762235385041,61.103100015985234,64.26006031666907,67.39405066459369,71.65632722334348,67.26075723560625,67.16553163752361,67.86543395345691,70.44212321079988,63.59489351505873,64.77085228412092,69.43556476152956,64.45037511211662,66.39300374915582
