,aljazeera,alternet,americanconservative,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,eff,federalist,fox,guardian,huffingtonpost,infowars,intercept,lewrockwell,mintpress,nationalreview,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,rt,slate,spectator,techcrunch,time,usatoday,verge,vice,vox,wapo,wsj
cnn,9.821364068795535,10.581584100447184,12.13140728336024,15.368366172949893,15.368366172949893,12.13140728336024,10.581584100447184,9.821364068795535,12.588545082917172,12.282782477545197,,11.46915588255617,12.580513979874146,13.390445708797847,13.393597360475718,14.55545929906358,12.282782477545197,12.168365982261195,11.173768283797228,11.894919931202589,18.471898084927844,12.588545082917172,14.380848642817515,12.950277288824989,12.638560026810554,9.821364068795535,12.551730430030187,12.618999363995737,10.581584100447184,9.251971547599247,12.13140728336024,15.368366172949893,10.335385116945528,14.061095635306586,10.692423519144478,13.519509001893223,13.482470715897543,10.255827331842474,14.527699538822507,8.95487949943956,14.191609863970154,14.859638191944434,12.748915606459324,14.645342896910446,12.7927185828857,18.336258469667424,13.232344938363799
commondreams,12.551730430030187,9.251971547599247,15.368366172949893,11.464783668747272,11.464783668747272,15.368366172949893,9.251971547599247,12.551730430030187,14.380848642817515,12.168365982261195,11.46915588255617,,13.836973083757611,14.937516611077307,12.043188620353678,15.45710871519837,10.89135820224547,13.794027672232675,11.46915588255617,12.580513979874146,13.390445708797847,13.393597360475718,14.55545929906358,12.282782477545197,12.168365982261195,11.173768283797228,11.894919931202589,18.471898084927844,12.588545082917172,14.380848642817515,12.950277288824989,12.638560026810554,9.69913560266159,12.292110171015297,13.200918178924036,10.123125821907697,9.364173390437148,11.497936375028829,16.008740596915395,10.335385116945528,14.598790083263594,10.241614146982757,14.021009694346548,13.673430001735815,10.53125225250508,15.06422401703435,9.691027162331721
conversation,12.618999363995737,12.13140728336024,11.464783668747272,14.19243722907824,14.19243722907824,11.464783668747272,12.13140728336024,12.618999363995737,12.950277288824989,11.173768283797228,12.580513979874146,13.836973083757611,,11.109372363254133,13.801998868745585,13.928083135476944,12.767964292345315,12.956941423011083,12.726536393461288,11.59698204841282,13.836973083757611,14.937516611077307,12.043188620353678,15.45710871519837,10.89135820224547,13.794027672232675,11.46915588255617,12.580513979874146,13.390445708797847,13.393597360475718,14.55545929906358,12.282782477545197,12.466106409565565,11.68618030406846,12.10568050414569,18.24443310330071,12.001394585505198,14.928894693554525,13.224551839516467,13.112742885868451,9.599069110558636,13.237657107247243,13.342695216410458,10.02476978890126,10.36585196113506,10.703596639879617,18.761196882280196
counterpunch,10.581584100447184,15.368366172949893,14.19243722907824,10.793365658917091,10.793365658917091,14.19243722907824,15.368366172949893,10.581584100447184,12.638560026810554,11.894919931202589,13.390445708797847,14.937516611077307,11.109372363254133,,12.995984182086037,9.126163477568673,12.95977872001709,13.008104852250382,11.70679337962417,15.16976957777382,12.247741054948715,12.273437137361595,11.109372363254133,13.801998868745585,13.928083135476944,12.767964292345315,12.956941423011083,12.726536393461288,11.59698204841282,13.836973083757611,14.937516611077307,12.043188620353678,15.692221833384222,11.34987407704875,12.823163372016557,11.584891459753317,12.775632278308292,13.375372508802306,11.965167478071985,13.40634161384747,10.644067089608647,12.881109378619417,12.585117250535264,12.49295840355186,19.264592723354195,13.313619655754197,14.389573189737183
dailycaller,9.251971547599247,11.464783668747272,10.793365658917091,14.225137840859533,14.225137840859533,10.793365658917091,11.464783668747272,9.251971547599247,9.821364068795535,18.471898084927844,13.393597360475718,12.043188620353678,13.801998868745585,12.995984182086037,,11.117987131804712,14.017068852536333,15.503992461288757,11.047570411845804,12.329592054246568,11.060852637114843,10.785224734269557,13.040042102807694,13.129052324868505,12.995984182086037,9.126163477568673,12.95977872001709,13.008104852250382,11.70679337962417,15.16976957777382,12.247741054948715,12.273437137361595,10.209574733325185,13.816322323032024,14.05398014082555,11.28737113830652,12.910903631173628,12.248682718783694,11.21105219472802,13.853794696259195,13.913205579980833,13.116833776985633,16.572958844635373,11.787798679168468,12.50482697901361,10.510046978809157,12.173734806214949
dailykos,12.13140728336024,14.19243722907824,14.225137840859533,13.386412306757192,13.386412306757192,14.225137840859533,14.19243722907824,12.13140728336024,12.551730430030187,12.588545082917172,14.55545929906358,15.45710871519837,13.928083135476944,9.126163477568673,11.117987131804712,,12.170408682569647,11.586115956823999,12.962069140809177,9.369461891325425,14.779982867599688,15.776746921382907,14.520490490471483,14.625758256591704,15.289478687974192,14.554871973318225,11.117987131804712,14.017068852536333,15.503992461288757,11.047570411845804,12.329592054246568,11.060852637114843,11.484169358145953,11.988124627734697,13.427965211644887,13.285392201520812,8.874524394489756,13.406319776268356,12.49093686088851,11.328707192454468,14.055845441850694,12.57443531483955,11.656568590814967,10.994926635888662,14.440846281269273,14.513015387988792,10.62619485763744
dailymail,15.368366172949893,10.793365658917091,13.386412306757192,10.052845679781509,10.052845679781509,13.386412306757192,10.793365658917091,15.368366172949893,12.618999363995737,14.380848642817515,12.282782477545197,10.89135820224547,12.767964292345315,12.95977872001709,14.017068852536333,12.170408682569647,,12.391555848839568,13.932617637918403,11.157207082493953,12.937133287773785,12.510820290993138,14.85886729065238,12.234587385254978,11.143692452261753,11.873242201167322,13.223422937997732,13.655075258354346,12.170408682569647,11.586115956823999,12.962069140809177,9.369461891325425,15.40121289169265,15.298499911892813,14.264041934342673,14.398705716722192,15.953012879972349,13.767832563906039,10.951155923571212,14.359749166482292,16.396820573267277,11.268357668121714,12.87526242416453,11.32234317682749,12.515136361200618,10.53633014872628,13.046922521249428
dailywire,11.464783668747272,14.225137840859533,10.052845679781509,14.430966024942474,14.430966024942474,10.052845679781509,14.225137840859533,11.464783668747272,10.581584100447184,12.950277288824989,12.168365982261195,13.794027672232675,12.956941423011083,13.008104852250382,15.503992461288757,11.586115956823999,12.391555848839568,,10.880582883620077,15.349684582688747,13.674830271733518,14.59357630825348,13.111719825654635,10.987191139026399,13.894000051398546,13.638125456842763,11.673208196614798,14.941426138056464,12.501364630955218,13.429754838569915,12.391555848839568,13.932617637918403,11.276519518350296,13.022118513724005,12.473135682463697,14.858352900890514,12.15551047962131,10.282897126745707,11.386935094660032,12.968463460444237,14.46633697741626,11.68373858584023,12.14508838798442,13.276245472122977,8.90151736476735,15.411937780266499,15.903575985631553
economist,14.19243722907824,13.386412306757192,14.430966024942474,9.434920494237156,9.434920494237156,14.430966024942474,13.386412306757192,14.19243722907824,9.251971547599247,12.638560026810554,11.173768283797228,11.46915588255617,12.726536393461288,11.70679337962417,11.047570411845804,12.962069140809177,13.932617637918403,10.880582883620077,,13.513732336373476,14.280653155158822,11.515696062132768,13.24324794456195,10.480648781576088,11.316350699096954,10.02367584808447,11.50326221697811,11.705667019926619,14.905862802771379,11.25912390910084,10.256903802185784,13.934207586968494,9.586338803878656,15.192524283253354,13.837192844643669,13.8162975870063,12.417883783128062,9.73033251639165,14.239615402345771,13.873414387132344,12.620847587051541,15.716154136154236,13.445897243812665,14.24606722035637,14.195123736969167,11.3907287532554,11.347518050642394
eff,10.793365658917091,10.052845679781509,9.434920494237156,13.768075121666454,13.768075121666454,9.434920494237156,10.052845679781509,10.793365658917091,12.13140728336024,9.821364068795535,11.894919931202589,12.580513979874146,11.59698204841282,15.16976957777382,12.329592054246568,9.369461891325425,11.157207082493953,15.349684582688747,13.513732336373476,,11.161141449741857,13.110071200952717,12.840905770185664,10.975484201880239,11.2170764199656,10.480921737078553,10.147539061316257,9.391040278596794,11.972872969970446,12.550329675701756,11.33114777580438,15.384437264854737,11.030801378512907,9.996264134975378,13.539502757688302,14.285509065987887,12.266817209427966,12.260622797744947,10.493864398761023,11.447030536139227,10.49436534185253,11.4060852765009,11.78962283650206,15.75691740719593,10.064443806655097,10.612301259698055,12.406774644822697
