,aljazeera,alternet,americanconservative,americanspectator,americanthinker,antiwar,ap,atlantic,bbc,breitbart,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,fox,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,lewrockwell,mintpress,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,opednews,peoplesdaily,pjmedia,rawstory,redstate,rt,shadowproof,slate,socialistproject,spectator,strategicculture,truthdig,usatoday,veteranstoday,vice,vox,wapo
federalist,20.024984394500787,31.400636936215164,22.045407685048602,30.822070014844883,30.822070014844883,22.045407685048602,31.400636936215164,20.024984394500787,21.0,14.0,16.09347693943108,11.445523142259598,18.027756377319946,15.84297951775486,19.6468827043885,22.9128784747792,10.198039027185569,17.578395831246947,21.118712081942874,9.899494936611665,20.12461179749811,13.564659966250536,,16.61324772583615,20.09975124224178,29.68164415931166,17.832554500127006,25.0,24.758836806279895,11.874342087037917,20.615528128088304,20.688160865577203,14.89966442575134,20.615528128088304,18.138357147217054,6.4031242374328485,30.01666203960727,20.12461179749811,19.72308292331602,13.2664991614216,13.564659966250536,31.0,13.92838827718412,19.72308292331602,6.708203932499369,12.68857754044952,22.9128784747792,16.73320053068151,19.131126469708992,27.294688127912362,16.3707055437449,21.633307652783937,2.8284271247461903,3.1622776601683795,18.788294228055936,26.40075756488817
fox,33.301651610693426,31.016124838541646,30.822070014844883,1.0,1.0,30.822070014844883,31.016124838541646,33.301651610693426,2.0,7.0,39.71145930332956,12.24744871391589,22.38302928559939,19.339079605813716,23.345235059857504,15.524174696260024,20.615528128088304,23.45207879911715,24.351591323771842,7.3484692283495345,17.204650534085253,31.0,16.61324772583615,,22.15851980616034,5.0990195135927845,7.3484692283495345,24.919871588754223,5.477225575051661,18.681541692269406,16.76305461424021,3.3166247903554,10.723805294763608,6.782329983125268,11.489125293076057,17.916472867168917,18.439088914585774,15.394804318340652,16.15549442140351,28.30194339616981,16.278820596099706,15.0,16.61324772583615,20.09975124224178,29.68164415931166,17.832554500127006,25.0,24.758836806279895,11.874342087037917,20.615528128088304,20.688160865577203,14.89966442575134,20.615528128088304,18.138357147217054,6.4031242374328485,30.01666203960727
globalresearch,29.79932885150268,22.045407685048602,1.0,25.019992006393608,25.019992006393608,1.0,22.045407685048602,29.79932885150268,21.307275752662516,35.0,23.043437243605826,13.638181696985855,30.066592756745816,17.146428199482248,15.264337522473747,10.44030650891055,1.4142135623730951,21.095023109728988,14.594519519326424,16.911534525287763,22.22611077089287,13.92838827718412,20.09975124224178,22.15851980616034,,26.551836094703507,25.942243542145693,7.483314773547883,2.8284271247461903,27.586228448267445,7.0710678118654755,20.615528128088304,15.394804318340652,7.810249675906654,12.36931687685298,5.656854249492381,15.556349186104045,21.563858652847824,14.212670403551895,13.038404810405298,20.42057785666214,8.06225774829855,25.0,22.825424421026653,22.15851980616034,5.0990195135927845,7.3484692283495345,24.919871588754223,5.477225575051661,18.681541692269406,16.76305461424021,3.3166247903554,10.723805294763608,6.782329983125268,11.489125293076057,17.916472867168917
guardian,31.400636936215164,30.822070014844883,25.019992006393608,14.317821063276353,14.317821063276353,25.019992006393608,30.822070014844883,31.400636936215164,41.036569057366385,30.23243291566195,13.076696830622021,18.138357147217054,11.661903789690601,19.339079605813716,11.661903789690601,14.45683229480096,13.74772708486752,28.160255680657446,12.083045973594572,11.532562594670797,17.26267650163207,19.72308292331602,29.68164415931166,5.0990195135927845,26.551836094703507,,18.384776310850235,28.106938645110393,27.676705006196094,15.329709716755891,21.61018278497431,17.029386365926403,15.264337522473747,21.118712081942874,30.95157508108432,15.811388300841896,7.874007874011811,15.588457268119896,11.357816691600547,7.0710678118654755,4.69041575982343,18.2208671582886,12.96148139681572,24.1039415863879,9.219544457292887,28.0178514522438,26.551836094703507,25.942243542145693,7.483314773547883,2.8284271247461903,27.586228448267445,7.0710678118654755,20.615528128088304,15.394804318340652,7.810249675906654,12.36931687685298
huffingtonpost,31.016124838541646,1.0,14.317821063276353,17.029386365926403,17.029386365926403,14.317821063276353,1.0,31.016124838541646,20.024984394500787,32.449961479175904,20.12461179749811,8.306623862918075,9.219544457292887,18.138357147217054,14.035668847618199,7.483314773547883,15.652475842498529,27.018512172212592,1.4142135623730951,13.152946437965905,25.96150997149434,6.708203932499369,17.832554500127006,7.3484692283495345,25.942243542145693,18.384776310850235,,12.806248474865697,15.620499351813308,10.198039027185569,10.488088481701515,13.30413469565007,22.47220505424423,17.944358444926362,14.45683229480096,10.198039027185569,19.6468827043885,13.490737563232042,20.149441679609886,19.519221295943137,9.433981132056603,15.937377450509228,19.261360284258224,16.278820596099706,21.047565179849187,28.053520278211074,25.96150997149434,21.863211109075447,18.384776310850235,28.106938645110393,27.676705006196094,15.329709716755891,21.61018278497431,17.029386365926403,15.264337522473747,21.118712081942874
independent,22.045407685048602,25.019992006393608,17.029386365926403,12.206555615733702,12.206555615733702,17.029386365926403,25.019992006393608,22.045407685048602,33.301651610693426,21.0,20.808652046684813,37.53664875824692,9.1104335791443,12.68857754044952,15.84297951775486,18.384776310850235,5.0,22.47220505424423,21.470910553583888,21.118712081942874,25.079872407968907,12.68857754044952,25.0,24.919871588754223,7.483314773547883,28.106938645110393,12.806248474865697,,19.235384061671343,7.3484692283495345,20.346989949375804,21.95449840010015,21.633307652783937,1.0,10.44030650891055,20.149441679609886,1.0,13.19090595827292,15.556349186104045,6.0,10.0,6.082762530298219,9.1104335791443,15.556349186104045,20.639767440550294,19.924858845171276,16.401219466856727,16.64331697709324,16.76305461424021,7.483314773547883,12.806248474865697,15.620499351813308,10.198039027185569,10.488088481701515,13.30413469565007,22.47220505424423
infowars,30.822070014844883,14.317821063276353,12.206555615733702,19.313207915827967,19.313207915827967,12.206555615733702,14.317821063276353,30.822070014844883,29.79932885150268,2.0,14.0,20.639767440550294,16.30950643030009,16.792855623746664,6.082762530298219,24.269322199023193,10.04987562112089,20.346989949375804,28.792360097775937,23.57965224510319,15.132745950421556,22.9128784747792,24.758836806279895,5.477225575051661,2.8284271247461903,27.676705006196094,15.620499351813308,19.235384061671343,,12.96148139681572,24.1039415863879,9.219544457292887,28.0178514522438,26.551836094703507,25.942243542145693,7.483314773547883,2.8284271247461903,27.586228448267445,7.0710678118654755,20.615528128088304,15.394804318340652,7.810249675906654,12.36931687685298,5.656854249492381,15.556349186104045,21.563858652847824,13.490737563232042,15.427248620541512,7.810249675906654,5.916079783099616,17.578395831246947,13.601470508735444,19.235384061671343,7.3484692283495345,20.346989949375804,21.95449840010015
intercept,1.0,17.029386365926403,19.313207915827967,15.811388300841896,15.811388300841896,19.313207915827967,17.029386365926403,1.0,31.400636936215164,21.307275752662516,7.0,16.09347693943108,8.06225774829855,17.029386365926403,9.433981132056603,20.663978319771825,6.324555320336759,24.289915602982237,26.570660511172846,24.124676163629637,21.400934559032695,16.73320053068151,11.874342087037917,18.681541692269406,27.586228448267445,15.329709716755891,10.198039027185569,7.3484692283495345,12.96148139681572,,18.138357147217054,14.317821063276353,21.02379604162864,8.366600265340756,21.6794833886788,23.706539182259394,23.323807579381203,2.23606797749979,9.0,21.213203435596427,1.0,14.89966442575134,16.186414056238647,6.324555320336759,8.94427190999916,4.123105625617661,10.344080432788601,16.186414056238647,7.810249675906654,19.924858845171276,19.261360284258224,0.0,4.69041575982343,18.2208671582886,12.96148139681572,24.1039415863879
jacobinmag,25.019992006393608,12.206555615733702,15.811388300841896,20.12461179749811,20.12461179749811,15.811388300841896,12.206555615733702,25.019992006393608,31.016124838541646,41.036569057366385,35.0,39.71145930332956,11.445523142259598,25.099800796022265,5.0990195135927845,13.19090595827292,8.831760866327848,18.973665961010276,22.825424421026653,20.71231517720798,24.49489742783178,19.131126469708992,20.615528128088304,16.76305461424021,7.0710678118654755,21.61018278497431,10.488088481701515,20.346989949375804,24.1039415863879,18.138357147217054,,7.280109889280518,7.0,13.74772708486752,16.1245154965971,10.198039027185569,25.768197453450252,18.0,17.029386365926403,10.04987562112089,13.45362404707371,26.570660511172846,11.180339887498949,20.688160865577203,19.44222209522358,5.0990195135927845,15.297058540778355,13.892443989449804,11.357816691600547,18.275666882497067,6.4031242374328485,2.0,15.427248620541512,15.165750888103101,6.4031242374328485,5.196152422706632
lewrockwell,14.317821063276353,19.313207915827967,20.12461179749811,26.70205984563738,26.70205984563738,20.12461179749811,19.313207915827967,14.317821063276353,22.045407685048602,20.024984394500787,30.23243291566195,23.043437243605826,12.24744871391589,18.027756377319946,9.695359714832659,31.622776601683793,15.524174696260024,28.0,19.79898987322333,30.675723300355934,18.867962264113206,27.294688127912362,20.688160865577203,3.3166247903554,20.615528128088304,17.029386365926403,13.30413469565007,21.95449840010015,9.219544457292887,14.317821063276353,7.280109889280518,,4.69041575982343,7.211102550927978,20.83266665599966,17.4928556845359,27.2213151776324,13.152946437965905,27.80287754891569,29.748949561287034,29.171904291629644,9.055385138137417,5.477225575051661,26.77685567799177,8.12403840463596,21.748563170931547,19.209372712298546,10.344080432788601,9.539392014169456,3.7416573867739413,16.24807680927192,20.615528128088304,11.40175425099138,11.357816691600547,11.045361017187261,14.560219778561036
mintpress,17.029386365926403,15.811388300841896,26.70205984563738,22.737634001804146,22.737634001804146,26.70205984563738,15.811388300841896,17.029386365926403,30.822070014844883,33.301651610693426,32.449961479175904,13.076696830622021,13.638181696985855,22.38302928559939,15.84297951775486,23.45207879911715,30.14962686336267,27.294688127912362,24.372115213907882,3.7416573867739413,18.49324200890693,16.3707055437449,14.89966442575134,10.723805294763608,15.394804318340652,15.264337522473747,22.47220505424423,21.633307652783937,28.0178514522438,21.02379604162864,7.0,4.69041575982343,,27.313000567495326,18.138357147217054,15.588457268119896,8.06225774829855,14.317821063276353,16.911534525287763,15.033296378372908,33.25657829663178,17.60681686165901,16.3707055437449,18.466185312619388,19.209372712298546,34.72751070837067,19.621416870348583,27.16615541441225,21.02379604162864,14.0,24.899799195977465,22.293496809607955,19.87460691435179,27.018512172212592,14.177446878757825,7.14142842854285
nationalreview,12.206555615733702,20.12461179749811,22.737634001804146,15.811388300841896,15.811388300841896,22.737634001804146,20.12461179749811,12.206555615733702,1.0,29.79932885150268,21.0,20.12461179749811,18.138357147217054,30.066592756745816,19.339079605813716,19.6468827043885,9.695359714832659,17.291616465790582,19.6468827043885,21.0,7.0,21.633307652783937,20.615528128088304,6.782329983125268,7.810249675906654,21.118712081942874,17.944358444926362,1.0,26.551836094703507,8.366600265340756,13.74772708486752,7.211102550927978,27.313000567495326,,23.345235059857504,18.193405398660254,10.954451150103322,13.038404810405298,26.90724809414742,20.784609690826528,29.68164415931166,16.0312195418814,25.238858928247925,32.449961479175904,32.202484376209235,11.313708498984761,11.661903789690601,23.515952032609693,9.899494936611665,19.1049731745428,20.12461179749811,15.264337522473747,10.816653826391969,6.324555320336759,17.832554500127006,20.808652046684813
nbc,19.313207915827967,26.70205984563738,15.811388300841896,14.352700094407323,14.352700094407323,15.811388300841896,26.70205984563738,19.313207915827967,25.019992006393608,31.400636936215164,2.0,20.808652046684813,8.306623862918075,11.661903789690601,17.146428199482248,23.345235059857504,22.9128784747792,23.280893453645632,28.460498941515414,12.165525060596439,11.0,2.8284271247461903,18.138357147217054,11.489125293076057,12.36931687685298,30.95157508108432,14.45683229480096,10.44030650891055,25.942243542145693,21.6794833886788,16.1245154965971,20.83266665599966,18.138357147217054,23.345235059857504,,19.697715603592208,25.88435821108957,22.494443758403985,15.652475842498529,13.96424004376894,12.206555615733702,21.37755832643195,26.570660511172846,19.544820285692065,35.52463933666322,27.892651361962706,26.68332812825267,18.788294228055936,16.15549442140351,35.749125863438955,19.313207915827967,31.464265445104548,27.018512172212592,14.422205101855956,19.79898987322333,19.1049731745428
neweasternoutlook,15.811388300841896,22.737634001804146,14.352700094407323,13.19090595827292,13.19090595827292,14.352700094407323,22.737634001804146,15.811388300841896,14.317821063276353,31.016124838541646,21.307275752662516,14.0,37.53664875824692,9.219544457292887,19.339079605813716,15.264337522473747,15.524174696260024,10.198039027185569,27.730849247724095,30.95157508108432,25.179356624028344,3.1622776601683795,6.4031242374328485,17.916472867168917,5.656854249492381,15.811388300841896,10.198039027185569,20.149441679609886,7.483314773547883,23.706539182259394,10.198039027185569,17.4928556845359,15.588457268119896,18.193405398660254,19.697715603592208,,22.80350850198276,19.1049731745428,12.36931687685298,31.416556144810016,22.80350850198276,21.118712081942874,22.0,12.328828005937952,11.704699910719626,13.601470508735444,26.1725046566048,13.152946437965905,13.601470508735444,18.973665961010276,24.331050121192877,28.372521918222215,19.949937343260004,16.401219466856727,13.601470508735444,19.1049731745428
npr,20.12461179749811,15.811388300841896,13.19090595827292,21.95449840010015,21.95449840010015,13.19090595827292,15.811388300841896,20.12461179749811,17.029386365926403,22.045407685048602,41.036569057366385,7.0,20.639767440550294,9.1104335791443,18.138357147217054,11.661903789690601,10.44030650891055,20.615528128088304,17.578395831246947,23.108440016582687,7.810249675906654,18.788294228055936,30.01666203960727,18.439088914585774,15.556349186104045,7.874007874011811,19.6468827043885,1.0,2.8284271247461903,23.323807579381203,25.768197453450252,27.2213151776324,8.06225774829855,10.954451150103322,25.88435821108957,22.80350850198276,,15.394804318340652,19.79898987322333,15.0,16.401219466856727,5.916079783099616,19.79898987322333,15.811388300841896,17.08800749063506,26.076809620810597,20.904544960366874,20.12461179749811,16.278820596099706,22.825424421026653,22.38302928559939,14.696938456699069,22.44994432064365,16.15549442140351,15.165750888103101,19.209372712298546
nypost,26.70205984563738,14.352700094407323,21.95449840010015,27.51363298439521,27.51363298439521,21.95449840010015,14.352700094407323,26.70205984563738,12.206555615733702,30.822070014844883,20.024984394500787,35.0,16.09347693943108,16.30950643030009,12.68857754044952,14.035668847618199,14.45683229480096,1.4142135623730951,23.45207879911715,21.118712081942874,15.0996688705415,26.40075756488817,20.12461179749811,15.394804318340652,21.563858652847824,15.588457268119896,13.490737563232042,13.19090595827292,27.586228448267445,2.23606797749979,18.0,13.152946437965905,14.317821063276353,13.038404810405298,22.494443758403985,19.1049731745428,15.394804318340652,,19.72308292331602,22.11334438749598,26.90724809414742,20.322401432901575,8.06225774829855,22.338307903688676,26.90724809414742,22.847319317591726,19.390719429665317,24.413111231467404,9.0,20.615528128088304,14.317821063276353,10.04987562112089,10.63014581273465,20.09975124224178,29.597297173897484,17.578395831246947
nytimes,22.737634001804146,13.19090595827292,27.51363298439521,20.12461179749811,20.12461179749811,27.51363298439521,13.19090595827292,22.737634001804146,19.313207915827967,1.0,33.301651610693426,30.23243291566195,39.71145930332956,8.06225774829855,16.792855623746664,15.84297951775486,7.483314773547883,13.74772708486752,21.095023109728988,24.351591323771842,9.899494936611665,24.454038521274967,19.72308292331602,16.15549442140351,14.212670403551895,11.357816691600547,20.149441679609886,15.556349186104045,7.0710678118654755,9.0,17.029386365926403,27.80287754891569,16.911534525287763,26.90724809414742,15.652475842498529,12.36931687685298,19.79898987322333,19.72308292331602,,25.69046515733026,21.656407827707714,19.87460691435179,25.80697580112788,18.627936010197157,13.74772708486752,14.317821063276353,25.80697580112788,22.090722034374522,23.280893453645632,28.53068523537421,19.0,22.825424421026653,6.4031242374328485,20.808652046684813,21.047565179849187,18.708286933869708
opednews,15.811388300841896,21.95449840010015,20.12461179749811,36.124783736376884,36.124783736376884,20.12461179749811,21.95449840010015,15.811388300841896,15.811388300841896,25.019992006393608,29.79932885150268,32.449961479175904,23.043437243605826,11.445523142259598,17.029386365926403,6.082762530298219,18.384776310850235,15.652475842498529,28.160255680657446,14.594519519326424,7.3484692283495345,20.12461179749811,13.2664991614216,28.30194339616981,13.038404810405298,7.0710678118654755,19.519221295943137,6.0,20.615528128088304,21.213203435596427,10.04987562112089,29.748949561287034,15.033296378372908,20.784609690826528,13.96424004376894,31.416556144810016,15.0,22.11334438749598,25.69046515733026,,23.430749027719962,20.639767440550294,18.138357147217054,13.74772708486752,18.49324200890693,11.874342087037917,8.306623862918075,22.825424421026653,18.49324200890693,16.673332000533065,22.494443758403985,15.165750888103101,14.45683229480096,11.357816691600547,16.401219466856727,17.11724276862369
peoplesdaily,14.352700094407323,27.51363298439521,36.124783736376884,28.861739379323623,28.861739379323623,36.124783736376884,27.51363298439521,14.352700094407323,20.12461179749811,14.317821063276353,31.400636936215164,21.0,13.076696830622021,12.24744871391589,25.099800796022265,9.433981132056603,24.269322199023193,5.0,27.018512172212592,12.083045973594572,16.911534525287763,17.204650534085253,13.564659966250536,16.278820596099706,20.42057785666214,4.69041575982343,9.433981132056603,10.0,15.394804318340652,1.0,13.45362404707371,29.171904291629644,33.25657829663178,29.68164415931166,12.206555615733702,22.80350850198276,16.401219466856727,26.90724809414742,21.656407827707714,23.430749027719962,,30.479501308256342,21.587033144922902,29.478805945967352,22.090722034374522,23.45207879911715,25.709920264364882,21.6794833886788,13.416407864998739,33.31666249791537,25.709920264364882,23.853720883753127,23.769728648009426,15.264337522473747,11.832159566199232,16.492422502470642
pjmedia,13.19090595827292,20.12461179749811,28.861739379323623,27.65863337187866,27.65863337187866,28.861739379323623,20.12461179749811,13.19090595827292,26.70205984563738,17.029386365926403,31.016124838541646,2.0,20.12461179749811,13.638181696985855,18.027756377319946,5.0990195135927845,20.663978319771825,10.04987562112089,22.47220505424423,1.4142135623730951,11.532562594670797,22.22611077089287,31.0,15.0,8.06225774829855,18.2208671582886,15.937377450509228,6.082762530298219,7.810249675906654,14.89966442575134,26.570660511172846,9.055385138137417,17.60681686165901,16.0312195418814,21.37755832643195,21.118712081942874,5.916079783099616,20.322401432901575,19.87460691435179,20.639767440550294,30.479501308256342,,19.390719429665317,26.476404589747453,20.8806130178211,22.693611435820433,14.352700094407323,19.390719429665317,22.47220505424423,18.867962264113206,17.4928556845359,12.24744871391589,22.47220505424423,17.97220075561143,13.0,26.92582403567252
rawstory,21.95449840010015,36.124783736376884,27.65863337187866,19.235384061671343,19.235384061671343,27.65863337187866,36.124783736376884,21.95449840010015,22.737634001804146,12.206555615733702,22.045407685048602,21.307275752662516,20.808652046684813,18.138357147217054,22.38302928559939,9.695359714832659,13.19090595827292,6.324555320336759,20.346989949375804,21.470910553583888,13.152946437965905,17.26267650163207,13.92838827718412,16.61324772583615,25.0,12.96148139681572,19.261360284258224,9.1104335791443,12.36931687685298,16.186414056238647,11.180339887498949,5.477225575051661,16.3707055437449,25.238858928247925,26.570660511172846,22.0,19.79898987322333,8.06225774829855,25.80697580112788,18.138357147217054,21.587033144922902,19.390719429665317,,18.275666882497067,40.36087214122113,27.459060435491963,34.07345007480164,30.886890422961002,29.206163733020468,24.186773244895647,29.427877939124322,22.47220505424423,16.278820596099706,30.083217912982647,29.427877939124322,27.820855486487112
redstate,27.51363298439521,28.861739379323623,19.235384061671343,16.186414056238647,16.186414056238647,19.235384061671343,28.861739379323623,27.51363298439521,15.811388300841896,19.313207915827967,30.822070014844883,41.036569057366385,14.0,8.306623862918075,30.066592756745816,15.84297951775486,31.622776601683793,8.831760866327848,24.289915602982237,28.792360097775937,21.118712081942874,25.96150997149434,19.72308292331602,20.09975124224178,22.825424421026653,24.1039415863879,16.278820596099706,15.556349186104045,5.656854249492381,6.324555320336759,20.688160865577203,26.77685567799177,18.466185312619388,32.449961479175904,19.544820285692065,12.328828005937952,15.811388300841896,22.338307903688676,18.627936010197157,13.74772708486752,29.478805945967352,26.476404589747453,18.275666882497067,,13.19090595827292,36.796738985948195,21.42428528562855,18.275666882497067,29.8496231131986,16.24807680927192,20.808652046684813,17.74823934929885,19.6468827043885,18.841443681416774,27.294688127912362,8.06225774829855
rt,20.12461179749811,27.65863337187866,16.186414056238647,36.26292872893749,36.26292872893749,16.186414056238647,27.65863337187866,20.12461179749811,14.352700094407323,15.811388300841896,1.0,20.024984394500787,7.0,37.53664875824692,11.661903789690601,19.339079605813716,23.45207879911715,15.524174696260024,18.973665961010276,26.570660511172846,23.57965224510319,25.079872407968907,6.708203932499369,29.68164415931166,22.15851980616034,9.219544457292887,21.047565179849187,20.639767440550294,15.556349186104045,8.94427190999916,19.44222209522358,8.12403840463596,19.209372712298546,32.202484376209235,35.52463933666322,11.704699910719626,17.08800749063506,26.90724809414742,13.74772708486752,18.49324200890693,22.090722034374522,20.8806130178211,40.36087214122113,13.19090595827292,,32.77193921634788,23.108440016582687,32.46536616149585,3.0,25.179356624028344,16.15549442140351,17.146428199482248,13.892443989449804,20.12461179749811,16.30950643030009,21.095023109728988
shadowproof,36.124783736376884,19.235384061671343,36.26292872893749,19.697715603592208,19.697715603592208,36.26292872893749,19.235384061671343,36.124783736376884,13.19090595827292,20.12461179749811,25.019992006393608,33.301651610693426,35.0,20.639767440550294,9.219544457292887,17.146428199482248,19.6468827043885,30.14962686336267,28.0,22.825424421026653,24.124676163629637,15.132745950421556,12.68857754044952,17.832554500127006,5.0990195135927845,28.0178514522438,28.053520278211074,19.924858845171276,21.563858652847824,4.123105625617661,5.0990195135927845,21.748563170931547,34.72751070837067,11.313708498984761,27.892651361962706,13.601470508735444,26.076809620810597,22.847319317591726,14.317821063276353,11.874342087037917,23.45207879911715,22.693611435820433,27.459060435491963,36.796738985948195,32.77193921634788,,24.228082879171435,16.401219466856727,21.563858652847824,18.466185312619388,20.0,32.01562118716424,10.0,27.03701166919155,13.038404810405298,22.80350850198276
slate,28.861739379323623,16.186414056238647,19.697715603592208,32.07802986469088,32.07802986469088,19.697715603592208,16.186414056238647,28.861739379323623,21.95449840010015,26.70205984563738,14.317821063276353,29.79932885150268,30.23243291566195,16.09347693943108,9.1104335791443,19.339079605813716,23.345235059857504,9.695359714832659,27.294688127912362,19.79898987322333,20.71231517720798,21.400934559032695,22.9128784747792,25.0,7.3484692283495345,26.551836094703507,25.96150997149434,16.401219466856727,13.490737563232042,10.344080432788601,15.297058540778355,19.209372712298546,19.621416870348583,11.661903789690601,26.68332812825267,26.1725046566048,20.904544960366874,19.390719429665317,25.80697580112788,8.306623862918075,25.709920264364882,14.352700094407323,34.07345007480164,21.42428528562855,23.108440016582687,24.228082879171435,,12.206555615733702,27.477263328068172,27.294688127912362,28.372521918222215,17.69180601295413,32.0624390837628,15.905973720586866,28.284271247461902,19.261360284258224
socialistproject,27.65863337187866,36.26292872893749,32.07802986469088,27.477263328068172,27.477263328068172,32.07802986469088,36.26292872893749,27.65863337187866,27.51363298439521,22.737634001804146,17.029386365926403,31.400636936215164,32.449961479175904,39.71145930332956,16.30950643030009,18.138357147217054,15.264337522473747,22.9128784747792,17.291616465790582,24.372115213907882,30.675723300355934,24.49489742783178,16.73320053068151,24.758836806279895,24.919871588754223,25.942243542145693,21.863211109075447,16.64331697709324,15.427248620541512,16.186414056238647,13.892443989449804,10.344080432788601,27.16615541441225,23.515952032609693,18.788294228055936,13.152946437965905,20.12461179749811,24.413111231467404,22.090722034374522,22.825424421026653,21.6794833886788,19.390719429665317,30.886890422961002,18.275666882497067,32.46536616149585,16.401219466856727,12.206555615733702,,20.12461179749811,8.831760866327848,21.77154105707724,23.15167380558045,22.891046284519195,18.0,29.816103031751148,12.806248474865697
spectator,19.235384061671343,19.697715603592208,27.477263328068172,15.0,15.0,27.477263328068172,19.697715603592208,19.235384061671343,20.12461179749811,15.811388300841896,12.206555615733702,31.016124838541646,21.0,23.043437243605826,8.06225774829855,12.68857754044952,11.661903789690601,15.524174696260024,23.280893453645632,19.6468827043885,3.7416573867739413,18.867962264113206,19.131126469708992,11.874342087037917,5.477225575051661,7.483314773547883,18.384776310850235,16.76305461424021,7.810249675906654,7.810249675906654,11.357816691600547,9.539392014169456,21.02379604162864,9.899494936611665,16.15549442140351,13.601470508735444,16.278820596099706,9.0,23.280893453645632,18.49324200890693,13.416407864998739,22.47220505424423,29.206163733020468,29.8496231131986,3.0,21.563858652847824,27.477263328068172,20.12461179749811,,25.41653005427767,11.661903789690601,8.306623862918075,17.11724276862369,11.357816691600547,23.430749027719962,12.041594578792296
strategicculture,16.186414056238647,32.07802986469088,15.0,19.924858845171276,19.924858845171276,15.0,32.07802986469088,16.186414056238647,36.124783736376884,14.352700094407323,19.313207915827967,22.045407685048602,2.0,13.076696830622021,11.445523142259598,16.792855623746664,14.035668847618199,10.44030650891055,10.198039027185569,28.460498941515414,21.0,18.49324200890693,27.294688127912362,20.615528128088304,18.681541692269406,2.8284271247461903,28.106938645110393,7.483314773547883,5.916079783099616,19.924858845171276,18.275666882497067,3.7416573867739413,14.0,19.1049731745428,35.749125863438955,18.973665961010276,22.825424421026653,20.615528128088304,28.53068523537421,16.673332000533065,33.31666249791537,18.867962264113206,24.186773244895647,16.24807680927192,25.179356624028344,18.466185312619388,27.294688127912362,8.831760866327848,25.41653005427767,,36.235341863986875,19.131126469708992,30.789608636681304,25.079872407968907,27.730849247724095,28.792360097775937
truthdig,36.26292872893749,27.477263328068172,19.924858845171276,19.235384061671343,19.235384061671343,19.924858845171276,27.477263328068172,36.26292872893749,28.861739379323623,13.19090595827292,15.811388300841896,30.822070014844883,21.307275752662516,20.12461179749811,12.24744871391589,17.029386365926403,15.84297951775486,14.45683229480096,20.615528128088304,27.730849247724095,12.165525060596439,7.0,16.3707055437449,20.688160865577203,16.76305461424021,27.586228448267445,27.676705006196094,12.806248474865697,17.578395831246947,19.261360284258224,6.4031242374328485,16.24807680927192,24.899799195977465,20.12461179749811,19.313207915827967,24.331050121192877,22.38302928559939,14.317821063276353,19.0,22.494443758403985,25.709920264364882,17.4928556845359,29.427877939124322,20.808652046684813,16.15549442140351,20.0,28.372521918222215,21.77154105707724,11.661903789690601,36.235341863986875,,15.165750888103101,43.3589667773576,14.317821063276353,39.81205847478876,33.76388603226827
usatoday,19.697715603592208,15.0,19.235384061671343,21.6794833886788,21.6794833886788,19.235384061671343,15.0,19.697715603592208,27.65863337187866,21.95449840010015,20.12461179749811,1.0,41.036569057366385,20.808652046684813,13.638181696985855,25.099800796022265,6.082762530298219,7.483314773547883,1.4142135623730951,17.578395831246947,30.95157508108432,11.0,21.633307652783937,14.89966442575134,3.3166247903554,7.0710678118654755,15.329709716755891,15.620499351813308,13.601470508735444,0.0,2.0,20.615528128088304,22.293496809607955,15.264337522473747,31.464265445104548,28.372521918222215,14.696938456699069,10.04987562112089,22.825424421026653,15.165750888103101,23.853720883753127,12.24744871391589,22.47220505424423,17.74823934929885,17.146428199482248,32.01562118716424,17.69180601295413,23.15167380558045,8.306623862918075,19.131126469708992,15.165750888103101,,22.02271554554524,15.652475842498529,31.064449134018133,2.449489742783178
veteranstoday,32.07802986469088,19.924858845171276,21.6794833886788,26.13426869074396,26.13426869074396,21.6794833886788,19.924858845171276,32.07802986469088,19.235384061671343,27.51363298439521,26.70205984563738,25.019992006393608,20.024984394500787,14.0,18.138357147217054,18.027756377319946,9.433981132056603,18.384776310850235,13.74772708486752,23.45207879911715,23.108440016582687,25.179356624028344,2.8284271247461903,20.615528128088304,10.723805294763608,20.615528128088304,21.61018278497431,10.198039027185569,19.235384061671343,4.69041575982343,15.427248620541512,11.40175425099138,19.87460691435179,10.816653826391969,27.018512172212592,19.949937343260004,22.44994432064365,10.63014581273465,6.4031242374328485,14.45683229480096,23.769728648009426,22.47220505424423,16.278820596099706,19.6468827043885,13.892443989449804,10.0,32.0624390837628,22.891046284519195,17.11724276862369,30.789608636681304,43.3589667773576,22.02271554554524,,21.633307652783937,21.095023109728988,18.841443681416774
