,aljazeera,alternet,americanconservative,americanthinker,antiwar,ap,atlantic,axios,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,factcheck,federalist,fivethirtyeight,fox,freebeacon,globalresearch,grayzone,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,koreaherald,lewrockwell,mintpress,motherjones,msnbc,nationalreview,nbc,neweasternoutlook,newsbud,newyorker,npr,nypost,nytimes,observerny,offguardian,opednews,peoplesdaily,pjmedia,propublica,psychologytoday,rawstory,redstate,reuters,reveal,rt,science,scientificamerican,shadowproof,slate,snopes,socialistalternative,socialistproject,spectator,strategicculture,techcrunch,time,townhall,truthdig,usatoday,verge,veteranstoday,vice,voltairenetwork,vox,wapo,wsj
dailykos,3.0,18.466185312619388,11.40175425099138,16.1245154965971,16.1245154965971,11.40175425099138,18.466185312619388,3.0,3.0,13.92838827718412,10.44030650891055,17.11724276862369,10.0,6.0,7.3484692283495345,9.643650760992955,8.94427190999916,8.831760866327848,13.30413469565007,5.0,,8.246211251235321,14.177446878757825,11.74734012447073,9.899494936611665,9.273618495495704,6.0,16.15549442140351,8.12403840463596,17.291616465790582,10.44030650891055,6.0,10.770329614269007,10.295630140987,6.4031242374328485,9.486832980505138,5.0,6.0,9.16515138991168,8.94427190999916,13.19090595827292,10.44030650891055,7.211102550927978,14.035668847618199,13.45362404707371,1.0,12.36931687685298,10.0,17.916472867168917,6.0,5.0,13.30413469565007,7.280109889280518,17.578395831246947,0.0,8.06225774829855,18.05547008526779,14.142135623730951,10.295630140987,4.123105625617661,6.48074069840786,9.848857801796104,8.48528137423857,8.48528137423857,8.246211251235321,8.831760866327848,13.45362404707371,6.324555320336759,15.264337522473747,12.884098726725126,10.816653826391969,18.49324200890693,6.082762530298219,5.656854249492381,13.856406460551018,8.246211251235321,18.384776310850235,1.0,8.94427190999916,18.24828759089466,9.219544457292887,9.797958971132712,10.816653826391969
dailymail,11.661903789690601,10.0,16.1245154965971,6.708203932499369,6.708203932499369,16.1245154965971,10.0,11.661903789690601,3.0,14.317821063276353,6.708203932499369,17.578395831246947,7.0710678118654755,7.280109889280518,13.341664064126334,8.0,18.24828759089466,13.45362404707371,7.280109889280518,6.0,8.246211251235321,,8.06225774829855,11.045361017187261,4.123105625617661,6.324555320336759,10.198039027185569,10.0,14.89966442575134,10.04987562112089,8.48528137423857,14.177446878757825,11.224972160321824,16.15549442140351,5.477225575051661,17.029386365926403,11.489125293076057,6.4031242374328485,8.246211251235321,14.177446878757825,11.74734012447073,9.899494936611665,9.273618495495704,6.0,16.15549442140351,8.12403840463596,17.291616465790582,10.44030650891055,6.0,10.770329614269007,10.295630140987,6.4031242374328485,9.486832980505138,5.0,6.0,9.16515138991168,8.94427190999916,13.19090595827292,10.44030650891055,7.211102550927978,14.035668847618199,13.45362404707371,1.0,12.36931687685298,10.0,17.916472867168917,6.0,5.0,13.30413469565007,7.280109889280518,17.578395831246947,0.0,8.06225774829855,18.05547008526779,14.142135623730951,10.295630140987,4.123105625617661,6.48074069840786,9.848857801796104,8.48528137423857,8.48528137423857,8.246211251235321,8.831760866327848
dailywire,3.0,11.40175425099138,6.708203932499369,19.1049731745428,19.1049731745428,6.708203932499369,11.40175425099138,3.0,3.0,3.0,13.892443989449804,10.677078252031311,13.30413469565007,15.165750888103101,7.483314773547883,5.385164807134504,9.219544457292887,6.324555320336759,17.578395831246947,9.16515138991168,14.177446878757825,8.06225774829855,,11.916375287812984,9.433981132056603,17.146428199482248,5.0,4.242640687119285,12.727922061357855,7.0710678118654755,17.146428199482248,1.0,7.615773105863909,17.46424919657298,13.19090595827292,2.0,10.04987562112089,8.0,10.198039027185569,11.045361017187261,8.06225774829855,11.045361017187261,4.123105625617661,6.324555320336759,10.198039027185569,10.0,14.89966442575134,10.04987562112089,8.48528137423857,14.177446878757825,11.224972160321824,16.15549442140351,5.477225575051661,17.029386365926403,11.489125293076057,6.4031242374328485,8.246211251235321,14.177446878757825,11.74734012447073,9.899494936611665,9.273618495495704,6.0,16.15549442140351,8.12403840463596,17.291616465790582,10.44030650891055,6.0,10.770329614269007,10.295630140987,6.4031242374328485,9.486832980505138,5.0,6.0,9.16515138991168,8.94427190999916,13.19090595827292,10.44030650891055,7.211102550927978,14.035668847618199,13.45362404707371,1.0,12.36931687685298,10.0
economist,18.466185312619388,16.1245154965971,19.1049731745428,17.74823934929885,17.74823934929885,19.1049731745428,16.1245154965971,18.466185312619388,3.0,7.211102550927978,6.708203932499369,13.379088160259652,8.94427190999916,9.797958971132712,17.916472867168917,8.306623862918075,9.797958971132712,15.264337522473747,0.0,8.94427190999916,11.74734012447073,11.045361017187261,11.916375287812984,,12.727922061357855,2.8284271247461903,7.54983443527075,7.483314773547883,9.433981132056603,8.602325267042627,1.4142135623730951,9.273618495495704,8.0,12.206555615733702,8.12403840463596,8.18535277187245,9.055385138137417,15.684387141358123,9.486832980505138,1.0,12.727922061357855,1.4142135623730951,11.916375287812984,9.433981132056603,17.146428199482248,5.0,4.242640687119285,12.727922061357855,7.0710678118654755,17.146428199482248,1.0,7.615773105863909,17.46424919657298,13.19090595827292,2.0,10.04987562112089,8.0,10.198039027185569,11.045361017187261,8.06225774829855,11.045361017187261,4.123105625617661,6.324555320336759,10.198039027185569,10.0,14.89966442575134,10.04987562112089,8.48528137423857,14.177446878757825,11.224972160321824,16.15549442140351,5.477225575051661,17.029386365926403,11.489125293076057,6.4031242374328485,8.246211251235321,14.177446878757825,11.74734012447073,9.899494936611665,9.273618495495704,6.0,16.15549442140351,8.12403840463596
factcheck,10.0,6.708203932499369,17.74823934929885,15.165750888103101,15.165750888103101,17.74823934929885,6.708203932499369,10.0,3.0,20.346989949375804,7.810249675906654,8.06225774829855,7.810249675906654,4.47213595499958,11.575836902790225,4.123105625617661,10.816653826391969,12.884098726725126,8.06225774829855,13.19090595827292,9.899494936611665,4.123105625617661,9.433981132056603,12.727922061357855,,10.344080432788601,20.663978319771825,9.433981132056603,11.916375287812984,6.4031242374328485,17.378147196982766,15.84297951775486,7.681145747868608,14.52583904633395,3.605551275463989,19.949937343260004,13.379088160259652,12.083045973594572,11.575836902790225,8.831760866327848,10.0,7.874007874011811,12.206555615733702,7.874007874011811,12.727922061357855,2.8284271247461903,7.54983443527075,7.483314773547883,9.433981132056603,8.602325267042627,1.4142135623730951,9.273618495495704,8.0,12.206555615733702,8.12403840463596,8.18535277187245,9.055385138137417,15.684387141358123,9.486832980505138,1.0,12.727922061357855,1.4142135623730951,11.916375287812984,9.433981132056603,17.146428199482248,5.0,4.242640687119285,12.727922061357855,7.0710678118654755,17.146428199482248,1.0,7.615773105863909,17.46424919657298,13.19090595827292,2.0,10.04987562112089,8.0,10.198039027185569,11.045361017187261,8.06225774829855,11.045361017187261,4.123105625617661,6.324555320336759
federalist,11.40175425099138,19.1049731745428,15.165750888103101,13.0,13.0,15.165750888103101,19.1049731745428,11.40175425099138,11.661903789690601,3.0,7.211102550927978,18.05547008526779,11.575836902790225,13.638181696985855,11.789826122551595,9.433981132056603,9.695359714832659,10.816653826391969,18.05547008526779,10.44030650891055,9.273618495495704,6.324555320336759,17.146428199482248,2.8284271247461903,10.344080432788601,,14.422205101855956,2.23606797749979,15.0,11.0,6.0,5.744562646538029,10.0,9.433981132056603,9.0,10.04987562112089,10.04987562112089,14.422205101855956,8.06225774829855,14.89966442575134,8.774964387392123,19.4164878389476,15.84297951775486,8.54400374531753,14.247806848775006,19.949937343260004,10.344080432788601,20.663978319771825,9.433981132056603,11.916375287812984,6.4031242374328485,17.378147196982766,15.84297951775486,7.681145747868608,14.52583904633395,3.605551275463989,19.949937343260004,13.379088160259652,12.083045973594572,11.575836902790225,8.831760866327848,10.0,7.874007874011811,12.206555615733702,7.874007874011811,12.727922061357855,2.8284271247461903,7.54983443527075,7.483314773547883,9.433981132056603,8.602325267042627,1.4142135623730951,9.273618495495704,8.0,12.206555615733702,8.12403840463596,8.18535277187245,9.055385138137417,15.684387141358123,9.486832980505138,1.0,12.727922061357855,1.4142135623730951
fivethirtyeight,16.1245154965971,17.74823934929885,13.0,3.605551275463989,3.605551275463989,13.0,17.74823934929885,16.1245154965971,3.0,3.0,13.92838827718412,16.15549442140351,7.280109889280518,5.0,3.605551275463989,10.0,2.449489742783178,18.49324200890693,14.142135623730951,7.211102550927978,6.0,10.198039027185569,5.0,7.54983443527075,20.663978319771825,14.422205101855956,,5.656854249492381,9.219544457292887,4.47213595499958,10.0,9.055385138137417,1.0,9.899494936611665,7.0,4.47213595499958,8.246211251235321,4.0,10.099504938362077,9.219544457292887,2.0,15.394804318340652,10.862780491200215,8.306623862918075,13.601470508735444,7.280109889280518,7.280109889280518,5.385164807134504,14.422205101855956,2.23606797749979,15.0,11.0,6.0,5.744562646538029,10.0,9.433981132056603,9.0,10.04987562112089,10.04987562112089,14.422205101855956,8.06225774829855,14.89966442575134,8.774964387392123,19.4164878389476,15.84297951775486,8.54400374531753,14.247806848775006,19.949937343260004,10.344080432788601,20.663978319771825,9.433981132056603,11.916375287812984,6.4031242374328485,17.378147196982766,15.84297951775486,7.681145747868608,14.52583904633395,3.605551275463989,19.949937343260004,13.379088160259652,12.083045973594572,11.575836902790225,8.831760866327848
fox,6.708203932499369,15.165750888103101,3.605551275463989,6.708203932499369,6.708203932499369,3.605551275463989,15.165750888103101,6.708203932499369,18.466185312619388,3.0,14.317821063276353,10.44030650891055,2.0,4.0,10.816653826391969,2.23606797749979,9.899494936611665,6.082762530298219,10.295630140987,14.035668847618199,16.15549442140351,10.0,4.242640687119285,7.483314773547883,9.433981132056603,2.23606797749979,5.656854249492381,,14.177446878757825,5.0,6.0,9.848857801796104,6.082762530298219,10.816653826391969,8.0,13.74772708486752,0.0,3.605551275463989,10.816653826391969,8.06225774829855,15.7797338380595,6.0,7.280109889280518,15.165750888103101,6.082762530298219,12.449899597988733,7.3484692283495345,8.602325267042627,7.211102550927978,7.3484692283495345,5.656854249492381,9.219544457292887,4.47213595499958,10.0,9.055385138137417,1.0,9.899494936611665,7.0,4.47213595499958,8.246211251235321,4.0,10.099504938362077,9.219544457292887,2.0,15.394804318340652,10.862780491200215,8.306623862918075,13.601470508735444,7.280109889280518,7.280109889280518,5.385164807134504,14.422205101855956,2.23606797749979,15.0,11.0,6.0,5.744562646538029,10.0,9.433981132056603,9.0,10.04987562112089,10.04987562112089,14.422205101855956
freebeacon,19.1049731745428,13.0,6.708203932499369,16.61324772583615,16.61324772583615,6.708203932499369,13.0,19.1049731745428,10.0,3.0,3.0,6.708203932499369,17.11724276862369,15.652475842498529,8.06225774829855,15.684387141358123,8.48528137423857,5.656854249492381,4.123105625617661,13.45362404707371,8.12403840463596,14.89966442575134,12.727922061357855,9.433981132056603,11.916375287812984,15.0,9.219544457292887,14.177446878757825,,14.247806848775006,6.4031242374328485,12.449899597988733,19.748417658131498,7.681145747868608,20.46948949045872,11.357816691600547,10.488088481701515,4.123105625617661,16.431676725154983,15.066519173319364,9.1104335791443,13.96424004376894,5.385164807134504,19.748417658131498,12.449899597988733,14.352700094407323,7.0,10.0,17.378147196982766,9.433981132056603,5.0,4.123105625617661,14.177446878757825,5.0,6.0,9.848857801796104,6.082762530298219,10.816653826391969,8.0,13.74772708486752,0.0,3.605551275463989,10.816653826391969,8.06225774829855,15.7797338380595,6.0,7.280109889280518,15.165750888103101,6.082762530298219,12.449899597988733,7.3484692283495345,8.602325267042627,7.211102550927978,7.3484692283495345,5.656854249492381,9.219544457292887,4.47213595499958,10.0,9.055385138137417,1.0,9.899494936611665,7.0,4.47213595499958
globalresearch,17.74823934929885,3.605551275463989,16.61324772583615,5.0,5.0,16.61324772583615,3.605551275463989,17.74823934929885,11.40175425099138,3.0,7.211102550927978,13.892443989449804,17.578395831246947,10.0,15.7797338380595,13.74772708486752,12.36931687685298,13.856406460551018,6.48074069840786,1.0,17.291616465790582,10.04987562112089,7.0710678118654755,8.602325267042627,6.4031242374328485,11.0,4.47213595499958,5.0,14.247806848775006,,12.206555615733702,6.082762530298219,7.681145747868608,4.123105625617661,13.038404810405298,2.23606797749979,13.601470508735444,10.344080432788601,5.0990195135927845,6.557438524302,8.602325267042627,8.06225774829855,8.54400374531753,9.0,10.344080432788601,13.038404810405298,7.0,14.560219778561036,16.431676725154983,11.090536506409418,7.874007874011811,4.47213595499958,9.643650760992955,19.1049731745428,14.247806848775006,6.4031242374328485,12.449899597988733,19.748417658131498,7.681145747868608,20.46948949045872,11.357816691600547,10.488088481701515,4.123105625617661,16.431676725154983,15.066519173319364,9.1104335791443,13.96424004376894,5.385164807134504,19.748417658131498,12.449899597988733,14.352700094407323,7.0,10.0,17.378147196982766,9.433981132056603,5.0,4.123105625617661,14.177446878757825,5.0,6.0,9.848857801796104,6.082762530298219,10.816653826391969
grayzone,15.165750888103101,6.708203932499369,5.0,11.0,11.0,5.0,6.708203932499369,15.165750888103101,16.1245154965971,11.661903789690601,20.346989949375804,6.708203932499369,10.677078252031311,7.0710678118654755,6.0,13.19090595827292,9.273618495495704,8.246211251235321,9.848857801796104,12.36931687685298,10.44030650891055,8.48528137423857,17.146428199482248,1.4142135623730951,17.378147196982766,6.0,10.0,6.0,6.4031242374328485,12.206555615733702,,9.0,18.466185312619388,11.090536506409418,13.45362404707371,10.344080432788601,19.339079605813716,10.344080432788601,19.672315572906,11.180339887498949,13.19090595827292,5.385164807134504,14.352700094407323,15.066519173319364,9.1104335791443,16.583123951777,12.041594578792296,19.339079605813716,14.798648586948742,9.695359714832659,8.831760866327848,8.602325267042627,5.0,1.4142135623730951,11.40175425099138,7.681145747868608,12.206555615733702,6.082762530298219,7.681145747868608,4.123105625617661,13.038404810405298,2.23606797749979,13.601470508735444,10.344080432788601,5.0990195135927845,6.557438524302,8.602325267042627,8.06225774829855,8.54400374531753,9.0,10.344080432788601,13.038404810405298,7.0,14.560219778561036,16.431676725154983,11.090536506409418,7.874007874011811,4.47213595499958,9.643650760992955,19.1049731745428,14.247806848775006,6.4031242374328485,12.449899597988733
guardian,13.0,16.61324772583615,11.0,22.38302928559939,22.38302928559939,11.0,16.61324772583615,13.0,6.708203932499369,3.0,3.0,7.810249675906654,13.379088160259652,13.30413469565007,7.280109889280518,7.3484692283495345,7.681145747868608,18.384776310850235,8.48528137423857,10.0,6.0,14.177446878757825,1.0,9.273618495495704,15.84297951775486,5.744562646538029,9.055385138137417,9.848857801796104,12.449899597988733,6.082762530298219,9.0,,18.466185312619388,10.677078252031311,8.246211251235321,3.1622776601683795,16.06237840420901,5.0990195135927845,9.219544457292887,11.045361017187261,9.055385138137417,12.409673645990857,10.44030650891055,13.92838827718412,3.605551275463989,7.0710678118654755,12.083045973594572,11.40175425099138,17.4928556845359,9.219544457292887,10.295630140987,15.0,9.273618495495704,9.16515138991168,14.352700094407323,13.076696830622021,8.831760866327848,10.198039027185569,9.0,18.466185312619388,11.090536506409418,13.45362404707371,10.344080432788601,19.339079605813716,10.344080432788601,19.672315572906,11.180339887498949,13.19090595827292,5.385164807134504,14.352700094407323,15.066519173319364,9.1104335791443,16.583123951777,12.041594578792296,19.339079605813716,14.798648586948742,9.695359714832659,8.831760866327848,8.602325267042627,5.0,1.4142135623730951,11.40175425099138,7.681145747868608
huffingtonpost,3.605551275463989,5.0,22.38302928559939,13.0,13.0,22.38302928559939,5.0,3.605551275463989,19.1049731745428,18.466185312619388,3.0,7.211102550927978,8.06225774829855,8.94427190999916,15.165750888103101,13.341664064126334,9.643650760992955,1.0,8.48528137423857,17.916472867168917,10.770329614269007,11.224972160321824,7.615773105863909,8.0,7.681145747868608,10.0,1.0,6.082762530298219,19.748417658131498,7.681145747868608,18.466185312619388,18.466185312619388,,7.874007874011811,4.47213595499958,9.643650760992955,19.1049731745428,14.247806848775006,6.4031242374328485,12.449899597988733,19.748417658131498,7.681145747868608,20.46948949045872,11.357816691600547,10.488088481701515,4.123105625617661,16.431676725154983,15.066519173319364,9.1104335791443,13.96424004376894,5.385164807134504,19.748417658131498,12.449899597988733,14.352700094407323,13.30413469565007,9.219544457292887,17.233687939614086,3.605551275463989,9.486832980505138,10.44030650891055,18.466185312619388,10.677078252031311,8.246211251235321,3.1622776601683795,16.06237840420901,5.0990195135927845,9.219544457292887,11.045361017187261,9.055385138137417,12.409673645990857,10.44030650891055,13.92838827718412,3.605551275463989,7.0710678118654755,12.083045973594572,11.40175425099138,17.4928556845359,9.219544457292887,10.295630140987,15.0,9.273618495495704,9.16515138991168,14.352700094407323
independent,6.708203932499369,11.0,13.0,5.0,5.0,13.0,11.0,6.708203932499369,17.74823934929885,10.0,3.0,13.92838827718412,18.05547008526779,7.810249675906654,9.797958971132712,7.483314773547883,8.0,8.94427190999916,8.246211251235321,6.0,10.295630140987,16.15549442140351,17.46424919657298,12.206555615733702,14.52583904633395,9.433981132056603,9.899494936611665,10.816653826391969,7.681145747868608,4.123105625617661,11.090536506409418,10.677078252031311,7.874007874011811,,10.44030650891055,14.212670403551895,20.83266665599966,12.449899597988733,3.605551275463989,8.06225774829855,17.74823934929885,9.219544457292887,4.242640687119285,13.892443989449804,3.605551275463989,13.076696830622021,11.40175425099138,17.74823934929885,4.242640687119285,6.082762530298219,13.74772708486752,10.04987562112089,19.05255888325765,4.242640687119285,10.04987562112089,17.204650534085253,17.233687939614086,9.16515138991168,8.831760866327848,0.0,16.431676725154983,11.090536506409418,7.874007874011811,4.47213595499958,9.643650760992955,19.1049731745428,14.247806848775006,6.4031242374328485,12.449899597988733,19.748417658131498,7.681145747868608,20.46948949045872,11.357816691600547,10.488088481701515,4.123105625617661,16.431676725154983,15.066519173319364,9.1104335791443,13.96424004376894,5.385164807134504,19.748417658131498,12.449899597988733,14.352700094407323
infowars,16.61324772583615,22.38302928559939,5.0,5.0,5.0,5.0,22.38302928559939,16.61324772583615,15.165750888103101,11.40175425099138,3.0,14.317821063276353,16.15549442140351,11.575836902790225,4.47213595499958,17.916472867168917,5.385164807134504,18.24828759089466,8.831760866327848,5.0,6.4031242374328485,5.477225575051661,13.19090595827292,8.12403840463596,3.605551275463989,9.0,7.0,8.0,20.46948949045872,13.038404810405298,13.45362404707371,8.246211251235321,4.47213595499958,10.44030650891055,,7.615773105863909,3.0,9.055385138137417,13.92838827718412,8.660254037844387,7.280109889280518,9.219544457292887,8.660254037844387,8.06225774829855,7.615773105863909,7.280109889280518,8.54400374531753,9.539392014169456,3.1622776601683795,12.449899597988733,7.615773105863909,4.123105625617661,9.433981132056603,1.0,11.090536506409418,7.615773105863909,1.0,16.61324772583615,20.346989949375804,6.082762530298219,18.05547008526779,12.806248474865697,20.346989949375804,4.242640687119285,10.44030650891055,14.212670403551895,20.83266665599966,12.449899597988733,3.605551275463989,8.06225774829855,17.74823934929885,9.219544457292887,4.242640687119285,13.892443989449804,3.605551275463989,13.076696830622021,11.40175425099138,17.74823934929885,4.242640687119285,6.082762530298219,13.74772708486752,10.04987562112089,19.05255888325765
intercept,5.0,13.0,5.0,3.0,3.0,5.0,13.0,5.0,13.0,16.1245154965971,3.0,3.0,10.44030650891055,7.280109889280518,13.638181696985855,11.575836902790225,8.306623862918075,9.219544457292887,13.45362404707371,13.30413469565007,9.486832980505138,17.029386365926403,2.0,8.18535277187245,19.949937343260004,10.04987562112089,4.47213595499958,13.74772708486752,11.357816691600547,2.23606797749979,10.344080432788601,3.1622776601683795,9.643650760992955,14.212670403551895,7.615773105863909,,10.723805294763608,6.4031242374328485,4.47213595499958,3.605551275463989,12.767145334803704,7.3484692283495345,10.295630140987,4.0,9.273618495495704,2.0,11.180339887498949,4.0,11.661903789690601,9.899494936611665,5.0,8.12403840463596,6.4031242374328485,6.324555320336759,8.48528137423857,8.246211251235321,11.575836902790225,11.180339887498949,6.324555320336759,14.177446878757825,10.0,13.19090595827292,10.816653826391969,15.684387141358123,8.0,13.19090595827292,7.615773105863909,3.0,9.055385138137417,13.92838827718412,8.660254037844387,7.280109889280518,9.219544457292887,8.660254037844387,8.06225774829855,7.615773105863909,7.280109889280518,8.54400374531753,9.539392014169456,3.1622776601683795,12.449899597988733,7.615773105863909,4.123105625617661
jacobinmag,11.0,5.0,3.0,10.44030650891055,10.44030650891055,3.0,5.0,11.0,3.605551275463989,6.708203932499369,11.661903789690601,7.211102550927978,6.708203932499369,2.0,5.0,11.789826122551595,4.123105625617661,9.797958971132712,6.324555320336759,7.280109889280518,5.0,11.489125293076057,10.04987562112089,9.055385138137417,13.379088160259652,10.04987562112089,8.246211251235321,0.0,10.488088481701515,13.601470508735444,19.339079605813716,16.06237840420901,19.1049731745428,20.83266665599966,3.0,10.723805294763608,,8.246211251235321,14.352700094407323,5.830951894845301,3.605551275463989,9.486832980505138,15.033296378372908,8.660254037844387,5.385164807134504,8.06225774829855,10.344080432788601,7.280109889280518,5.830951894845301,8.06225774829855,6.708203932499369,9.539392014169456,4.242640687119285,13.076696830622021,5.830951894845301,2.23606797749979,9.643650760992955,2.23606797749979,12.449899597988733,5.830951894845301,2.23606797749979,16.24807680927192,7.280109889280518,10.63014581273465,10.723805294763608,7.0710678118654755,9.9498743710662,2.23606797749979,10.723805294763608,6.4031242374328485,4.47213595499958,3.605551275463989,12.767145334803704,7.3484692283495345,10.295630140987,4.0,9.273618495495704,2.0,11.180339887498949,4.0,11.661903789690601,9.899494936611665,5.0
koreaherald,22.38302928559939,5.0,10.44030650891055,6.708203932499369,6.708203932499369,10.44030650891055,5.0,22.38302928559939,6.708203932499369,19.1049731745428,3.0,20.346989949375804,13.892443989449804,17.11724276862369,4.0,3.605551275463989,9.433981132056603,10.816653826391969,15.264337522473747,17.578395831246947,6.0,6.4031242374328485,8.0,15.684387141358123,12.083045973594572,14.422205101855956,4.0,3.605551275463989,4.123105625617661,10.344080432788601,10.344080432788601,5.0990195135927845,14.247806848775006,12.449899597988733,9.055385138137417,6.4031242374328485,8.246211251235321,,15.937377450509228,8.94427190999916,15.684387141358123,4.242640687119285,5.0,10.295630140987,16.30950643030009,9.1104335791443,3.605551275463989,7.280109889280518,12.12435565298214,7.0,4.242640687119285,9.219544457292887,5.0,9.9498743710662,5.830951894845301,13.96424004376894,4.242640687119285,1.0,10.246950765959598,4.123105625617661,13.96424004376894,4.242640687119285,4.123105625617661,16.1245154965971,7.0,2.0,8.0,14.352700094407323,9.219544457292887,15.684387141358123,8.246211251235321,14.352700094407323,5.830951894845301,3.605551275463989,9.486832980505138,15.033296378372908,8.660254037844387,5.385164807134504,8.06225774829855,10.344080432788601,7.280109889280518,5.830951894845301,8.06225774829855
lewrockwell,13.0,3.0,6.708203932499369,10.0,10.0,6.708203932499369,3.0,13.0,16.61324772583615,17.74823934929885,18.466185312619388,3.0,6.708203932499369,17.578395831246947,15.652475842498529,10.816653826391969,10.0,9.695359714832659,12.884098726725126,0.0,9.16515138991168,8.246211251235321,10.198039027185569,9.486832980505138,11.575836902790225,8.06225774829855,10.099504938362077,10.816653826391969,16.431676725154983,5.0990195135927845,19.672315572906,9.219544457292887,6.4031242374328485,3.605551275463989,13.92838827718412,4.47213595499958,14.352700094407323,15.937377450509228,,14.866068747318506,3.1622776601683795,8.717797887081348,6.48074069840786,15.427248620541512,12.68857754044952,7.874007874011811,8.366600265340756,9.539392014169456,19.313207915827967,12.206555615733702,11.445523142259598,11.0,20.149441679609886,9.219544457292887,20.615528128088304,11.789826122551595,12.569805089976535,3.3166247903554,15.427248620541512,15.524174696260024,9.433981132056603,16.278820596099706,10.344080432788601,20.149441679609886,14.45683229480096,11.661903789690601,2.0,7.280109889280518,4.0,6.0,15.684387141358123,7.810249675906654,15.937377450509228,8.94427190999916,15.684387141358123,4.242640687119285,5.0,10.295630140987,16.30950643030009,9.1104335791443,3.605551275463989,7.280109889280518,12.12435565298214
mintpress,5.0,10.44030650891055,10.0,3.0,3.0,10.0,10.44030650891055,5.0,5.0,15.165750888103101,10.0,3.0,7.810249675906654,10.677078252031311,10.0,8.06225774829855,2.23606797749979,2.449489742783178,10.816653826391969,8.06225774829855,8.94427190999916,14.177446878757825,11.045361017187261,1.0,8.831760866327848,14.89966442575134,9.219544457292887,8.06225774829855,15.066519173319364,6.557438524302,11.180339887498949,11.045361017187261,12.449899597988733,8.06225774829855,8.660254037844387,3.605551275463989,5.830951894845301,8.94427190999916,14.866068747318506,,15.748015748023622,13.74772708486752,7.211102550927978,14.352700094407323,15.748015748023622,15.556349186104045,17.05872210923198,14.491376746189438,15.362291495737216,11.532562594670797,19.4164878389476,13.076696830622021,19.4164878389476,13.379088160259652,20.248456731316587,15.84297951775486,20.273134932713294,12.68857754044952,17.4928556845359,12.041594578792296,15.556349186104045,17.291616465790582,11.789826122551595,19.87460691435179,17.11724276862369,20.248456731316587,18.411952639521967,7.3484692283495345,16.3707055437449,15.748015748023622,10.04987562112089,15.362291495737216,19.390719429665317,6.48074069840786,14.866068747318506,3.1622776601683795,8.717797887081348,6.48074069840786,15.427248620541512,12.68857754044952,7.874007874011811,8.366600265340756,9.539392014169456
motherjones,5.0,6.708203932499369,3.0,13.892443989449804,13.892443989449804,3.0,6.708203932499369,5.0,11.0,13.0,11.40175425099138,3.0,7.211102550927978,13.379088160259652,7.0710678118654755,15.7797338380595,15.684387141358123,9.899494936611665,18.49324200890693,18.05547008526779,13.19090595827292,11.74734012447073,8.06225774829855,12.727922061357855,10.0,8.774964387392123,2.0,15.7797338380595,9.1104335791443,8.602325267042627,13.19090595827292,9.055385138137417,19.748417658131498,17.74823934929885,7.280109889280518,12.767145334803704,3.605551275463989,15.684387141358123,3.1622776601683795,15.748015748023622,,7.615773105863909,15.165750888103101,2.23606797749979,11.575836902790225,7.0710678118654755,15.165750888103101,4.0,8.06225774829855,8.246211251235321,16.673332000533065,9.433981132056603,9.0,1.0,14.177446878757825,3.0,10.0,9.0,10.04987562112089,11.532562594670797,8.94427190999916,11.874342087037917,4.0,6.708203932499369,10.816653826391969,10.63014581273465,15.7797338380595,10.0,9.219544457292887,14.352700094407323,10.295630140987,18.05547008526779,18.49324200890693,13.96424004376894,19.131126469708992,18.05547008526779,15.748015748023622,13.74772708486752,7.211102550927978,14.352700094407323,15.748015748023622,15.556349186104045,17.05872210923198
msnbc,3.0,10.0,13.892443989449804,11.180339887498949,11.180339887498949,13.892443989449804,10.0,3.0,22.38302928559939,3.605551275463989,16.1245154965971,3.0,13.92838827718412,8.06225774829855,13.30413469565007,6.0,13.74772708486752,8.48528137423857,6.082762530298219,14.142135623730951,10.44030650891055,9.899494936611665,11.045361017187261,1.4142135623730951,7.874007874011811,19.4164878389476,15.394804318340652,6.0,13.96424004376894,8.06225774829855,5.385164807134504,12.409673645990857,7.681145747868608,9.219544457292887,9.219544457292887,7.3484692283495345,9.486832980505138,4.242640687119285,8.717797887081348,13.74772708486752,7.615773105863909,,7.483314773547883,15.362291495737216,5.830951894845301,13.152946437965905,10.677078252031311,4.898979485566356,5.830951894845301,11.575836902790225,5.385164807134504,4.69041575982343,7.874007874011811,7.14142842854285,13.74772708486752,10.246950765959598,3.3166247903554,8.306623862918075,14.352700094407323,3.0,15.132745950421556,9.1104335791443,4.69041575982343,5.916079783099616,11.575836902790225,9.643650760992955,7.280109889280518,8.306623862918075,5.916079783099616,14.352700094407323,6.708203932499369,14.560219778561036,13.038404810405298,12.884098726725126,7.615773105863909,8.602325267042627,5.0,9.899494936611665,7.615773105863909,15.165750888103101,2.23606797749979,11.575836902790225,7.0710678118654755
