,aljazeera,alternet,americanconservative,americanspectator,americanthinker,antiwar,ap,atlantic,axios,bbc,bloomberg,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,defenseone,economist,federalist,foreignaffairs,fox,freebeacon,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,jpost,koreaherald,lewrockwell,mintpress,motherjones,msnbc,nationalreview,nbc,neweasternoutlook,newyorker,npr,nypost,nytimes,observerny,offguardian,opednews,peoplesdaily,pjmedia,propublica,psychologytoday,rawstory,redstate,reuters,rt,shadowproof,slate,snopes,spectator,strategicculture,techcrunch,time,townhall,truthdig,usatoday,verge,vice,voltairenetwork,vox,wapo,wsj
cnn,1.0,13.892443989449804,19.672315572906,19.672315572906,19.672315572906,19.672315572906,13.892443989449804,1.0,9.219544457292887,14.89966442575134,11.045361017187261,11.045361017187261,14.866068747318506,0.0,14.7648230602334,15.394804318340652,7.0710678118654755,,2.0,1.0,11.0,11.045361017187261,0.0,2.0,18.49324200890693,11.090536506409418,6.082762530298219,5.0,4.0,5.0,7.0710678118654755,4.0,12.529964086141668,7.0,5.0,11.180339887498949,20.71231517720798,19.672315572906,18.49324200890693,19.672315572906,19.849433241279208,18.49324200890693,15.394804318340652,20.46948949045872,19.672315572906,15.937377450509228,14.7648230602334,9.1104335791443,14.7648230602334,16.15549442140351,9.1104335791443,15.937377450509228,16.431676725154983,14.7648230602334,1.4142135623730951,10.04987562112089,1.4142135623730951,2.23606797749979,10.04987562112089,12.0,1.4142135623730951,1.4142135623730951,9.0,0.0,2.23606797749979,9.0,11.045361017187261,2.0,0.0,9.0,11.045361017187261,0.0,14.866068747318506,11.0,9.0,2.23606797749979,9.0,11.045361017187261,2.0
commondreams,19.672315572906,0.0,19.672315572906,0.0,0.0,19.672315572906,0.0,19.672315572906,9.899494936611665,19.672315572906,11.045361017187261,10.04987562112089,11.0,2.23606797749979,1.4142135623730951,20.46948949045872,4.0,2.0,,9.0,0.0,2.23606797749979,9.0,11.045361017187261,2.0,0.0,7.0,20.46948949045872,16.431676725154983,1.4142135623730951,2.0,11.0,2.0,1.0,11.0,11.045361017187261,0.0,2.0,18.49324200890693,11.090536506409418,6.082762530298219,5.0,4.0,5.0,7.0710678118654755,4.0,12.529964086141668,7.0,5.0,11.180339887498949,20.71231517720798,19.672315572906,18.49324200890693,19.672315572906,19.849433241279208,18.49324200890693,15.394804318340652,20.46948949045872,19.672315572906,15.937377450509228,14.7648230602334,9.1104335791443,14.7648230602334,16.15549442140351,9.1104335791443,15.937377450509228,16.431676725154983,14.7648230602334,1.4142135623730951,10.04987562112089,1.4142135623730951,2.23606797749979,10.04987562112089,12.0,1.4142135623730951,1.4142135623730951,9.0,0.0,2.23606797749979
consortium,18.411952639521967,19.672315572906,0.0,7.0,7.0,0.0,19.672315572906,18.411952639521967,0.0,0.0,2.0,1.0,9.0,9.0,10.04987562112089,19.672315572906,12.529964086141668,1.0,9.0,,2.0,11.0,2.0,1.0,11.0,11.045361017187261,0.0,2.0,2.0,5.0,19.672315572906,14.7648230602334,1.4142135623730951,0.0,9.0,0.0,2.23606797749979,9.0,11.045361017187261,2.0,0.0,7.0,20.46948949045872,16.431676725154983,1.4142135623730951,2.0,11.0,2.0,1.0,11.0,11.045361017187261,0.0,2.0,18.49324200890693,11.090536506409418,6.082762530298219,5.0,4.0,5.0,7.0710678118654755,4.0,12.529964086141668,7.0,5.0,11.180339887498949,20.71231517720798,19.672315572906,18.49324200890693,19.672315572906,19.849433241279208,18.49324200890693,15.394804318340652,20.46948949045872,19.672315572906,15.937377450509228,14.7648230602334,9.1104335791443,14.7648230602334,16.15549442140351
conversation,13.892443989449804,19.672315572906,7.0,0.0,0.0,7.0,19.672315572906,13.892443989449804,5.0,18.384776310850235,18.49324200890693,2.23606797749979,2.23606797749979,11.045361017187261,1.4142135623730951,15.937377450509228,7.0,11.0,0.0,2.0,,19.131126469708992,18.49324200890693,21.42428528562855,18.49324200890693,17.69180601295413,21.42428528562855,13.19090595827292,18.384776310850235,18.49324200890693,2.0,0.0,7.0,20.46948949045872,16.431676725154983,1.4142135623730951,2.0,11.0,2.0,1.0,11.0,11.045361017187261,0.0,2.0,2.0,5.0,19.672315572906,14.7648230602334,1.4142135623730951,0.0,9.0,0.0,2.23606797749979,9.0,11.045361017187261,2.0,0.0,7.0,20.46948949045872,16.431676725154983,1.4142135623730951,2.0,11.0,2.0,1.0,11.0,11.045361017187261,0.0,2.0,18.49324200890693,11.090536506409418,6.082762530298219,5.0,4.0,5.0,7.0710678118654755,4.0,12.529964086141668,7.0
counterpunch,0.0,0.0,0.0,18.49324200890693,18.49324200890693,0.0,0.0,0.0,1.0,18.384776310850235,19.05255888325765,14.866068747318506,9.0,2.0,2.23606797749979,14.7648230602334,5.0,11.045361017187261,2.23606797749979,11.0,19.131126469708992,,14.422205101855956,15.684387141358123,14.7648230602334,17.291616465790582,14.7648230602334,14.035668847618199,17.291616465790582,7.3484692283495345,14.89966442575134,14.7648230602334,18.384776310850235,18.49324200890693,18.384776310850235,19.672315572906,9.0,17.204650534085253,19.131126469708992,18.49324200890693,21.42428528562855,18.49324200890693,17.69180601295413,21.42428528562855,13.19090595827292,18.384776310850235,18.49324200890693,2.0,0.0,7.0,20.46948949045872,16.431676725154983,1.4142135623730951,2.0,11.0,2.0,1.0,11.0,11.045361017187261,0.0,2.0,2.0,5.0,19.672315572906,14.7648230602334,1.4142135623730951,0.0,9.0,0.0,2.23606797749979,9.0,11.045361017187261,2.0,0.0,7.0,20.46948949045872,16.431676725154983,1.4142135623730951,2.0
dailycaller,19.672315572906,7.0,18.49324200890693,5.0,5.0,18.49324200890693,7.0,19.672315572906,19.672315572906,9.219544457292887,18.384776310850235,11.0,11.045361017187261,0.0,10.04987562112089,9.1104335791443,11.180339887498949,0.0,9.0,2.0,18.49324200890693,14.422205101855956,,18.411952639521967,10.488088481701515,7.0710678118654755,6.0,3.0,6.0,8.06225774829855,3.0,13.038404810405298,8.0,6.0,6.324555320336759,14.89966442575134,14.7648230602334,14.89966442575134,15.588457268119896,9.219544457292887,14.422205101855956,15.684387141358123,14.7648230602334,17.291616465790582,14.7648230602334,14.035668847618199,17.291616465790582,7.3484692283495345,14.89966442575134,14.7648230602334,18.384776310850235,18.49324200890693,18.384776310850235,19.672315572906,9.0,17.204650534085253,19.131126469708992,18.49324200890693,21.42428528562855,18.49324200890693,17.69180601295413,21.42428528562855,13.19090595827292,18.384776310850235,18.49324200890693,2.0,0.0,7.0,20.46948949045872,16.431676725154983,1.4142135623730951,2.0,11.0,2.0,1.0,11.0,11.045361017187261,0.0,2.0
dailykos,19.672315572906,0.0,5.0,20.049937655763422,20.049937655763422,5.0,0.0,19.672315572906,18.411952639521967,9.899494936611665,14.89966442575134,9.0,2.0,9.0,12.0,14.7648230602334,20.71231517720798,2.0,11.045361017187261,1.0,21.42428528562855,15.684387141358123,18.411952639521967,,1.0,18.411952639521967,10.488088481701515,7.0710678118654755,6.0,3.0,6.0,8.06225774829855,3.0,13.038404810405298,8.0,6.0,15.937377450509228,20.049937655763422,8.0,6.0,8.0,1.0,18.411952639521967,10.488088481701515,7.0710678118654755,6.0,3.0,6.0,8.06225774829855,3.0,13.038404810405298,8.0,6.0,6.324555320336759,14.89966442575134,14.7648230602334,14.89966442575134,15.588457268119896,9.219544457292887,14.422205101855956,15.684387141358123,14.7648230602334,17.291616465790582,14.7648230602334,14.035668847618199,17.291616465790582,7.3484692283495345,14.89966442575134,14.7648230602334,18.384776310850235,18.49324200890693,18.384776310850235,19.672315572906,9.0,17.204650534085253,19.131126469708992,18.49324200890693,21.42428528562855,18.49324200890693
dailymail,0.0,18.49324200890693,20.049937655763422,15.937377450509228,15.937377450509228,20.049937655763422,18.49324200890693,0.0,13.892443989449804,0.0,19.672315572906,11.045361017187261,0.0,11.045361017187261,1.4142135623730951,16.15549442140351,19.672315572906,18.49324200890693,2.0,11.0,18.49324200890693,14.7648230602334,10.488088481701515,1.0,,11.0,13.038404810405298,15.937377450509228,16.76305461424021,12.041594578792296,11.180339887498949,15.556349186104045,11.180339887498949,10.0,15.556349186104045,1.0,11.0,11.180339887498949,0.0,15.937377450509228,20.049937655763422,8.0,6.0,8.0,1.0,18.411952639521967,10.488088481701515,7.0710678118654755,6.0,3.0,6.0,8.06225774829855,3.0,13.038404810405298,8.0,6.0,15.937377450509228,20.049937655763422,8.0,6.0,8.0,1.0,18.411952639521967,10.488088481701515,7.0710678118654755,6.0,3.0,6.0,8.06225774829855,3.0,13.038404810405298,8.0,6.0,6.324555320336759,14.89966442575134,14.7648230602334,14.89966442575134,15.588457268119896,9.219544457292887
dailywire,7.0,5.0,15.937377450509228,7.0,7.0,15.937377450509228,5.0,7.0,0.0,5.0,0.0,11.045361017187261,11.045361017187261,0.0,1.4142135623730951,9.1104335791443,18.49324200890693,11.090536506409418,0.0,11.045361017187261,17.69180601295413,17.291616465790582,7.0710678118654755,18.411952639521967,11.0,,3.1622776601683795,5.0990195135927845,2.23606797749979,18.138357147217054,12.083045973594572,4.47213595499958,3.1622776601683795,6.082762530298219,3.1622776601683795,5.0,6.082762530298219,10.770329614269007,5.0990195135927845,3.1622776601683795,13.601470508735444,13.601470508735444,7.54983443527075,13.152946437965905,11.0,11.180339887498949,11.0,13.038404810405298,15.937377450509228,16.76305461424021,12.041594578792296,11.180339887498949,15.556349186104045,11.180339887498949,10.0,15.556349186104045,1.0,11.0,11.180339887498949,0.0,15.937377450509228,20.049937655763422,8.0,6.0,8.0,1.0,18.411952639521967,10.488088481701515,7.0710678118654755,6.0,3.0,6.0,8.06225774829855,3.0,13.038404810405298,8.0,6.0,15.937377450509228,20.049937655763422
defenseone,0.0,20.049937655763422,7.0,18.627936010197157,18.627936010197157,7.0,20.049937655763422,0.0,19.672315572906,1.0,18.384776310850235,2.0,10.04987562112089,14.866068747318506,9.0,15.937377450509228,19.672315572906,6.082762530298219,7.0,0.0,21.42428528562855,14.7648230602334,6.0,10.488088481701515,13.038404810405298,3.1622776601683795,,19.672315572906,19.05255888325765,19.672315572906,18.384776310850235,2.0,12.206555615733702,20.024984394500787,19.05255888325765,18.81488772222678,19.05255888325765,19.026297590440446,18.81488772222678,14.45683229480096,19.672315572906,19.05255888325765,11.180339887498949,3.1622776601683795,3.1622776601683795,14.212670403551895,18.384776310850235,5.0990195135927845,3.1622776601683795,5.0990195135927845,2.23606797749979,18.138357147217054,12.083045973594572,4.47213595499958,3.1622776601683795,6.082762530298219,3.1622776601683795,5.0,6.082762530298219,10.770329614269007,5.0990195135927845,3.1622776601683795,13.601470508735444,13.601470508735444,7.54983443527075,13.152946437965905,11.0,11.180339887498949,11.0,13.038404810405298,15.937377450509228,16.76305461424021,12.041594578792296,11.180339887498949,15.556349186104045,11.180339887498949,10.0,15.556349186104045,1.0
economist,18.49324200890693,15.937377450509228,18.627936010197157,0.0,0.0,18.627936010197157,15.937377450509228,18.49324200890693,19.672315572906,19.672315572906,18.384776310850235,18.49324200890693,1.0,11.0,0.0,16.431676725154983,19.849433241279208,5.0,20.46948949045872,2.0,13.19090595827292,14.035668847618199,3.0,7.0710678118654755,15.937377450509228,5.0990195135927845,19.672315572906,,5.0,19.05255888325765,18.627936010197157,19.05255888325765,18.49324200890693,4.0,13.45362404707371,19.519221295943137,18.627936010197157,19.339079605813716,18.627936010197157,18.384776310850235,19.339079605813716,13.74772708486752,19.05255888325765,18.627936010197157,17.804493814764857,14.89966442575134,18.411952639521967,18.411952639521967,7.810249675906654,7.0,19.672315572906,19.05255888325765,19.672315572906,18.384776310850235,2.0,12.206555615733702,20.024984394500787,19.05255888325765,18.81488772222678,19.05255888325765,19.026297590440446,18.81488772222678,14.45683229480096,19.672315572906,19.05255888325765,11.180339887498949,3.1622776601683795,3.1622776601683795,14.212670403551895,18.384776310850235,5.0990195135927845,3.1622776601683795,5.0990195135927845,2.23606797749979,18.138357147217054,12.083045973594572,4.47213595499958,3.1622776601683795,6.082762530298219
federalist,5.0,7.0,0.0,5.0,5.0,0.0,7.0,5.0,0.0,18.411952639521967,9.219544457292887,19.05255888325765,2.23606797749979,9.0,2.23606797749979,14.7648230602334,18.49324200890693,4.0,16.431676725154983,2.0,18.384776310850235,17.291616465790582,6.0,6.0,16.76305461424021,2.23606797749979,19.05255888325765,5.0,,14.89966442575134,18.384776310850235,0.0,2.0,0.0,7.0,20.46948949045872,16.431676725154983,1.4142135623730951,2.0,11.0,2.0,1.0,11.0,11.045361017187261,0.0,2.0,2.0,17.69180601295413,14.071247279470288,18.627936010197157,18.627936010197157,6.708203932499369,5.0,19.05255888325765,18.627936010197157,19.05255888325765,18.49324200890693,4.0,13.45362404707371,19.519221295943137,18.627936010197157,19.339079605813716,18.627936010197157,18.384776310850235,19.339079605813716,13.74772708486752,19.05255888325765,18.627936010197157,17.804493814764857,14.89966442575134,18.411952639521967,18.411952639521967,7.810249675906654,7.0,19.672315572906,19.05255888325765,19.672315572906,18.384776310850235,2.0
foreignaffairs,20.049937655763422,18.627936010197157,5.0,19.672315572906,19.672315572906,5.0,18.627936010197157,20.049937655763422,7.0,13.892443989449804,9.899494936611665,18.384776310850235,14.866068747318506,2.23606797749979,9.0,1.4142135623730951,15.394804318340652,5.0,1.4142135623730951,5.0,18.49324200890693,7.3484692283495345,8.06225774829855,3.0,12.041594578792296,18.138357147217054,19.672315572906,19.05255888325765,14.89966442575134,,4.0,14.89966442575134,18.81488772222678,4.0,2.0,4.0,3.0,19.05255888325765,13.19090595827292,3.1622776601683795,2.0,7.0,2.0,4.123105625617661,7.0,11.40175425099138,4.0,2.0,19.05255888325765,19.672315572906,5.0990195135927845,11.0,8.0,8.0,14.89966442575134,18.384776310850235,0.0,2.0,0.0,7.0,20.46948949045872,16.431676725154983,1.4142135623730951,2.0,11.0,2.0,1.0,11.0,11.045361017187261,0.0,2.0,2.0,17.69180601295413,14.071247279470288,18.627936010197157,18.627936010197157,6.708203932499369,5.0,19.05255888325765
fox,15.937377450509228,0.0,19.672315572906,2.0,2.0,19.672315572906,0.0,15.937377450509228,0.0,0.0,0.0,14.89966442575134,11.0,9.0,11.045361017187261,10.04987562112089,20.46948949045872,7.0710678118654755,2.0,19.672315572906,2.0,14.89966442575134,3.0,6.0,11.180339887498949,12.083045973594572,18.384776310850235,18.627936010197157,18.384776310850235,4.0,,19.339079605813716,19.339079605813716,6.0,2.0,18.49324200890693,18.384776310850235,18.49324200890693,19.05255888325765,7.0,15.620499351813308,19.131126469708992,18.384776310850235,20.46948949045872,18.384776310850235,17.804493814764857,20.46948949045872,13.19090595827292,18.49324200890693,18.384776310850235,4.0,18.411952639521967,18.627936010197157,1.4142135623730951,11.704699910719626,4.0,4.0,14.89966442575134,18.81488772222678,4.0,2.0,4.0,3.0,19.05255888325765,13.19090595827292,3.1622776601683795,2.0,7.0,2.0,4.123105625617661,7.0,11.40175425099138,4.0,2.0,19.05255888325765,19.672315572906,5.0990195135927845,11.0,8.0
freebeacon,7.0,5.0,2.0,0.0,0.0,2.0,5.0,7.0,18.49324200890693,19.672315572906,5.0,19.672315572906,9.0,11.045361017187261,2.0,1.4142135623730951,19.672315572906,4.0,11.0,14.7648230602334,0.0,14.7648230602334,13.038404810405298,8.06225774829855,15.556349186104045,4.47213595499958,2.0,19.05255888325765,0.0,14.89966442575134,19.339079605813716,,15.394804318340652,18.384776310850235,18.384776310850235,8.48528137423857,8.0,20.049937655763422,19.339079605813716,20.049937655763422,18.411952639521967,1.0,11.661903789690601,20.346989949375804,19.339079605813716,18.627936010197157,19.339079605813716,19.4164878389476,18.627936010197157,14.89966442575134,20.049937655763422,19.339079605813716,18.49324200890693,18.49324200890693,3.0,5.0,17.944358444926362,13.30413469565007,19.339079605813716,19.339079605813716,6.0,2.0,18.49324200890693,18.384776310850235,18.49324200890693,19.05255888325765,7.0,15.620499351813308,19.131126469708992,18.384776310850235,20.46948949045872,18.384776310850235,17.804493814764857,20.46948949045872,13.19090595827292,18.49324200890693,18.384776310850235,4.0,18.411952639521967
globalresearch,18.627936010197157,19.672315572906,0.0,19.05255888325765,19.05255888325765,0.0,19.672315572906,18.627936010197157,5.0,19.672315572906,1.0,0.0,11.045361017187261,2.0,0.0,2.23606797749979,15.937377450509228,12.529964086141668,2.0,1.4142135623730951,7.0,18.384776310850235,8.0,3.0,11.180339887498949,3.1622776601683795,12.206555615733702,18.49324200890693,2.0,18.81488772222678,19.339079605813716,15.394804318340652,,17.944358444926362,13.30413469565007,19.339079605813716,19.339079605813716,6.0,2.0,18.49324200890693,18.384776310850235,18.49324200890693,19.05255888325765,7.0,15.620499351813308,19.131126469708992,18.384776310850235,20.46948949045872,18.384776310850235,17.804493814764857,20.46948949045872,13.19090595827292,18.49324200890693,18.384776310850235,6.0,18.81488772222678,20.049937655763422,3.0,1.0,17.944358444926362,15.394804318340652,18.384776310850235,18.384776310850235,8.48528137423857,8.0,20.049937655763422,19.339079605813716,20.049937655763422,18.411952639521967,1.0,11.661903789690601,20.346989949375804,19.339079605813716,18.627936010197157,19.339079605813716,19.4164878389476,18.627936010197157,14.89966442575134,20.049937655763422
guardian,0.0,2.0,19.05255888325765,0.0,0.0,19.05255888325765,2.0,0.0,20.049937655763422,0.0,19.672315572906,18.384776310850235,11.045361017187261,0.0,9.0,10.04987562112089,14.7648230602334,7.0,1.0,0.0,20.46948949045872,18.49324200890693,6.0,13.038404810405298,10.0,6.082762530298219,20.024984394500787,4.0,0.0,4.0,6.0,18.384776310850235,17.944358444926362,,18.411952639521967,3.1622776601683795,13.601470508735444,0.0,0.0,15.937377450509228,20.049937655763422,8.0,6.0,8.0,1.0,18.411952639521967,10.488088481701515,7.0710678118654755,6.0,3.0,6.0,8.06225774829855,3.0,13.038404810405298,8.0,6.0,6.0,0.0,18.49324200890693,18.49324200890693,3.0,5.0,17.944358444926362,13.30413469565007,19.339079605813716,19.339079605813716,6.0,2.0,18.49324200890693,18.384776310850235,18.49324200890693,19.05255888325765,7.0,15.620499351813308,19.131126469708992,18.384776310850235,20.46948949045872,18.384776310850235,17.804493814764857
huffingtonpost,5.0,0.0,0.0,7.0,7.0,0.0,0.0,5.0,15.937377450509228,7.0,18.411952639521967,18.384776310850235,2.0,11.045361017187261,11.045361017187261,12.0,9.1104335791443,5.0,11.0,9.0,16.431676725154983,18.384776310850235,6.324555320336759,8.0,15.556349186104045,3.1622776601683795,19.05255888325765,13.45362404707371,7.0,2.0,2.0,18.384776310850235,13.30413469565007,18.411952639521967,,3.0,1.0,17.944358444926362,15.394804318340652,18.384776310850235,18.384776310850235,8.48528137423857,8.0,20.049937655763422,19.339079605813716,20.049937655763422,18.411952639521967,1.0,11.661903789690601,20.346989949375804,19.339079605813716,18.627936010197157,19.339079605813716,19.4164878389476,18.627936010197157,14.89966442575134,20.049937655763422,19.339079605813716,19.339079605813716,18.384776310850235,19.339079605813716,4.0,8.0,18.627936010197157,18.411952639521967,3.1622776601683795,13.601470508735444,0.0,0.0,15.937377450509228,20.049937655763422,8.0,6.0,8.0,1.0,18.411952639521967,10.488088481701515,7.0710678118654755,6.0
independent,19.672315572906,19.05255888325765,7.0,19.672315572906,19.672315572906,7.0,19.05255888325765,19.672315572906,7.0,0.0,13.892443989449804,9.219544457292887,18.49324200890693,10.04987562112089,0.0,1.4142135623730951,14.7648230602334,11.180339887498949,11.045361017187261,0.0,1.4142135623730951,19.672315572906,14.89966442575134,6.0,1.0,5.0,18.81488772222678,19.519221295943137,20.46948949045872,4.0,18.49324200890693,8.48528137423857,19.339079605813716,3.1622776601683795,3.0,,23.727621035409346,10.0,8.0,20.322401432901575,19.949937343260004,19.672315572906,19.672315572906,14.317821063276353,15.0,23.727621035409346,22.516660498395403,23.727621035409346,20.049937655763422,6.0,10.04987562112089,23.68543856465402,22.516660498395403,18.81488772222678,22.516660498395403,23.194827009486403,18.81488772222678,19.209372712298546,23.727621035409346,22.516660498395403,18.384776310850235,6.0,0.0,6.0,18.81488772222678,20.049937655763422,3.0,1.0,17.944358444926362,15.394804318340652,18.384776310850235,18.384776310850235,8.48528137423857,8.0,20.049937655763422,19.339079605813716,20.049937655763422,18.411952639521967,1.0
infowars,2.0,0.0,19.672315572906,20.346989949375804,20.346989949375804,19.672315572906,0.0,2.0,18.627936010197157,18.49324200890693,0.0,9.899494936611665,19.05255888325765,1.0,14.866068747318506,1.4142135623730951,16.15549442140351,20.71231517720798,0.0,2.23606797749979,2.0,9.0,14.7648230602334,15.937377450509228,11.0,6.082762530298219,19.05255888325765,18.627936010197157,16.431676725154983,3.0,18.384776310850235,8.0,19.339079605813716,13.601470508735444,1.0,23.727621035409346,,2.0,2.0,18.627936010197157,19.05255888325765,3.1622776601683795,11.180339887498949,6.0,6.0,14.7648230602334,18.49324200890693,2.0,0.0,2.0,5.0,19.672315572906,14.7648230602334,1.4142135623730951,0.0,9.0,0.0,2.23606797749979,9.0,11.045361017187261,2.0,0.0,7.0,19.672315572906,13.0,7.0,13.0,21.42428528562855,23.727621035409346,10.0,8.0,20.322401432901575,19.949937343260004,19.672315572906,19.672315572906,14.317821063276353,15.0,23.727621035409346,22.516660498395403
intercept,0.0,7.0,20.346989949375804,9.899494936611665,9.899494936611665,20.346989949375804,7.0,0.0,0.0,5.0,19.672315572906,0.0,18.384776310850235,2.23606797749979,11.0,9.0,9.1104335791443,19.672315572906,2.0,9.0,11.0,17.204650534085253,14.89966442575134,20.049937655763422,11.180339887498949,10.770329614269007,19.026297590440446,19.339079605813716,1.4142135623730951,19.05255888325765,18.49324200890693,20.049937655763422,6.0,0.0,17.944358444926362,10.0,2.0,,5.0,18.627936010197157,19.672315572906,2.0,0.0,17.804493814764857,14.89966442575134,18.411952639521967,18.411952639521967,7.810249675906654,7.0,19.672315572906,19.05255888325765,19.672315572906,18.384776310850235,2.0,12.206555615733702,20.024984394500787,19.05255888325765,18.81488772222678,19.05255888325765,19.026297590440446,18.81488772222678,14.45683229480096,19.672315572906,19.05255888325765,22.516660498395403,19.339079605813716,6.0,18.384776310850235,19.339079605813716,18.384776310850235,2.0,2.0,18.627936010197157,19.05255888325765,3.1622776601683795,11.180339887498949,6.0,6.0,14.7648230602334
jacobinmag,19.05255888325765,19.672315572906,9.899494936611665,1.0,1.0,9.899494936611665,19.672315572906,19.05255888325765,5.0,20.049937655763422,19.672315572906,5.0,14.89966442575134,14.866068747318506,9.0,0.0,15.937377450509228,18.49324200890693,18.49324200890693,11.045361017187261,2.0,19.131126469708992,15.588457268119896,8.0,0.0,5.0990195135927845,18.81488772222678,18.627936010197157,2.0,13.19090595827292,19.05255888325765,19.339079605813716,2.0,0.0,15.394804318340652,8.0,2.0,5.0,,19.339079605813716,18.384776310850235,2.0,2.0,18.627936010197157,19.05255888325765,3.1622776601683795,11.180339887498949,6.0,6.0,14.7648230602334,18.49324200890693,2.0,0.0,2.0,5.0,19.672315572906,14.7648230602334,1.4142135623730951,0.0,9.0,0.0,2.23606797749979,9.0,11.045361017187261,2.0,0.0,19.05255888325765,8.0,1.0,18.411952639521967,5.0,1.0,5.0,18.627936010197157,19.672315572906,2.0,0.0,17.804493814764857,14.89966442575134
jpost,0.0,20.346989949375804,1.0,18.49324200890693,18.49324200890693,1.0,20.346989949375804,0.0,19.672315572906,15.937377450509228,0.0,1.0,19.672315572906,11.0,2.23606797749979,2.23606797749979,16.431676725154983,19.672315572906,11.090536506409418,2.0,1.0,18.49324200890693,9.219544457292887,6.0,15.937377450509228,3.1622776601683795,14.45683229480096,18.384776310850235,11.0,3.1622776601683795,7.0,20.049937655763422,18.49324200890693,15.937377450509228,18.384776310850235,20.322401432901575,18.627936010197157,18.627936010197157,19.339079605813716,,14.798648586948742,16.34013463836819,14.798648586948742,6.708203932499369,6.082762530298219,15.297058540778355,15.937377450509228,6.4031242374328485,5.0990195135927845,9.219544457292887,9.219544457292887,9.9498743710662,14.798648586948742,6.082762530298219,6.082762530298219,6.082762530298219,8.48528137423857,16.792855623746664,14.798648586948742,7.0,6.082762530298219,11.661903789690601,6.082762530298219,5.0990195135927845,11.661903789690601,5.0,6.082762530298219,6.082762530298219,19.05255888325765,0.0,22.516660498395403,19.339079605813716,6.0,18.384776310850235,19.339079605813716,18.384776310850235,2.0,2.0,18.627936010197157
koreaherald,7.0,9.899494936611665,18.49324200890693,19.672315572906,19.672315572906,18.49324200890693,9.899494936611665,7.0,2.0,7.0,7.0,19.672315572906,0.0,9.0,9.0,9.0,14.7648230602334,19.849433241279208,6.082762530298219,0.0,11.0,21.42428528562855,14.422205101855956,8.0,20.049937655763422,13.601470508735444,19.672315572906,19.339079605813716,2.0,2.0,15.620499351813308,18.411952639521967,18.384776310850235,20.049937655763422,18.384776310850235,19.949937343260004,19.05255888325765,19.672315572906,18.384776310850235,14.798648586948742,,8.0,18.49324200890693,20.049937655763422,18.49324200890693,4.0,0.0,19.05255888325765,19.672315572906,5.0990195135927845,11.0,8.0,8.0,14.89966442575134,18.384776310850235,0.0,2.0,0.0,7.0,20.46948949045872,16.431676725154983,1.4142135623730951,2.0,11.0,2.0,1.0,11.0,11.045361017187261,0.0,2.0,6.082762530298219,15.937377450509228,6.082762530298219,20.346989949375804,16.34013463836819,9.219544457292887,14.798648586948742,16.34013463836819,14.798648586948742
lewrockwell,19.672315572906,1.0,19.672315572906,15.937377450509228,15.937377450509228,19.672315572906,1.0,19.672315572906,0.0,18.627936010197157,0.0,18.411952639521967,18.384776310850235,11.045361017187261,11.045361017187261,11.045361017187261,1.4142135623730951,18.49324200890693,5.0,7.0,11.045361017187261,18.49324200890693,15.684387141358123,1.0,8.0,13.601470508735444,19.05255888325765,13.74772708486752,1.0,7.0,19.131126469708992,1.0,18.49324200890693,8.0,8.48528137423857,19.672315572906,3.1622776601683795,2.0,2.0,16.34013463836819,8.0,,18.411952639521967,1.0,19.672315572906,18.411952639521967,19.672315572906,5.0,9.0,18.81488772222678,18.49324200890693,4.123105625617661,14.212670403551895,1.0,1.0,16.34013463836819,20.46948949045872,9.0,7.0,9.0,2.0,18.384776310850235,9.9498743710662,8.06225774829855,7.0,2.0,7.0,9.055385138137417,2.0,13.601470508735444,9.0,7.0,6.082762530298219,2.0,19.672315572906,2.0,23.727621035409346,20.049937655763422,8.0
mintpress,20.346989949375804,18.49324200890693,15.937377450509228,19.05255888325765,19.05255888325765,15.937377450509228,18.49324200890693,20.346989949375804,19.05255888325765,0.0,18.49324200890693,13.892443989449804,18.384776310850235,11.045361017187261,2.0,2.0,10.04987562112089,15.394804318340652,4.0,20.46948949045872,0.0,17.69180601295413,14.7648230602334,18.411952639521967,6.0,7.54983443527075,11.180339887498949,19.05255888325765,11.0,2.0,18.384776310850235,11.661903789690601,19.05255888325765,6.0,8.0,19.672315572906,11.180339887498949,0.0,2.0,14.798648586948742,18.49324200890693,18.411952639521967,,9.0,2.0,18.49324200890693,4.0,2.0,4.0,18.49324200890693,19.339079605813716,1.0,1.0,17.72004514666935,14.45683229480096,18.49324200890693,18.49324200890693,7.211102550927978,6.0,19.339079605813716,18.81488772222678,19.339079605813716,18.411952639521967,3.0,12.806248474865697,19.748417658131498,18.81488772222678,19.05255888325765,18.81488772222678,18.681541692269406,19.05255888325765,14.071247279470288,19.339079605813716,18.81488772222678,9.0,10.0,7.0,18.49324200890693,7.0
