,aljazeera,alternet,americanconservative,antiwar,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,lewrockwell,mintpress,motherjones,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,truthdig,usatoday,vice,vox,wapo,wsj
nbc,18.681541692269406,24.1039415863879,15.524174696260024,2.449489742783178,2.449489742783178,15.524174696260024,24.1039415863879,18.681541692269406,4.242640687119285,6.4031242374328485,20.591260281974,12.68857754044952,13.0,17.291616465790582,15.297058540778355,12.84523257866513,25.337718918639855,18.24828759089466,7.483314773547883,12.36931687685298,12.569805089976535,9.1104335791443,15.329709716755891,3.0,18.110770276274835,20.639767440550294,19.849433241279208,21.840329667841555,5.0,13.490737563232042,14.866068747318506,6.0,12.083045973594572,,32.202484376209235,7.14142842854285,31.25699921617557,12.083045973594572,8.06225774829855,20.049937655763422,22.0,25.729360660537214,13.076696830622021,20.223748416156685,22.045407685048602,14.0,18.49324200890693,29.34280150224242,25.337718918639855,27.367864366808018,29.68164415931166,22.825424421026653,27.892651361962706
neweasternoutlook,19.4164878389476,10.099504938362077,2.449489742783178,0.0,0.0,2.449489742783178,10.099504938362077,19.4164878389476,15.329709716755891,24.55605831561735,6.164414002968976,10.099504938362077,18.24828759089466,7.810249675906654,6.0,22.22611077089287,23.345235059857504,0.0,13.0,15.297058540778355,25.019992006393608,3.605551275463989,2.449489742783178,19.313207915827967,13.601470508735444,24.779023386727733,15.066519173319364,25.0,6.164414002968976,4.358898943540674,15.329709716755891,11.445523142259598,24.041630560342615,32.202484376209235,,21.840329667841555,21.97726097583591,7.0,20.615528128088304,8.602325267042627,4.123105625617661,14.7648230602334,17.029386365926403,18.110770276274835,9.219544457292887,15.7797338380595,16.55294535724685,10.677078252031311,16.06237840420901,23.93741840717165,18.439088914585774,19.4164878389476,26.019223662515376
npr,15.066519173319364,15.524174696260024,0.0,6.782329983125268,6.782329983125268,0.0,15.524174696260024,15.066519173319364,10.954451150103322,17.029386365926403,30.380915061926625,5.916079783099616,18.275666882497067,13.92838827718412,4.123105625617661,21.6794833886788,21.047565179849187,19.235384061671343,11.74734012447073,20.83266665599966,14.177446878757825,1.4142135623730951,7.0710678118654755,10.0,25.495097567963924,15.811388300841896,11.40175425099138,17.204650534085253,2.0,9.0,9.0,2.0,7.14142842854285,7.14142842854285,21.840329667841555,,24.06241883103193,11.045361017187261,12.083045973594572,25.45584412271571,8.602325267042627,23.93741840717165,22.58317958127243,23.600847442411894,24.55605831561735,20.42057785666214,23.748684174075834,23.53720459187964,23.93741840717165,24.228082879171435,19.519221295943137,21.863211109075447,22.11334438749598
nypost,24.1039415863879,2.449489742783178,6.782329983125268,9.1104335791443,9.1104335791443,6.782329983125268,2.449489742783178,24.1039415863879,6.0,22.0,1.4142135623730951,11.445523142259598,15.297058540778355,13.341664064126334,18.81488772222678,14.866068747318506,22.825424421026653,18.138357147217054,19.44222209522358,10.295630140987,2.0,8.0,7.0,13.379088160259652,5.0990195135927845,21.470910553583888,24.859605789312106,14.594519519326424,20.149441679609886,10.862780491200215,18.439088914585774,4.242640687119285,12.649110640673518,31.25699921617557,21.97726097583591,24.06241883103193,,12.529964086141668,10.04987562112089,12.806248474865697,13.19090595827292,17.72004514666935,18.439088914585774,13.0,17.146428199482248,6.4031242374328485,6.4031242374328485,1.0,12.083045973594572,8.246211251235321,5.385164807134504,11.704699910719626,24.269322199023193
nytimes,10.099504938362077,0.0,9.1104335791443,3.605551275463989,3.605551275463989,9.1104335791443,0.0,10.099504938362077,18.681541692269406,3.0,3.0,0.0,26.019223662515376,5.0,13.638181696985855,5.744562646538029,22.67156809750927,11.74734012447073,4.58257569495584,16.76305461424021,4.58257569495584,23.706539182259394,4.123105625617661,15.524174696260024,23.08679276123039,2.0,13.638181696985855,10.0,16.881943016134134,4.898979485566356,16.30950643030009,8.602325267042627,1.7320508075688772,12.083045973594572,7.0,11.045361017187261,12.529964086141668,,14.317821063276353,10.862780491200215,6.164414002968976,17.916472867168917,18.466185312619388,15.0,23.08679276123039,10.0,15.329709716755891,2.0,1.4142135623730951,5.830951894845301,9.0,4.58257569495584,0.0
pbs,15.524174696260024,6.782329983125268,3.605551275463989,1.4142135623730951,1.4142135623730951,3.605551275463989,6.782329983125268,15.524174696260024,19.4164878389476,4.242640687119285,1.4142135623730951,34.597687784012386,9.0,19.82422760159901,9.0,17.46424919657298,18.138357147217054,14.730919862656235,8.12403840463596,4.0,18.027756377319946,14.177446878757825,2.0,18.138357147217054,5.916079783099616,21.633307652783937,7.681145747868608,22.22611077089287,9.899494936611665,15.165750888103101,14.317821063276353,5.0,3.0,8.06225774829855,20.615528128088304,12.083045973594572,10.04987562112089,14.317821063276353,,2.23606797749979,13.92838827718412,8.774964387392123,4.58257569495584,17.549928774784245,18.05547008526779,13.038404810405298,22.0,8.06225774829855,13.19090595827292,1.0,3.0,6.4031242374328485,7.0710678118654755
pjmedia,2.449489742783178,9.1104335791443,1.4142135623730951,8.0,8.0,1.4142135623730951,9.1104335791443,2.449489742783178,15.066519173319364,15.329709716755891,6.4031242374328485,3.1622776601683795,11.704699910719626,10.04987562112089,18.275666882497067,3.605551275463989,22.9128784747792,19.4164878389476,24.0,18.973665961010276,3.0,5.0990195135927845,6.164414002968976,6.782329983125268,8.0,15.0,24.779023386727733,13.2664991614216,13.152946437965905,17.804493814764857,18.627936010197157,4.58257569495584,8.54400374531753,20.049937655763422,8.602325267042627,25.45584412271571,12.806248474865697,10.862780491200215,2.23606797749979,,3.3166247903554,4.0,14.317821063276353,10.862780491200215,6.164414002968976,17.916472867168917,18.466185312619388,15.0,23.08679276123039,10.0,15.329709716755891,2.0,1.4142135623730951
rawstory,0.0,3.605551275463989,8.0,23.706539182259394,23.706539182259394,8.0,3.605551275463989,0.0,24.1039415863879,10.954451150103322,24.55605831561735,20.591260281974,3.1622776601683795,12.083045973594572,17.69180601295413,8.94427190999916,24.0,10.04987562112089,14.866068747318506,9.0,7.211102550927978,9.433981132056603,22.715633383201094,13.92838827718412,10.099504938362077,24.351591323771842,7.0710678118654755,6.082762530298219,18.35755975068582,13.341664064126334,25.553864678361276,4.0,6.164414002968976,22.0,4.123105625617661,8.602325267042627,13.19090595827292,6.164414002968976,13.92838827718412,3.3166247903554,,39.230090491866065,30.822070014844883,30.805843601498726,20.591260281974,28.89636655359978,31.54362059117501,15.684387141358123,18.05547008526779,34.9857113690718,18.708286933869708,32.69556544854363,32.46536616149585
redstate,6.782329983125268,1.4142135623730951,23.706539182259394,14.177446878757825,14.177446878757825,23.706539182259394,1.4142135623730951,6.782329983125268,10.099504938362077,6.0,17.029386365926403,6.164414002968976,12.68857754044952,20.591260281974,23.366642891095847,16.278820596099706,14.035668847618199,16.55294535724685,4.242640687119285,4.58257569495584,16.76305461424021,16.278820596099706,15.524174696260024,15.329709716755891,13.92838827718412,23.874672772626646,18.466185312619388,24.372115213907882,8.54400374531753,14.594519519326424,17.832554500127006,4.242640687119285,3.1622776601683795,25.729360660537214,14.7648230602334,23.93741840717165,17.72004514666935,17.916472867168917,8.774964387392123,4.0,39.230090491866065,,11.40175425099138,16.06237840420901,3.3166247903554,2.0,16.64331697709324,5.830951894845301,1.4142135623730951,20.12461179749811,20.615528128088304,9.0,23.345235059857504
reuters,9.1104335791443,8.0,14.177446878757825,5.0990195135927845,5.0990195135927845,14.177446878757825,8.0,9.1104335791443,15.524174696260024,18.681541692269406,22.0,30.380915061926625,10.099504938362077,13.0,26.19160170741759,16.15549442140351,10.770329614269007,5.196152422706632,9.0,6.708203932499369,14.317821063276353,6.082762530298219,5.830951894845301,8.06225774829855,1.0,23.0,26.419689627245813,8.12403840463596,15.297058540778355,19.519221295943137,11.0,21.540659228538015,3.3166247903554,13.076696830622021,17.029386365926403,22.58317958127243,18.439088914585774,18.466185312619388,4.58257569495584,14.317821063276353,30.822070014844883,11.40175425099138,,25.98076211353316,21.213203435596427,21.633307652783937,19.313207915827967,19.949937343260004,27.477263328068172,16.492422502470642,18.439088914585774,27.294688127912362,29.68164415931166
rt,3.605551275463989,23.706539182259394,5.0990195135927845,9.433981132056603,9.433981132056603,5.0990195135927845,23.706539182259394,3.605551275463989,2.449489742783178,19.4164878389476,3.0,1.4142135623730951,5.916079783099616,18.24828759089466,17.291616465790582,4.242640687119285,5.0990195135927845,19.672315572906,17.291616465790582,20.518284528683193,5.830951894845301,12.727922061357855,10.04987562112089,15.84297951775486,9.0,24.1039415863879,5.0,17.916472867168917,7.14142842854285,10.63014581273465,8.12403840463596,16.401219466856727,5.0,20.223748416156685,18.110770276274835,23.600847442411894,13.0,15.0,17.549928774784245,10.862780491200215,30.805843601498726,16.06237840420901,25.98076211353316,,3.605551275463989,22.11334438749598,15.811388300841896,22.22611077089287,4.358898943540674,4.47213595499958,12.36931687685298,10.488088481701515,6.782329983125268
slate,1.4142135623730951,14.177446878757825,9.433981132056603,16.278820596099706,16.278820596099706,9.433981132056603,14.177446878757825,1.4142135623730951,0.0,15.066519173319364,4.242640687119285,3.0,11.445523142259598,18.275666882497067,7.810249675906654,15.297058540778355,14.696938456699069,8.12403840463596,5.0,12.328828005937952,8.12403840463596,13.076696830622021,17.74823934929885,23.021728866442675,10.0,18.681541692269406,3.1622776601683795,26.19160170741759,19.261360284258224,15.297058540778355,22.67156809750927,7.615773105863909,21.79449471770337,22.045407685048602,9.219544457292887,24.55605831561735,17.146428199482248,23.08679276123039,18.05547008526779,6.164414002968976,20.591260281974,3.3166247903554,21.213203435596427,3.605551275463989,,34.19064199455752,32.0624390837628,15.811388300841896,22.20360331117452,28.30194339616981,32.95451410656816,32.01562118716424,28.178005607210743
spectator,8.0,5.0990195135927845,16.278820596099706,6.082762530298219,6.082762530298219,16.278820596099706,5.0990195135927845,8.0,6.782329983125268,24.1039415863879,15.329709716755891,1.4142135623730951,0.0,15.297058540778355,13.92838827718412,6.0,12.84523257866513,20.71231517720798,12.083045973594572,7.54983443527075,9.0,19.261360284258224,5.385164807134504,18.027756377319946,2.449489742783178,24.041630560342615,13.0,7.874007874011811,6.164414002968976,5.196152422706632,9.486832980505138,11.357816691600547,15.297058540778355,14.0,15.7797338380595,20.42057785666214,6.4031242374328485,10.0,13.038404810405298,17.916472867168917,28.89636655359978,2.0,21.633307652783937,22.11334438749598,34.19064199455752,,3.0,1.4142135623730951,6.4031242374328485,24.55605831561735,17.029386365926403,22.0,3.0
strategicculture,23.706539182259394,9.433981132056603,6.082762530298219,12.727922061357855,12.727922061357855,6.082762530298219,9.433981132056603,23.706539182259394,9.1104335791443,10.099504938362077,10.954451150103322,6.4031242374328485,34.597687784012386,26.019223662515376,13.341664064126334,4.123105625617661,22.22611077089287,25.337718918639855,13.0,10.0,1.7320508075688772,1.4142135623730951,12.727922061357855,19.6468827043885,18.867962264113206,24.331050121192877,15.066519173319364,22.825424421026653,3.1622776601683795,16.822603841260722,5.0,18.411952639521967,7.280109889280518,18.49324200890693,16.55294535724685,23.748684174075834,6.4031242374328485,15.329709716755891,22.0,18.466185312619388,31.54362059117501,16.64331697709324,19.313207915827967,15.811388300841896,32.0624390837628,3.0,,10.44030650891055,10.295630140987,10.44030650891055,5.0990195135927845,16.492422502470642,18.24828759089466
truthdig,14.177446878757825,16.278820596099706,12.727922061357855,13.076696830622021,13.076696830622021,12.727922061357855,16.278820596099706,14.177446878757825,3.605551275463989,15.524174696260024,6.0,24.55605831561735,3.1622776601683795,9.0,5.0,18.81488772222678,21.6794833886788,23.345235059857504,18.24828759089466,13.92838827718412,19.209372712298546,13.0,11.0,24.413111231467404,20.024984394500787,23.08679276123039,18.681541692269406,24.20743687382041,25.80697580112788,10.862780491200215,21.2602916254693,6.4031242374328485,11.045361017187261,29.34280150224242,10.677078252031311,23.53720459187964,1.0,2.0,8.06225774829855,15.0,15.684387141358123,5.830951894845301,19.949937343260004,22.22611077089287,15.811388300841896,1.4142135623730951,10.44030650891055,,29.5296461204668,5.385164807134504,3.1622776601683795,5.385164807134504,7.615773105863909
usatoday,5.0990195135927845,6.082762530298219,13.076696830622021,19.261360284258224,19.261360284258224,13.076696830622021,6.082762530298219,5.0990195135927845,1.4142135623730951,2.449489742783178,18.681541692269406,17.029386365926403,20.591260281974,11.704699910719626,19.82422760159901,13.638181696985855,14.866068747318506,21.047565179849187,0.0,7.483314773547883,19.339079605813716,8.774964387392123,18.027756377319946,15.165750888103101,13.341664064126334,24.758836806279895,6.0,19.0,9.38083151964686,20.808652046684813,7.211102550927978,13.638181696985855,17.08800749063506,25.337718918639855,16.06237840420901,23.93741840717165,12.083045973594572,1.4142135623730951,13.19090595827292,23.08679276123039,18.05547008526779,1.4142135623730951,27.477263328068172,4.358898943540674,22.20360331117452,6.4031242374328485,10.295630140987,29.5296461204668,,4.0,32.69556544854363,10.0,8.06225774829855
vice,9.433981132056603,12.727922061357855,19.261360284258224,1.4142135623730951,1.4142135623730951,19.261360284258224,12.727922061357855,9.433981132056603,8.0,0.0,19.4164878389476,22.0,6.164414002968976,3.1622776601683795,10.04987562112089,9.0,5.744562646538029,22.825424421026653,19.235384061671343,13.0,12.36931687685298,5.830951894845301,2.0,19.924858845171276,16.15549442140351,26.019223662515376,13.638181696985855,19.4164878389476,22.38302928559939,21.470910553583888,14.317821063276353,9.0,6.782329983125268,27.367864366808018,23.93741840717165,24.228082879171435,8.246211251235321,5.830951894845301,1.0,10.0,34.9857113690718,20.12461179749811,16.492422502470642,4.47213595499958,28.30194339616981,24.55605831561735,10.44030650891055,5.385164807134504,4.0,,15.264337522473747,16.401219466856727,24.535688292770594
vox,16.278820596099706,13.076696830622021,1.4142135623730951,17.944358444926362,17.944358444926362,1.4142135623730951,13.076696830622021,16.278820596099706,23.706539182259394,6.782329983125268,15.066519173319364,3.0,30.380915061926625,12.68857754044952,12.083045973594572,18.275666882497067,17.46424919657298,22.67156809750927,18.138357147217054,11.74734012447073,15.297058540778355,12.569805089976535,6.782329983125268,3.7416573867739413,21.42428528562855,25.13961017995307,15.0,13.076696830622021,23.790754506740637,9.1104335791443,6.0,18.027756377319946,13.74772708486752,29.68164415931166,18.439088914585774,19.519221295943137,5.385164807134504,9.0,3.0,15.329709716755891,18.708286933869708,20.615528128088304,18.439088914585774,12.36931687685298,32.95451410656816,17.029386365926403,5.0990195135927845,3.1622776601683795,32.69556544854363,15.264337522473747,,0.0,21.6794833886788
wapo,6.082762530298219,19.261360284258224,17.944358444926362,8.54400374531753,8.54400374531753,17.944358444926362,19.261360284258224,6.082762530298219,14.177446878757825,9.1104335791443,24.1039415863879,4.242640687119285,1.4142135623730951,10.099504938362077,20.591260281974,17.69180601295413,3.605551275463989,18.138357147217054,11.74734012447073,19.44222209522358,20.83266665599966,25.019992006393608,9.1104335791443,19.235384061671343,11.180339887498949,20.615528128088304,7.14142842854285,22.22611077089287,18.466185312619388,24.351591323771842,19.82422760159901,4.0,10.099504938362077,22.825424421026653,19.4164878389476,21.863211109075447,11.704699910719626,4.58257569495584,6.4031242374328485,2.0,32.69556544854363,9.0,27.294688127912362,10.488088481701515,32.01562118716424,22.0,16.492422502470642,5.385164807134504,10.0,16.401219466856727,0.0,,28.39013913315678
wsj,12.727922061357855,1.4142135623730951,8.54400374531753,21.656407827707714,21.656407827707714,8.54400374531753,1.4142135623730951,12.727922061357855,5.0990195135927845,3.605551275463989,10.099504938362077,15.329709716755891,3.0,5.916079783099616,13.0,23.366642891095847,8.94427190999916,22.9128784747792,14.730919862656235,4.58257569495584,10.295630140987,14.177446878757825,3.605551275463989,15.329709716755891,17.4928556845359,17.549928774784245,17.916472867168917,20.149441679609886,18.681541692269406,4.242640687119285,20.615528128088304,17.291616465790582,19.026297590440446,27.892651361962706,26.019223662515376,22.11334438749598,24.269322199023193,0.0,7.0710678118654755,1.4142135623730951,32.46536616149585,23.345235059857504,29.68164415931166,6.782329983125268,28.178005607210743,3.0,18.24828759089466,7.615773105863909,8.06225774829855,24.535688292770594,21.6794833886788,28.39013913315678,
