,aljazeera,alternet,americanconservative,americanthinker,ap,atlantic,bbc,breitbart,buzzfeed,canary,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,fox,guardian,huffingtonpost,independent,infowars,intercept,mintpress,motherjones,nationalreview,nbc,npr,nypost,nytimes,opednews,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,truthdig,usatoday,vice,vox,wapo,wsj
npr,36.6742416417845,8.06225774829855,13.038404810405298,3.0,3.0,13.038404810405298,8.06225774829855,36.6742416417845,25.079872407968907,0.0,6.4031242374328485,7.280109889280518,27.09243436828813,7.211102550927978,18.681541692269406,34.20526275297414,35.73513677041127,39.7994974842648,2.23606797749979,14.035668847618199,10.63014581273465,32.341923257592455,27.94637722496424,25.729360660537214,37.20215047547655,38.27531841800928,20.024984394500787,7.0,23.194827009486403,19.339079605813716,,28.178005607210743,29.444863728670914,1.4142135623730951,11.661903789690601,8.06225774829855,6.0,2.23606797749979,23.021728866442675,8.06225774829855,27.09243436828813,4.242640687119285,0.0,30.59411708155671,4.242640687119285,20.83266665599966,7.0710678118654755
nypost,28.442925306655784,13.0,3.0,5.656854249492381,5.656854249492381,3.0,13.0,28.442925306655784,4.0,17.46424919657298,36.72873534441391,31.874754901018456,6.0,19.672315572906,32.863353450309965,6.0,7.0,19.949937343260004,29.274562336608895,26.419689627245813,7.615773105863909,0.0,14.89966442575134,18.0,16.0,17.52141546793523,19.79898987322333,8.94427190999916,30.01666203960727,30.01666203960727,28.178005607210743,,35.14256678161116,35.34119409414458,20.0,15.264337522473747,15.84297951775486,16.792855623746664,13.076696830622021,13.92838827718412,15.132745950421556,19.849433241279208,22.02271554554524,16.881943016134134,14.798648586948742,31.796226191169293,18.788294228055936
nytimes,26.720778431774775,13.038404810405298,5.656854249492381,25.553864678361276,25.553864678361276,5.656854249492381,13.038404810405298,26.720778431774775,18.0,13.638181696985855,4.0,11.0,16.278820596099706,33.31666249791537,1.4142135623730951,23.021728866442675,30.430248109405877,20.024984394500787,5.0,9.486832980505138,19.672315572906,7.280109889280518,21.42428528562855,24.535688292770594,37.22902093797257,17.0,15.264337522473747,28.231188426986208,24.041630560342615,25.079872407968907,29.444863728670914,35.14256678161116,,28.61817604250837,29.017236257093817,27.09243436828813,17.69180601295413,24.0,19.235384061671343,25.0,17.029386365926403,21.0,32.155870381627054,31.0,30.692018506445613,26.30589287593181,23.021728866442675
opednews,8.06225774829855,3.0,25.553864678361276,14.560219778561036,14.560219778561036,25.553864678361276,3.0,8.06225774829855,18.275666882497067,6.708203932499369,33.13608305156178,3.0,18.627936010197157,4.0,30.099833886584822,10.198039027185569,27.09243436828813,24.535688292770594,19.72308292331602,6.0,9.899494936611665,10.0,29.816103031751148,20.615528128088304,35.07135583350036,35.0,20.12461179749811,16.1245154965971,27.65863337187866,31.04834939252005,1.4142135623730951,35.34119409414458,28.61817604250837,,18.0,18.275666882497067,36.6742416417845,28.442925306655784,26.720778431774775,8.06225774829855,13.0,13.038404810405298,3.0,5.656854249492381,25.553864678361276,14.560219778561036,29.068883707497267
pjmedia,13.0,5.656854249492381,14.560219778561036,29.068883707497267,29.068883707497267,14.560219778561036,5.656854249492381,13.0,36.6742416417845,23.194827009486403,14.866068747318506,20.615528128088304,32.341923257592455,22.22611077089287,34.14674215792775,22.869193252058544,14.7648230602334,22.494443758403985,6.708203932499369,30.0,21.047565179849187,9.848857801796104,11.40175425099138,25.495097567963924,32.526911934581186,13.076696830622021,16.15549442140351,32.69556544854363,35.185224171518364,23.0,11.661903789690601,20.0,29.017236257093817,18.0,,27.820855486487112,30.822070014844883,42.44997055358225,33.83784863137726,40.13726448077895,14.352700094407323,33.12099032335839,28.722813232690143,34.058772731852805,26.92582403567252,30.430248109405877,32.17141588429082
rawstory,13.038404810405298,25.553864678361276,29.068883707497267,9.0,9.0,29.068883707497267,25.553864678361276,13.038404810405298,28.442925306655784,25.079872407968907,27.09243436828813,23.345235059857504,33.015148038438355,23.853720883753127,24.041630560342615,36.742346141747674,28.6705423736629,29.13760456866693,16.673332000533065,8.12403840463596,11.180339887498949,20.149441679609886,7.0,27.964262908219126,19.1049731745428,12.041594578792296,15.0,9.848857801796104,37.48332962798263,27.018512172212592,8.06225774829855,15.264337522473747,27.09243436828813,18.275666882497067,27.820855486487112,,22.22611077089287,16.401219466856727,20.024984394500787,32.32645975048923,33.31666249791537,34.9857113690718,16.278820596099706,18.384776310850235,16.911534525287763,19.672315572906,14.352700094407323
redstate,3.0,14.560219778561036,9.0,6.708203932499369,6.708203932499369,9.0,14.560219778561036,3.0,26.720778431774775,4.0,0.0,29.832867780352597,28.160255680657446,37.013511046643494,17.349351572897472,4.47213595499958,37.68288736283355,6.4031242374328485,31.25699921617557,18.05547008526779,8.06225774829855,16.64331697709324,7.0710678118654755,29.816103031751148,11.661903789690601,18.411952639521967,16.15549442140351,9.219544457292887,30.886890422961002,37.027017163147235,6.0,15.84297951775486,17.69180601295413,36.6742416417845,30.822070014844883,22.22611077089287,,36.05551275463989,30.479501308256342,37.12142238654117,15.297058540778355,35.63705936241092,13.0,20.46948949045872,25.573423705088842,30.675723300355934,20.223748416156685
reuters,5.656854249492381,29.068883707497267,6.708203932499369,33.0,33.0,6.708203932499369,29.068883707497267,5.656854249492381,8.06225774829855,18.0,17.46424919657298,6.4031242374328485,19.261360284258224,21.400934559032695,8.48528137423857,30.59411708155671,21.77154105707724,8.06225774829855,3.0,9.899494936611665,23.08679276123039,18.384776310850235,3.0,21.61018278497431,37.013511046643494,27.202941017470888,22.825424421026653,37.0,33.52610922848042,37.013511046643494,2.23606797749979,16.792855623746664,24.0,28.442925306655784,42.44997055358225,16.401219466856727,36.05551275463989,,6.082762530298219,23.021728866442675,23.769728648009426,8.0,14.0,18.05547008526779,33.12099032335839,25.475478405713993,24.535688292770594
rt,25.553864678361276,9.0,33.0,9.0,9.0,33.0,9.0,25.553864678361276,13.0,18.275666882497067,13.638181696985855,36.72873534441391,7.280109889280518,15.066519173319364,29.832867780352597,4.242640687119285,14.730919862656235,32.202484376209235,23.853720883753127,15.524174696260024,8.06225774829855,15.811388300841896,22.494443758403985,27.748873851023216,32.51153641401772,39.66106403010388,10.63014581273465,11.357816691600547,29.832867780352597,35.02855977627399,23.021728866442675,13.076696830622021,19.235384061671343,26.720778431774775,33.83784863137726,20.024984394500787,30.479501308256342,6.082762530298219,,41.6293165929973,33.61547262794322,44.395945760846224,40.17461885320133,40.26164427839479,22.825424421026653,29.0,27.820855486487112
slate,14.560219778561036,6.708203932499369,9.0,18.466185312619388,18.466185312619388,9.0,6.708203932499369,14.560219778561036,13.038404810405298,36.6742416417845,6.708203932499369,4.0,31.874754901018456,27.09243436828813,18.384776310850235,20.83266665599966,11.575836902790225,8.06225774829855,13.114877048604,31.176914536239792,22.516660498395403,11.661903789690601,7.0,25.03996805109783,27.964262908219126,17.05872210923198,6.782329983125268,19.72308292331602,32.526911934581186,32.14031735997639,8.06225774829855,13.92838827718412,25.0,8.06225774829855,40.13726448077895,32.32645975048923,37.12142238654117,23.021728866442675,41.6293165929973,,22.0,14.317821063276353,1.4142135623730951,28.0178514522438,28.635642126552707,9.433981132056603,14.866068747318506
spectator,29.068883707497267,33.0,18.466185312619388,12.206555615733702,12.206555615733702,18.466185312619388,33.0,29.068883707497267,3.0,28.442925306655784,23.194827009486403,33.13608305156178,11.0,6.0,7.211102550927978,7.0710678118654755,26.49528259898354,26.248809496813376,25.019992006393608,7.0710678118654755,1.0,20.0,26.49528259898354,27.459060435491963,20.149441679609886,22.58317958127243,17.233687939614086,15.652475842498529,30.854497241083024,29.0,27.09243436828813,15.132745950421556,17.029386365926403,13.0,14.352700094407323,33.31666249791537,15.297058540778355,23.769728648009426,33.61547262794322,22.0,,29.832867780352597,34.655446902326915,29.29163703175362,26.019223662515376,39.698866482558415,35.510561809129406
truthdig,9.0,9.0,12.206555615733702,18.275666882497067,18.275666882497067,12.206555615733702,9.0,9.0,5.656854249492381,26.720778431774775,25.079872407968907,14.866068747318506,3.0,16.278820596099706,19.672315572906,18.681541692269406,4.242640687119285,9.219544457292887,23.021728866442675,22.561028345356956,14.628738838327793,12.083045973594572,4.47213595499958,23.769728648009426,24.06241883103193,21.42428528562855,15.652475842498529,22.045407685048602,24.779023386727733,37.8021163428716,4.242640687119285,19.849433241279208,21.0,13.038404810405298,33.12099032335839,34.9857113690718,35.63705936241092,8.0,44.395945760846224,14.317821063276353,29.832867780352597,,14.035668847618199,23.345235059857504,6.0,25.553864678361276,29.017236257093817
usatoday,6.708203932499369,18.466185312619388,18.275666882497067,34.07345007480164,34.07345007480164,18.275666882497067,18.466185312619388,6.708203932499369,25.553864678361276,8.06225774829855,4.0,27.09243436828813,20.615528128088304,18.627936010197157,33.31666249791537,32.863353450309965,34.20526275297414,24.041630560342615,26.19160170741759,10.0,26.248809496813376,20.149441679609886,1.4142135623730951,35.6931365951495,26.19160170741759,37.013511046643494,40.90232267243512,37.960505792204614,30.0,30.28200785945344,0.0,22.02271554554524,32.155870381627054,3.0,28.722813232690143,16.278820596099706,13.0,14.0,40.17461885320133,1.4142135623730951,34.655446902326915,14.035668847618199,,30.59411708155671,36.0416425818802,20.615528128088304,21.118712081942874
vice,33.0,12.206555615733702,34.07345007480164,8.06225774829855,8.06225774829855,34.07345007480164,12.206555615733702,33.0,14.560219778561036,13.0,18.0,0.0,23.345235059857504,32.341923257592455,4.0,1.4142135623730951,6.0,35.73513677041127,25.96150997149434,25.865034312755125,7.0,7.615773105863909,29.832867780352597,19.72308292331602,26.70205984563738,25.612496949731394,22.47220505424423,10.63014581273465,18.627936010197157,24.06241883103193,30.59411708155671,16.881943016134134,31.0,5.656854249492381,34.058772731852805,18.384776310850235,20.46948949045872,18.05547008526779,40.26164427839479,28.0178514522438,29.29163703175362,23.345235059857504,30.59411708155671,,30.14962686336267,14.352700094407323,26.92582403567252
vox,9.0,18.275666882497067,8.06225774829855,6.4031242374328485,6.4031242374328485,8.06225774829855,18.275666882497067,9.0,29.068883707497267,13.038404810405298,18.275666882497067,17.46424919657298,29.832867780352597,33.015148038438355,22.22611077089287,30.099833886584822,23.021728866442675,7.0,39.7994974842648,6.4031242374328485,4.123105625617661,7.810249675906654,4.0,33.18132004607411,38.41874542459709,31.827660925679098,39.97499218261337,23.45207879911715,29.223278392404914,30.805843601498726,4.242640687119285,14.798648586948742,30.692018506445613,25.553864678361276,26.92582403567252,16.911534525287763,25.573423705088842,33.12099032335839,22.825424421026653,28.635642126552707,26.019223662515376,6.0,36.0416425818802,30.14962686336267,,7.0,22.20360331117452
wapo,18.466185312619388,34.07345007480164,6.4031242374328485,35.566838487557476,35.566838487557476,6.4031242374328485,34.07345007480164,18.466185312619388,9.0,3.0,36.6742416417845,13.638181696985855,6.4031242374328485,28.160255680657446,23.853720883753127,34.14674215792775,10.198039027185569,30.430248109405877,19.949937343260004,2.23606797749979,23.790754506740637,21.72556098240043,21.400934559032695,29.444863728670914,31.827660925679098,34.0,17.05872210923198,21.93171219946131,30.59411708155671,22.22611077089287,20.83266665599966,31.796226191169293,26.30589287593181,14.560219778561036,30.430248109405877,19.672315572906,30.675723300355934,25.475478405713993,29.0,9.433981132056603,39.698866482558415,25.553864678361276,20.615528128088304,14.352700094407323,7.0,,5.0
wsj,12.206555615733702,8.06225774829855,35.566838487557476,37.3496987939662,37.3496987939662,35.566838487557476,8.06225774829855,12.206555615733702,6.708203932499369,5.656854249492381,28.442925306655784,6.708203932499369,36.72873534441391,19.261360284258224,37.013511046643494,24.041630560342615,22.869193252058544,27.09243436828813,20.024984394500787,29.274562336608895,14.035668847618199,11.40175425099138,6.0,27.331300737432898,30.854497241083024,35.22782990761707,20.615528128088304,18.466185312619388,22.0,35.0,7.0710678118654755,18.788294228055936,23.021728866442675,29.068883707497267,32.17141588429082,14.352700094407323,20.223748416156685,24.535688292770594,27.820855486487112,14.866068747318506,35.510561809129406,29.017236257093817,21.118712081942874,26.92582403567252,22.20360331117452,5.0,
