,aljazeera,alternet,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailymail,dailywire,economist,federalist,fox,guardian,infowars,intercept,lewrockwell,mintpress,nationalreview,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,reuters,rt,shadowproof,slate,truthdig,usatoday,veteranstoday,vox,wapo,wsj
nypost,14.45683229480096,14.7648230602334,14.0,22.58317958127243,22.58317958127243,14.0,14.7648230602334,14.45683229480096,18.439088914585774,19.6468827043885,15.231546211727817,12.0,17.204650534085253,16.06237840420901,20.615528128088304,10.862780491200215,16.1245154965971,23.57965224510319,5.0990195135927845,10.0,15.811388300841896,12.041594578792296,18.138357147217054,19.44222209522358,16.492422502470642,15.394804318340652,10.488088481701515,14.0,12.083045973594572,15.297058540778355,,18.601075237738275,22.825424421026653,12.12435565298214,16.0,20.0,11.40175425099138,23.021728866442675,29.597297173897484,7.0710678118654755,26.153393661244042,22.22611077089287,22.80350850198276,12.409673645990857,20.049937655763422
nytimes,5.385164807134504,2.8284271247461903,22.58317958127243,7.211102550927978,7.211102550927978,22.58317958127243,2.8284271247461903,5.385164807134504,17.0,9.055385138137417,16.15549442140351,15.264337522473747,16.15549442140351,17.74823934929885,11.224972160321824,14.071247279470288,17.578395831246947,25.729360660537214,11.40175425099138,19.748417658131498,14.7648230602334,10.488088481701515,11.74734012447073,25.019992006393608,14.89966442575134,8.06225774829855,18.973665961010276,16.97056274847714,5.0990195135927845,15.165750888103101,18.601075237738275,,22.360679774997898,16.30950643030009,16.76305461424021,23.727621035409346,19.28730152198591,16.61324772583615,20.639767440550294,22.315913604421397,15.231546211727817,18.16590212458495,11.661903789690601,26.343879744638983,24.73863375370596
pjmedia,7.0710678118654755,14.0,7.211102550927978,19.748417658131498,19.748417658131498,7.211102550927978,14.0,7.0710678118654755,17.4928556845359,16.401219466856727,16.278820596099706,13.152946437965905,13.892443989449804,17.146428199482248,4.58257569495584,20.149441679609886,20.83266665599966,5.385164807134504,13.638181696985855,10.954451150103322,14.2828568570857,12.0,9.0,15.620499351813308,22.045407685048602,6.4031242374328485,10.099504938362077,18.05547008526779,14.0,13.152946437965905,22.825424421026653,22.360679774997898,,1.0,11.489125293076057,15.556349186104045,7.280109889280518,15.84297951775486,10.0,15.620499351813308,15.297058540778355,3.1622776601683795,14.142135623730951,21.587033144922902,14.696938456699069
rawstory,14.7648230602334,22.58317958127243,19.748417658131498,13.564659966250536,13.564659966250536,19.748417658131498,22.58317958127243,14.7648230602334,13.416407864998739,12.165525060596439,14.45683229480096,16.401219466856727,18.439088914585774,14.247806848775006,15.0996688705415,17.204650534085253,18.867962264113206,13.92838827718412,20.639767440550294,11.40175425099138,13.038404810405298,5.830951894845301,8.602325267042627,11.704699910719626,28.705400188814647,14.317821063276353,18.2208671582886,8.48528137423857,16.97056274847714,24.596747752497688,12.12435565298214,16.30950643030009,1.0,,20.639767440550294,18.894443627691185,23.15167380558045,19.44222209522358,11.704699910719626,21.61018278497431,16.0,20.0,17.029386365926403,17.4928556845359,15.362291495737216
redstate,2.8284271247461903,7.211102550927978,13.564659966250536,13.92838827718412,13.92838827718412,13.564659966250536,7.211102550927978,2.8284271247461903,14.45683229480096,12.165525060596439,17.4928556845359,14.035668847618199,7.0,18.81488772222678,20.248456731316587,22.47220505424423,19.748417658131498,17.69180601295413,18.0,3.7416573867739413,11.832159566199232,7.0710678118654755,7.14142842854285,8.717797887081348,20.639767440550294,15.394804318340652,17.029386365926403,14.89966442575134,18.05547008526779,13.601470508735444,16.0,16.76305461424021,11.489125293076057,20.639767440550294,,12.68857754044952,6.4031242374328485,7.483314773547883,5.385164807134504,9.433981132056603,8.94427190999916,12.884098726725126,8.06225774829855,9.433981132056603,13.74772708486752
reuters,14.0,19.748417658131498,13.92838827718412,4.242640687119285,4.242640687119285,13.92838827718412,19.748417658131498,14.0,5.385164807134504,18.439088914585774,17.029386365926403,16.278820596099706,13.92838827718412,22.737634001804146,7.615773105863909,12.0,16.186414056238647,20.346989949375804,16.522711641858304,12.24744871391589,19.748417658131498,17.320508075688775,14.798648586948742,14.45683229480096,14.177446878757825,22.38302928559939,16.55294535724685,20.688160865577203,8.48528137423857,11.357816691600547,20.0,23.727621035409346,15.556349186104045,18.894443627691185,12.68857754044952,,20.024984394500787,20.024984394500787,22.825424421026653,21.2602916254693,24.919871588754223,20.223748416156685,14.2828568570857,21.02379604162864,16.522711641858304
rt,22.58317958127243,13.564659966250536,4.242640687119285,13.638181696985855,13.638181696985855,4.242640687119285,13.564659966250536,22.58317958127243,7.0710678118654755,17.0,19.6468827043885,15.231546211727817,16.15549442140351,23.958297101421877,20.46948949045872,5.0,21.447610589527216,20.09975124224178,6.6332495807108,16.792855623746664,18.973665961010276,12.083045973594572,5.385164807134504,15.684387141358123,5.477225575051661,21.0,20.639767440550294,20.248456731316587,14.89966442575134,25.553864678361276,11.40175425099138,19.28730152198591,7.280109889280518,23.15167380558045,6.4031242374328485,20.024984394500787,,24.779023386727733,18.894443627691185,18.894443627691185,22.9128784747792,22.715633383201094,25.0,19.519221295943137,15.620499351813308
shadowproof,7.211102550927978,13.92838827718412,13.638181696985855,17.72004514666935,17.72004514666935,13.638181696985855,13.92838827718412,7.211102550927978,14.7648230602334,17.4928556845359,9.055385138137417,15.231546211727817,15.811388300841896,21.0,10.862780491200215,11.575836902790225,22.58317958127243,20.248456731316587,3.0,6.324555320336759,13.92838827718412,15.362291495737216,13.0,8.54400374531753,12.206555615733702,17.146428199482248,27.16615541441225,12.409673645990857,20.688160865577203,23.430749027719962,23.021728866442675,16.61324772583615,15.84297951775486,19.44222209522358,7.483314773547883,20.024984394500787,24.779023386727733,,23.53720459187964,17.233687939614086,13.416407864998739,13.416407864998739,6.0,6.708203932499369,6.48074069840786
slate,19.748417658131498,4.242640687119285,17.72004514666935,4.0,4.0,17.72004514666935,4.242640687119285,19.748417658131498,2.8284271247461903,13.416407864998739,16.401219466856727,16.15549442140351,12.0,22.9128784747792,9.1104335791443,12.569805089976535,2.23606797749979,9.695359714832659,23.790754506740637,20.615528128088304,20.248456731316587,8.831760866327848,23.895606290697042,13.892443989449804,13.601470508735444,8.06225774829855,21.633307652783937,20.049937655763422,20.248456731316587,25.079872407968907,29.597297173897484,20.639767440550294,10.0,11.704699910719626,5.385164807134504,22.825424421026653,18.894443627691185,23.53720459187964,,20.049937655763422,23.53720459187964,17.233687939614086,13.416407864998739,13.416407864998739,6.0
truthdig,13.564659966250536,13.638181696985855,4.0,20.322401432901575,20.322401432901575,4.0,13.638181696985855,13.564659966250536,14.0,14.45683229480096,12.165525060596439,16.278820596099706,15.264337522473747,17.204650534085253,7.0710678118654755,18.973665961010276,13.038404810405298,18.49324200890693,4.0,12.96148139681572,25.92296279363144,8.48528137423857,9.848857801796104,13.152946437965905,13.601470508735444,5.477225575051661,10.246950765959598,24.859605789312106,12.409673645990857,5.0,7.0710678118654755,22.315913604421397,15.620499351813308,21.61018278497431,9.433981132056603,21.2602916254693,18.894443627691185,17.233687939614086,20.049937655763422,,21.283796653792763,11.0,20.024984394500787,22.93468988235943,20.024984394500787
usatoday,13.92838827718412,17.72004514666935,20.322401432901575,13.564659966250536,13.564659966250536,20.322401432901575,17.72004514666935,13.92838827718412,22.58317958127243,5.385164807134504,12.165525060596439,14.45683229480096,13.152946437965905,16.15549442140351,16.06237840420901,17.72004514666935,17.0,21.77154105707724,21.400934559032695,10.246950765959598,17.029386365926403,5.0990195135927845,21.61018278497431,6.4031242374328485,11.045361017187261,8.12403840463596,6.6332495807108,13.416407864998739,20.049937655763422,6.4031242374328485,26.153393661244042,15.231546211727817,15.297058540778355,16.0,8.94427190999916,24.919871588754223,22.9128784747792,13.416407864998739,23.53720459187964,21.283796653792763,,18.411952639521967,3.3166247903554,23.043437243605826,23.043437243605826
veteranstoday,4.242640687119285,4.0,13.564659966250536,12.206555615733702,12.206555615733702,13.564659966250536,4.0,4.242640687119285,7.211102550927978,7.0710678118654755,18.439088914585774,17.4928556845359,16.401219466856727,13.892443989449804,17.74823934929885,20.615528128088304,2.449489742783178,6.0,19.28730152198591,15.165750888103101,11.180339887498949,12.083045973594572,12.041594578792296,10.63014581273465,1.4142135623730951,13.45362404707371,13.30413469565007,14.177446878757825,24.859605789312106,14.247806848775006,22.22611077089287,18.16590212458495,3.1622776601683795,20.0,12.884098726725126,20.223748416156685,22.715633383201094,13.416407864998739,17.233687939614086,11.0,18.411952639521967,,15.297058540778355,7.681145747868608,12.449899597988733
vox,13.638181696985855,20.322401432901575,12.206555615733702,21.18962010041709,21.18962010041709,12.206555615733702,20.322401432901575,13.638181696985855,19.748417658131498,14.7648230602334,17.0,17.029386365926403,14.035668847618199,18.439088914585774,17.146428199482248,11.224972160321824,10.862780491200215,20.12461179749811,22.045407685048602,18.973665961010276,8.831760866327848,18.33030277982336,13.076696830622021,18.466185312619388,14.560219778561036,15.588457268119896,12.36931687685298,11.832159566199232,13.416407864998739,15.588457268119896,22.80350850198276,11.661903789690601,14.142135623730951,17.029386365926403,8.06225774829855,14.2828568570857,25.0,6.0,13.416407864998739,20.024984394500787,3.3166247903554,15.297058540778355,,20.639767440550294,13.19090595827292
wapo,17.72004514666935,13.564659966250536,21.18962010041709,4.0,4.0,21.18962010041709,13.564659966250536,17.72004514666935,13.564659966250536,2.8284271247461903,17.4928556845359,19.6468827043885,16.278820596099706,7.0,14.247806848775006,4.58257569495584,14.071247279470288,16.1245154965971,18.05547008526779,14.89966442575134,15.0,11.045361017187261,2.23606797749979,9.848857801796104,14.422205101855956,12.328828005937952,16.278820596099706,16.522711641858304,14.177446878757825,20.518284528683193,12.409673645990857,26.343879744638983,21.587033144922902,17.4928556845359,9.433981132056603,21.02379604162864,19.519221295943137,6.708203932499369,13.416407864998739,22.93468988235943,23.043437243605826,7.681145747868608,20.639767440550294,,20.639767440550294
wsj,4.0,12.206555615733702,4.0,21.400934559032695,21.400934559032695,4.0,12.206555615733702,4.0,13.92838827718412,14.0,13.416407864998739,9.055385138137417,15.231546211727817,13.92838827718412,18.81488772222678,15.0996688705415,20.149441679609886,17.578395831246947,23.57965224510319,6.6332495807108,12.165525060596439,16.401219466856727,17.233687939614086,11.357816691600547,14.89966442575134,7.483314773547883,7.483314773547883,12.36931687685298,11.832159566199232,19.519221295943137,20.049937655763422,24.73863375370596,14.696938456699069,15.362291495737216,13.74772708486752,16.522711641858304,15.620499351813308,6.48074069840786,6.0,20.024984394500787,23.043437243605826,12.449899597988733,13.19090595827292,20.639767440550294,
