,aljazeera,alternet,americanconservative,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,opednews,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,time,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj
canary,7.874007874011811,8.54400374531753,3.1622776601683795,23.0,23.0,3.1622776601683795,8.54400374531753,7.874007874011811,8.306623862918075,4.69041575982343,,2.8284271247461903,12.083045973594572,10.816653826391969,12.68857754044952,12.12435565298214,4.69041575982343,12.569805089976535,12.206555615733702,11.704699910719626,12.96148139681572,8.306623862918075,9.643650760992955,24.124676163629637,5.656854249492381,7.874007874011811,7.615773105863909,5.385164807134504,8.54400374531753,1.4142135623730951,3.1622776601683795,23.0,5.744562646538029,2.23606797749979,8.306623862918075,6.324555320336759,4.898979485566356,25.96150997149434,7.874007874011811,9.433981132056603,7.3484692283495345,10.295630140987,8.306623862918075,32.01562118716424,7.0,38.379682124790975,15.394804318340652,8.54400374531753,13.038404810405298,16.24807680927192,8.12403840463596,5.477225575051661,5.744562646538029,41.30375285612676,4.898979485566356,2.449489742783178
cbs,7.615773105863909,1.4142135623730951,23.0,5.744562646538029,5.744562646538029,23.0,1.4142135623730951,7.615773105863909,9.643650760992955,12.569805089976535,2.8284271247461903,,12.84523257866513,21.6794833886788,10.04987562112089,19.0,19.595917942265423,10.44030650891055,2.8284271247461903,12.083045973594572,10.816653826391969,12.68857754044952,12.12435565298214,4.69041575982343,12.569805089976535,12.206555615733702,11.704699910719626,12.96148139681572,8.306623862918075,9.643650760992955,24.124676163629637,5.656854249492381,7.874007874011811,7.615773105863909,5.385164807134504,8.54400374531753,1.4142135623730951,3.1622776601683795,23.0,5.744562646538029,2.23606797749979,8.306623862918075,6.324555320336759,4.898979485566356,25.96150997149434,7.874007874011811,9.433981132056603,7.3484692283495345,10.295630140987,8.306623862918075,32.01562118716424,7.0,38.379682124790975,15.394804318340652,8.54400374531753,13.038404810405298
cnn,5.385164807134504,3.1622776601683795,5.744562646538029,2.23606797749979,2.23606797749979,5.744562646538029,3.1622776601683795,5.385164807134504,24.124676163629637,12.206555615733702,12.083045973594572,12.84523257866513,,16.55294535724685,22.47220505424423,13.638181696985855,5.385164807134504,15.165750888103101,13.490737563232042,3.0,12.84523257866513,21.6794833886788,10.04987562112089,19.0,19.595917942265423,10.44030650891055,2.8284271247461903,12.083045973594572,10.816653826391969,12.68857754044952,12.12435565298214,4.69041575982343,12.569805089976535,12.206555615733702,11.704699910719626,12.96148139681572,8.306623862918075,9.643650760992955,24.124676163629637,5.656854249492381,7.874007874011811,7.615773105863909,5.385164807134504,8.54400374531753,1.4142135623730951,3.1622776601683795,23.0,5.744562646538029,2.23606797749979,8.306623862918075,6.324555320336759,4.898979485566356,25.96150997149434,7.874007874011811,9.433981132056603,7.3484692283495345
commondreams,8.54400374531753,23.0,2.23606797749979,8.306623862918075,8.306623862918075,2.23606797749979,23.0,8.54400374531753,5.656854249492381,11.704699910719626,10.816653826391969,21.6794833886788,16.55294535724685,,13.856406460551018,5.0,17.74823934929885,17.029386365926403,18.35755975068582,19.949937343260004,17.578395831246947,24.758836806279895,16.55294535724685,22.47220505424423,13.638181696985855,5.385164807134504,15.165750888103101,13.490737563232042,3.0,12.84523257866513,21.6794833886788,10.04987562112089,19.0,19.595917942265423,10.44030650891055,2.8284271247461903,12.083045973594572,10.816653826391969,12.68857754044952,12.12435565298214,4.69041575982343,12.569805089976535,12.206555615733702,11.704699910719626,12.96148139681572,8.306623862918075,9.643650760992955,24.124676163629637,5.656854249492381,7.874007874011811,7.615773105863909,5.385164807134504,8.54400374531753,1.4142135623730951,3.1622776601683795,23.0
consortium,1.4142135623730951,5.744562646538029,8.306623862918075,6.324555320336759,6.324555320336759,8.306623862918075,5.744562646538029,1.4142135623730951,7.874007874011811,12.96148139681572,12.68857754044952,10.04987562112089,22.47220505424423,13.856406460551018,,26.019223662515376,36.61966684720111,31.144823004794873,12.206555615733702,7.3484692283495345,15.7797338380595,9.055385138137417,8.18535277187245,9.695359714832659,13.856406460551018,5.0,17.74823934929885,17.029386365926403,18.35755975068582,19.949937343260004,17.578395831246947,24.758836806279895,16.55294535724685,22.47220505424423,13.638181696985855,5.385164807134504,15.165750888103101,13.490737563232042,3.0,12.84523257866513,21.6794833886788,10.04987562112089,19.0,19.595917942265423,10.44030650891055,2.8284271247461903,12.083045973594572,10.816653826391969,12.68857754044952,12.12435565298214,4.69041575982343,12.569805089976535,12.206555615733702,11.704699910719626,12.96148139681572,8.306623862918075
conversation,3.1622776601683795,2.23606797749979,6.324555320336759,4.898979485566356,4.898979485566356,6.324555320336759,2.23606797749979,3.1622776601683795,7.615773105863909,8.306623862918075,12.12435565298214,19.0,13.638181696985855,5.0,26.019223662515376,,4.69041575982343,12.206555615733702,11.704699910719626,0.0,26.1725046566048,16.492422502470642,33.03028912982749,20.248456731316587,27.730849247724095,33.67491648096547,26.019223662515376,36.61966684720111,31.144823004794873,12.206555615733702,7.3484692283495345,15.7797338380595,9.055385138137417,8.18535277187245,9.695359714832659,13.856406460551018,5.0,17.74823934929885,17.029386365926403,18.35755975068582,19.949937343260004,17.578395831246947,24.758836806279895,16.55294535724685,22.47220505424423,13.638181696985855,5.385164807134504,15.165750888103101,13.490737563232042,3.0,12.84523257866513,21.6794833886788,10.04987562112089,19.0,19.595917942265423,10.44030650891055
counterpunch,23.0,8.306623862918075,4.898979485566356,25.96150997149434,25.96150997149434,4.898979485566356,8.306623862918075,23.0,5.385164807134504,9.643650760992955,4.69041575982343,19.595917942265423,5.385164807134504,17.74823934929885,36.61966684720111,4.69041575982343,,8.54400374531753,8.48528137423857,10.04987562112089,5.196152422706632,9.695359714832659,31.144823004794873,5.0,16.55294535724685,3.0,19.595917942265423,10.816653826391969,4.69041575982343,12.206555615733702,11.704699910719626,0.0,26.1725046566048,16.492422502470642,33.03028912982749,20.248456731316587,27.730849247724095,33.67491648096547,26.019223662515376,36.61966684720111,31.144823004794873,12.206555615733702,7.3484692283495345,15.7797338380595,9.055385138137417,8.18535277187245,9.695359714832659,13.856406460551018,5.0,17.74823934929885,17.029386365926403,18.35755975068582,19.949937343260004,17.578395831246947,24.758836806279895,16.55294535724685
dailycaller,5.744562646538029,6.324555320336759,25.96150997149434,7.874007874011811,7.874007874011811,25.96150997149434,6.324555320336759,5.744562646538029,8.54400374531753,24.124676163629637,12.569805089976535,10.44030650891055,15.165750888103101,17.029386365926403,31.144823004794873,12.206555615733702,8.54400374531753,,16.24807680927192,17.0,18.601075237738275,16.278820596099706,23.430749027719962,15.231546211727817,9.695359714832659,35.24202037341219,11.789826122551595,23.53720459187964,11.704699910719626,18.708286933869708,8.54400374531753,8.48528137423857,10.04987562112089,5.196152422706632,9.695359714832659,31.144823004794873,5.0,16.55294535724685,3.0,19.595917942265423,10.816653826391969,4.69041575982343,12.206555615733702,11.704699910719626,0.0,26.1725046566048,16.492422502470642,33.03028912982749,20.248456731316587,27.730849247724095,33.67491648096547,26.019223662515376,36.61966684720111,31.144823004794873,12.206555615733702,7.3484692283495345
dailykos,2.23606797749979,4.898979485566356,7.874007874011811,9.433981132056603,9.433981132056603,7.874007874011811,4.898979485566356,2.23606797749979,1.4142135623730951,5.656854249492381,12.206555615733702,2.8284271247461903,13.490737563232042,18.35755975068582,12.206555615733702,11.704699910719626,8.48528137423857,16.24807680927192,,13.638181696985855,12.84523257866513,0.0,10.44030650891055,2.8284271247461903,12.083045973594572,10.816653826391969,22.135943621178654,15.231546211727817,17.26267650163207,10.816653826391969,1.4142135623730951,16.522711641858304,16.24807680927192,17.0,18.601075237738275,16.278820596099706,23.430749027719962,15.231546211727817,9.695359714832659,35.24202037341219,11.789826122551595,23.53720459187964,11.704699910719626,18.708286933869708,8.54400374531753,8.48528137423857,10.04987562112089,5.196152422706632,9.695359714832659,31.144823004794873,5.0,16.55294535724685,3.0,19.595917942265423,10.816653826391969,4.69041575982343
dailymail,8.306623862918075,25.96150997149434,9.433981132056603,7.3484692283495345,7.3484692283495345,9.433981132056603,25.96150997149434,8.306623862918075,3.1622776601683795,7.874007874011811,11.704699910719626,12.083045973594572,3.0,19.949937343260004,7.3484692283495345,0.0,10.04987562112089,17.0,13.638181696985855,,18.681541692269406,1.4142135623730951,22.9128784747792,14.212670403551895,5.916079783099616,15.684387141358123,12.806248474865697,3.605551275463989,17.0,8.54400374531753,10.816653826391969,27.730849247724095,9.055385138137417,18.35755975068582,13.638181696985855,12.84523257866513,0.0,10.44030650891055,2.8284271247461903,12.083045973594572,10.816653826391969,22.135943621178654,15.231546211727817,17.26267650163207,10.816653826391969,1.4142135623730951,16.522711641858304,16.24807680927192,17.0,18.601075237738275,16.278820596099706,23.430749027719962,15.231546211727817,9.695359714832659,35.24202037341219,11.789826122551595
