,aljazeera,alternet,americanconservative,americanspectator,americanthinker,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,freebeacon,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,jpost,lewrockwell,mintpress,motherjones,nationalreview,nbc,newyorker,npr,nypost,nytimes,observerny,pjmedia,rawstory,redstate,rt,slate,spectator,townhall,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj
nationalreview,16.76305461424021,11.180339887498949,13.0,14.317821063276353,14.317821063276353,13.0,11.180339887498949,16.76305461424021,2.8284271247461903,16.278820596099706,17.804493814764857,5.385164807134504,13.152946437965905,15.427248620541512,8.54400374531753,0.0,5.0,9.433981132056603,10.44030650891055,3.0,0.0,0.0,12.727922061357855,0.0,11.40175425099138,14.352700094407323,9.848857801796104,7.0710678118654755,10.862780491200215,3.1622776601683795,16.278820596099706,12.727922061357855,11.180339887498949,14.352700094407323,14.035668847618199,,12.041594578792296,3.0,2.23606797749979,12.041594578792296,10.04987562112089,10.04987562112089,4.123105625617661,9.1104335791443,10.04987562112089,10.04987562112089,10.770329614269007,10.198039027185569,10.04987562112089,2.23606797749979,11.661903789690601,10.04987562112089,2.23606797749979,10.198039027185569,10.04987562112089,9.1104335791443
nbc,15.652475842498529,13.0,14.317821063276353,18.193405398660254,18.193405398660254,14.317821063276353,13.0,15.652475842498529,13.0,13.0,10.198039027185569,18.193405398660254,15.620499351813308,12.727922061357855,5.385164807134504,0.0,13.674794331177344,8.0,1.0,13.076696830622021,11.045361017187261,8.0,13.076696830622021,9.486832980505138,0.0,12.083045973594572,12.0,4.47213595499958,11.0,3.0,14.422205101855956,0.0,11.704699910719626,12.727922061357855,12.767145334803704,12.041594578792296,,3.0,9.273618495495704,7.0710678118654755,12.0,15.556349186104045,0.0,0.0,6.0,12.727922061357855,0.0,0.0,3.0,1.0,0.0,8.0,5.0,0.0,11.045361017187261,12.041594578792296
newyorker,17.69180601295413,13.0,18.193405398660254,13.0,13.0,18.193405398660254,13.0,17.69180601295413,12.165525060596439,17.204650534085253,0.0,17.69180601295413,2.8284271247461903,12.727922061357855,12.041594578792296,8.54400374531753,1.0,3.1622776601683795,1.0,3.0,12.041594578792296,5.0,12.767145334803704,6.0,0.0,8.0,9.486832980505138,10.04987562112089,9.273618495495704,8.54400374531753,15.620499351813308,0.0,15.84297951775486,12.727922061357855,9.219544457292887,3.0,3.0,,10.04987562112089,11.445523142259598,12.884098726725126,4.47213595499958,1.4142135623730951,10.0,11.045361017187261,11.045361017187261,5.0990195135927845,9.273618495495704,11.045361017187261,11.045361017187261,11.180339887498949,11.0,11.045361017187261,3.1622776601683795,11.704699910719626,11.045361017187261
npr,11.180339887498949,14.317821063276353,13.0,13.0,13.0,13.0,14.317821063276353,11.180339887498949,13.341664064126334,14.7648230602334,13.0,8.0,16.401219466856727,5.830951894845301,12.041594578792296,11.045361017187261,6.708203932499369,9.0,8.0,8.54400374531753,0.0,0.0,12.727922061357855,6.0,6.0,15.556349186104045,13.416407864998739,7.0710678118654755,12.884098726725126,5.830951894845301,16.278820596099706,3.0,11.180339887498949,9.486832980505138,16.822603841260722,2.23606797749979,9.273618495495704,10.04987562112089,,0.0,16.278820596099706,3.0,9.273618495495704,7.0710678118654755,12.0,15.556349186104045,0.0,0.0,6.0,12.727922061357855,0.0,0.0,3.0,1.0,0.0,8.0
nypost,13.0,18.193405398660254,13.0,10.0,10.0,13.0,18.193405398660254,13.0,16.76305461424021,18.193405398660254,16.401219466856727,13.0,4.0,6.0,12.727922061357855,9.273618495495704,5.0,8.0,5.0,3.0,12.727922061357855,11.045361017187261,9.055385138137417,6.708203932499369,12.727922061357855,15.556349186104045,14.212670403551895,9.273618495495704,14.730919862656235,3.0,11.704699910719626,1.0,11.180339887498949,0.0,16.822603841260722,12.041594578792296,7.0710678118654755,11.445523142259598,0.0,,13.601470508735444,10.0,11.180339887498949,10.44030650891055,12.083045973594572,3.1622776601683795,2.0,11.045361017187261,10.0,10.0,4.0,9.055385138137417,10.0,10.0,10.44030650891055,10.04987562112089
nytimes,13.0,13.0,10.0,12.0,12.0,10.0,13.0,13.0,15.652475842498529,2.8284271247461903,13.0,11.180339887498949,13.0,6.0,6.0,12.083045973594572,5.0,9.055385138137417,0.0,3.0,6.0,12.041594578792296,13.674794331177344,6.082762530298219,0.0,0.0,12.0,9.899494936611665,9.273618495495704,11.445523142259598,13.416407864998739,0.0,8.246211251235321,12.727922061357855,13.674794331177344,10.04987562112089,12.0,12.884098726725126,16.278820596099706,13.601470508735444,,12.727922061357855,11.180339887498949,0.0,16.278820596099706,3.0,9.273618495495704,7.0710678118654755,12.0,15.556349186104045,0.0,0.0,6.0,12.727922061357855,0.0,0.0
observerny,14.317821063276353,13.0,12.0,13.0,13.0,12.0,13.0,14.317821063276353,17.69180601295413,13.0,16.278820596099706,11.180339887498949,13.0,11.40175425099138,11.40175425099138,12.806248474865697,11.045361017187261,10.0,11.045361017187261,1.0,11.40175425099138,0.0,12.727922061357855,6.0,0.0,6.0,12.0,12.649110640673518,7.0710678118654755,12.409673645990857,16.278820596099706,8.0,10.198039027185569,12.727922061357855,9.219544457292887,10.04987562112089,15.556349186104045,4.47213595499958,3.0,10.0,12.727922061357855,,14.7648230602334,18.193405398660254,2.8284271247461903,13.0,12.165525060596439,13.341664064126334,16.76305461424021,15.652475842498529,17.69180601295413,11.180339887498949,13.0,13.0,14.317821063276353,18.193405398660254
pjmedia,18.193405398660254,10.0,13.0,15.264337522473747,15.264337522473747,13.0,10.0,18.193405398660254,11.180339887498949,12.165525060596439,13.0,17.804493814764857,13.0,11.40175425099138,0.0,11.045361017187261,12.041594578792296,12.083045973594572,12.041594578792296,8.06225774829855,0.0,12.727922061357855,9.273618495495704,2.0,3.0,12.727922061357855,15.556349186104045,7.0710678118654755,11.575836902790225,3.0,10.04987562112089,5.0,11.180339887498949,13.076696830622021,16.822603841260722,4.123105625617661,0.0,1.4142135623730951,9.273618495495704,11.180339887498949,11.180339887498949,14.7648230602334,,12.0,9.273618495495704,14.247806848775006,8.0,14.866068747318506,2.0,15.165750888103101,17.0,12.36931687685298,11.180339887498949,1.0,14.866068747318506,14.866068747318506
rawstory,13.0,12.0,15.264337522473747,8.0,8.0,15.264337522473747,12.0,13.0,13.0,13.341664064126334,17.204650534085253,10.198039027185569,5.385164807134504,0.0,0.0,11.045361017187261,0.0,8.0,0.0,4.0,0.0,6.0,12.767145334803704,7.810249675906654,1.0,0.0,15.556349186104045,7.0710678118654755,15.033296378372908,15.0,4.47213595499958,0.0,12.529964086141668,12.767145334803704,16.822603841260722,9.1104335791443,0.0,10.0,7.0710678118654755,10.44030650891055,0.0,18.193405398660254,12.0,,11.045361017187261,1.0,13.45362404707371,9.273618495495704,15.0,11.045361017187261,12.041594578792296,11.445523142259598,12.727922061357855,4.0,1.4142135623730951,12.0
redstate,13.0,13.0,8.0,13.0,13.0,8.0,13.0,13.0,13.0,16.76305461424021,14.7648230602334,0.0,18.193405398660254,13.152946437965905,14.071247279470288,12.041594578792296,12.727922061357855,8.0,12.727922061357855,1.0,2.0,11.40175425099138,12.727922061357855,6.0,0.0,0.0,12.083045973594572,11.045361017187261,9.273618495495704,6.708203932499369,16.278820596099706,11.045361017187261,6.324555320336759,12.727922061357855,15.427248620541512,10.04987562112089,6.0,11.045361017187261,12.0,12.083045973594572,16.278820596099706,2.8284271247461903,9.273618495495704,11.045361017187261,,10.0,15.556349186104045,12.041594578792296,9.219544457292887,14.352700094407323,9.0,15.556349186104045,1.0,15.84297951775486,17.4928556845359,12.649110640673518
rt,10.0,15.264337522473747,13.0,16.278820596099706,16.278820596099706,13.0,15.264337522473747,10.0,14.317821063276353,15.652475842498529,18.193405398660254,13.0,17.69180601295413,15.620499351813308,15.427248620541512,12.767145334803704,6.0,5.0,6.0,11.0,3.0,0.0,0.0,5.0990195135927845,8.0,3.0,14.352700094407323,12.0,9.273618495495704,11.789826122551595,14.52583904633395,12.041594578792296,11.180339887498949,9.055385138137417,16.30950643030009,10.04987562112089,12.727922061357855,11.045361017187261,15.556349186104045,3.1622776601683795,3.0,13.0,14.247806848775006,1.0,10.0,,15.556349186104045,10.0,15.556349186104045,12.041594578792296,9.219544457292887,14.352700094407323,9.0,15.556349186104045,1.0,15.84297951775486
slate,12.0,8.0,16.278820596099706,8.94427190999916,8.94427190999916,16.278820596099706,8.0,12.0,18.193405398660254,17.69180601295413,2.8284271247461903,16.401219466856727,8.0,2.8284271247461903,12.727922061357855,8.54400374531753,11.40175425099138,11.704699910719626,11.40175425099138,11.313708498984761,8.54400374531753,0.0,14.071247279470288,9.219544457292887,5.0,1.0,15.556349186104045,12.0,5.0990195135927845,3.0,13.0,0.0,13.45362404707371,13.674794331177344,16.822603841260722,10.770329614269007,0.0,5.0990195135927845,0.0,2.0,9.273618495495704,12.165525060596439,8.0,13.45362404707371,15.556349186104045,15.556349186104045,,10.0,0.0,11.045361017187261,0.0,10.04987562112089,16.822603841260722,12.727922061357855,11.180339887498949,0.0
spectator,13.0,13.0,8.94427190999916,13.0,13.0,8.94427190999916,13.0,13.0,13.0,11.180339887498949,13.0,13.0,13.0,16.401219466856727,12.727922061357855,5.385164807134504,0.0,8.94427190999916,0.0,1.0,2.0,3.0,15.427248620541512,6.0,0.0,0.0,15.556349186104045,6.0,12.649110640673518,3.0,9.0,12.727922061357855,6.324555320336759,12.727922061357855,13.076696830622021,10.198039027185569,0.0,9.273618495495704,0.0,11.045361017187261,7.0710678118654755,13.341664064126334,14.866068747318506,9.273618495495704,12.041594578792296,10.0,10.0,,5.0,11.180339887498949,5.0,11.704699910719626,5.0,11.661903789690601,14.7648230602334,13.674794331177344
townhall,15.264337522473747,16.278820596099706,13.0,18.193405398660254,18.193405398660254,13.0,16.278820596099706,15.264337522473747,13.0,13.0,12.165525060596439,16.278820596099706,11.180339887498949,4.0,5.830951894845301,12.041594578792296,0.0,5.0,0.0,12.767145334803704,3.0,1.0,12.727922061357855,9.486832980505138,11.045361017187261,8.0,13.601470508735444,9.486832980505138,7.0710678118654755,10.295630140987,16.278820596099706,6.0,11.180339887498949,9.273618495495704,14.7648230602334,10.04987562112089,3.0,11.045361017187261,6.0,10.0,12.0,16.76305461424021,2.0,15.0,9.219544457292887,15.556349186104045,0.0,5.0,,17.69180601295413,12.0,2.0,12.0,1.4142135623730951,12.0,2.23606797749979
truthdig,8.0,8.94427190999916,18.193405398660254,7.0,7.0,18.193405398660254,8.94427190999916,8.0,10.0,13.0,13.341664064126334,13.0,11.180339887498949,13.0,6.0,12.041594578792296,8.54400374531753,13.674794331177344,9.433981132056603,5.0,11.180339887498949,0.0,12.727922061357855,8.48528137423857,12.041594578792296,5.0,14.866068747318506,12.0,7.0710678118654755,13.490737563232042,16.278820596099706,11.40175425099138,15.84297951775486,12.767145334803704,16.822603841260722,2.23606797749979,1.0,11.045361017187261,12.727922061357855,10.0,15.556349186104045,15.652475842498529,15.165750888103101,11.045361017187261,14.352700094407323,12.041594578792296,11.045361017187261,11.180339887498949,17.69180601295413,,14.247806848775006,18.193405398660254,12.727922061357855,9.055385138137417,12.727922061357855,9.273618495495704
usatoday,13.0,13.0,7.0,3.605551275463989,3.605551275463989,7.0,13.0,13.0,12.0,14.317821063276353,16.76305461424021,17.204650534085253,17.804493814764857,13.0,6.0,12.727922061357855,11.045361017187261,1.0,8.0,10.44030650891055,10.0,8.0,0.0,11.40175425099138,0.0,0.0,15.556349186104045,12.0,1.4142135623730951,17.4928556845359,12.206555615733702,0.0,5.385164807134504,12.727922061357855,12.041594578792296,11.661903789690601,0.0,11.180339887498949,0.0,4.0,0.0,17.69180601295413,17.0,12.041594578792296,9.0,9.219544457292887,0.0,5.0,12.0,14.247806848775006,,13.416407864998739,5.0,5.385164807134504,12.083045973594572,12.083045973594572
veteranstoday,16.278820596099706,18.193405398660254,3.605551275463989,13.0,13.0,3.605551275463989,18.193405398660254,16.278820596099706,13.0,18.193405398660254,15.652475842498529,14.7648230602334,10.198039027185569,13.0,11.40175425099138,6.0,9.273618495495704,6.708203932499369,3.1622776601683795,1.0,3.0,5.0,3.0,6.0,12.727922061357855,11.045361017187261,11.40175425099138,12.36931687685298,9.273618495495704,9.273618495495704,7.681145747868608,0.0,1.0,0.0,9.486832980505138,10.04987562112089,8.0,11.0,0.0,9.055385138137417,0.0,11.180339887498949,12.36931687685298,11.445523142259598,15.556349186104045,14.352700094407323,10.04987562112089,11.704699910719626,2.0,18.193405398660254,13.416407864998739,,15.556349186104045,11.045361017187261,14.866068747318506,13.0
vice,8.94427190999916,7.0,13.0,13.0,13.0,13.0,7.0,8.94427190999916,15.264337522473747,13.0,17.69180601295413,18.193405398660254,0.0,5.385164807134504,11.40175425099138,11.40175425099138,12.083045973594572,5.0,9.0,1.0,13.076696830622021,0.0,1.0,6.0,6.0,12.041594578792296,12.529964086141668,12.041594578792296,7.0710678118654755,9.273618495495704,12.36931687685298,16.55294535724685,11.180339887498949,14.071247279470288,16.822603841260722,2.23606797749979,5.0,11.045361017187261,3.0,10.0,6.0,13.0,11.180339887498949,12.727922061357855,1.0,9.0,16.822603841260722,5.0,12.0,12.727922061357855,5.0,15.556349186104045,,15.556349186104045,15.556349186104045,11.045361017187261
vox,13.0,3.605551275463989,13.0,14.317821063276353,14.317821063276353,13.0,3.605551275463989,13.0,8.0,13.0,11.180339887498949,2.8284271247461903,13.0,18.193405398660254,0.0,0.0,12.806248474865697,5.0,8.0,8.0,3.0,11.045361017187261,0.0,12.727922061357855,11.40175425099138,0.0,15.556349186104045,12.0,7.0710678118654755,9.899494936611665,15.84297951775486,18.027756377319946,11.180339887498949,15.427248620541512,9.219544457292887,10.198039027185569,0.0,3.1622776601683795,1.0,10.0,12.727922061357855,13.0,1.0,4.0,15.84297951775486,15.556349186104045,12.727922061357855,11.661903789690601,1.4142135623730951,9.055385138137417,5.385164807134504,11.045361017187261,15.556349186104045,,0.0,15.556349186104045
wapo,18.193405398660254,13.0,14.317821063276353,11.704699910719626,11.704699910719626,14.317821063276353,13.0,18.193405398660254,13.0,10.0,13.0,13.0,16.401219466856727,17.69180601295413,13.152946437965905,0.0,11.045361017187261,11.045361017187261,9.055385138137417,5.0,8.54400374531753,12.041594578792296,8.0,12.727922061357855,0.0,12.727922061357855,10.0,4.0,8.06225774829855,7.0710678118654755,3.0,13.0,16.278820596099706,12.727922061357855,14.52583904633395,10.04987562112089,11.045361017187261,11.704699910719626,0.0,10.44030650891055,0.0,14.317821063276353,14.866068747318506,1.4142135623730951,17.4928556845359,1.0,11.180339887498949,14.7648230602334,12.0,12.727922061357855,12.083045973594572,14.866068747318506,15.556349186104045,0.0,,4.0
wsj,7.0,13.0,11.704699910719626,12.0,12.0,11.704699910719626,13.0,7.0,16.278820596099706,12.0,13.0,12.165525060596439,13.0,8.0,15.620499351813308,14.071247279470288,11.045361017187261,12.041594578792296,10.0,0.0,3.0,0.0,5.0,13.076696830622021,0.0,6.0,3.605551275463989,13.0,7.280109889280518,9.273618495495704,3.0,11.0,3.0,12.727922061357855,12.206555615733702,9.1104335791443,12.041594578792296,11.045361017187261,8.0,10.04987562112089,0.0,18.193405398660254,14.866068747318506,12.0,12.649110640673518,15.84297951775486,0.0,13.674794331177344,2.23606797749979,9.273618495495704,12.083045973594572,13.0,11.045361017187261,15.556349186104045,4.0,
