,aljazeera,alternet,americanconservative,americanspectator,ap,atlantic,bbc,breitbart,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,guardian,huffingtonpost,infowars,intercept,jacobinmag,motherjones,nationalreview,nbc,npr,nypost,nytimes,pbs,pjmedia,rawstory,redstate,rt,slate,spectator,townhall,truthdig,usatoday,vice,vox,wapo,wsj
huffingtonpost,17.916472867168917,5.0990195135927845,11.224972160321824,29.017236257093817,29.017236257093817,11.224972160321824,5.0990195135927845,17.916472867168917,10.04987562112089,5.656854249492381,35.24202037341219,4.242640687119285,28.337254630609507,5.0990195135927845,7.54983443527075,2.0,8.306623862918075,19.6468827043885,1.4142135623730951,29.546573405388315,5.0990195135927845,11.874342087037917,,2.0,8.06225774829855,4.123105625617661,5.830951894845301,9.848857801796104,27.294688127912362,1.4142135623730951,5.830951894845301,5.830951894845301,2.0,1.4142135623730951,5.0990195135927845,1.4142135623730951,1.4142135623730951,19.026297590440446,12.449899597988733,4.242640687119285,11.874342087037917,7.54983443527075,0.0,13.601470508735444,28.337254630609507,5.0990195135927845
infowars,10.04987562112089,5.656854249492381,29.017236257093817,11.40175425099138,11.40175425099138,29.017236257093817,5.656854249492381,10.04987562112089,5.0990195135927845,5.656854249492381,3.0,5.0990195135927845,27.367864366808018,23.53720459187964,7.54983443527075,23.194827009486403,4.58257569495584,20.784609690826528,1.4142135623730951,6.0,9.539392014169456,7.54983443527075,2.0,,12.449899597988733,4.242640687119285,11.874342087037917,7.54983443527075,0.0,13.601470508735444,28.337254630609507,5.0990195135927845,0.0,0.0,4.242640687119285,5.0990195135927845,5.830951894845301,1.4142135623730951,6.48074069840786,6.48074069840786,20.049937655763422,11.0,2.0,8.06225774829855,4.123105625617661,5.830951894845301
intercept,10.04987562112089,11.224972160321824,11.40175425099138,5.0990195135927845,5.0990195135927845,11.40175425099138,11.224972160321824,10.04987562112089,5.0990195135927845,3.1622776601683795,5.656854249492381,4.242640687119285,28.30194339616981,9.539392014169456,4.58257569495584,7.681145747868608,4.242640687119285,11.180339887498949,5.0990195135927845,1.4142135623730951,26.324893162176366,0.0,8.06225774829855,12.449899597988733,,8.12403840463596,3.3166247903554,12.409673645990857,12.84523257866513,9.0,12.649110640673518,14.45683229480096,16.583123951777,11.40175425099138,12.649110640673518,12.649110640673518,12.409673645990857,13.341664064126334,5.830951894845301,0.0,5.0990195135927845,1.4142135623730951,1.4142135623730951,19.026297590440446,12.449899597988733,4.242640687119285
jacobinmag,5.0990195135927845,29.017236257093817,5.0990195135927845,1.4142135623730951,1.4142135623730951,5.0990195135927845,29.017236257093817,5.0990195135927845,27.018512172212592,16.61324772583615,9.055385138137417,5.0990195135927845,5.0990195135927845,13.601470508735444,5.196152422706632,11.874342087037917,10.04987562112089,9.899494936611665,6.0,1.4142135623730951,0.0,13.601470508735444,4.123105625617661,4.242640687119285,8.12403840463596,,29.427877939124322,12.083045973594572,19.1049731745428,30.0,27.0,26.095976701399778,30.298514815086232,27.586228448267445,5.385164807134504,29.017236257093817,30.298514815086232,30.298514815086232,30.0,31.016124838541646,12.649110640673518,12.409673645990857,12.649110640673518,11.40175425099138,13.638181696985855,11.74734012447073
motherjones,5.656854249492381,11.40175425099138,1.4142135623730951,5.0990195135927845,5.0990195135927845,1.4142135623730951,11.40175425099138,5.656854249492381,17.916472867168917,6.782329983125268,1.4142135623730951,1.4142135623730951,5.0990195135927845,13.601470508735444,13.601470508735444,11.874342087037917,27.367864366808018,7.0710678118654755,10.246950765959598,5.0990195135927845,5.0990195135927845,28.337254630609507,5.830951894845301,11.874342087037917,3.3166247903554,29.427877939124322,,15.811388300841896,14.352700094407323,13.038404810405298,5.0,12.24744871391589,7.280109889280518,8.06225774829855,14.491376746189438,8.06225774829855,16.0312195418814,11.224972160321824,14.491376746189438,14.491376746189438,12.24744871391589,13.038404810405298,18.275666882497067,30.298514815086232,30.066592756745816,30.298514815086232
nationalreview,11.224972160321824,5.0990195135927845,5.0990195135927845,0.0,0.0,5.0990195135927845,5.0990195135927845,11.224972160321824,10.04987562112089,10.04987562112089,1.4142135623730951,22.360679774997898,1.4142135623730951,10.04987562112089,28.337254630609507,8.306623862918075,1.4142135623730951,12.449899597988733,19.6468827043885,5.656854249492381,5.0990195135927845,5.0990195135927845,9.848857801796104,7.54983443527075,12.409673645990857,12.083045973594572,15.811388300841896,,5.656854249492381,2.0,0.0,18.0,11.874342087037917,5.0990195135927845,12.449899597988733,7.681145747868608,1.4142135623730951,14.247806848775006,27.65863337187866,5.656854249492381,1.4142135623730951,1.4142135623730951,5.0990195135927845,6.0,19.748417658131498,8.12403840463596
nbc,29.017236257093817,1.4142135623730951,0.0,6.0,6.0,0.0,1.4142135623730951,29.017236257093817,10.04987562112089,5.0990195135927845,5.656854249492381,10.816653826391969,2.0,10.344080432788601,5.0990195135927845,8.660254037844387,4.242640687119285,11.40175425099138,19.261360284258224,18.0,1.4142135623730951,0.0,27.294688127912362,0.0,12.84523257866513,19.1049731745428,14.352700094407323,5.656854249492381,,0.0,5.0990195135927845,1.4142135623730951,1.4142135623730951,19.026297590440446,12.449899597988733,4.242640687119285,11.874342087037917,7.54983443527075,0.0,13.601470508735444,28.337254630609507,5.0990195135927845,0.0,0.0,4.242640687119285,5.0990195135927845
npr,11.40175425099138,5.0990195135927845,6.0,5.656854249492381,5.656854249492381,6.0,5.0990195135927845,11.40175425099138,5.0990195135927845,5.0990195135927845,5.656854249492381,35.24202037341219,0.0,26.324893162176366,0.0,7.54983443527075,4.242640687119285,16.492422502470642,16.583123951777,11.874342087037917,2.0,0.0,1.4142135623730951,13.601470508735444,9.0,30.0,13.038404810405298,2.0,0.0,,11.0,12.449899597988733,10.04987562112089,13.601470508735444,11.874342087037917,10.246950765959598,0.0,11.180339887498949,9.899494936611665,7.0710678118654755,12.449899597988733,11.40175425099138,16.492422502470642,10.04987562112089,12.449899597988733,12.449899597988733
nypost,5.0990195135927845,0.0,5.656854249492381,18.867962264113206,18.867962264113206,5.656854249492381,0.0,5.0990195135927845,5.656854249492381,27.018512172212592,3.1622776601683795,3.0,4.242640687119285,28.337254630609507,0.0,8.0,0.0,10.04987562112089,19.026297590440446,5.0990195135927845,2.0,4.242640687119285,5.830951894845301,28.337254630609507,12.649110640673518,27.0,5.0,0.0,5.0990195135927845,11.0,,12.449899597988733,11.0,12.449899597988733,10.04987562112089,13.601470508735444,11.874342087037917,10.246950765959598,0.0,11.180339887498949,9.899494936611665,7.0710678118654755,12.449899597988733,11.40175425099138,16.492422502470642,10.04987562112089
nytimes,1.4142135623730951,6.0,18.867962264113206,10.04987562112089,10.04987562112089,18.867962264113206,6.0,1.4142135623730951,11.224972160321824,17.916472867168917,16.61324772583615,5.656854249492381,5.0990195135927845,28.337254630609507,4.242640687119285,23.194827009486403,1.4142135623730951,12.449899597988733,20.46948949045872,12.449899597988733,20.0,5.0990195135927845,5.830951894845301,5.0990195135927845,14.45683229480096,26.095976701399778,12.24744871391589,18.0,1.4142135623730951,12.449899597988733,12.449899597988733,,7.280109889280518,18.027756377319946,19.1049731745428,18.027756377319946,17.916472867168917,19.0,17.0,1.0,9.486832980505138,18.681541692269406,18.49324200890693,15.684387141358123,18.027756377319946,19.748417658131498
pbs,5.0990195135927845,5.656854249492381,10.04987562112089,1.4142135623730951,1.4142135623730951,10.04987562112089,5.656854249492381,5.0990195135927845,29.017236257093817,10.04987562112089,6.782329983125268,9.055385138137417,4.242640687119285,27.367864366808018,5.0990195135927845,3.3166247903554,6.0,12.449899597988733,12.36931687685298,7.681145747868608,13.601470508735444,6.0,2.0,0.0,16.583123951777,30.298514815086232,7.280109889280518,11.874342087037917,1.4142135623730951,10.04987562112089,11.0,7.280109889280518,,2.8284271247461903,16.30950643030009,28.600699292150182,28.0,28.600699292150182,27.018512172212592,29.698484809834994,27.748873851023216,11.045361017187261,17.0,28.071337695236398,25.0,24.020824298928627
pjmedia,0.0,18.867962264113206,1.4142135623730951,7.681145747868608,7.681145747868608,1.4142135623730951,18.867962264113206,0.0,11.40175425099138,10.04987562112089,10.04987562112089,1.4142135623730951,5.0990195135927845,28.30194339616981,23.53720459187964,7.54983443527075,11.874342087037917,11.180339887498949,18.867962264113206,1.4142135623730951,5.0990195135927845,5.656854249492381,1.4142135623730951,0.0,11.40175425099138,27.586228448267445,8.06225774829855,5.0990195135927845,19.026297590440446,13.601470508735444,12.449899597988733,18.027756377319946,2.8284271247461903,,14.491376746189438,30.298514815086232,12.649110640673518,0.0,5.830951894845301,0.0,5.0990195135927845,1.4142135623730951,1.4142135623730951,19.026297590440446,12.449899597988733,4.242640687119285
rawstory,6.0,10.04987562112089,7.681145747868608,3.3166247903554,3.3166247903554,7.681145747868608,10.04987562112089,6.0,5.0990195135927845,5.0990195135927845,5.0990195135927845,1.4142135623730951,1.4142135623730951,5.0990195135927845,9.539392014169456,7.54983443527075,2.0,12.041594578792296,19.026297590440446,14.247806848775006,13.076696830622021,18.867962264113206,5.0990195135927845,4.242640687119285,12.649110640673518,5.385164807134504,14.491376746189438,12.449899597988733,12.449899597988733,11.874342087037917,10.04987562112089,19.1049731745428,16.30950643030009,14.491376746189438,,1.4142135623730951,14.491376746189438,30.298514815086232,12.649110640673518,0.0,5.830951894845301,0.0,5.0990195135927845,1.4142135623730951,1.4142135623730951,19.026297590440446
redstate,5.656854249492381,1.4142135623730951,3.3166247903554,5.0990195135927845,5.0990195135927845,3.3166247903554,1.4142135623730951,5.656854249492381,1.4142135623730951,5.656854249492381,5.0990195135927845,5.656854249492381,22.360679774997898,5.0990195135927845,13.601470508735444,4.58257569495584,23.194827009486403,8.306623862918075,19.026297590440446,27.65863337187866,8.660254037844387,10.04987562112089,1.4142135623730951,5.0990195135927845,12.649110640673518,29.017236257093817,8.06225774829855,7.681145747868608,4.242640687119285,10.246950765959598,13.601470508735444,18.027756377319946,28.600699292150182,30.298514815086232,1.4142135623730951,,12.449899597988733,11.874342087037917,5.0,19.1049731745428,3.3166247903554,12.449899597988733,11.0,12.449899597988733,10.04987562112089,13.601470508735444
