,aljazeera,alternet,americanconservative,americanspectator,ap,atlantic,bbc,breitbart,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,guardian,huffingtonpost,infowars,intercept,jacobinmag,motherjones,nationalreview,nbc,npr,nypost,nytimes,pbs,pjmedia,rawstory,redstate,rt,slate,spectator,townhall,truthdig,usatoday,vice,vox,wapo,wsj
rt,18.867962264113206,7.681145747868608,5.0990195135927845,9.539392014169456,9.539392014169456,5.0990195135927845,7.681145747868608,18.867962264113206,5.0990195135927845,11.224972160321824,27.018512172212592,5.656854249492381,10.816653826391969,1.4142135623730951,13.601470508735444,5.196152422706632,7.681145747868608,4.58257569495584,19.6468827043885,5.656854249492381,1.4142135623730951,1.4142135623730951,1.4142135623730951,5.830951894845301,12.409673645990857,30.298514815086232,16.0312195418814,1.4142135623730951,11.874342087037917,0.0,11.874342087037917,17.916472867168917,28.0,12.649110640673518,14.491376746189438,12.449899597988733,,9.433981132056603,10.295630140987,10.862780491200215,7.3484692283495345,26.68332812825267,12.083045973594572,10.295630140987,7.483314773547883,10.295630140987
slate,10.04987562112089,3.3166247903554,9.539392014169456,26.324893162176366,26.324893162176366,9.539392014169456,3.3166247903554,10.04987562112089,0.0,29.017236257093817,17.916472867168917,3.1622776601683795,35.24202037341219,2.0,10.04987562112089,13.601470508735444,11.874342087037917,4.242640687119285,20.784609690826528,1.4142135623730951,14.798648586948742,7.681145747868608,19.026297590440446,1.4142135623730951,13.341664064126334,30.298514815086232,11.224972160321824,14.247806848775006,7.54983443527075,11.180339887498949,10.246950765959598,19.0,28.600699292150182,0.0,30.298514815086232,11.874342087037917,9.433981132056603,,8.06225774829855,8.06225774829855,17.72004514666935,17.08800749063506,8.366600265340756,13.490737563232042,8.12403840463596,17.72004514666935
spectator,1.4142135623730951,5.0990195135927845,26.324893162176366,0.0,0.0,26.324893162176366,5.0990195135927845,1.4142135623730951,6.0,11.40175425099138,10.04987562112089,16.61324772583615,3.0,0.0,10.344080432788601,28.337254630609507,11.874342087037917,10.04987562112089,11.180339887498949,1.4142135623730951,29.546573405388315,3.3166247903554,12.449899597988733,6.48074069840786,5.830951894845301,30.0,14.491376746189438,27.65863337187866,0.0,9.899494936611665,0.0,17.0,27.018512172212592,5.830951894845301,12.649110640673518,5.0,10.295630140987,8.06225774829855,,16.522711641858304,9.848857801796104,9.848857801796104,3.7416573867739413,4.242640687119285,11.045361017187261,28.071337695236398
townhall,7.681145747868608,9.539392014169456,0.0,5.0990195135927845,5.0990195135927845,0.0,9.539392014169456,7.681145747868608,5.656854249492381,5.0990195135927845,10.04987562112089,6.782329983125268,5.656854249492381,4.242640687119285,26.324893162176366,5.0990195135927845,8.306623862918075,27.367864366808018,9.899494936611665,5.0990195135927845,6.0,5.0990195135927845,4.242640687119285,6.48074069840786,0.0,31.016124838541646,14.491376746189438,5.656854249492381,13.601470508735444,7.0710678118654755,11.180339887498949,1.0,29.698484809834994,0.0,0.0,19.1049731745428,10.862780491200215,8.06225774829855,16.522711641858304,,27.748873851023216,17.0,11.874342087037917,11.874342087037917,1.4142135623730951,0.0
truthdig,3.3166247903554,26.324893162176366,5.0990195135927845,5.0990195135927845,5.0990195135927845,5.0990195135927845,26.324893162176366,3.3166247903554,18.867962264113206,1.4142135623730951,5.0990195135927845,10.04987562112089,9.055385138137417,5.0990195135927845,28.337254630609507,0.0,8.660254037844387,1.4142135623730951,7.0710678118654755,6.0,1.4142135623730951,9.539392014169456,11.874342087037917,20.049937655763422,5.0990195135927845,12.649110640673518,12.24744871391589,1.4142135623730951,28.337254630609507,12.449899597988733,9.899494936611665,9.486832980505138,27.748873851023216,5.0990195135927845,5.830951894845301,3.3166247903554,7.3484692283495345,17.72004514666935,9.848857801796104,27.748873851023216,,1.4142135623730951,27.748873851023216,17.0,11.874342087037917,11.874342087037917
usatoday,5.0990195135927845,0.0,5.0990195135927845,1.4142135623730951,1.4142135623730951,5.0990195135927845,0.0,5.0990195135927845,10.04987562112089,5.0990195135927845,5.656854249492381,5.0990195135927845,1.4142135623730951,4.242640687119285,28.337254630609507,0.0,7.54983443527075,4.242640687119285,12.449899597988733,10.246950765959598,1.4142135623730951,26.324893162176366,7.54983443527075,11.0,1.4142135623730951,12.409673645990857,13.038404810405298,1.4142135623730951,5.0990195135927845,11.40175425099138,7.0710678118654755,18.681541692269406,11.045361017187261,1.4142135623730951,0.0,12.449899597988733,26.68332812825267,17.08800749063506,9.848857801796104,17.0,1.4142135623730951,,4.242640687119285,4.242640687119285,28.071337695236398,18.681541692269406
vice,9.539392014169456,5.0990195135927845,1.4142135623730951,2.0,2.0,1.4142135623730951,5.0990195135927845,9.539392014169456,1.4142135623730951,0.0,11.224972160321824,5.0990195135927845,1.4142135623730951,5.0990195135927845,27.367864366808018,4.242640687119285,8.0,4.242640687119285,11.40175425099138,19.6468827043885,5.0990195135927845,0.0,0.0,2.0,1.4142135623730951,12.649110640673518,18.275666882497067,5.0990195135927845,0.0,16.492422502470642,12.449899597988733,18.49324200890693,17.0,1.4142135623730951,5.0990195135927845,11.0,12.083045973594572,8.366600265340756,3.7416573867739413,11.874342087037917,27.748873851023216,4.242640687119285,,11.0,5.830951894845301,5.830951894845301
vox,26.324893162176366,5.0990195135927845,2.0,28.30194339616981,28.30194339616981,2.0,5.0990195135927845,26.324893162176366,7.681145747868608,6.0,29.017236257093817,27.018512172212592,5.656854249492381,1.4142135623730951,28.30194339616981,5.0990195135927845,23.194827009486403,0.0,16.492422502470642,19.261360284258224,5.656854249492381,5.0990195135927845,13.601470508735444,8.06225774829855,19.026297590440446,11.40175425099138,30.298514815086232,6.0,0.0,10.04987562112089,11.40175425099138,15.684387141358123,28.071337695236398,19.026297590440446,1.4142135623730951,12.449899597988733,10.295630140987,13.490737563232042,4.242640687119285,11.874342087037917,17.0,4.242640687119285,11.0,,8.48528137423857,2.23606797749979
wapo,0.0,1.4142135623730951,28.30194339616981,21.77154105707724,21.77154105707724,28.30194339616981,1.4142135623730951,0.0,3.3166247903554,5.656854249492381,11.40175425099138,17.916472867168917,5.656854249492381,22.360679774997898,5.0990195135927845,23.53720459187964,3.3166247903554,1.4142135623730951,10.04987562112089,16.583123951777,18.0,5.0990195135927845,28.337254630609507,4.123105625617661,12.449899597988733,13.638181696985855,30.066592756745816,19.748417658131498,4.242640687119285,12.449899597988733,16.492422502470642,18.027756377319946,25.0,12.449899597988733,1.4142135623730951,10.04987562112089,7.483314773547883,8.12403840463596,11.045361017187261,1.4142135623730951,11.874342087037917,28.071337695236398,5.830951894845301,8.48528137423857,,17.08800749063506
wsj,5.0990195135927845,2.0,21.77154105707724,19.4164878389476,19.4164878389476,21.77154105707724,2.0,5.0990195135927845,5.0990195135927845,18.867962264113206,5.0990195135927845,10.04987562112089,3.1622776601683795,10.816653826391969,5.0990195135927845,9.539392014169456,7.54983443527075,6.0,12.449899597988733,19.026297590440446,11.874342087037917,1.4142135623730951,5.0990195135927845,5.830951894845301,4.242640687119285,11.74734012447073,30.298514815086232,8.12403840463596,5.0990195135927845,12.449899597988733,10.04987562112089,19.748417658131498,24.020824298928627,4.242640687119285,19.026297590440446,13.601470508735444,10.295630140987,17.72004514666935,28.071337695236398,0.0,11.874342087037917,18.681541692269406,5.830951894845301,2.23606797749979,17.08800749063506,
