,aljazeera,alternet,americanconservative,americanspectator,americanthinker,antiwar,ap,atlantic,axios,bbc,bloomberg,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,eff,factcheck,federalist,fivethirtyeight,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,koreaherald,lewrockwell,mintpress,motherjones,msnbc,nationalreview,nbc,neweasternoutlook,newsbud,newyorker,npr,nypost,nytimes,observerny,offguardian,opednews,pbs,peoplesdaily,pjmedia,psychologytoday,rawstory,redstate,reuters,reveal,rt,shadowproof,slate,snopes,socialistalternative,socialistproject,spectator,strategicculture,techcrunch,time,townhall,truthdig,usatoday,verge,veteranstoday,vice,voltairenetwork,vox,wapo,wsj
bloomberg,14.142135623730951,0.0,14.142135623730951,15.652475842498529,15.652475842498529,14.142135623730951,0.0,14.142135623730951,1.4142135623730951,19.05255888325765,,4.242640687119285,12.083045973594572,16.673332000533065,9.1104335791443,11.0,19.05255888325765,13.490737563232042,15.748015748023622,15.556349186104045,14.89966442575134,1.4142135623730951,16.0312195418814,14.89966442575134,3.0,14.142135623730951,15.556349186104045,1.0,0.0,14.89966442575134,14.142135623730951,15.652475842498529,19.1049731745428,14.866068747318506,14.89966442575134,1.4142135623730951,14.89966442575134,0.0,10.198039027185569,0.0,14.89966442575134,14.89966442575134,14.89966442575134,1.7320508075688772,12.529964086141668,14.89966442575134,17.349351572897472,5.0990195135927845,0.0,18.49324200890693,1.4142135623730951,16.34013463836819,0.0,15.556349186104045,14.89966442575134,14.89966442575134,5.0990195135927845,14.89966442575134,1.7320508075688772,14.89966442575134,2.0,14.89966442575134,16.0312195418814,15.556349186104045,14.89966442575134,0.0,13.638181696985855,15.652475842498529,14.89966442575134,14.89966442575134,14.89966442575134,18.49324200890693,14.866068747318506,12.806248474865697,14.89966442575134,0.0,12.12435565298214,15.748015748023622,14.89966442575134,12.083045973594572,1.7320508075688772,15.588457268119896,11.090536506409418
breitbart,15.556349186104045,14.89966442575134,15.652475842498529,19.1049731745428,19.1049731745428,15.652475842498529,14.89966442575134,15.556349186104045,16.0312195418814,13.490737563232042,4.242640687119285,,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,5.0,4.242640687119285,12.083045973594572,16.673332000533065,9.1104335791443,11.0,19.05255888325765,13.490737563232042,15.748015748023622,15.556349186104045,14.89966442575134,1.4142135623730951,16.0312195418814,14.89966442575134,3.0,14.142135623730951,15.556349186104045,1.0,0.0,14.89966442575134,14.142135623730951,15.652475842498529,19.1049731745428,14.866068747318506,14.89966442575134,1.4142135623730951,14.89966442575134,0.0,10.198039027185569,0.0,14.89966442575134,14.89966442575134,14.89966442575134,1.7320508075688772,12.529964086141668,14.89966442575134,17.349351572897472,5.0990195135927845,0.0,18.49324200890693,1.4142135623730951,16.34013463836819,0.0,15.556349186104045,14.89966442575134,14.89966442575134,5.0990195135927845,14.89966442575134,1.7320508075688772,14.89966442575134,2.0,14.89966442575134,16.0312195418814,15.556349186104045,14.89966442575134,0.0,13.638181696985855,15.652475842498529,14.89966442575134,14.89966442575134,14.89966442575134,18.49324200890693,14.866068747318506,12.806248474865697,14.89966442575134,0.0
businessinsider,1.0,14.142135623730951,19.1049731745428,14.866068747318506,14.866068747318506,19.1049731745428,14.142135623730951,1.0,14.89966442575134,15.748015748023622,12.083045973594572,13.45362404707371,,11.045361017187261,1.0,12.569805089976535,15.588457268119896,10.198039027185569,11.045361017187261,12.0,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,5.0,4.242640687119285,12.083045973594572,16.673332000533065,9.1104335791443,11.0,19.05255888325765,13.490737563232042,15.748015748023622,15.556349186104045,14.89966442575134,1.4142135623730951,16.0312195418814,14.89966442575134,3.0,14.142135623730951,15.556349186104045,1.0,0.0,14.89966442575134,14.142135623730951,15.652475842498529,19.1049731745428,14.866068747318506,14.89966442575134,1.4142135623730951,14.89966442575134,0.0,10.198039027185569,0.0,14.89966442575134,14.89966442575134,14.89966442575134,1.7320508075688772,12.529964086141668,14.89966442575134,17.349351572897472,5.0990195135927845,0.0,18.49324200890693,1.4142135623730951,16.34013463836819,0.0,15.556349186104045,14.89966442575134,14.89966442575134,5.0990195135927845,14.89966442575134,1.7320508075688772,14.89966442575134,2.0,14.89966442575134,16.0312195418814,15.556349186104045,14.89966442575134,0.0,13.638181696985855,15.652475842498529
buzzfeed,0.0,15.652475842498529,14.866068747318506,14.89966442575134,14.89966442575134,14.866068747318506,15.652475842498529,0.0,3.0,15.556349186104045,16.673332000533065,16.30950643030009,11.045361017187261,,13.0,12.12435565298214,1.4142135623730951,1.7320508075688772,13.038404810405298,16.278820596099706,10.488088481701515,12.0,11.045361017187261,1.0,12.569805089976535,15.588457268119896,10.198039027185569,11.045361017187261,12.0,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,5.0,4.242640687119285,12.083045973594572,16.673332000533065,9.1104335791443,11.0,19.05255888325765,13.490737563232042,15.748015748023622,15.556349186104045,14.89966442575134,1.4142135623730951,16.0312195418814,14.89966442575134,3.0,14.142135623730951,15.556349186104045,1.0,0.0,14.89966442575134,14.142135623730951,15.652475842498529,19.1049731745428,14.866068747318506,14.89966442575134,1.4142135623730951,14.89966442575134,0.0,10.198039027185569,0.0,14.89966442575134,14.89966442575134,14.89966442575134,1.7320508075688772,12.529964086141668,14.89966442575134,17.349351572897472,5.0990195135927845,0.0,18.49324200890693,1.4142135623730951,16.34013463836819,0.0,15.556349186104045,14.89966442575134,14.89966442575134,5.0990195135927845,14.89966442575134,1.7320508075688772
canary,14.89966442575134,19.1049731745428,14.89966442575134,1.4142135623730951,1.4142135623730951,14.89966442575134,19.1049731745428,14.89966442575134,14.142135623730951,14.89966442575134,9.1104335791443,11.180339887498949,1.0,13.0,,11.224972160321824,18.49324200890693,11.045361017187261,5.0,5.196152422706632,6.164414002968976,9.219544457292887,13.416407864998739,5.916079783099616,13.0,12.12435565298214,1.4142135623730951,1.7320508075688772,13.038404810405298,16.278820596099706,10.488088481701515,12.0,11.045361017187261,1.0,12.569805089976535,15.588457268119896,10.198039027185569,11.045361017187261,12.0,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,5.0,4.242640687119285,12.083045973594572,16.673332000533065,9.1104335791443,11.0,19.05255888325765,13.490737563232042,15.748015748023622,15.556349186104045,14.89966442575134,1.4142135623730951,16.0312195418814,14.89966442575134,3.0,14.142135623730951,15.556349186104045,1.0,0.0,14.89966442575134,14.142135623730951,15.652475842498529,19.1049731745428,14.866068747318506,14.89966442575134,1.4142135623730951,14.89966442575134,0.0,10.198039027185569,0.0,14.89966442575134,14.89966442575134,14.89966442575134,1.7320508075688772,12.529964086141668,14.89966442575134,17.349351572897472,5.0990195135927845,0.0
cbs,14.142135623730951,14.866068747318506,1.4142135623730951,14.89966442575134,14.89966442575134,1.4142135623730951,14.866068747318506,14.142135623730951,15.556349186104045,1.4142135623730951,11.0,11.090536506409418,12.569805089976535,12.12435565298214,11.224972160321824,,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,11.704699910719626,14.89966442575134,15.556349186104045,16.278820596099706,11.661903789690601,14.866068747318506,11.224972160321824,18.49324200890693,11.045361017187261,5.0,5.196152422706632,6.164414002968976,9.219544457292887,13.416407864998739,5.916079783099616,13.0,12.12435565298214,1.4142135623730951,1.7320508075688772,13.038404810405298,16.278820596099706,10.488088481701515,12.0,11.045361017187261,1.0,12.569805089976535,15.588457268119896,10.198039027185569,11.045361017187261,12.0,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,5.0,4.242640687119285,12.083045973594572,16.673332000533065,9.1104335791443,11.0,19.05255888325765,13.490737563232042,15.748015748023622,15.556349186104045,14.89966442575134,1.4142135623730951,16.0312195418814,14.89966442575134,3.0,14.142135623730951,15.556349186104045,1.0,0.0,14.89966442575134,14.142135623730951,15.652475842498529,19.1049731745428,14.866068747318506,14.89966442575134,1.4142135623730951,14.89966442575134,0.0
cnbc,15.652475842498529,14.89966442575134,14.89966442575134,0.0,0.0,14.89966442575134,14.89966442575134,15.652475842498529,1.0,16.0312195418814,19.05255888325765,12.041594578792296,15.588457268119896,1.4142135623730951,18.49324200890693,16.30950643030009,,4.0,1.0,8.12403840463596,11.045361017187261,18.49324200890693,16.278820596099706,6.164414002968976,1.7320508075688772,1.0,0.0,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,11.704699910719626,14.89966442575134,15.556349186104045,16.278820596099706,11.661903789690601,14.866068747318506,11.224972160321824,18.49324200890693,11.045361017187261,5.0,5.196152422706632,6.164414002968976,9.219544457292887,13.416407864998739,5.916079783099616,13.0,12.12435565298214,1.4142135623730951,1.7320508075688772,13.038404810405298,16.278820596099706,10.488088481701515,12.0,11.045361017187261,1.0,12.569805089976535,15.588457268119896,10.198039027185569,11.045361017187261,12.0,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,5.0,4.242640687119285,12.083045973594572,16.673332000533065,9.1104335791443,11.0,19.05255888325765,13.490737563232042,15.748015748023622,15.556349186104045,14.89966442575134,1.4142135623730951,16.0312195418814,14.89966442575134,3.0,14.142135623730951
cnn,19.1049731745428,1.4142135623730951,0.0,10.198039027185569,10.198039027185569,0.0,1.4142135623730951,19.1049731745428,0.0,14.89966442575134,13.490737563232042,5.0,10.198039027185569,1.7320508075688772,11.045361017187261,11.180339887498949,4.0,,1.7320508075688772,13.038404810405298,16.278820596099706,10.488088481701515,12.0,11.045361017187261,15.652475842498529,14.142135623730951,12.529964086141668,15.556349186104045,14.89966442575134,15.652475842498529,4.0,1.0,8.12403840463596,11.045361017187261,18.49324200890693,16.278820596099706,6.164414002968976,1.7320508075688772,1.0,0.0,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,11.704699910719626,14.89966442575134,15.556349186104045,16.278820596099706,11.661903789690601,14.866068747318506,11.224972160321824,18.49324200890693,11.045361017187261,5.0,5.196152422706632,6.164414002968976,9.219544457292887,13.416407864998739,5.916079783099616,13.0,12.12435565298214,1.4142135623730951,1.7320508075688772,13.038404810405298,16.278820596099706,10.488088481701515,12.0,11.045361017187261,1.0,12.569805089976535,15.588457268119896,10.198039027185569,11.045361017187261,12.0,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,5.0,4.242640687119285,12.083045973594572
commondreams,14.866068747318506,14.89966442575134,10.198039027185569,0.0,0.0,10.198039027185569,14.89966442575134,14.866068747318506,14.89966442575134,3.0,15.748015748023622,4.242640687119285,11.045361017187261,13.038404810405298,5.0,11.090536506409418,1.0,1.7320508075688772,,16.431676725154983,17.05872210923198,10.099504938362077,10.816653826391969,12.083045973594572,14.696938456699069,12.24744871391589,15.556349186104045,1.7320508075688772,14.89966442575134,5.0,0.0,1.4142135623730951,1.7320508075688772,13.038404810405298,16.278820596099706,10.488088481701515,12.0,11.045361017187261,15.652475842498529,14.142135623730951,12.529964086141668,15.556349186104045,14.89966442575134,15.652475842498529,4.0,1.0,8.12403840463596,11.045361017187261,18.49324200890693,16.278820596099706,6.164414002968976,1.7320508075688772,1.0,0.0,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,11.704699910719626,14.89966442575134,15.556349186104045,16.278820596099706,11.661903789690601,14.866068747318506,11.224972160321824,18.49324200890693,11.045361017187261,5.0,5.196152422706632,6.164414002968976,9.219544457292887,13.416407864998739,5.916079783099616,13.0,12.12435565298214,1.4142135623730951,1.7320508075688772,13.038404810405298,16.278820596099706,10.488088481701515,12.0,11.045361017187261
consortium,14.89966442575134,0.0,0.0,14.89966442575134,14.89966442575134,0.0,0.0,14.89966442575134,14.142135623730951,14.142135623730951,15.556349186104045,12.083045973594572,12.0,16.278820596099706,5.196152422706632,12.041594578792296,8.12403840463596,13.038404810405298,16.431676725154983,,14.89966442575134,14.142135623730951,14.866068747318506,4.242640687119285,1.7320508075688772,8.0,10.099504938362077,18.547236990991408,16.24807680927192,10.488088481701515,17.05872210923198,7.0710678118654755,13.74772708486752,16.24807680927192,16.431676725154983,17.05872210923198,10.099504938362077,10.816653826391969,12.083045973594572,14.696938456699069,12.24744871391589,15.556349186104045,1.7320508075688772,14.89966442575134,5.0,0.0,1.4142135623730951,1.7320508075688772,13.038404810405298,16.278820596099706,10.488088481701515,12.0,11.045361017187261,15.652475842498529,14.142135623730951,12.529964086141668,15.556349186104045,14.89966442575134,15.652475842498529,4.0,1.0,8.12403840463596,11.045361017187261,18.49324200890693,16.278820596099706,6.164414002968976,1.7320508075688772,1.0,0.0,13.45362404707371,16.30950643030009,11.180339887498949,11.090536506409418,12.041594578792296,11.704699910719626,14.89966442575134,15.556349186104045,16.278820596099706,11.661903789690601,14.866068747318506,11.224972160321824,18.49324200890693,11.045361017187261
