,aljazeera,alternet,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailymail,dailywire,economist,federalist,fox,guardian,infowars,intercept,lewrockwell,mintpress,nationalreview,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,reuters,rt,shadowproof,slate,truthdig,usatoday,veteranstoday,vox,wapo,wsj
redstate,93.45580008996312,83.31549847893488,68.61511977658485,67.77355282975994,67.77355282975994,68.61511977658485,83.31549847893488,93.45580008996312,66.55087918818326,71.85233188065581,59.5263588036405,67.52533519203436,83.80393153160384,56.46754146080411,53.15065834289135,48.00551832937459,54.307610780916924,59.06604264065884,58.35296679555273,91.34283725407558,72.62364764812122,83.63950022490779,83.47670517273845,79.82942121817015,52.245273337296226,64.3806707432277,60.59869892038341,65.52628782920067,58.224624324274885,68.52995033852136,62.9804149293802,61.214917104043046,73.41733430162259,52.245273337296226,100.0,70.64213276976082,85.18493734841294,82.68567450815114,87.54021458143603,78.17237080795053,79.30542282081444,70.18975069548344,81.34616021409988,78.17237080795053,68.19155297838017
reuters,67.60786306320767,54.307610780916924,67.77355282975994,90.18370013494467,90.18370013494467,67.77355282975994,54.307610780916924,67.60786306320767,87.54021458143603,57.337036206360594,60.59869892038341,62.33530100583307,67.77355282975994,47.39138898534962,82.37920247680829,72.23531119703514,62.549104241049825,52.92267966487727,61.771004423556654,71.66278315232111,54.307610780916924,59.92512361410513,65.76001060657772,66.55087918818326,67.19729994922696,48.21184645147368,61.701051948629946,52.13330430513108,80.36740026988936,73.72114617304926,53.725518661725246,45.100832159764735,64.00690049479714,56.283471047666,70.64213276976082,100.0,53.66771166687151,53.66771166687151,47.18826617955006,50.809551596547095,42.34229336069948,53.2078265663297,66.95341034547691,51.35673712059805,61.771004423556654
rt,47.748753895375074,68.61511977658485,90.18370013494467,68.44501077874139,68.44501077874139,90.18370013494467,68.61511977658485,47.748753895375074,83.63950022490779,60.66669086246645,54.54253464702508,64.75840495361658,62.62064374430807,44.56711139417057,52.63924952848784,88.43137966543131,50.376147201216945,53.49472181184589,84.65249080326396,61.14596579112963,56.10017242842855,72.0431657292691,87.54021458143603,63.71065599624735,87.32721136708753,51.41179459481151,52.245273337296226,53.15065834289135,65.52628782920067,40.875408291018644,73.61948678444523,55.37450628275924,83.15583453939496,46.43341512669215,85.18493734841294,53.66771166687151,100.0,42.668177235509695,56.283471047666,56.283471047666,46.985921630633634,47.442292346098505,42.156898327156554,54.837907920161214,63.8584747124991
shadowproof,83.31549847893488,67.77355282975994,68.44501077874139,59.00070507735315,59.00070507735315,68.44501077874139,67.77355282975994,83.31549847893488,65.83827354181504,59.5263588036405,79.04833747071848,64.75840495361658,63.4168103570238,51.41179459481151,74.86652334390904,73.21670756334608,47.748753895375074,53.15065834289135,93.0588277992588,85.36672414280952,67.77355282975994,64.45589644336856,69.92158713012141,80.23153290665772,71.7573984977559,60.32789641324954,37.145012412155445,71.28743942272581,52.13330430513108,45.78771206874867,46.73407185974886,61.56152890713298,63.343716998149176,55.01606282399917,82.68567450815114,53.66771166687151,42.668177235509695,100.0,45.54140326789554,60.12600145243386,68.95813423122166,68.95813423122166,86.11765559851757,84.47906711561083,85.00535427466639
slate,54.307610780916924,90.18370013494467,59.00070507735315,90.74510373234504,90.74510373234504,59.00070507735315,90.18370013494467,54.307610780916924,93.45580008996312,68.95813423122166,62.052103792799485,62.62064374430807,72.23531119703514,46.985921630633634,78.92097056791478,70.9169394469065,94.82635570520361,77.56761289040577,44.954758727717724,52.30135641790498,53.15065834289135,79.56574233035035,44.712160631718945,67.85671799335888,68.52995033852136,81.34616021409988,49.94649543680466,53.609976705740166,53.15065834289135,41.97209561455655,31.520021213155434,52.245273337296226,76.86275933086262,72.91855412056492,87.54021458143603,47.18826617955006,56.283471047666,45.54140326789554,100.0,53.609976705740166,45.54140326789554,60.12600145243386,68.95813423122166,68.95813423122166,86.11765559851757
truthdig,68.61511977658485,68.44501077874139,90.74510373234504,52.9795707072134,52.9795707072134,90.74510373234504,68.44501077874139,68.61511977658485,67.60786306320767,66.55087918818326,71.85233188065581,62.33530100583307,64.68253490875809,60.19318599644665,83.63950022490779,56.10017242842855,69.8327289960014,57.21174088873189,90.74510373234504,70.01070854933278,40.02141709866556,80.36740026988936,77.21246067237321,69.56771127565096,68.52995033852136,87.32721136708753,76.29138340031912,42.481731791280495,71.28743942272581,88.43137966543131,83.63950022490779,48.36713361828252,63.8584747124991,50.0,78.17237080795053,50.809551596547095,56.283471047666,60.12600145243386,53.609976705740166,100.0,50.7551674468216,74.5490352639489,53.66771166687151,46.935456051981994,53.66771166687151
usatoday,67.77355282975994,59.00070507735315,52.9795707072134,68.61511977658485,68.61511977658485,52.9795707072134,59.00070507735315,67.77355282975994,47.748753895375074,87.54021458143603,71.85233188065581,66.55087918818326,69.56771127565096,62.62064374430807,62.836088514306134,59.00070507735315,60.66669086246645,49.626661482439836,50.48414265632012,76.29138340031912,60.59869892038341,88.2022758337376,50.0,85.18493734841294,74.44408238678304,81.2032168226623,84.65249080326396,68.95813423122166,53.609976705740166,85.18493734841294,39.48826365451047,64.75840495361658,64.60682750121278,62.9804149293802,79.30542282081444,42.34229336069948,46.985921630633634,68.95813423122166,45.54140326789554,50.7551674468216,100.0,57.39982205906211,92.32624540163198,46.683844665052845,46.683844665052845
veteranstoday,90.18370013494467,90.74510373234504,68.61511977658485,71.7573984977559,71.7573984977559,68.61511977658485,90.74510373234504,90.18370013494467,83.31549847893488,83.63950022490779,57.337036206360594,59.5263588036405,62.052103792799485,67.85671799335888,58.93547147218183,52.30135641790498,94.33255663046423,86.11765559851757,55.37450628275924,64.91063717737747,74.13177852601804,72.0431657292691,72.13907281903028,75.40477579827355,96.72790004498155,68.87202625507615,69.21790336521236,67.19729994922696,42.481731791280495,67.03450639325088,48.574912595494524,57.9691150571484,92.68336207140476,53.725518661725246,70.18975069548344,53.2078265663297,47.442292346098505,68.95813423122166,60.12600145243386,74.5490352639489,57.39982205906211,100.0,64.60682750121278,82.22794822168429,71.1943676694738
vox,68.44501077874139,52.9795707072134,71.7573984977559,50.97306600490589,50.97306600490589,71.7573984977559,52.9795707072134,68.44501077874139,54.307610780916924,65.83827354181504,60.66669086246645,60.59869892038341,67.52533519203436,57.337036206360594,60.32789641324954,74.02851176222671,74.86652334390904,53.437201346832495,48.993009674177976,56.10017242842855,79.56574233035035,57.58873730450691,69.74413182725523,57.27434261810353,66.31166907878992,63.93261125269463,71.380813850743,72.62364764812122,68.95813423122166,63.93261125269463,47.238973568890465,73.01757253576034,67.27900044981558,60.59869892038341,81.34616021409988,66.95341034547691,42.156898327156554,86.11765559851757,68.95813423122166,53.66771166687151,92.32624540163198,64.60682750121278,100.0,52.245273337296226,69.47988341994812
wapo,59.00070507735315,68.61511977658485,50.97306600490589,90.74510373234504,90.74510373234504,50.97306600490589,68.61511977658485,59.00070507735315,68.61511977658485,93.45580008996312,59.5263588036405,54.54253464702508,62.33530100583307,83.80393153160384,67.03450639325088,89.39718432612673,67.44301651799513,62.69232042819978,58.224624324274885,65.52628782920067,65.29413899629394,74.44408238678304,94.82635570520361,77.21246067237321,66.63099695786978,71.47449392582126,62.33530100583307,61.771004423556654,67.19729994922696,52.5263512742019,71.28743942272581,39.04753141894746,50.053561879327326,59.5263588036405,78.17237080795053,51.35673712059805,54.837907920161214,84.47906711561083,68.95813423122166,46.935456051981994,46.683844665052845,82.22794822168429,52.245273337296226,100.0,52.245273337296226
wsj,90.74510373234504,71.7573984977559,90.74510373234504,50.48414265632012,50.48414265632012,90.74510373234504,71.7573984977559,90.74510373234504,67.77355282975994,67.60786306320767,68.95813423122166,79.04833747071848,64.75840495361658,67.77355282975994,56.46754146080411,65.06353273179997,53.37975185101185,59.328442507507816,45.4431911110482,84.65249080326396,71.85233188065581,62.052103792799485,60.12600145243386,73.72114617304926,65.52628782920067,82.68567450815114,82.68567450815114,71.380813850743,72.62364764812122,54.837907920161214,53.609976705740166,42.761627701485985,65.99533978278531,64.45589644336856,68.19155297838017,61.771004423556654,63.8584747124991,85.00535427466639,86.11765559851757,53.66771166687151,46.683844665052845,71.1943676694738,69.47988341994812,52.245273337296226,100.0
