,aljazeera,alternet,americanconservative,americanthinker,antiwar,ap,atlantic,axios,bloomberg,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fivethirtyeight,foreignaffairs,fox,freebeacon,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,koreaherald,lewrockwell,mintpress,motherjones,msnbc,nationalreview,nbc,neweasternoutlook,newyorker,npr,nypost,nytimes,observerny,opednews,pbs,peoplesdaily,pjmedia,propublica,psychologytoday,rawstory,redstate,reuters,rt,science,scientificamerican,shadowproof,slate,snopes,socialistalternative,socialistproject,spectator,strategicculture,techcrunch,time,townhall,truthdig,usatoday,verge,veteranstoday,vice,vox,wapo,wsj
dailycaller,26.019223662515376,11.916375287812984,21.047565179849187,15.165750888103101,15.165750888103101,21.047565179849187,11.916375287812984,26.019223662515376,18.49324200890693,24.269322199023193,26.570660511172846,31.38470965295043,22.693611435820433,30.692018506445613,8.366600265340756,30.083217912982647,20.615528128088304,18.627936010197157,13.601470508735444,36.810324638611924,,10.198039027185569,27.386127875258307,21.840329667841555,7.0710678118654755,27.874719729532707,20.12461179749811,6.782329983125268,5.0,16.1245154965971,18.439088914585774,24.392621835300936,16.0312195418814,22.02271554554524,22.135943621178654,13.152946437965905,36.810324638611924,10.770329614269007,16.0312195418814,27.748873851023216,25.69046515733026,22.38302928559939,17.4928556845359,8.774964387392123,27.910571473905726,19.72308292331602,35.0,34.72751070837067,11.704699910719626,36.26292872893749,18.547236990991408,13.601470508735444,33.91164991562634,31.11269837220809,18.24828759089466,11.224972160321824,13.601470508735444,18.384776310850235,16.55294535724685,15.652475842498529,25.41653005427767,14.560219778561036,32.90896534380867,18.05547008526779,7.0,18.627936010197157,27.09243436828813,20.615528128088304,27.459060435491963,20.09975124224178,20.024984394500787,22.135943621178654,31.906112267087632,25.317977802344327,19.44222209522358,23.853720883753127,30.740852297878796,29.832867780352597,20.615528128088304
dailykos,21.42428528562855,17.944358444926362,15.165750888103101,12.529964086141668,12.529964086141668,15.165750888103101,17.944358444926362,21.42428528562855,15.329709716755891,21.470910553583888,15.811388300841896,18.788294228055936,17.578395831246947,27.2213151776324,29.614185789921695,28.160255680657446,21.02379604162864,27.09243436828813,33.91164991562634,10.770329614269007,10.198039027185569,,32.93933818400121,10.198039027185569,27.386127875258307,21.840329667841555,7.0710678118654755,27.874719729532707,20.12461179749811,6.782329983125268,5.0,16.1245154965971,21.748563170931547,14.035668847618199,23.366642891095847,25.495097567963924,33.49626844888845,32.93933818400121,10.198039027185569,27.386127875258307,21.840329667841555,7.0710678118654755,27.874719729532707,20.12461179749811,6.782329983125268,5.0,16.1245154965971,18.439088914585774,24.392621835300936,16.0312195418814,22.02271554554524,22.135943621178654,13.152946437965905,36.810324638611924,10.770329614269007,16.0312195418814,27.748873851023216,25.69046515733026,22.38302928559939,17.4928556845359,8.774964387392123,27.910571473905726,19.72308292331602,35.0,34.72751070837067,11.704699910719626,36.26292872893749,18.547236990991408,13.601470508735444,33.91164991562634,31.11269837220809,18.24828759089466,11.224972160321824,13.601470508735444,18.384776310850235,16.55294535724685,15.652475842498529,25.41653005427767,14.560219778561036
dailymail,13.564659966250536,21.047565179849187,12.529964086141668,9.695359714832659,9.695359714832659,12.529964086141668,21.047565179849187,13.564659966250536,14.212670403551895,15.811388300841896,21.213203435596427,20.248456731316587,10.770329614269007,37.49666651850535,22.293496809607955,32.155870381627054,1.0,20.615528128088304,31.11269837220809,16.0312195418814,27.386127875258307,32.93933818400121,,28.035691537752374,27.367864366808018,18.867962264113206,20.346989949375804,29.0,11.575836902790225,21.0,23.345235059857504,20.248456731316587,11.704699910719626,22.627416997969522,0.0,21.748563170931547,14.035668847618199,23.366642891095847,25.495097567963924,33.49626844888845,32.93933818400121,10.198039027185569,27.386127875258307,21.840329667841555,7.0710678118654755,27.874719729532707,20.12461179749811,6.782329983125268,5.0,16.1245154965971,21.748563170931547,14.035668847618199,23.366642891095847,25.495097567963924,33.49626844888845,32.93933818400121,10.198039027185569,27.386127875258307,21.840329667841555,7.0710678118654755,27.874719729532707,20.12461179749811,6.782329983125268,5.0,16.1245154965971,18.439088914585774,24.392621835300936,16.0312195418814,22.02271554554524,22.135943621178654,13.152946437965905,36.810324638611924,10.770329614269007,16.0312195418814,27.748873851023216,25.69046515733026,22.38302928559939,17.4928556845359,8.774964387392123
dailywire,11.916375287812984,15.165750888103101,9.695359714832659,19.0,19.0,9.695359714832659,15.165750888103101,11.916375287812984,19.235384061671343,20.904544960366874,23.600847442411894,25.317977802344327,3.3166247903554,19.1049731745428,10.295630140987,26.13426869074396,30.364452901377952,27.459060435491963,18.24828759089466,27.748873851023216,21.840329667841555,10.198039027185569,28.035691537752374,,21.354156504062622,22.891046284519195,22.11334438749598,17.378147196982766,16.431676725154983,26.92582403567252,9.486832980505138,14.45683229480096,12.206555615733702,16.55294535724685,12.041594578792296,21.118712081942874,14.0,14.0,23.600847442411894,16.76305461424021,14.491376746189438,17.72004514666935,28.035691537752374,27.367864366808018,18.867962264113206,20.346989949375804,29.0,11.575836902790225,21.0,23.345235059857504,20.248456731316587,11.704699910719626,22.627416997969522,0.0,21.748563170931547,14.035668847618199,23.366642891095847,25.495097567963924,33.49626844888845,32.93933818400121,10.198039027185569,27.386127875258307,21.840329667841555,7.0710678118654755,27.874719729532707,20.12461179749811,6.782329983125268,5.0,16.1245154965971,21.748563170931547,14.035668847618199,23.366642891095847,25.495097567963924,33.49626844888845,32.93933818400121,10.198039027185569,27.386127875258307,21.840329667841555,7.0710678118654755
economist,17.944358444926362,12.529964086141668,19.0,22.135943621178654,22.135943621178654,19.0,12.529964086141668,17.944358444926362,26.019223662515376,21.047565179849187,19.44222209522358,9.9498743710662,12.884098726725126,36.24913792078372,7.810249675906654,14.0,29.154759474226502,20.09975124224178,11.224972160321824,25.69046515733026,7.0710678118654755,27.386127875258307,27.367864366808018,21.354156504062622,,25.0,27.94637722496424,31.575306807693888,31.11269837220809,9.0,29.88310559496787,18.05547008526779,9.539392014169456,27.784887978899608,15.937377450509228,4.358898943540674,10.0,13.74772708486752,11.224972160321824,13.490737563232042,13.490737563232042,21.470910553583888,22.11334438749598,10.862780491200215,21.354156504062622,22.891046284519195,22.11334438749598,17.378147196982766,16.431676725154983,26.92582403567252,9.486832980505138,14.45683229480096,12.206555615733702,16.55294535724685,12.041594578792296,21.118712081942874,14.0,14.0,23.600847442411894,16.76305461424021,14.491376746189438,17.72004514666935,28.035691537752374,27.367864366808018,18.867962264113206,20.346989949375804,29.0,11.575836902790225,21.0,23.345235059857504,20.248456731316587,11.704699910719626,22.627416997969522,0.0,21.748563170931547,14.035668847618199,23.366642891095847,25.495097567963924,33.49626844888845
federalist,21.047565179849187,9.695359714832659,22.135943621178654,4.242640687119285,4.242640687119285,22.135943621178654,9.695359714832659,21.047565179849187,21.42428528562855,18.49324200890693,23.769728648009426,15.811388300841896,17.26267650163207,29.393876913398138,6.0,24.041630560342615,32.07802986469088,20.024984394500787,13.601470508735444,22.38302928559939,27.874719729532707,21.840329667841555,18.867962264113206,22.891046284519195,25.0,,17.916472867168917,17.72004514666935,12.569805089976535,18.05547008526779,17.916472867168917,13.114877048604,30.298514815086232,16.0312195418814,12.083045973594572,21.470910553583888,21.37755832643195,20.73644135332772,14.317821063276353,11.661903789690601,14.866068747318506,20.322401432901575,8.774964387392123,8.774964387392123,19.339079605813716,19.026297590440446,25.0,27.94637722496424,31.575306807693888,31.11269837220809,9.0,29.88310559496787,18.05547008526779,9.539392014169456,27.784887978899608,15.937377450509228,4.358898943540674,10.0,13.74772708486752,11.224972160321824,13.490737563232042,13.490737563232042,21.470910553583888,22.11334438749598,10.862780491200215,21.354156504062622,22.891046284519195,22.11334438749598,17.378147196982766,16.431676725154983,26.92582403567252,9.486832980505138,14.45683229480096,12.206555615733702,16.55294535724685,12.041594578792296,21.118712081942874,14.0,14.0
fivethirtyeight,15.165750888103101,19.0,4.242640687119285,20.445048300260872,20.445048300260872,4.242640687119285,19.0,15.165750888103101,13.564659966250536,15.329709716755891,24.269322199023193,13.0,30.380915061926625,20.223748416156685,43.30127018922193,34.68429039204925,26.645825188948457,22.135943621178654,18.384776310850235,17.4928556845359,20.12461179749811,7.0710678118654755,20.346989949375804,22.11334438749598,27.94637722496424,17.916472867168917,,6.48074069840786,12.24744871391589,23.853720883753127,16.0312195418814,25.787593916455254,25.69046515733026,7.810249675906654,34.942810419312295,10.295630140987,11.445523142259598,28.284271247461902,25.019992006393608,17.74823934929885,12.0,5.0,17.69180601295413,15.556349186104045,18.110770276274835,18.867962264113206,18.867962264113206,6.708203932499369,17.916472867168917,17.72004514666935,12.569805089976535,18.05547008526779,17.916472867168917,13.114877048604,30.298514815086232,16.0312195418814,12.083045973594572,21.470910553583888,21.37755832643195,20.73644135332772,14.317821063276353,11.661903789690601,14.866068747318506,20.322401432901575,8.774964387392123,8.774964387392123,19.339079605813716,19.026297590440446,25.0,27.94637722496424,31.575306807693888,31.11269837220809,9.0,29.88310559496787,18.05547008526779,9.539392014169456,27.784887978899608,15.937377450509228,4.358898943540674
foreignaffairs,12.529964086141668,22.135943621178654,20.445048300260872,18.708286933869708,18.708286933869708,20.445048300260872,22.135943621178654,12.529964086141668,11.916375287812984,14.212670403551895,21.470910553583888,26.570660511172846,25.612496949731394,19.235384061671343,25.41653005427767,29.189039038652847,15.0,31.906112267087632,16.55294535724685,8.774964387392123,6.782329983125268,27.874719729532707,29.0,17.378147196982766,31.575306807693888,17.72004514666935,6.48074069840786,,2.0,22.20360331117452,14.730919862656235,25.019992006393608,27.018512172212592,34.66987164671943,34.132096331752024,10.0,28.809720581775867,21.37755832643195,8.366600265340756,29.274562336608895,20.42057785666214,5.0990195135927845,6.4031242374328485,16.0,7.810249675906654,15.620499351813308,19.0,19.4164878389476,16.278820596099706,16.278820596099706,6.48074069840786,12.24744871391589,23.853720883753127,16.0312195418814,25.787593916455254,25.69046515733026,7.810249675906654,34.942810419312295,10.295630140987,11.445523142259598,28.284271247461902,25.019992006393608,17.74823934929885,12.0,5.0,17.69180601295413,15.556349186104045,18.110770276274835,18.867962264113206,18.867962264113206,6.708203932499369,17.916472867168917,17.72004514666935,12.569805089976535,18.05547008526779,17.916472867168917,13.114877048604,30.298514815086232,16.0312195418814
fox,9.695359714832659,4.242640687119285,18.708286933869708,27.0,27.0,18.708286933869708,4.242640687119285,9.695359714832659,17.944358444926362,19.235384061671343,15.811388300841896,15.811388300841896,31.38470965295043,6.4031242374328485,14.317821063276353,29.068883707497267,24.758836806279895,25.317977802344327,15.652475842498529,27.910571473905726,5.0,20.12461179749811,11.575836902790225,16.431676725154983,31.11269837220809,12.569805089976535,12.24744871391589,2.0,,24.351591323771842,24.351591323771842,18.601075237738275,30.298514815086232,16.0312195418814,23.853720883753127,13.892443989449804,13.416407864998739,22.02271554554524,25.238858928247925,25.495097567963924,18.627936010197157,14.422205101855956,12.083045973594572,24.06241883103193,21.908902300206645,22.293496809607955,16.76305461424021,19.79898987322333,7.810249675906654,14.89966442575134,16.0,2.0,2.0,22.20360331117452,14.730919862656235,25.019992006393608,27.018512172212592,34.66987164671943,34.132096331752024,10.0,28.809720581775867,21.37755832643195,8.366600265340756,29.274562336608895,20.42057785666214,5.0990195135927845,6.4031242374328485,16.0,7.810249675906654,15.620499351813308,19.0,19.4164878389476,16.278820596099706,16.278820596099706,6.48074069840786,12.24744871391589,23.853720883753127,16.0312195418814,25.787593916455254
freebeacon,19.0,20.445048300260872,27.0,19.209372712298546,19.209372712298546,27.0,20.445048300260872,19.0,21.047565179849187,26.019223662515376,20.904544960366874,21.213203435596427,18.788294228055936,22.693611435820433,20.46948949045872,33.61547262794322,35.185224171518364,19.44222209522358,25.41653005427767,19.72308292331602,16.1245154965971,6.782329983125268,21.0,26.92582403567252,9.0,18.05547008526779,23.853720883753127,22.20360331117452,24.351591323771842,,12.041594578792296,13.152946437965905,13.152946437965905,11.74734012447073,13.638181696985855,16.0312195418814,13.379088160259652,22.15851980616034,21.77154105707724,10.44030650891055,26.77685567799177,18.05547008526779,6.4031242374328485,21.118712081942874,20.149441679609886,16.64331697709324,8.366600265340756,12.041594578792296,25.0,20.784609690826528,14.594519519326424,20.09975124224178,15.0,24.351591323771842,24.351591323771842,24.351591323771842,18.601075237738275,30.298514815086232,16.0312195418814,23.853720883753127,13.892443989449804,13.416407864998739,22.02271554554524,25.238858928247925,25.495097567963924,18.627936010197157,14.422205101855956,12.083045973594572,24.06241883103193,21.908902300206645,22.293496809607955,16.76305461424021,19.79898987322333,7.810249675906654,14.89966442575134,16.0,2.0,2.0,22.20360331117452
globalresearch,22.135943621178654,18.708286933869708,19.209372712298546,16.673332000533065,16.673332000533065,19.209372712298546,18.708286933869708,22.135943621178654,15.165750888103101,21.42428528562855,21.047565179849187,23.600847442411894,20.248456731316587,17.578395831246947,30.692018506445613,11.704699910719626,29.68164415931166,23.853720883753127,14.560219778561036,35.0,18.439088914585774,5.0,23.345235059857504,9.486832980505138,29.88310559496787,17.916472867168917,16.0312195418814,14.730919862656235,24.351591323771842,12.041594578792296,,19.79898987322333,20.248456731316587,17.26267650163207,17.26267650163207,5.744562646538029,12.84523257866513,24.372115213907882,16.0,25.69046515733026,25.632011235952593,8.602325267042627,35.6931365951495,9.848857801796104,12.409673645990857,28.722813232690143,25.632011235952593,18.601075237738275,13.0,5.0990195135927845,17.146428199482248,14.45683229480096,8.366600265340756,6.708203932499369,14.628738838327793,11.445523142259598,12.041594578792296,13.152946437965905,13.152946437965905,11.74734012447073,13.638181696985855,16.0312195418814,13.379088160259652,22.15851980616034,21.77154105707724,10.44030650891055,26.77685567799177,18.05547008526779,6.4031242374328485,21.118712081942874,20.149441679609886,16.64331697709324,8.366600265340756,12.041594578792296,25.0,20.784609690826528,14.594519519326424,20.09975124224178,15.0
guardian,4.242640687119285,27.0,16.673332000533065,25.179356624028344,25.179356624028344,16.673332000533065,27.0,4.242640687119285,12.529964086141668,13.564659966250536,18.49324200890693,19.44222209522358,25.317977802344327,10.770329614269007,27.2213151776324,8.366600265340756,29.154759474226502,30.740852297878796,32.90896534380867,34.72751070837067,24.392621835300936,16.1245154965971,20.248456731316587,14.45683229480096,18.05547008526779,13.114877048604,25.787593916455254,25.019992006393608,18.601075237738275,13.152946437965905,19.79898987322333,,15.394804318340652,12.0,11.575836902790225,8.831760866327848,8.831760866327848,28.089143810376278,20.024984394500787,20.92844953645635,27.85677655436824,34.583232931581165,33.83784863137726,18.49324200890693,20.73644135332772,30.14962686336267,12.083045973594572,25.317977802344327,19.924858845171276,13.638181696985855,11.357816691600547,24.124676163629637,9.1104335791443,21.0,17.72004514666935,1.0,7.874007874011811,16.401219466856727,19.79898987322333,20.248456731316587,17.26267650163207,17.26267650163207,5.744562646538029,12.84523257866513,24.372115213907882,16.0,25.69046515733026,25.632011235952593,8.602325267042627,35.6931365951495,9.848857801796104,12.409673645990857,28.722813232690143,25.632011235952593,18.601075237738275,13.0,5.0990195135927845,17.146428199482248,14.45683229480096
huffingtonpost,20.445048300260872,19.209372712298546,25.179356624028344,26.570660511172846,26.570660511172846,25.179356624028344,19.209372712298546,20.445048300260872,9.695359714832659,11.916375287812984,15.329709716755891,23.769728648009426,9.9498743710662,3.3166247903554,37.49666651850535,29.614185789921695,30.083217912982647,29.832867780352597,18.05547008526779,11.704699910719626,16.0312195418814,21.748563170931547,11.704699910719626,12.206555615733702,9.539392014169456,30.298514815086232,25.69046515733026,27.018512172212592,30.298514815086232,13.152946437965905,20.248456731316587,15.394804318340652,,12.569805089976535,13.45362404707371,10.954451150103322,8.602325267042627,8.602325267042627,8.602325267042627,16.76305461424021,11.180339887498949,17.72004514666935,16.97056274847714,27.202941017470888,26.70205984563738,10.295630140987,25.65151067676132,20.615528128088304,4.242640687119285,23.345235059857504,21.0,13.92838827718412,4.123105625617661,14.212670403551895,24.166091947189145,17.291616465790582,26.248809496813376,10.099504938362077,23.173260452512935,23.53720459187964,15.394804318340652,12.0,11.575836902790225,8.831760866327848,8.831760866327848,28.089143810376278,20.024984394500787,20.92844953645635,27.85677655436824,34.583232931581165,33.83784863137726,18.49324200890693,20.73644135332772,30.14962686336267,12.083045973594572,25.317977802344327,19.924858845171276,13.638181696985855,11.357816691600547
infowars,18.708286933869708,16.673332000533065,26.570660511172846,22.293496809607955,22.293496809607955,26.570660511172846,16.673332000533065,18.708286933869708,19.0,17.944358444926362,14.212670403551895,24.269322199023193,15.811388300841896,12.884098726725126,19.1049731745428,22.293496809607955,28.160255680657446,20.615528128088304,7.0,36.26292872893749,22.02271554554524,14.035668847618199,22.627416997969522,16.55294535724685,27.784887978899608,16.0312195418814,7.810249675906654,34.66987164671943,16.0312195418814,11.74734012447073,17.26267650163207,12.0,12.569805089976535,,28.42534080710379,28.30194339616981,27.784887978899608,20.024984394500787,10.44030650891055,19.72308292331602,19.72308292331602,33.31666249791537,21.77154105707724,22.561028345356956,25.787593916455254,37.53664875824692,36.823905279043935,26.851443164195103,23.173260452512935,37.49666651850535,20.46948949045872,28.705400188814647,31.336879231984796,26.28687885618983,19.390719429665317,31.192947920964443,12.328828005937952,12.649110640673518,5.916079783099616,21.18962010041709,10.295630140987,11.704699910719626,12.569805089976535,13.45362404707371,10.954451150103322,8.602325267042627,8.602325267042627,8.602325267042627,16.76305461424021,11.180339887498949,17.72004514666935,16.97056274847714,27.202941017470888,26.70205984563738,10.295630140987,25.65151067676132,20.615528128088304,4.242640687119285,23.345235059857504
intercept,27.0,25.179356624028344,22.293496809607955,10.44030650891055,10.44030650891055,22.293496809607955,25.179356624028344,27.0,22.135943621178654,21.047565179849187,19.235384061671343,21.470910553583888,13.0,17.26267650163207,36.24913792078372,10.295630140987,32.155870381627054,21.02379604162864,18.627936010197157,18.547236990991408,22.135943621178654,23.366642891095847,0.0,12.041594578792296,15.937377450509228,12.083045973594572,34.942810419312295,34.132096331752024,23.853720883753127,13.638181696985855,17.26267650163207,11.575836902790225,13.45362404707371,28.42534080710379,,29.698484809834994,16.76305461424021,13.490737563232042,30.01666203960727,24.49489742783178,21.587033144922902,28.319604517012593,28.319604517012593,15.524174696260024,21.656407827707714,21.400934559032695,4.0,20.09975124224178,20.223748416156685,23.706539182259394,35.35533905932738,25.0,22.135943621178654,26.248809496813376,33.0,32.155870381627054,23.345235059857504,21.587033144922902,17.46424919657298,14.45683229480096,29.274562336608895,22.045407685048602,34.292856398964496,21.470910553583888,28.42534080710379,28.30194339616981,27.784887978899608,20.024984394500787,10.44030650891055,19.72308292331602,19.72308292331602,33.31666249791537,21.77154105707724,22.561028345356956,25.787593916455254,37.53664875824692,36.823905279043935,26.851443164195103,23.173260452512935
jacobinmag,19.209372712298546,26.570660511172846,10.44030650891055,27.910571473905726,27.910571473905726,10.44030650891055,26.570660511172846,19.209372712298546,4.242640687119285,15.165750888103101,26.019223662515376,15.811388300841896,26.570660511172846,30.380915061926625,29.393876913398138,7.810249675906654,26.13426869074396,1.0,27.09243436828813,13.601470508735444,13.152946437965905,25.495097567963924,21.748563170931547,21.118712081942874,4.358898943540674,21.470910553583888,10.295630140987,10.0,13.892443989449804,16.0312195418814,5.744562646538029,8.831760866327848,10.954451150103322,28.30194339616981,29.698484809834994,,29.68164415931166,8.0,24.515301344262525,26.68332812825267,13.74772708486752,17.378147196982766,17.88854381999832,8.246211251235321,8.246211251235321,29.88310559496787,20.615528128088304,27.459060435491963,32.64965543462902,39.6232255123179,38.948684188300895,18.0,27.09243436828813,29.274562336608895,14.628738838327793,31.38470965295043,22.293496809607955,10.295630140987,13.0,24.0,29.68164415931166,20.0,31.368774282716245,16.492422502470642,15.84297951775486,25.0,29.698484809834994,16.76305461424021,13.490737563232042,30.01666203960727,24.49489742783178,21.587033144922902,28.319604517012593,28.319604517012593,15.524174696260024,21.656407827707714,21.400934559032695,4.0,20.09975124224178
koreaherald,16.673332000533065,22.293496809607955,27.910571473905726,29.58039891549808,29.58039891549808,27.910571473905726,22.293496809607955,16.673332000533065,20.445048300260872,12.529964086141668,21.42428528562855,20.904544960366874,15.811388300841896,25.612496949731394,20.223748416156685,6.0,14.0,30.364452901377952,20.615528128088304,33.91164991562634,36.810324638611924,33.49626844888845,14.035668847618199,14.0,10.0,21.37755832643195,11.445523142259598,28.809720581775867,13.416407864998739,13.379088160259652,12.84523257866513,8.831760866327848,8.602325267042627,27.784887978899608,16.76305461424021,29.68164415931166,,12.041594578792296,22.293496809607955,16.0,5.0,11.661903789690601,13.74772708486752,21.118712081942874,22.627416997969522,16.1245154965971,16.1245154965971,8.774964387392123,13.601470508735444,27.459060435491963,21.02379604162864,29.154759474226502,29.068883707497267,6.0,37.49666651850535,6.4031242374328485,12.884098726725126,31.38470965295043,25.317977802344327,15.811388300841896,13.0,0.0,35.805027579936315,19.924858845171276,15.811388300841896,7.3484692283495345,25.495097567963924,20.808652046684813,29.68164415931166,8.0,24.515301344262525,26.68332812825267,13.74772708486752,17.378147196982766,17.88854381999832,8.246211251235321,8.246211251235321,29.88310559496787,20.615528128088304
lewrockwell,25.179356624028344,10.44030650891055,29.58039891549808,15.811388300841896,15.811388300841896,29.58039891549808,10.44030650891055,25.179356624028344,18.708286933869708,9.695359714832659,13.564659966250536,21.047565179849187,21.213203435596427,31.38470965295043,19.235384061671343,43.30127018922193,24.041630560342615,29.154759474226502,27.459060435491963,31.11269837220809,10.770329614269007,32.93933818400121,23.366642891095847,14.0,13.74772708486752,20.73644135332772,28.284271247461902,21.37755832643195,22.02271554554524,22.15851980616034,24.372115213907882,28.089143810376278,8.602325267042627,20.024984394500787,13.490737563232042,8.0,12.041594578792296,,22.0,16.09347693943108,26.551836094703507,7.0710678118654755,21.0,22.40535650240808,13.45362404707371,13.114877048604,12.083045973594572,5.830951894845301,5.830951894845301,26.324893162176366,17.233687939614086,22.494443758403985,27.202941017470888,35.09985754956849,34.42382895611701,15.811388300841896,23.874672772626646,27.51363298439521,10.488088481701515,27.147743920996454,20.904544960366874,11.224972160321824,9.0,21.587033144922902,24.0,21.587033144922902,31.192947920964443,14.212670403551895,24.124676163629637,5.0990195135927845,12.041594578792296,22.293496809607955,16.0,5.0,11.661903789690601,13.74772708486752,21.118712081942874,22.627416997969522,16.1245154965971
mintpress,26.570660511172846,27.910571473905726,15.811388300841896,13.601470508735444,13.601470508735444,15.811388300841896,27.910571473905726,26.570660511172846,27.0,19.0,11.916375287812984,18.49324200890693,23.600847442411894,18.788294228055936,6.4031242374328485,25.41653005427767,34.68429039204925,32.07802986469088,20.09975124224178,18.24828759089466,16.0312195418814,10.198039027185569,25.495097567963924,23.600847442411894,11.224972160321824,14.317821063276353,25.019992006393608,8.366600265340756,25.238858928247925,21.77154105707724,16.0,20.024984394500787,8.602325267042627,10.44030650891055,30.01666203960727,24.515301344262525,22.293496809607955,22.0,,14.560219778561036,14.0,10.344080432788601,26.92582403567252,11.916375287812984,13.152946437965905,16.30950643030009,17.0,16.61324772583615,10.488088481701515,10.488088481701515,10.488088481701515,19.1049731745428,6.4031242374328485,22.494443758403985,18.0,31.874754901018456,31.448370387032774,11.916375287812984,29.966648127543394,21.470910553583888,9.486832980505138,28.653097563788805,26.77685567799177,16.30950643030009,7.280109889280518,15.427248620541512,21.587033144922902,5.830951894845301,30.528675044947494,15.524174696260024,10.770329614269007,3.4641016151377544,22.0,16.09347693943108,26.551836094703507,7.0710678118654755,21.0,22.40535650240808,13.45362404707371
motherjones,22.293496809607955,29.58039891549808,13.601470508735444,19.672315572906,19.672315572906,13.601470508735444,29.58039891549808,22.293496809607955,19.209372712298546,22.135943621178654,17.944358444926362,15.329709716755891,19.44222209522358,20.248456731316587,22.693611435820433,14.317821063276353,29.189039038652847,26.645825188948457,20.024984394500787,11.224972160321824,27.748873851023216,27.386127875258307,33.49626844888845,16.76305461424021,13.490737563232042,11.661903789690601,17.74823934929885,29.274562336608895,25.495097567963924,10.44030650891055,25.69046515733026,20.92844953645635,16.76305461424021,19.72308292331602,24.49489742783178,26.68332812825267,16.0,16.09347693943108,14.560219778561036,,12.884098726725126,24.859605789312106,9.273618495495704,11.0,26.476404589747453,20.8806130178211,9.219544457292887,12.165525060596439,22.64950330581225,21.95449840010015,17.549928774784245,19.79898987322333,19.79898987322333,12.68857754044952,10.04987562112089,24.20743687382041,10.862780491200215,27.676705006196094,27.586228448267445,14.696938456699069,35.86084215408221,17.804493814764857,15.427248620541512,30.01666203960727,31.064449134018133,23.706539182259394,15.132745950421556,13.416407864998739,12.328828005937952,15.427248620541512,16.911534525287763,20.8806130178211,16.401219466856727,6.0,14.560219778561036,14.0,10.344080432788601,26.92582403567252,11.916375287812984
msnbc,10.44030650891055,15.811388300841896,19.672315572906,16.55294535724685,16.55294535724685,19.672315572906,15.811388300841896,10.44030650891055,16.673332000533065,4.242640687119285,21.047565179849187,14.212670403551895,23.769728648009426,25.317977802344327,17.578395831246947,20.46948949045872,29.068883707497267,15.0,22.135943621178654,13.601470508735444,25.69046515733026,21.840329667841555,32.93933818400121,14.491376746189438,13.490737563232042,14.866068747318506,12.0,20.42057785666214,18.627936010197157,26.77685567799177,25.632011235952593,27.85677655436824,11.180339887498949,19.72308292331602,21.587033144922902,13.74772708486752,5.0,26.551836094703507,14.0,12.884098726725126,,19.390719429665317,4.123105625617661,11.357816691600547,13.0,8.366600265340756,21.908902300206645,6.4031242374328485,12.0,14.317821063276353,10.0,12.041594578792296,11.704699910719626,5.0,5.0,17.4928556845359,11.224972160321824,20.615528128088304,20.615528128088304,29.68164415931166,29.189039038652847,7.810249675906654,27.2213151776324,19.235384061671343,3.3166247903554,25.612496949731394,20.248456731316587,9.9498743710662,0.0,13.0,11.40175425099138,22.93468988235943,13.416407864998739,27.49545416973504,11.916375287812984,25.0,12.884098726725126,24.859605789312106,9.273618495495704
nationalreview,27.910571473905726,13.601470508735444,16.55294535724685,24.186773244895647,24.186773244895647,16.55294535724685,13.601470508735444,27.910571473905726,25.179356624028344,20.445048300260872,15.165750888103101,19.235384061671343,24.269322199023193,9.9498743710662,10.770329614269007,30.692018506445613,33.61547262794322,24.758836806279895,31.906112267087632,18.384776310850235,22.38302928559939,7.0710678118654755,10.198039027185569,17.72004514666935,21.470910553583888,20.322401432901575,5.0,5.0990195135927845,14.422205101855956,18.05547008526779,8.602325267042627,34.583232931581165,17.72004514666935,33.31666249791537,28.319604517012593,17.378147196982766,11.661903789690601,7.0710678118654755,10.344080432788601,24.859605789312106,19.390719429665317,,26.0,7.0,15.620499351813308,14.2828568570857,27.202941017470888,18.841443681416774,28.861739379323623,21.587033144922902,26.40075756488817,24.454038521274967,26.324893162176366,15.362291495737216,7.0710678118654755,19.6468827043885,19.6468827043885,30.28200785945344,22.825424421026653,15.811388300841896,22.0,31.240998703626616,30.479501308256342,25.80697580112788,17.72004514666935,36.069377593742864,18.275666882497067,21.93171219946131,26.92582403567252,25.88435821108957,18.35755975068582,29.698484809834994,15.132745950421556,7.280109889280518,9.0,13.0,13.0,23.345235059857504,19.390719429665317
