,aljazeera,alternet,americanconservative,antiwar,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,fox,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,msnbc,nationalreview,nbc,newyorker,npr,nypost,nytimes,pjmedia,propublica,rawstory,redstate,reuters,rt,shadowproof,slate,spectator,time,townhall,truthdig,usatoday,vice,vox,wapo,wsj
nbc,10.0,18.439088914585774,16.0,19.0,19.0,16.0,18.439088914585774,10.0,19.209372712298546,18.027756377319946,14.0,23.93741840717165,18.027756377319946,2.8284271247461903,8.306623862918075,4.47213595499958,3.0,8.06225774829855,14.0,5.0990195135927845,8.94427190999916,17.233687939614086,8.94427190999916,0.0,3.0,2.8284271247461903,4.898979485566356,1.0,4.123105625617661,5.0,8.717797887081348,3.4641016151377544,10.392304845413264,2.8284271247461903,3.4641016151377544,,5.656854249492381,5.0,3.4641016151377544,3.0,4.898979485566356,3.0,5.0,5.656854249492381,8.06225774829855,4.0,3.0,15.264337522473747,24.166091947189145,3.0,6.6332495807108,5.656854249492381,6.6332495807108,6.0,4.123105625617661,4.123105625617661,3.0
newyorker,16.24807680927192,19.0,19.0,16.15549442140351,16.15549442140351,19.0,19.0,16.24807680927192,9.433981132056603,19.697715603592208,19.0,10.0,5.0,4.123105625617661,8.306623862918075,4.123105625617661,10.246950765959598,4.123105625617661,14.45683229480096,2.8284271247461903,8.717797887081348,6.6332495807108,4.123105625617661,1.0,6.6332495807108,0.0,1.0,4.123105625617661,10.392304845413264,14.0,5.0,3.0,7.615773105863909,4.123105625617661,4.123105625617661,5.656854249492381,,2.0,4.898979485566356,5.744562646538029,7.211102550927978,7.0,4.0,7.0,4.58257569495584,4.898979485566356,3.0,10.198039027185569,7.0,7.0,16.0,7.0,10.0,4.898979485566356,2.0,11.489125293076057,7.810249675906654
npr,17.233687939614086,16.0,16.15549442140351,16.24807680927192,16.24807680927192,16.15549442140351,16.0,17.233687939614086,14.0,12.0,9.433981132056603,20.024984394500787,34.132096331752024,2.8284271247461903,10.954451150103322,10.198039027185569,8.06225774829855,5.0,14.0,0.0,2.0,11.357816691600547,11.357816691600547,3.1622776601683795,3.0,0.0,6.4031242374328485,10.44030650891055,0.0,9.0,9.0,8.717797887081348,8.06225774829855,2.8284271247461903,0.0,5.0,2.0,,8.94427190999916,11.313708498984761,10.392304845413264,10.246950765959598,4.0,8.06225774829855,8.246211251235321,8.06225774829855,9.433981132056603,10.392304845413264,11.357816691600547,3.4641016151377544,8.06225774829855,15.264337522473747,23.40939982143925,8.06225774829855,0.0,10.392304845413264,8.94427190999916
nypost,18.439088914585774,19.0,16.24807680927192,13.30413469565007,13.30413469565007,16.24807680927192,19.0,18.439088914585774,14.0,20.199009876724155,19.0,19.0,18.138357147217054,0.0,8.306623862918075,6.4031242374328485,8.06225774829855,8.306623862918075,23.0,0.0,3.0,3.0,20.199009876724155,8.06225774829855,3.7416573867739413,6.4031242374328485,4.123105625617661,7.3484692283495345,3.4641016151377544,11.313708498984761,18.0,5.0,5.656854249492381,3.1622776601683795,3.0,3.4641016151377544,4.898979485566356,8.94427190999916,,4.123105625617661,4.123105625617661,8.06225774829855,3.0,2.449489742783178,5.0,1.4142135623730951,2.23606797749979,1.4142135623730951,2.8284271247461903,3.0,5.477225575051661,7.54983443527075,1.4142135623730951,13.038404810405298,22.02271554554524,1.4142135623730951,9.0
nytimes,19.0,16.15549442140351,13.30413469565007,20.97617696340303,20.97617696340303,13.30413469565007,16.15549442140351,19.0,10.0,19.0,19.209372712298546,14.0,18.547236990991408,6.4031242374328485,7.3484692283495345,5.744562646538029,11.661903789690601,5.0990195135927845,23.40939982143925,6.4031242374328485,8.06225774829855,3.0,4.123105625617661,3.7416573867739413,4.123105625617661,0.0,4.123105625617661,2.0,10.770329614269007,6.6332495807108,5.0,9.0,11.704699910719626,3.0,0.0,3.0,5.744562646538029,11.313708498984761,4.123105625617661,,10.392304845413264,15.0,15.0,11.0,17.233687939614086,18.2208671582886,19.4164878389476,20.0,17.0,20.0,17.146428199482248,17.233687939614086,14.2828568570857,21.93171219946131,20.0,6.0,3.0
pjmedia,16.0,16.24807680927192,20.97617696340303,19.0,19.0,20.97617696340303,16.24807680927192,16.0,16.24807680927192,19.209372712298546,1.0,9.433981132056603,19.0,0.0,5.0990195135927845,5.0,8.06225774829855,2.8284271247461903,20.199009876724155,0.0,6.4031242374328485,12.206555615733702,10.392304845413264,11.224972160321824,6.6332495807108,3.0,8.48528137423857,3.4641016151377544,7.54983443527075,4.0,8.94427190999916,18.0,10.392304845413264,6.0,3.7416573867739413,4.898979485566356,7.211102550927978,10.392304845413264,4.123105625617661,10.392304845413264,,0.0,10.770329614269007,5.744562646538029,5.744562646538029,9.433981132056603,3.0,2.0,6.4031242374328485,2.8284271247461903,4.123105625617661,2.8284271247461903,3.1622776601683795,3.0,6.0,8.06225774829855,2.8284271247461903
propublica,19.0,13.30413469565007,19.0,5.0,5.0,19.0,13.30413469565007,19.0,17.233687939614086,9.433981132056603,18.027756377319946,24.351591323771842,8.0,6.4031242374328485,5.0990195135927845,5.0,3.4641016151377544,0.0,18.0,9.0,6.4031242374328485,8.831760866327848,0.0,20.12461179749811,6.4031242374328485,2.23606797749979,4.123105625617661,3.4641016151377544,3.0,12.96148139681572,3.4641016151377544,5.0,4.898979485566356,8.06225774829855,4.123105625617661,3.0,7.0,10.246950765959598,8.06225774829855,15.0,0.0,,0.0,2.8284271247461903,10.392304845413264,5.0,5.0,9.0,4.123105625617661,3.4641016151377544,4.123105625617661,0.0,3.0,0.0,3.7416573867739413,4.123105625617661,6.6332495807108
rawstory,16.15549442140351,20.97617696340303,5.0,4.0,4.0,5.0,20.97617696340303,16.15549442140351,18.439088914585774,14.0,19.697715603592208,14.0,18.138357147217054,0.0,9.219544457292887,7.483314773547883,10.770329614269007,0.0,25.37715508089904,14.0,9.16515138991168,6.0,3.4641016151377544,3.7416573867739413,0.0,2.8284271247461903,3.0,4.123105625617661,4.123105625617661,9.433981132056603,0.0,8.94427190999916,13.30413469565007,2.8284271247461903,6.6332495807108,5.0,4.0,4.0,3.0,15.0,10.770329614269007,0.0,,11.704699910719626,10.392304845413264,10.0,4.0,5.744562646538029,5.744562646538029,3.0,7.0,8.0,11.0,10.392304845413264,7.54983443527075,10.392304845413264,7.0710678118654755
redstate,16.24807680927192,19.0,4.0,19.0,19.0,4.0,19.0,16.24807680927192,19.0,14.0,12.0,19.0,23.93741840717165,6.4031242374328485,5.0990195135927845,5.0,7.54983443527075,6.4031242374328485,22.561028345356956,15.264337522473747,6.4031242374328485,6.6332495807108,10.770329614269007,9.433981132056603,14.0,4.123105625617661,0.0,3.4641016151377544,4.123105625617661,9.433981132056603,10.198039027185569,3.4641016151377544,10.392304845413264,14.2828568570857,6.4031242374328485,5.656854249492381,7.0,8.06225774829855,2.449489742783178,11.0,5.744562646538029,2.8284271247461903,11.704699910719626,,7.0,3.0,0.0,2.8284271247461903,10.392304845413264,5.0,5.0,9.0,4.123105625617661,3.4641016151377544,4.123105625617661,0.0,3.0
reuters,13.30413469565007,5.0,19.0,19.697715603592208,19.697715603592208,19.0,5.0,13.30413469565007,16.0,10.0,20.199009876724155,9.433981132056603,10.0,18.027756377319946,2.8284271247461903,4.123105625617661,3.0,0.0,23.173260452512935,11.357816691600547,14.0,6.6332495807108,7.54983443527075,1.0,23.0,7.483314773547883,3.7416573867739413,4.123105625617661,4.47213595499958,9.0,6.4031242374328485,0.0,11.0,23.173260452512935,0.0,8.06225774829855,4.58257569495584,8.246211251235321,5.0,17.233687939614086,5.744562646538029,10.392304845413264,10.392304845413264,7.0,,8.94427190999916,2.0,6.6332495807108,5.0,5.744562646538029,5.744562646538029,0.0,0.0,4.0,3.4641016151377544,4.123105625617661,5.656854249492381
rt,20.97617696340303,4.0,19.697715603592208,16.24807680927192,16.24807680927192,19.697715603592208,4.0,20.97617696340303,19.0,16.24807680927192,19.0,19.0,20.024984394500787,5.0,2.8284271247461903,10.04987562112089,4.123105625617661,10.392304845413264,23.0,9.0,23.0,6.4031242374328485,3.0,3.0,0.0,3.0,4.123105625617661,4.47213595499958,4.123105625617661,9.0,5.744562646538029,10.198039027185569,8.06225774829855,2.8284271247461903,14.0,4.0,4.898979485566356,8.06225774829855,1.4142135623730951,18.2208671582886,9.433981132056603,5.0,10.0,3.0,8.94427190999916,,35.38361202590826,30.01666203960727,30.479501308256342,35.05709628591621,35.4682957019364,36.851051545376556,27.09243436828813,31.827660925679098,31.827660925679098,29.206163733020468,34.713109915419565
shadowproof,19.0,19.0,16.24807680927192,14.0,14.0,16.24807680927192,19.0,19.0,16.15549442140351,17.233687939614086,19.209372712298546,19.209372712298546,19.0,34.132096331752024,4.123105625617661,8.306623862918075,4.123105625617661,8.94427190999916,23.0,17.11724276862369,0.0,6.6332495807108,4.123105625617661,9.848857801796104,8.06225774829855,11.0,6.6332495807108,4.123105625617661,6.4031242374328485,10.198039027185569,5.0,6.4031242374328485,5.744562646538029,10.246950765959598,23.0,3.0,3.0,9.433981132056603,2.23606797749979,19.4164878389476,3.0,5.0,4.0,0.0,2.0,35.38361202590826,,10.0,15.811388300841896,13.0,10.63014581273465,16.278820596099706,16.1245154965971,17.320508075688775,7.483314773547883,12.041594578792296,12.041594578792296
slate,5.0,19.697715603592208,14.0,21.633307652783937,21.633307652783937,14.0,19.697715603592208,5.0,16.24807680927192,18.439088914585774,9.433981132056603,1.0,14.0,18.138357147217054,2.8284271247461903,8.306623862918075,4.47213595499958,2.8284271247461903,22.891046284519195,13.92838827718412,8.06225774829855,6.4031242374328485,4.123105625617661,6.6332495807108,4.123105625617661,20.0,6.4031242374328485,5.744562646538029,3.4641016151377544,9.0,5.0,5.744562646538029,12.529964086141668,3.0,0.0,15.264337522473747,10.198039027185569,10.392304845413264,1.4142135623730951,20.0,2.0,9.0,5.744562646538029,2.8284271247461903,6.6332495807108,30.01666203960727,10.0,,5.744562646538029,15.0,4.123105625617661,8.94427190999916,2.0,6.6332495807108,5.0,5.744562646538029,5.744562646538029
spectator,4.0,16.24807680927192,21.633307652783937,18.681541692269406,18.681541692269406,21.633307652783937,16.24807680927192,4.0,13.30413469565007,19.0,14.0,18.027756377319946,9.433981132056603,18.547236990991408,0.0,10.954451150103322,4.123105625617661,3.0,23.0,14.2828568570857,4.123105625617661,16.278820596099706,4.47213595499958,3.1622776601683795,5.0,3.0,0.0,6.6332495807108,3.0,1.0,7.483314773547883,5.0,9.695359714832659,5.744562646538029,8.06225774829855,24.166091947189145,7.0,11.357816691600547,2.8284271247461903,17.0,6.4031242374328485,4.123105625617661,5.744562646538029,10.392304845413264,5.0,30.479501308256342,15.811388300841896,5.744562646538029,,0.0,2.8284271247461903,20.0,1.4142135623730951,8.06225774829855,7.0,3.0,0.0
time,19.0,14.0,18.681541692269406,19.209372712298546,19.209372712298546,18.681541692269406,14.0,19.0,20.97617696340303,16.0,14.0,19.697715603592208,24.351591323771842,19.0,6.4031242374328485,8.306623862918075,10.198039027185569,10.246950765959598,8.06225774829855,14.0,5.0,24.819347291981714,4.123105625617661,3.7416573867739413,8.306623862918075,8.246211251235321,14.0,8.06225774829855,3.4641016151377544,6.6332495807108,5.0,5.0,10.770329614269007,10.04987562112089,4.123105625617661,3.0,7.0,3.4641016151377544,3.0,20.0,2.8284271247461903,3.4641016151377544,3.0,5.0,5.744562646538029,35.05709628591621,13.0,15.0,0.0,,11.224972160321824,1.4142135623730951,2.449489742783178,21.02379604162864,2.449489742783178,8.306623862918075,8.06225774829855
townhall,19.697715603592208,21.633307652783937,19.209372712298546,19.0,19.0,19.209372712298546,21.633307652783937,19.697715603592208,19.0,19.0,10.0,12.0,14.0,8.0,0.0,7.3484692283495345,6.4031242374328485,8.06225774829855,4.123105625617661,14.0,8.306623862918075,6.4031242374328485,10.63014581273465,3.7416573867739413,5.0990195135927845,2.8284271247461903,23.0,3.4641016151377544,1.4142135623730951,4.123105625617661,6.6332495807108,7.483314773547883,10.392304845413264,7.3484692283495345,5.0,6.6332495807108,16.0,8.06225774829855,5.477225575051661,17.146428199482248,4.123105625617661,4.123105625617661,7.0,5.0,5.744562646538029,35.4682957019364,10.63014581273465,4.123105625617661,2.8284271247461903,11.224972160321824,,9.0,3.0,9.0,9.433981132056603,11.0,8.06225774829855
truthdig,16.24807680927192,18.681541692269406,19.0,19.0,19.0,19.0,18.681541692269406,16.24807680927192,5.0,16.15549442140351,16.24807680927192,20.199009876724155,19.0,18.138357147217054,6.4031242374328485,5.0990195135927845,5.744562646538029,8.06225774829855,5.0,14.45683229480096,5.0990195135927845,3.4641016151377544,6.6332495807108,4.58257569495584,2.8284271247461903,2.0,0.0,4.123105625617661,1.0,2.8284271247461903,7.54983443527075,5.0,10.392304845413264,0.0,8.306623862918075,5.656854249492381,7.0,15.264337522473747,7.54983443527075,17.233687939614086,2.8284271247461903,0.0,8.0,9.0,0.0,36.851051545376556,16.278820596099706,8.94427190999916,20.0,1.4142135623730951,9.0,,14.45683229480096,13.19090595827292,18.601075237738275,13.19090595827292,15.033296378372908
usatoday,14.0,19.209372712298546,19.0,19.078784028338912,19.078784028338912,19.0,19.209372712298546,14.0,4.0,16.24807680927192,17.233687939614086,19.0,9.433981132056603,23.93741840717165,0.0,5.0990195135927845,5.0,11.661903789690601,8.306623862918075,14.0,2.8284271247461903,8.94427190999916,8.48528137423857,3.7416573867739413,0.0,9.16515138991168,8.06225774829855,13.601470508735444,4.0,4.123105625617661,8.94427190999916,4.0,10.63014581273465,2.8284271247461903,5.0990195135927845,6.6332495807108,10.0,23.40939982143925,1.4142135623730951,14.2828568570857,3.1622776601683795,3.0,11.0,4.123105625617661,0.0,27.09243436828813,16.1245154965971,2.0,1.4142135623730951,2.449489742783178,3.0,14.45683229480096,,36.08323710533743,4.58257569495584,2.449489742783178,9.055385138137417
vice,21.633307652783937,19.0,19.078784028338912,19.0,19.0,19.078784028338912,19.0,21.633307652783937,19.0,13.30413469565007,18.439088914585774,19.209372712298546,19.0,10.0,6.4031242374328485,9.219544457292887,5.0,8.06225774829855,5.0990195135927845,23.0,0.0,8.717797887081348,17.233687939614086,3.0,0.0,5.385164807134504,4.123105625617661,22.360679774997898,8.54400374531753,1.0,9.0,3.4641016151377544,10.392304845413264,2.8284271247461903,2.8284271247461903,6.0,4.898979485566356,8.06225774829855,13.038404810405298,21.93171219946131,3.0,0.0,10.392304845413264,3.4641016151377544,4.0,31.827660925679098,17.320508075688775,6.6332495807108,8.06225774829855,21.02379604162864,9.0,13.19090595827292,36.08323710533743,,8.54400374531753,28.0178514522438,6.0
vox,18.681541692269406,19.0,19.0,15.811388300841896,15.811388300841896,19.0,19.0,18.681541692269406,19.697715603592208,20.97617696340303,19.0,9.433981132056603,19.209372712298546,20.024984394500787,18.027756377319946,5.0990195135927845,7.483314773547883,3.4641016151377544,2.8284271247461903,23.40939982143925,0.0,2.0,6.6332495807108,8.94427190999916,6.4031242374328485,4.123105625617661,5.0,4.123105625617661,3.4641016151377544,0.0,6.0,4.123105625617661,0.0,4.123105625617661,0.0,4.123105625617661,2.0,0.0,22.02271554554524,20.0,6.0,3.7416573867739413,7.54983443527075,4.123105625617661,3.4641016151377544,31.827660925679098,7.483314773547883,5.0,7.0,2.449489742783178,9.433981132056603,18.601075237738275,4.58257569495584,8.54400374531753,,5.0,16.1245154965971
wapo,19.209372712298546,19.078784028338912,15.811388300841896,30.0,30.0,15.811388300841896,19.078784028338912,19.209372712298546,16.24807680927192,19.0,16.0,14.0,1.0,19.0,5.0,2.8284271247461903,5.0,10.770329614269007,0.0,20.199009876724155,6.4031242374328485,3.0,11.357816691600547,4.123105625617661,0.0,3.0,8.306623862918075,4.0,12.328828005937952,3.0,9.0,5.656854249492381,4.0,2.8284271247461903,0.0,4.123105625617661,11.489125293076057,10.392304845413264,1.4142135623730951,6.0,8.06225774829855,4.123105625617661,10.392304845413264,0.0,4.123105625617661,29.206163733020468,12.041594578792296,5.744562646538029,3.0,8.306623862918075,11.0,13.19090595827292,2.449489742783178,28.0178514522438,5.0,,4.58257569495584
wsj,19.0,19.0,30.0,1.4142135623730951,1.4142135623730951,30.0,19.0,19.0,14.0,5.0,19.0,14.0,18.027756377319946,14.0,34.132096331752024,2.8284271247461903,4.123105625617661,7.54983443527075,0.0,18.0,0.0,8.06225774829855,3.0,11.357816691600547,1.0,3.0,5.0990195135927845,6.6332495807108,21.18962010041709,8.94427190999916,6.4031242374328485,5.0,3.4641016151377544,5.744562646538029,6.4031242374328485,3.0,7.810249675906654,8.94427190999916,9.0,3.0,2.8284271247461903,6.6332495807108,7.0710678118654755,3.0,5.656854249492381,34.713109915419565,12.041594578792296,5.744562646538029,0.0,8.06225774829855,8.06225774829855,15.033296378372908,9.055385138137417,6.0,16.1245154965971,4.58257569495584,
