,aljazeera,alternet,americanconservative,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,opednews,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,time,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj
npr,81.2032168226623,4.434512962922477,94.33255663046423,43.895173059747194,43.895173059747194,94.33255663046423,4.434512962922477,81.2032168226623,64.3806707432277,76.17875275875589,85.36672414280952,80.23153290665772,70.01070854933278,93.45580008996312,87.54021458143603,67.94009889128412,53.15065834289135,27.93947345403748,62.33530100583307,70.27967623763807,80.92054256716199,75.73345726396644,28.423982100638177,79.17648339777637,73.21670756334608,1.8915515057296939,73.72114617304926,70.55110040483402,97.68627593308626,85.9261659403279,78.54340569959523,34.47624946350897,61.491956956825376,-18.362308081179577,71.7573984977559,100.0,21.435524098599934,14.329699263598217,37.31558257081087,-6.154305690830797,16.545412982758013,23.577025103198924,67.19729994922696,1.6191031930941846,21.129493819413003,13.52117759954906,37.44381540356394,45.3451554364918,18.854559948734707,21.40146189196973,74.02851176222671,32.58362305725965,45.73836086332522,15.652142719347871,57.46270058476025,37.44381540356394
nypost,87.32721136708753,88.66511326092844,43.895173059747194,37.52945019332908,37.52945019332908,43.895173059747194,88.66511326092844,87.32721136708753,80.23153290665772,80.78076445356649,88.66511326092844,96.72790004498155,80.78076445356649,72.0431657292691,64.91063717737747,88.43137966543131,35.838466699584046,88.43137966543131,45.78771206874867,100.0,56.77606737954388,95.37255186617253,31.872710143978733,12.658831829499906,80.92054256716199,-7.058190264844866,70.01070854933278,42.52828644739765,27.902338421144425,54.95659956317457,69.8327289960014,89.65271141040722,66.87251282013307,14.142441552228957,91.98502472282102,21.435524098599934,100.0,65.29413899629394,97.68627593308626,77.21246067237321,80.36740026988936,1.1576645332885827,84.47906711561083,79.17648339777637,46.58353196049138,30.35728992650303,95.37255186617253,91.65774923946745,74.97324771840232,64.75840495361658,77.56761289040577,100.0,27.93947345403748,88.43137966543131,61.701051948629946,93.0588277992588
nytimes,86.7086671508113,94.33255663046423,37.52945019332908,79.17648339777637,79.17648339777637,37.52945019332908,94.33255663046423,86.7086671508113,69.8327289960014,25.92468674206473,39.93222956553256,92.68336207140476,77.68725314137961,74.97324771840232,68.78615581953284,58.93547147218183,22.085535286680123,61.701051948629946,64.75840495361658,75.84401156437751,96.72790004498155,27.791047907391476,19.65012269003823,46.383469582160494,84.47906711561083,6.931905383498704,93.0588277992588,74.02851176222671,88.2022758337376,65.29413899629394,80.78076445356649,93.0588277992588,24.174775515701775,8.703133826952891,7.422120290194767,14.329699263598217,65.29413899629394,100.0,77.09530031487091,58.224624324274885,87.32721136708753,72.62364764812122,71.7573984977559,12.750818340719473,78.54340569959523,72.62364764812122,40.46935901341151,42.43521478553048,80.78076445356649,85.73724696291063,67.27900044981558,58.80531416156176,75.84401156437751,85.18493734841294,22.25749414719069,78.54340569959523
opednews,4.434512962922477,43.895173059747194,79.17648339777637,74.65442273417506,74.65442273417506,79.17648339777637,43.895173059747194,4.434512962922477,62.40643364532459,83.80393153160384,81.7817184788306,46.78434646098404,44.182156153709926,70.64213276976082,93.0588277992588,60.59869892038341,39.79869600962677,93.0588277992588,77.56761289040577,93.45580008996312,46.985921630633634,87.54021458143603,39.39986077852898,39.84317426024282,41.01137916868797,14.111271626189303,79.04833747071848,50.10718125937994,61.631227008159904,62.33530100583307,64.3806707432277,71.7573984977559,75.73345726396644,24.210084120402918,73.72114617304926,37.31558257081087,97.68627593308626,77.09530031487091,100.0,68.52995033852136,69.47988341994812,73.61948678444523,72.0431657292691,72.23531119703514,91.65774923946745,2.438730610981843,73.61948678444523,81.4902074646901,56.962244551971786,30.936208614687832,71.7573984977559,64.00690049479714,95.37255186617253,62.62064374430807,75.84401156437751,72.13907281903028
pbs,88.66511326092844,37.52945019332908,74.65442273417506,87.32721136708753,87.32721136708753,74.65442273417506,37.52945019332908,88.66511326092844,81.2032168226623,11.200005787372147,78.17237080795053,86.7086671508113,86.91160017992622,71.9475865298736,70.27967623763807,57.52567219503126,15.27219549326768,54.660453043713765,18.459689295371952,72.0431657292691,67.1158024321894,61.422510474723666,30.35728992650303,53.15065834289135,32.82226584843191,1.1576645332885827,90.460271283581,76.86275933086262,91.98502472282102,76.86275933086262,83.15583453939496,60.19318599644665,71.380813850743,-11.203268942754585,80.78076445356649,-6.154305690830797,77.21246067237321,58.224624324274885,68.52995033852136,100.0,83.63950022490779,75.95507416846307,85.18493734841294,83.15583453939496,80.78076445356649,67.85671799335888,89.65271141040722,4.57465893514053,72.91855412056492,75.40477579827355,64.08134338628993,29.592802587111354,80.36740026988936,72.91855412056492,83.15583453939496,76.86275933086262
pjmedia,94.33255663046423,79.17648339777637,87.32721136708753,55.55481204523883,55.55481204523883,87.32721136708753,79.17648339777637,94.33255663046423,87.32721136708753,64.3806707432277,82.99766989139266,94.82635570520361,81.7817184788306,89.14767217266505,49.839657525357275,53.84134983547821,27.93947345403748,74.97324771840232,72.7215955555241,74.97324771840232,86.31182382406062,93.0588277992588,0.160728740374394,77.21246067237321,78.66851810318029,90.18370013494467,71.7573984977559,83.80393153160384,55.55481204523883,83.80393153160384,42.06442328542387,79.04833747071848,66.87251282013307,29.06256337908104,58.0328465342071,16.545412982758013,80.36740026988936,87.32721136708753,69.47988341994812,83.63950022490779,100.0,16.545412982758013,74.33955877013513,72.13907281903028,75.95507416846307,78.54340569959523,76.40455166747519,71.28743942272581,94.82635570520361,1.4016865813944235,74.44408238678304,80.09659299822333,60.59869892038341,28.573722887871998,76.74736090592295,68.44501077874139
rawstory,43.895173059747194,74.65442273417506,55.55481204523883,92.32624540163198,92.32624540163198,55.55481204523883,74.65442273417506,43.895173059747194,86.7086671508113,80.23153290665772,76.17875275875589,80.78076445356649,82.37920247680829,70.9169394469065,76.74736090592295,59.328442507507816,71.7573984977559,89.14767217266505,45.54140326789554,48.783534499833316,63.71065599624735,52.58276680063825,29.78314410165894,36.42519454492241,73.61948678444523,37.059900677042734,80.36740026988936,71.85233188065581,74.86652334390904,60.32789641324954,90.18370013494467,93.45580008996312,88.2022758337376,31.95133370145521,35.46410125379265,23.577025103198924,1.1576645332885827,72.62364764812122,73.61948678444523,75.95507416846307,16.545412982758013,100.0,42.156898327156554,69.21790336521236,71.7573984977559,54.366228366588366,69.47988341994812,57.21174088873189,56.46754146080411,33.583624732749406,46.383469582160494,1.130588149965539,40.830154100153656,36.890021557482775,50.700843290697215,13.33566686279971
redstate,37.52945019332908,87.32721136708753,92.32624540163198,80.78076445356649,80.78076445356649,92.32624540163198,87.32721136708753,37.52945019332908,4.434512962922477,69.8327289960014,80.78076445356649,85.36672414280952,87.54021458143603,71.7573984977559,56.03924272863898,42.71488341252054,82.99766989139266,71.7573984977559,72.91855412056492,64.75840495361658,70.36987469682589,74.5490352639489,17.80578699833183,46.58353196049138,86.11765559851757,32.108853973589135,-1.96149082020316,81.2032168226623,87.54021458143603,73.72114617304926,77.92847911309141,23.192724291815548,58.224624324274885,9.76476139036423,72.23531119703514,67.19729994922696,84.47906711561083,71.7573984977559,72.0431657292691,85.18493734841294,74.33955877013513,42.156898327156554,100.0,35.009471946931356,90.460271283581,16.6738047311222,72.91855412056492,78.17237080795053,76.63253236019752,73.01757253576034,81.7817184788306,78.05008621421428,97.68627593308626,2.7685161272194447,81.4902074646901,86.50878626788017
reuters,79.17648339777637,55.55481204523883,80.78076445356649,25.92468674206473,25.92468674206473,80.78076445356649,55.55481204523883,79.17648339777637,88.66511326092844,62.40643364532459,25.92468674206473,88.66511326092844,80.23153290665772,72.91855412056492,54.660453043713765,61.701051948629946,63.49005004938866,72.91855412056492,56.714186270377844,60.058929918827644,91.65774923946745,91.34283725407558,26.505109501842316,81.34616021409988,52.5263512742019,83.80393153160384,-1.0120098017904144,77.21246067237321,72.0431657292691,70.55110040483402,80.36740026988936,83.15583453939496,76.17875275875589,41.46689657123807,65.29413899629394,1.6191031930941846,79.17648339777637,12.750818340719473,72.23531119703514,83.15583453939496,72.13907281903028,69.21790336521236,35.009471946931356,100.0,73.72114617304926,19.68344215127186,74.97324771840232,8.703133826952891,57.77849782098372,76.74736090592295,64.00690049479714,54.660453043713765,75.2961870839539,80.09659299822333,74.97324771840232,15.874571059443932
rt,74.65442273417506,92.32624540163198,25.92468674206473,78.79436865225345,78.79436865225345,25.92468674206473,92.32624540163198,74.65442273417506,94.33255663046423,81.2032168226623,83.80393153160384,39.93222956553256,96.72790004498155,70.01070854933278,75.84401156437751,48.00551832937459,79.04833747071848,100.0,80.23153290665772,74.97324771840232,60.66669086246645,70.64213276976082,40.28977899466999,58.09667494143695,91.65774923946745,81.4902074646901,1.6735324624370662,3.1270506882794646,74.44408238678304,59.460279345443624,60.395423447030225,57.21174088873189,48.88816477356607,7.624729617941261,93.0588277992588,21.129493819413003,46.58353196049138,78.54340569959523,91.65774923946745,80.78076445356649,75.95507416846307,71.7573984977559,90.460271283581,73.72114617304926,100.0,85.18493734841294,100.0,21.40146189196973,73.41733430162259,29.213655002425554,76.17875275875589,93.45580008996312,83.15583453939496,65.29413899629394,97.68627593308626,77.21246067237321
slate,87.32721136708753,80.78076445356649,78.79436865225345,52.30135641790498,52.30135641790498,78.79436865225345,80.78076445356649,87.32721136708753,43.895173059747194,87.32721136708753,11.200005787372147,81.7817184788306,92.68336207140476,80.78076445356649,93.45580008996312,68.44501077874139,81.06135229553963,39.4440460846016,80.36740026988936,96.72790004498155,80.23153290665772,69.56771127565096,31.872710143978733,78.17237080795053,79.17648339777637,78.05008621421428,58.0328465342071,79.17648339777637,97.68627593308626,73.21670756334608,69.8327289960014,91.65774923946745,85.18493734841294,29.213655002425554,64.45589644336856,13.52117759954906,30.35728992650303,72.62364764812122,2.438730610981843,67.85671799335888,78.54340569959523,54.366228366588366,16.6738047311222,19.68344215127186,85.18493734841294,100.0,77.92847911309141,77.92847911309141,80.09659299822333,21.19739784076682,79.04833747071848,10.33013201281381,61.422510474723666,81.2032168226623,67.52533519203436,58.0328465342071
spectator,55.55481204523883,25.92468674206473,52.30135641790498,74.86652334390904,74.86652334390904,52.30135641790498,25.92468674206473,55.55481204523883,37.52945019332908,86.7086671508113,64.3806707432277,78.17237080795053,46.78434646098404,77.68725314137961,72.0431657292691,87.54021458143603,77.56761289040577,61.84108513432398,76.74736090592295,61.771004423556654,74.97324771840232,95.37255186617253,24.741701034575826,42.11064234081777,23.08824823938471,51.85452095955154,-3.291649624870363,84.47906711561083,75.84401156437751,50.809551596547095,73.72114617304926,52.3575055175118,85.36672414280952,14.86249942426866,76.63253236019752,37.44381540356394,95.37255186617253,40.46935901341151,73.61948678444523,89.65271141040722,76.40455166747519,69.47988341994812,72.91855412056492,74.97324771840232,100.0,77.92847911309141,100.0,89.65271141040722,91.65774923946745,71.7573984977559,80.36740026988936,37.31558257081087,91.98502472282102,16.70593359110545,73.61948678444523,76.40455166747519
strategicculture,92.32624540163198,78.79436865225345,74.86652334390904,62.62064374430807,62.62064374430807,74.86652334390904,78.79436865225345,92.32624540163198,79.17648339777637,4.434512962922477,80.23153290665772,82.99766989139266,86.7086671508113,44.182156153709926,74.97324771840232,64.91063717737747,67.94009889128412,23.577025103198924,87.97753708423154,62.40643364532459,35.838466699584046,67.1158024321894,35.422639059508285,66.23230894309214,76.17875275875589,89.91471060908508,-1.1179479638914858,56.52907146829052,-3.937470907620111,65.29413899629394,69.47988341994812,71.7573984977559,73.51821764733582,30.54972663054466,73.41733430162259,45.3451554364918,91.65774923946745,42.43521478553048,81.4902074646901,4.57465893514053,71.28743942272581,57.21174088873189,78.17237080795053,8.703133826952891,21.40146189196973,77.92847911309141,89.65271141040722,100.0,62.052103792799485,60.19318599644665,62.62064374430807,35.67181308561814,41.28426553952165,79.04833747071848,62.9804149293802,2.6034837868947336
time,80.78076445356649,52.30135641790498,62.62064374430807,87.32721136708753,87.32721136708753,62.62064374430807,52.30135641790498,80.78076445356649,74.65442273417506,88.66511326092844,69.8327289960014,76.17875275875589,94.82635570520361,86.91160017992622,70.64213276976082,68.78615581953284,88.43137966543131,53.15065834289135,77.56761289040577,60.66669086246645,79.04833747071848,59.59254632331019,50.538228808282234,53.15065834289135,49.25606965548075,84.47906711561083,1.8915515057296939,31.75494464578562,92.68336207140476,77.09530031487091,61.701051948629946,86.50878626788017,61.14596579112963,42.85523098946269,40.830154100153656,18.854559948734707,74.97324771840232,80.78076445356649,56.962244551971786,72.91855412056492,94.82635570520361,56.46754146080411,76.63253236019752,57.77849782098372,73.41733430162259,80.09659299822333,91.65774923946745,62.052103792799485,100.0,38.87212826905013,80.92054256716199,76.74736090592295,81.2032168226623,73.21670756334608,81.34616021409988,23.5070086204447
truthdig,25.92468674206473,74.86652334390904,87.32721136708753,82.22794822168429,82.22794822168429,87.32721136708753,74.86652334390904,25.92468674206473,87.32721136708753,94.33255663046423,62.40643364532459,80.78076445356649,80.78076445356649,81.7817184788306,71.9475865298736,93.0588277992588,58.93547147218183,35.838466699584046,27.93947345403748,56.962244551971786,57.52567219503126,73.51821764733582,30.35728992650303,40.60440033890858,74.02851176222671,18.623985877175077,4.015302789970365,79.82942121817015,90.74510373234504,80.23153290665772,83.15583453939496,68.87202625507615,66.87251282013307,32.58362305725965,79.69715371057988,21.40146189196973,64.75840495361658,85.73724696291063,30.936208614687832,75.40477579827355,1.4016865813944235,33.583624732749406,73.01757253576034,76.74736090592295,29.213655002425554,21.19739784076682,71.7573984977559,60.19318599644665,38.87212826905013,100.0,87.32721136708753,39.223440785999294,80.36740026988936,76.74736090592295,81.2032168226623,75.73345726396644
usatoday,78.79436865225345,62.62064374430807,82.22794822168429,83.63950022490779,83.63950022490779,82.22794822168429,62.62064374430807,78.79436865225345,55.55481204523883,43.895173059747194,81.2032168226623,25.92468674206473,85.36672414280952,82.37920247680829,89.14767217266505,70.27967623763807,60.59869892038341,22.085535286680123,88.43137966543131,62.33530100583307,68.44501077874139,91.65774923946745,90.460271283581,56.714186270377844,58.5462255330243,76.86275933086262,4.015302789970365,72.13907281903028,32.543931339400835,3.376046257510057,65.21710036431148,76.74736090592295,67.77355282975994,7.219953411480329,61.422510474723666,74.02851176222671,77.56761289040577,67.27900044981558,71.7573984977559,64.08134338628993,74.44408238678304,46.383469582160494,81.7817184788306,64.00690049479714,76.17875275875589,79.04833747071848,80.36740026988936,62.62064374430807,80.92054256716199,87.32721136708753,100.0,76.74736090592295,78.17237080795053,54.366228366588366,72.13907281903028,75.95507416846307
veteranstoday,52.30135641790498,87.32721136708753,83.63950022490779,83.31549847893488,83.31549847893488,83.63950022490779,87.32721136708753,52.30135641790498,92.32624540163198,37.52945019332908,87.32721136708753,83.80393153160384,88.66511326092844,87.54021458143603,70.9169394469065,49.839657525357275,57.52567219503126,39.79869600962677,61.701051948629946,45.78771206874867,70.27967623763807,21.29936372625101,74.5490352639489,32.94190571925482,86.11765559851757,48.62698864672996,1.1576645332885827,93.0588277992588,31.872710143978733,84.30755988829243,51.35673712059805,93.45580008996312,67.19729994922696,9.76476139036423,66.55087918818326,32.58362305725965,100.0,58.80531416156176,64.00690049479714,29.592802587111354,80.09659299822333,1.130588149965539,78.05008621421428,54.660453043713765,93.45580008996312,10.33013201281381,37.31558257081087,35.67181308561814,76.74736090592295,39.223440785999294,76.74736090592295,100.0,81.7817184788306,74.5490352639489,97.68627593308626,45.88654950360984
vice,74.86652334390904,82.22794822168429,83.31549847893488,80.78076445356649,80.78076445356649,83.31549847893488,82.22794822168429,74.86652334390904,80.78076445356649,79.17648339777637,86.7086671508113,11.200005787372147,39.93222956553256,80.23153290665772,71.7573984977559,76.74736090592295,53.84134983547821,15.27219549326768,93.0588277992588,64.75840495361658,100.0,80.92054256716199,64.45589644336856,46.58353196049138,83.80393153160384,81.2032168226623,-4.7838603391777035,66.63099695786978,76.74736090592295,79.04833747071848,74.97324771840232,77.09530031487091,55.07560479208904,21.129493819413003,76.86275933086262,45.73836086332522,27.93947345403748,75.84401156437751,95.37255186617253,80.36740026988936,60.59869892038341,40.830154100153656,97.68627593308626,75.2961870839539,83.15583453939496,61.422510474723666,91.98502472282102,41.28426553952165,81.2032168226623,80.36740026988936,78.17237080795053,81.7817184788306,100.0,77.21246067237321,73.72114617304926,70.55110040483402
vox,62.62064374430807,83.63950022490779,80.78076445356649,74.5490352639489,74.5490352639489,80.78076445356649,83.63950022490779,62.62064374430807,25.92468674206473,74.65442273417506,4.434512962922477,64.3806707432277,81.7817184788306,96.72790004498155,72.91855412056492,56.03924272863898,59.328442507507816,27.93947345403748,54.660453043713765,77.56761289040577,75.84401156437751,56.77606737954388,75.73345726396644,25.888561251861685,80.92054256716199,52.07741789299122,3.7646532191969784,79.04833747071848,74.44408238678304,46.53344618480014,4.883706928261866,83.31549847893488,76.17875275875589,9.527767578110302,93.0588277992588,15.652142719347871,88.43137966543131,85.18493734841294,62.62064374430807,72.91855412056492,28.573722887871998,36.890021557482775,2.7685161272194447,80.09659299822333,65.29413899629394,81.2032168226623,16.70593359110545,79.04833747071848,73.21670756334608,76.74736090592295,54.366228366588366,74.5490352639489,77.21246067237321,100.0,94.82635570520361,76.74736090592295
wapo,87.32721136708753,83.31549847893488,74.5490352639489,70.64213276976082,70.64213276976082,74.5490352639489,83.31549847893488,87.32721136708753,78.79436865225345,87.32721136708753,88.66511326092844,80.23153290665772,78.17237080795053,92.68336207140476,70.01070854933278,54.660453043713765,42.71488341252054,71.7573984977559,74.97324771840232,18.459689295371952,93.45580008996312,96.72790004498155,95.37255186617253,28.423982100638177,80.09659299822333,78.05008621421428,3.514654783528104,80.36740026988936,76.86275933086262,32.58362305725965,56.10017242842855,61.98163410126261,79.17648339777637,7.7697230684555585,71.66278315232111,57.46270058476025,61.701051948629946,22.25749414719069,75.84401156437751,83.15583453939496,76.74736090592295,50.700843290697215,81.4902074646901,74.97324771840232,97.68627593308626,67.52533519203436,73.61948678444523,62.9804149293802,81.34616021409988,81.2032168226623,72.13907281903028,97.68627593308626,73.72114617304926,94.82635570520361,100.0,55.07560479208904
wsj,82.22794822168429,80.78076445356649,70.64213276976082,64.60682750121278,64.60682750121278,70.64213276976082,80.78076445356649,82.22794822168429,52.30135641790498,55.55481204523883,94.33255663046423,69.8327289960014,82.99766989139266,46.78434646098404,80.78076445356649,75.84401156437751,61.701051948629946,82.99766989139266,89.14767217266505,72.7215955555241,72.0431657292691,46.985921630633634,27.791047907391476,31.872710143978733,79.17648339777637,89.91471060908508,-2.5374011253957995,38.522823301504914,45.78771206874867,93.0588277992588,59.5263588036405,76.74736090592295,60.395423447030225,29.213655002425554,97.68627593308626,37.44381540356394,93.0588277992588,78.54340569959523,72.13907281903028,76.86275933086262,68.44501077874139,13.33566686279971,86.50878626788017,15.874571059443932,77.21246067237321,58.0328465342071,76.40455166747519,2.6034837868947336,23.5070086204447,75.73345726396644,75.95507416846307,45.88654950360984,70.55110040483402,76.74736090592295,55.07560479208904,100.0
