,aljazeera,alternet,americanconservative,antiwar,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,foreignaffairs,fox,freebeacon,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,jpost,lewrockwell,mintpress,motherjones,nationalreview,nbc,neweasternoutlook,newyorker,npr,nypost,nytimes,observerny,offguardian,opednews,pbs,pjmedia,rawstory,redstate,reuters,rt,shadowproof,slate,spectator,strategicculture,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj
canary,19.313207915827967,21.6794833886788,14.0,24.596747752497688,24.596747752497688,14.0,21.6794833886788,19.313207915827967,16.792855623746664,9.433981132056603,,29.223278392404914,27.294688127912362,12.569805089976535,23.68543856465402,10.488088481701515,9.433981132056603,16.76305461424021,20.639767440550294,14.798648586948742,20.049937655763422,16.792855623746664,14.317821063276353,23.0,24.041630560342615,19.313207915827967,12.041594578792296,4.58257569495584,21.6794833886788,29.8496231131986,14.0,24.596747752497688,18.05547008526779,20.273134932713294,24.1039415863879,17.05872210923198,12.24744871391589,18.05547008526779,25.337718918639855,26.720778431774775,17.74823934929885,6.324555320336759,26.267851073127396,28.337254630609507,25.96150997149434,22.58317958127243,12.24744871391589,8.0,24.372115213907882,17.029386365926403,25.495097567963924,24.041630560342615,29.478805945967352,28.861739379323623,25.495097567963924,18.788294228055936,29.899832775452108,24.124676163629637,24.06241883103193,26.94438717061496,13.490737563232042,7.211102550927978,13.45362404707371,17.029386365926403,28.722813232690143
cbs,12.041594578792296,29.8496231131986,24.596747752497688,18.05547008526779,18.05547008526779,24.596747752497688,29.8496231131986,12.041594578792296,14.317821063276353,16.76305461424021,29.223278392404914,,3.0,18.110770276274835,27.80287754891569,24.698178070456937,10.04987562112089,20.808652046684813,29.223278392404914,27.294688127912362,12.569805089976535,23.68543856465402,10.488088481701515,9.433981132056603,16.76305461424021,20.639767440550294,14.798648586948742,20.049937655763422,16.792855623746664,14.317821063276353,23.0,24.041630560342615,19.313207915827967,12.041594578792296,4.58257569495584,21.6794833886788,29.8496231131986,14.0,24.596747752497688,18.05547008526779,20.273134932713294,24.1039415863879,17.05872210923198,12.24744871391589,18.05547008526779,25.337718918639855,26.720778431774775,17.74823934929885,6.324555320336759,26.267851073127396,28.337254630609507,25.96150997149434,22.58317958127243,12.24744871391589,8.0,24.372115213907882,17.029386365926403,25.495097567963924,24.041630560342615,29.478805945967352,28.861739379323623,25.495097567963924,18.788294228055936,29.899832775452108,24.124676163629637
cnbc,4.58257569495584,14.0,18.05547008526779,20.273134932713294,20.273134932713294,18.05547008526779,14.0,4.58257569495584,23.0,20.639767440550294,27.294688127912362,3.0,,9.433981132056603,26.28687885618983,28.74021572639983,21.61018278497431,20.73644135332772,17.0,20.639767440550294,3.0,18.110770276274835,27.80287754891569,24.698178070456937,10.04987562112089,20.808652046684813,29.223278392404914,27.294688127912362,12.569805089976535,23.68543856465402,10.488088481701515,9.433981132056603,16.76305461424021,20.639767440550294,14.798648586948742,20.049937655763422,16.792855623746664,14.317821063276353,23.0,24.041630560342615,19.313207915827967,12.041594578792296,4.58257569495584,21.6794833886788,29.8496231131986,14.0,24.596747752497688,18.05547008526779,20.273134932713294,24.1039415863879,17.05872210923198,12.24744871391589,18.05547008526779,25.337718918639855,26.720778431774775,17.74823934929885,6.324555320336759,26.267851073127396,28.337254630609507,25.96150997149434,22.58317958127243,12.24744871391589,8.0,24.372115213907882,17.029386365926403
cnn,21.6794833886788,24.596747752497688,20.273134932713294,24.1039415863879,24.1039415863879,20.273134932713294,24.596747752497688,21.6794833886788,24.041630560342615,14.798648586948742,12.569805089976535,18.110770276274835,9.433981132056603,,11.045361017187261,22.20360331117452,21.61018278497431,18.110770276274835,20.808652046684813,0.0,23.68543856465402,10.488088481701515,9.433981132056603,26.28687885618983,28.74021572639983,21.61018278497431,20.73644135332772,17.0,20.639767440550294,3.0,18.110770276274835,27.80287754891569,24.698178070456937,10.04987562112089,20.808652046684813,29.223278392404914,27.294688127912362,12.569805089976535,23.68543856465402,10.488088481701515,9.433981132056603,16.76305461424021,20.639767440550294,14.798648586948742,20.049937655763422,16.792855623746664,14.317821063276353,23.0,24.041630560342615,19.313207915827967,12.041594578792296,4.58257569495584,21.6794833886788,29.8496231131986,14.0,24.596747752497688,18.05547008526779,20.273134932713294,24.1039415863879,17.05872210923198,12.24744871391589,18.05547008526779,25.337718918639855,26.720778431774775,17.74823934929885
commondreams,29.8496231131986,18.05547008526779,24.1039415863879,17.05872210923198,17.05872210923198,24.1039415863879,18.05547008526779,29.8496231131986,19.313207915827967,20.049937655763422,23.68543856465402,27.80287754891569,26.28687885618983,11.045361017187261,,13.601470508735444,8.0,19.87460691435179,19.339079605813716,24.839484696748443,31.906112267087632,33.95585369269929,19.339079605813716,14.247806848775006,11.045361017187261,22.20360331117452,21.61018278497431,18.110770276274835,20.808652046684813,0.0,23.68543856465402,10.488088481701515,9.433981132056603,26.28687885618983,28.74021572639983,21.61018278497431,20.73644135332772,17.0,20.639767440550294,3.0,18.110770276274835,27.80287754891569,24.698178070456937,10.04987562112089,20.808652046684813,29.223278392404914,27.294688127912362,12.569805089976535,23.68543856465402,10.488088481701515,9.433981132056603,16.76305461424021,20.639767440550294,14.798648586948742,20.049937655763422,16.792855623746664,14.317821063276353,23.0,24.041630560342615,19.313207915827967,12.041594578792296,4.58257569495584,21.6794833886788,29.8496231131986,14.0
consortium,14.0,20.273134932713294,17.05872210923198,12.24744871391589,12.24744871391589,17.05872210923198,20.273134932713294,14.0,12.041594578792296,16.792855623746664,10.488088481701515,24.698178070456937,28.74021572639983,22.20360331117452,13.601470508735444,,14.212670403551895,10.04987562112089,7.0710678118654755,14.177446878757825,3.1622776601683795,16.911534525287763,21.93171219946131,29.698484809834994,31.89043743820395,16.911534525287763,13.601470508735444,8.0,19.87460691435179,19.339079605813716,24.839484696748443,31.906112267087632,33.95585369269929,19.339079605813716,14.247806848775006,11.045361017187261,22.20360331117452,21.61018278497431,18.110770276274835,20.808652046684813,0.0,23.68543856465402,10.488088481701515,9.433981132056603,26.28687885618983,28.74021572639983,21.61018278497431,20.73644135332772,17.0,20.639767440550294,3.0,18.110770276274835,27.80287754891569,24.698178070456937,10.04987562112089,20.808652046684813,29.223278392404914,27.294688127912362,12.569805089976535,23.68543856465402,10.488088481701515,9.433981132056603,16.76305461424021,20.639767440550294,14.798648586948742
conversation,24.596747752497688,24.1039415863879,12.24744871391589,18.05547008526779,18.05547008526779,12.24744871391589,24.1039415863879,24.596747752497688,4.58257569495584,14.317821063276353,9.433981132056603,10.04987562112089,21.61018278497431,21.61018278497431,8.0,14.212670403551895,,27.03701166919155,23.194827009486403,16.15549442140351,18.16590212458495,19.924858845171276,7.0710678118654755,9.486832980505138,14.212670403551895,17.69180601295413,23.53720459187964,25.67099530598687,14.212670403551895,10.04987562112089,7.0710678118654755,14.177446878757825,3.1622776601683795,16.911534525287763,21.93171219946131,29.698484809834994,31.89043743820395,16.911534525287763,13.601470508735444,8.0,19.87460691435179,19.339079605813716,24.839484696748443,31.906112267087632,33.95585369269929,19.339079605813716,14.247806848775006,11.045361017187261,22.20360331117452,21.61018278497431,18.110770276274835,20.808652046684813,0.0,23.68543856465402,10.488088481701515,9.433981132056603,26.28687885618983,28.74021572639983,21.61018278497431,20.73644135332772,17.0,20.639767440550294,3.0,18.110770276274835,27.80287754891569
counterpunch,18.05547008526779,17.05872210923198,18.05547008526779,25.337718918639855,25.337718918639855,18.05547008526779,17.05872210923198,18.05547008526779,21.6794833886788,23.0,16.76305461424021,20.808652046684813,20.73644135332772,18.110770276274835,19.87460691435179,10.04987562112089,27.03701166919155,,19.8997487421324,22.64950330581225,2.0,24.1039415863879,9.695359714832659,11.180339887498949,16.1245154965971,21.400934559032695,23.958297101421877,23.194827009486403,6.708203932499369,25.019992006393608,27.03701166919155,23.194827009486403,16.15549442140351,18.16590212458495,19.924858845171276,7.0710678118654755,9.486832980505138,14.212670403551895,17.69180601295413,23.53720459187964,25.67099530598687,14.212670403551895,10.04987562112089,7.0710678118654755,14.177446878757825,3.1622776601683795,16.911534525287763,21.93171219946131,29.698484809834994,31.89043743820395,16.911534525287763,13.601470508735444,8.0,19.87460691435179,19.339079605813716,24.839484696748443,31.906112267087632,33.95585369269929,19.339079605813716,14.247806848775006,11.045361017187261,22.20360331117452,21.61018278497431,18.110770276274835,20.808652046684813
dailycaller,20.273134932713294,12.24744871391589,25.337718918639855,26.720778431774775,26.720778431774775,25.337718918639855,12.24744871391589,20.273134932713294,29.8496231131986,24.041630560342615,20.639767440550294,29.223278392404914,17.0,20.808652046684813,19.339079605813716,7.0710678118654755,23.194827009486403,19.8997487421324,,11.180339887498949,16.55294535724685,19.313207915827967,14.352700094407323,23.388031127053,15.937377450509228,12.206555615733702,23.280893453645632,14.352700094407323,16.431676725154983,18.920887928424502,2.0,21.236760581595302,19.8997487421324,22.64950330581225,2.0,24.1039415863879,9.695359714832659,11.180339887498949,16.1245154965971,21.400934559032695,23.958297101421877,23.194827009486403,6.708203932499369,25.019992006393608,27.03701166919155,23.194827009486403,16.15549442140351,18.16590212458495,19.924858845171276,7.0710678118654755,9.486832980505138,14.212670403551895,17.69180601295413,23.53720459187964,25.67099530598687,14.212670403551895,10.04987562112089,7.0710678118654755,14.177446878757825,3.1622776601683795,16.911534525287763,21.93171219946131,29.698484809834994,31.89043743820395,16.911534525287763
dailykos,24.1039415863879,18.05547008526779,26.720778431774775,17.74823934929885,17.74823934929885,26.720778431774775,18.05547008526779,24.1039415863879,14.0,19.313207915827967,14.798648586948742,27.294688127912362,20.639767440550294,0.0,24.839484696748443,14.177446878757825,16.15549442140351,22.64950330581225,11.180339887498949,,14.0,28.337254630609507,8.717797887081348,9.848857801796104,14.0,25.39685019840059,21.118712081942874,7.810249675906654,14.628738838327793,13.490737563232042,17.4928556845359,22.93468988235943,26.0,14.352700094407323,11.180339887498949,16.55294535724685,19.313207915827967,14.352700094407323,23.388031127053,15.937377450509228,12.206555615733702,23.280893453645632,14.352700094407323,16.431676725154983,18.920887928424502,2.0,21.236760581595302,19.8997487421324,22.64950330581225,2.0,24.1039415863879,9.695359714832659,11.180339887498949,16.1245154965971,21.400934559032695,23.958297101421877,23.194827009486403,6.708203932499369,25.019992006393608,27.03701166919155,23.194827009486403,16.15549442140351,18.16590212458495,19.924858845171276,7.0710678118654755
dailymail,17.05872210923198,25.337718918639855,17.74823934929885,6.324555320336759,6.324555320336759,17.74823934929885,25.337718918639855,17.05872210923198,24.596747752497688,12.041594578792296,20.049937655763422,12.569805089976535,3.0,23.68543856465402,31.906112267087632,3.1622776601683795,18.16590212458495,2.0,16.55294535724685,14.0,,28.0,18.275666882497067,10.246950765959598,17.029386365926403,19.4164878389476,18.275666882497067,23.043437243605826,18.81488772222678,14.317821063276353,19.339079605813716,16.0,27.09243436828813,19.949937343260004,24.939927826679853,26.645825188948457,14.0,28.337254630609507,8.717797887081348,9.848857801796104,14.0,25.39685019840059,21.118712081942874,7.810249675906654,14.628738838327793,13.490737563232042,17.4928556845359,22.93468988235943,26.0,14.352700094407323,11.180339887498949,16.55294535724685,19.313207915827967,14.352700094407323,23.388031127053,15.937377450509228,12.206555615733702,23.280893453645632,14.352700094407323,16.431676725154983,18.920887928424502,2.0,21.236760581595302,19.8997487421324,22.64950330581225
dailywire,12.24744871391589,26.720778431774775,6.324555320336759,26.267851073127396,26.267851073127396,6.324555320336759,26.720778431774775,12.24744871391589,18.05547008526779,4.58257569495584,16.792855623746664,23.68543856465402,18.110770276274835,10.488088481701515,33.95585369269929,16.911534525287763,19.924858845171276,24.1039415863879,19.313207915827967,28.337254630609507,28.0,,15.329709716755891,16.0312195418814,27.94637722496424,19.026297590440446,34.655446902326915,36.46916505762094,27.94637722496424,9.486832980505138,18.627936010197157,26.90724809414742,21.118712081942874,4.47213595499958,18.708286933869708,11.224972160321824,19.026297590440446,25.019992006393608,28.0,18.275666882497067,10.246950765959598,17.029386365926403,19.4164878389476,18.275666882497067,23.043437243605826,18.81488772222678,14.317821063276353,19.339079605813716,16.0,27.09243436828813,19.949937343260004,24.939927826679853,26.645825188948457,14.0,28.337254630609507,8.717797887081348,9.848857801796104,14.0,25.39685019840059,21.118712081942874,7.810249675906654,14.628738838327793,13.490737563232042,17.4928556845359,22.93468988235943
economist,18.05547008526779,17.74823934929885,26.267851073127396,28.337254630609507,28.337254630609507,26.267851073127396,17.74823934929885,18.05547008526779,20.273134932713294,21.6794833886788,14.317821063276353,10.488088481701515,27.80287754891569,9.433981132056603,19.339079605813716,21.93171219946131,7.0710678118654755,9.695359714832659,14.352700094407323,8.717797887081348,18.275666882497067,15.329709716755891,,20.83266665599966,26.49528259898354,29.46183972531247,21.863211109075447,7.810249675906654,21.213203435596427,23.430749027719962,21.863211109075447,23.727621035409346,20.73644135332772,18.466185312619388,25.317977802344327,33.0,25.787593916455254,27.730849247724095,15.652475842498529,14.45683229480096,15.329709716755891,16.0312195418814,27.94637722496424,19.026297590440446,34.655446902326915,36.46916505762094,27.94637722496424,9.486832980505138,18.627936010197157,26.90724809414742,21.118712081942874,4.47213595499958,18.708286933869708,11.224972160321824,19.026297590440446,25.019992006393608,28.0,18.275666882497067,10.246950765959598,17.029386365926403,19.4164878389476,18.275666882497067,23.043437243605826,18.81488772222678,14.317821063276353
federalist,25.337718918639855,6.324555320336759,28.337254630609507,25.96150997149434,25.96150997149434,28.337254630609507,6.324555320336759,25.337718918639855,24.1039415863879,29.8496231131986,23.0,9.433981132056603,24.698178070456937,26.28687885618983,14.247806848775006,29.698484809834994,9.486832980505138,11.180339887498949,23.388031127053,9.848857801796104,10.246950765959598,16.0312195418814,20.83266665599966,,11.180339887498949,16.0312195418814,20.12461179749811,23.259406699226016,16.09347693943108,6.324555320336759,23.043437243605826,25.80697580112788,16.09347693943108,21.95449840010015,13.45362404707371,16.673332000533065,24.515301344262525,4.47213595499958,25.41653005427767,8.0,22.045407685048602,9.273618495495704,20.83266665599966,26.49528259898354,29.46183972531247,21.863211109075447,7.810249675906654,21.213203435596427,23.430749027719962,21.863211109075447,23.727621035409346,20.73644135332772,18.466185312619388,25.317977802344327,33.0,25.787593916455254,27.730849247724095,15.652475842498529,14.45683229480096,15.329709716755891,16.0312195418814,27.94637722496424,19.026297590440446,34.655446902326915,36.46916505762094
foreignaffairs,26.720778431774775,26.267851073127396,25.96150997149434,22.58317958127243,22.58317958127243,25.96150997149434,26.267851073127396,26.720778431774775,17.05872210923198,14.0,24.041630560342615,16.76305461424021,10.04987562112089,28.74021572639983,11.045361017187261,31.89043743820395,14.212670403551895,16.1245154965971,15.937377450509228,14.0,17.029386365926403,27.94637722496424,26.49528259898354,11.180339887498949,,8.602325267042627,18.920887928424502,12.727922061357855,18.05547008526779,20.591260281974,7.0710678118654755,18.894443627691185,12.569805089976535,15.264337522473747,7.0710678118654755,20.273134932713294,12.24744871391589,3.0,9.0,21.863211109075447,8.774964387392123,24.392621835300936,7.0,15.588457268119896,11.180339887498949,16.0312195418814,20.12461179749811,23.259406699226016,16.09347693943108,6.324555320336759,23.043437243605826,25.80697580112788,16.09347693943108,21.95449840010015,13.45362404707371,16.673332000533065,24.515301344262525,4.47213595499958,25.41653005427767,8.0,22.045407685048602,9.273618495495704,20.83266665599966,26.49528259898354,29.46183972531247
fox,17.74823934929885,28.337254630609507,22.58317958127243,12.24744871391589,12.24744871391589,22.58317958127243,28.337254630609507,17.74823934929885,12.24744871391589,24.596747752497688,19.313207915827967,20.639767440550294,20.808652046684813,21.61018278497431,22.20360331117452,16.911534525287763,17.69180601295413,21.400934559032695,12.206555615733702,25.39685019840059,19.4164878389476,19.026297590440446,29.46183972531247,16.0312195418814,8.602325267042627,,13.96424004376894,15.264337522473747,21.18962010041709,17.233687939614086,23.345235059857504,25.514701644346147,13.45362404707371,22.67156809750927,6.4031242374328485,8.602325267042627,13.45362404707371,22.090722034374522,18.788294228055936,4.242640687119285,14.45683229480096,17.549928774784245,25.709920264364882,13.564659966250536,10.295630140987,10.770329614269007,8.602325267042627,18.920887928424502,12.727922061357855,18.05547008526779,20.591260281974,7.0710678118654755,18.894443627691185,12.569805089976535,15.264337522473747,7.0710678118654755,20.273134932713294,12.24744871391589,3.0,9.0,21.863211109075447,8.774964387392123,24.392621835300936,7.0,15.588457268119896
freebeacon,6.324555320336759,25.96150997149434,12.24744871391589,8.0,8.0,12.24744871391589,25.96150997149434,6.324555320336759,18.05547008526779,18.05547008526779,12.041594578792296,14.798648586948742,29.223278392404914,20.73644135332772,21.61018278497431,13.601470508735444,23.53720459187964,23.958297101421877,23.280893453645632,21.118712081942874,18.275666882497067,34.655446902326915,21.863211109075447,20.12461179749811,18.920887928424502,13.96424004376894,,8.831760866327848,18.81488772222678,16.431676725154983,22.0,13.2664991614216,18.81488772222678,20.248456731316587,14.7648230602334,24.677925358506133,13.638181696985855,14.798648586948742,14.7648230602334,16.881943016134134,17.029386365926403,8.06225774829855,7.14142842854285,19.339079605813716,19.261360284258224,29.017236257093817,15.066519173319364,6.4031242374328485,13.96424004376894,15.264337522473747,21.18962010041709,17.233687939614086,23.345235059857504,25.514701644346147,13.45362404707371,22.67156809750927,6.4031242374328485,8.602325267042627,13.45362404707371,22.090722034374522,18.788294228055936,4.242640687119285,14.45683229480096,17.549928774784245,25.709920264364882
globalresearch,26.267851073127396,22.58317958127243,8.0,24.372115213907882,24.372115213907882,8.0,22.58317958127243,26.267851073127396,25.337718918639855,20.273134932713294,4.58257569495584,20.049937655763422,27.294688127912362,17.0,18.110770276274835,8.0,25.67099530598687,23.194827009486403,14.352700094407323,7.810249675906654,23.043437243605826,36.46916505762094,7.810249675906654,23.259406699226016,12.727922061357855,15.264337522473747,8.831760866327848,,20.149441679609886,2.0,18.05547008526779,14.0,26.115129714401192,18.601075237738275,23.45207879911715,25.25866188063018,12.0,27.03701166919155,9.38083151964686,11.0,12.0,24.677925358506133,19.339079605813716,6.4031242374328485,8.06225774829855,9.899494936611665,22.11334438749598,23.366642891095847,25.15949125081825,19.849433241279208,8.831760866327848,18.81488772222678,16.431676725154983,22.0,13.2664991614216,18.81488772222678,20.248456731316587,14.7648230602334,24.677925358506133,13.638181696985855,14.798648586948742,14.7648230602334,16.881943016134134,17.029386365926403,8.06225774829855
guardian,28.337254630609507,12.24744871391589,24.372115213907882,17.029386365926403,17.029386365926403,24.372115213907882,12.24744871391589,28.337254630609507,26.720778431774775,24.1039415863879,21.6794833886788,16.792855623746664,12.569805089976535,20.639767440550294,20.808652046684813,19.87460691435179,14.212670403551895,6.708203932499369,16.431676725154983,14.628738838327793,18.81488772222678,27.94637722496424,21.213203435596427,16.09347693943108,18.05547008526779,21.18962010041709,18.81488772222678,20.149441679609886,,25.826343140289914,13.92838827718412,20.149441679609886,9.695359714832659,7.3484692283495345,18.708286933869708,15.165750888103101,18.0,21.02379604162864,8.366600265340756,15.132745950421556,21.213203435596427,24.186773244895647,8.366600265340756,24.1039415863879,10.0,13.379088160259652,8.602325267042627,6.082762530298219,8.602325267042627,22.869193252058544,24.454038521274967,31.953090617340916,20.149441679609886,2.0,18.05547008526779,14.0,26.115129714401192,18.601075237738275,23.45207879911715,25.25866188063018,12.0,27.03701166919155,9.38083151964686,11.0,12.0
