,aljazeera,alternet,americanconservative,americanspectator,ap,atlantic,bbc,breitbart,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,guardian,huffingtonpost,infowars,intercept,jacobinmag,motherjones,nationalreview,nbc,npr,nypost,nytimes,pbs,pjmedia,rawstory,redstate,rt,slate,spectator,townhall,truthdig,usatoday,vice,vox,wapo,wsj
redstate,86.91160017992622,96.72790004498155,92.32624540163198,88.2022758337376,88.2022758337376,92.32624540163198,96.72790004498155,86.91160017992622,96.72790004498155,86.91160017992622,88.2022758337376,86.91160017992622,48.2635570520361,88.2022758337376,68.52995033852136,89.39718432612673,46.33357052025051,80.78076445356649,55.97839736073509,36.00555430954088,79.96256180705257,76.74736090592295,96.72790004498155,88.2022758337376,70.73344828561903,32.86212211664014,81.34616021409988,82.22794822168429,90.18370013494467,76.29138340031912,68.52995033852136,58.288746197337225,33.825873717189424,29.897597080592554,96.72790004498155,100.0,71.1943676694738,72.52604893445367,88.43137966543131,55.79636376831898,92.32624540163198,71.1943676694738,74.5490352639489,71.1943676694738,76.74736090592295,68.52995033852136
rt,56.344741615901064,82.22794822168429,88.2022758337376,77.92847911309141,77.92847911309141,88.2022758337376,82.22794822168429,56.344741615901064,88.2022758337376,74.02851176222671,37.48661813494996,86.91160017992622,74.97324771840232,96.72790004498155,68.52995033852136,87.97753708423154,82.22794822168429,89.39718432612673,54.54253464702508,86.91160017992622,96.72790004498155,96.72790004498155,96.72790004498155,86.50878626788017,71.28743942272581,29.897597080592554,62.90818152397119,96.72790004498155,72.52604893445367,100.0,72.52604893445367,58.5462255330243,35.21572612641535,70.73344828561903,66.4709528596274,71.1943676694738,100.0,78.17237080795053,76.17875275875589,74.86652334390904,82.99766989139266,38.262141524305505,72.0431657292691,76.17875275875589,82.68567450815114,76.17875275875589
slate,76.74736090592295,92.32624540163198,77.92847911309141,39.091461131739656,39.091461131739656,77.92847911309141,92.32624540163198,76.74736090592295,100.0,32.86212211664014,58.5462255330243,92.68336207140476,18.459689295371952,95.37255186617253,76.74736090592295,68.52995033852136,72.52604893445367,90.18370013494467,51.91014833692616,96.72790004498155,65.76001060657772,82.22794822168429,55.97839736073509,96.72790004498155,69.13107076215275,29.897597080592554,74.02851176222671,67.03450639325088,82.53176636589998,74.13177852601804,76.29138340031912,56.03924272863898,33.825873717189424,100.0,29.897597080592554,72.52604893445367,78.17237080795053,100.0,81.34616021409988,81.34616021409988,59.00070507735315,60.46306581331544,80.64199560783423,68.78615581953284,81.2032168226623,59.00070507735315
spectator,96.72790004498155,88.2022758337376,39.091461131739656,100.0,100.0,39.091461131739656,88.2022758337376,96.72790004498155,86.11765559851757,73.61948678444523,76.74736090592295,61.56152890713298,93.0588277992588,100.0,76.06665215256554,34.43541197089603,72.52604893445367,76.74736090592295,74.13177852601804,96.72790004498155,31.637382017119663,92.32624540163198,71.1943676694738,85.00535427466639,86.50878626788017,30.588277992587876,66.4709528596274,36.00555430954088,100.0,77.09530031487091,100.0,60.66669086246645,37.48661813494996,86.50878626788017,70.73344828561903,88.43137966543131,76.17875275875589,81.34616021409988,100.0,61.771004423556654,77.21246067237321,77.21246067237321,91.34283725407558,90.18370013494467,74.44408238678304,35.05067038406874
townhall,82.22794822168429,77.92847911309141,100.0,88.2022758337376,88.2022758337376,100.0,77.92847911309141,82.22794822168429,86.91160017992622,88.2022758337376,76.74736090592295,84.30755988829243,86.91160017992622,90.18370013494467,39.091461131739656,88.2022758337376,80.78076445356649,36.678313554485385,77.09530031487091,88.2022758337376,86.11765559851757,88.2022758337376,90.18370013494467,85.00535427466639,100.0,28.23724549866523,66.4709528596274,86.91160017992622,68.52995033852136,83.63950022490779,74.13177852601804,97.68627593308626,31.28590094461272,100.0,100.0,55.79636376831898,74.86652334390904,81.34616021409988,61.771004423556654,100.0,35.796762741134295,60.66669086246645,72.52604893445367,72.52604893445367,96.72790004498155,100.0
truthdig,92.32624540163198,39.091461131739656,88.2022758337376,88.2022758337376,88.2022758337376,88.2022758337376,39.091461131739656,92.32624540163198,56.344741615901064,96.72790004498155,88.2022758337376,76.74736090592295,79.04833747071848,88.2022758337376,34.43541197089603,100.0,79.96256180705257,96.72790004498155,83.63950022490779,86.11765559851757,96.72790004498155,77.92847911309141,72.52604893445367,53.609976705740166,88.2022758337376,70.73344828561903,71.66278315232111,96.72790004498155,34.43541197089603,71.1943676694738,77.09530031487091,78.05008621421428,35.796762741134295,88.2022758337376,86.50878626788017,92.32624540163198,82.99766989139266,59.00070507735315,77.21246067237321,35.796762741134295,100.0,96.72790004498155,35.796762741134295,60.66669086246645,72.52604893445367,72.52604893445367
usatoday,88.2022758337376,100.0,88.2022758337376,96.72790004498155,96.72790004498155,88.2022758337376,100.0,88.2022758337376,76.74736090592295,88.2022758337376,86.91160017992622,88.2022758337376,96.72790004498155,90.18370013494467,34.43541197089603,100.0,82.53176636589998,90.18370013494467,71.1943676694738,76.29138340031912,96.72790004498155,39.091461131739656,82.53176636589998,74.5490352639489,96.72790004498155,71.28743942272581,69.8327289960014,96.72790004498155,88.2022758337376,73.61948678444523,83.63950022490779,56.77606737954388,74.44408238678304,96.72790004498155,100.0,71.1943676694738,38.262141524305505,60.46306581331544,77.21246067237321,60.66669086246645,96.72790004498155,100.0,90.18370013494467,90.18370013494467,35.05067038406874,56.77606737954388
vice,77.92847911309141,88.2022758337376,96.72790004498155,95.37255186617253,95.37255186617253,96.72790004498155,88.2022758337376,77.92847911309141,96.72790004498155,100.0,74.02851176222671,88.2022758337376,96.72790004498155,88.2022758337376,36.678313554485385,90.18370013494467,81.4902074646901,90.18370013494467,73.61948678444523,54.54253464702508,88.2022758337376,100.0,100.0,95.37255186617253,96.72790004498155,70.73344828561903,57.71514969506818,88.2022758337376,100.0,61.84108513432398,71.1943676694738,57.21174088873189,60.66669086246645,96.72790004498155,88.2022758337376,74.5490352639489,72.0431657292691,80.64199560783423,91.34283725407558,72.52604893445367,35.796762741134295,90.18370013494467,100.0,74.5490352639489,86.50878626788017,86.50878626788017
vox,39.091461131739656,88.2022758337376,95.37255186617253,34.51711242385158,34.51711242385158,95.37255186617253,88.2022758337376,39.091461131739656,82.22794822168429,86.11765559851757,32.86212211664014,37.48661813494996,86.91160017992622,96.72790004498155,34.51711242385158,88.2022758337376,46.33357052025051,100.0,61.84108513432398,55.43452714881531,86.91160017992622,88.2022758337376,68.52995033852136,81.34616021409988,55.97839736073509,73.61948678444523,29.897597080592554,86.11765559851757,100.0,76.74736090592295,73.61948678444523,63.71065599624735,35.05067038406874,55.97839736073509,96.72790004498155,71.1943676694738,76.17875275875589,68.78615581953284,90.18370013494467,72.52604893445367,60.66669086246645,90.18370013494467,74.5490352639489,100.0,80.36740026988936,94.82635570520361
wapo,100.0,96.72790004498155,34.51711242385158,49.626661482439836,49.626661482439836,34.51711242385158,96.72790004498155,100.0,92.32624540163198,86.91160017992622,73.61948678444523,58.5462255330243,86.91160017992622,48.2635570520361,88.2022758337376,45.54140326789554,92.32624540163198,96.72790004498155,76.74736090592295,61.631227008159904,58.35296679555273,88.2022758337376,34.43541197089603,90.460271283581,71.1943676694738,68.44501077874139,30.43420072862294,54.307610780916924,90.18370013494467,71.1943676694738,61.84108513432398,58.288746197337225,42.156898327156554,71.1943676694738,96.72790004498155,76.74736090592295,82.68567450815114,81.2032168226623,74.44408238678304,96.72790004498155,72.52604893445367,35.05067038406874,86.50878626788017,80.36740026988936,100.0,60.46306581331544
wsj,88.2022758337376,95.37255186617253,49.626661482439836,55.07560479208904,55.07560479208904,49.626661482439836,95.37255186617253,88.2022758337376,88.2022758337376,56.344741615901064,88.2022758337376,76.74736090592295,92.68336207140476,74.97324771840232,88.2022758337376,77.92847911309141,82.53176636589998,86.11765559851757,71.1943676694738,55.97839736073509,72.52604893445367,96.72790004498155,88.2022758337376,86.50878626788017,90.18370013494467,72.81989643179065,29.897597080592554,81.2032168226623,88.2022758337376,71.1943676694738,76.74736090592295,54.307610780916924,44.42244071246253,90.18370013494467,55.97839736073509,68.52995033852136,76.17875275875589,59.00070507735315,35.05067038406874,100.0,72.52604893445367,56.77606737954388,86.50878626788017,94.82635570520361,60.46306581331544,100.0
