,aljazeera,alternet,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,cbs,cnn,commondreams,conversation,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,guardian,huffingtonpost,independent,infowars,intercept,motherjones,nationalreview,nbc,npr,nypost,nytimes,observerny,pjmedia,rawstory,redstate,rt,slate,spectator,time,townhall,usatoday,vice,vox,wapo,wsj
observerny,100.0,95.37255186617253,50.430115518215366,95.37255186617253,95.37255186617253,50.430115518215366,95.37255186617253,100.0,41.10220080966804,69.47988341994812,42.156898327156554,96.72790004498155,41.01137916868797,65.60401895893501,73.61948678444523,57.337036206360594,100.0,82.37920247680829,100.0,100.0,54.54253464702508,95.37255186617253,44.37430076468648,66.87251282013307,50.48414265632012,48.574912595494524,69.56771127565096,100.0,67.60786306320767,88.43137966543131,100.0,64.91063717737747,69.47988341994812,69.47988341994812,69.47988341994812,88.2022758337376,64.91063717737747,69.47988341994812,45.00340676309165,64.91063717737747,65.21710036431148,38.34891297755366,69.47988341994812,60.058929918827644
pjmedia,100.0,100.0,95.37255186617253,50.48414265632012,50.48414265632012,95.37255186617253,100.0,100.0,50.48414265632012,88.43137966543131,100.0,87.54021458143603,60.058929918827644,97.68627593308626,95.37255186617253,39.267497739389015,62.9804149293802,48.62698864672996,47.34053483039722,47.54424725811911,59.00070507735315,67.60786306320767,73.61948678444523,42.90209017652353,49.94649543680466,96.72790004498155,60.058929918827644,95.37255186617253,86.50878626788017,88.43137966543131,64.91063717737747,100.0,64.68253490875809,41.97209561455655,42.156898327156554,42.156898327156554,42.156898327156554,39.267497739389015,41.97209561455655,42.156898327156554,64.60682750121278,41.97209561455655,64.68253490875809,54.366228366588366
rawstory,59.00070507735315,50.430115518215366,50.48414265632012,42.668177235509695,42.668177235509695,50.48414265632012,50.430115518215366,59.00070507735315,95.37255186617253,67.60786306320767,59.59254632331019,68.95813423122166,69.13107076215275,66.87251282013307,67.60786306320767,83.15583453939496,47.238973568890465,47.800005743024585,71.380813850743,42.668177235509695,41.60424467627212,59.00070507735315,95.37255186617253,41.01137916868797,67.52533519203436,41.10220080966804,72.23531119703514,50.430115518215366,62.9804149293802,88.43137966543131,69.47988341994812,64.68253490875809,100.0,35.298411895750256,70.73344828561903,54.54253464702508,59.00070507735315,59.00070507735315,59.00070507735315,100.0,54.54253464702508,59.00070507735315,41.60424467627212,54.54253464702508
redstate,95.37255186617253,95.37255186617253,42.668177235509695,100.0,100.0,42.668177235509695,95.37255186617253,95.37255186617253,100.0,95.37255186617253,48.574912595494524,72.23531119703514,90.18370013494467,91.65774923946745,58.0328465342071,41.10220080966804,50.48414265632012,50.430115518215366,44.23013024409141,95.37255186617253,54.54253464702508,95.37255186617253,67.60786306320767,69.13107076215275,59.59254632331019,57.46270058476025,58.09667494143695,100.0,67.60786306320767,60.66669086246645,69.47988341994812,41.97209561455655,35.298411895750256,100.0,45.93603597989274,50.48414265632012,59.5263588036405,44.954758727717724,48.574912595494524,48.574912595494524,48.574912595494524,69.8327289960014,44.954758727717724,48.574912595494524
rt,100.0,50.48414265632012,100.0,47.34053483039722,47.34053483039722,100.0,50.48414265632012,100.0,100.0,60.59869892038341,59.00070507735315,59.00070507735315,62.9804149293802,55.07560479208904,67.52533519203436,40.379501390966865,49.94649543680466,39.53251355903553,44.37430076468648,44.56711139417057,70.73344828561903,100.0,100.0,100.0,90.74510373234504,39.091461131739656,60.59869892038341,47.54424725811911,39.53251355903553,87.54021458143603,69.47988341994812,42.156898327156554,70.73344828561903,45.93603597989274,100.0,60.395423447030225,88.43137966543131,57.27434261810353,60.66669086246645,60.395423447030225,59.59254632331019,59.59254632331019,59.59254632331019,44.03848064229966
slate,50.430115518215366,42.668177235509695,47.34053483039722,71.380813850743,71.380813850743,47.34053483039722,42.668177235509695,50.430115518215366,100.0,41.10220080966804,42.156898327156554,93.0588277992588,67.60786306320767,49.467503618184885,49.098070527897775,42.668177235509695,67.52533519203436,47.54424725811911,73.61948678444523,66.87251282013307,34.88603303599027,50.430115518215366,59.00070507735315,62.9804149293802,67.27900044981558,85.18493734841294,42.761627701485985,42.668177235509695,62.9804149293802,88.43137966543131,88.2022758337376,42.156898327156554,54.54253464702508,50.48414265632012,60.395423447030225,100.0,67.60786306320767,95.37255186617253,60.59869892038341,41.10220080966804,50.48414265632012,95.37255186617253,100.0,100.0
spectator,95.37255186617253,100.0,71.380813850743,44.23013024409141,44.23013024409141,71.380813850743,100.0,95.37255186617253,59.00070507735315,50.48414265632012,69.47988341994812,100.0,96.72790004498155,42.90209017652353,57.84194113582954,33.02178435901955,59.59254632331019,42.668177235509695,95.37255186617253,42.90209017652353,59.00070507735315,95.37255186617253,95.37255186617253,100.0,47.54424725811911,42.668177235509695,58.80531416156176,95.37255186617253,60.59869892038341,59.00070507735315,64.91063717737747,42.156898327156554,59.00070507735315,59.5263588036405,88.43137966543131,67.60786306320767,100.0,53.725518661725246,33.704638575034465,41.97209561455655,81.34616021409988,55.31456603583993,64.68253490875809,41.97209561455655
time,50.48414265632012,47.34053483039722,44.23013024409141,44.37430076468648,44.37430076468648,44.23013024409141,47.34053483039722,50.48414265632012,95.37255186617253,95.37255186617253,88.43137966543131,42.156898327156554,88.43137966543131,42.90209017652353,44.56711139417057,47.34053483039722,90.74510373234504,95.37255186617253,67.60786306320767,41.01137916868797,57.337036206360594,50.48414265632012,100.0,100.0,60.59869892038341,40.11073745038585,61.214917104043046,44.56711139417057,33.02178435901955,87.54021458143603,69.47988341994812,39.267497739389015,59.00070507735315,44.954758727717724,57.27434261810353,95.37255186617253,53.725518661725246,100.0,69.47988341994812,88.43137966543131,67.60786306320767,95.37255186617253,60.59869892038341,41.10220080966804
townhall,42.668177235509695,71.380813850743,44.37430076468648,73.61948678444523,73.61948678444523,44.37430076468648,71.380813850743,42.668177235509695,100.0,100.0,67.60786306320767,100.0,96.72790004498155,64.75840495361658,56.714186270377844,71.380813850743,67.27900044981558,44.56711139417057,50.430115518215366,69.13107076215275,87.54021458143603,42.668177235509695,50.430115518215366,59.00070507735315,95.37255186617253,40.920697146158446,62.9804149293802,66.87251282013307,67.60786306320767,59.06604264065884,45.00340676309165,41.97209561455655,59.00070507735315,48.574912595494524,60.66669086246645,60.59869892038341,33.704638575034465,69.47988341994812,100.0,49.098070527897775,69.74413182725523,95.37255186617253,66.87251282013307,91.65774923946745
usatoday,100.0,44.23013024409141,73.61948678444523,95.37255186617253,95.37255186617253,73.61948678444523,44.23013024409141,100.0,50.430115518215366,100.0,95.37255186617253,59.59254632331019,87.54021458143603,41.01137916868797,48.88816477356607,44.23013024409141,47.54424725811911,66.87251282013307,55.79636376831898,100.0,47.18826617955006,100.0,95.37255186617253,95.37255186617253,95.37255186617253,32.78243321276369,60.19318599644665,42.90209017652353,56.714186270377844,49.89304800613361,64.91063717737747,42.156898327156554,100.0,48.574912595494524,60.395423447030225,41.10220080966804,41.97209561455655,88.43137966543131,49.098070527897775,100.0,100.0,39.267497739389015,88.2022758337376,60.66669086246645
vice,47.34053483039722,44.37430076468648,95.37255186617253,67.60786306320767,67.60786306320767,95.37255186617253,44.37430076468648,47.34053483039722,95.37255186617253,100.0,60.59869892038341,48.574912595494524,68.95813423122166,60.058929918827644,65.60401895893501,44.37430076468648,60.59869892038341,42.90209017652353,88.43137966543131,62.9804149293802,72.23531119703514,47.34053483039722,50.48414265632012,100.0,95.37255186617253,47.54424725811911,60.058929918827644,41.01137916868797,91.65774923946745,88.43137966543131,65.21710036431148,64.60682750121278,54.54253464702508,48.574912595494524,59.59254632331019,50.48414265632012,81.34616021409988,67.60786306320767,69.74413182725523,100.0,100.0,64.91063717737747,83.63950022490779,35.838466699584046
vox,71.380813850743,73.61948678444523,67.60786306320767,65.21710036431148,65.21710036431148,67.60786306320767,73.61948678444523,71.380813850743,50.48414265632012,59.00070507735315,41.10220080966804,59.00070507735315,72.23531119703514,69.13107076215275,97.68627593308626,73.61948678444523,42.668177235509695,41.01137916868797,50.430115518215366,50.430115518215366,85.36672414280952,71.380813850743,42.668177235509695,50.430115518215366,54.54253464702508,50.48414265632012,50.48414265632012,69.13107076215275,42.90209017652353,48.62698864672996,38.34891297755366,41.97209561455655,59.00070507735315,69.8327289960014,59.59254632331019,95.37255186617253,55.31456603583993,95.37255186617253,95.37255186617253,39.267497739389015,64.91063717737747,100.0,55.07560479208904,67.77355282975994
wapo,44.23013024409141,95.37255186617253,65.21710036431148,65.60401895893501,65.60401895893501,65.21710036431148,95.37255186617253,44.23013024409141,42.668177235509695,95.37255186617253,50.48414265632012,42.156898327156554,59.00070507735315,90.18370013494467,66.87251282013307,95.37255186617253,57.337036206360594,69.13107076215275,55.79636376831898,95.37255186617253,54.54253464702508,44.23013024409141,100.0,95.37255186617253,100.0,50.48414265632012,48.574912595494524,100.0,60.058929918827644,71.85233188065581,69.47988341994812,64.68253490875809,41.60424467627212,44.954758727717724,59.59254632331019,100.0,64.68253490875809,60.59869892038341,66.87251282013307,88.2022758337376,83.63950022490779,55.07560479208904,100.0,87.54021458143603
wsj,44.37430076468648,67.60786306320767,65.60401895893501,65.21710036431148,65.21710036431148,65.60401895893501,67.60786306320767,44.37430076468648,100.0,100.0,95.37255186617253,69.47988341994812,93.0588277992588,62.9804149293802,91.65774923946745,67.60786306320767,39.267497739389015,100.0,46.53344618480014,50.48414265632012,86.50878626788017,44.37430076468648,47.34053483039722,50.48414265632012,95.37255186617253,50.48414265632012,40.920697146158446,62.9804149293802,90.18370013494467,51.68802312875502,60.058929918827644,54.366228366588366,54.54253464702508,48.574912595494524,44.03848064229966,100.0,41.97209561455655,41.10220080966804,91.65774923946745,60.66669086246645,35.838466699584046,67.77355282975994,87.54021458143603,100.0
