,aljazeera,alternet,americanconservative,americanthinker,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,freebeacon,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,nationalreview,nbc,newyorker,npr,nypost,nytimes,observerny,opednews,pbs,pjmedia,psychologytoday,rawstory,redstate,reuters,reveal,rt,slate,snopes,spectator,strategicculture,time,townhall,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj
strategicculture,9.055385138137417,8.0,13.74772708486752,6.782329983125268,6.782329983125268,13.74772708486752,8.0,9.055385138137417,24.08318915758459,12.409673645990857,22.47220505424423,16.15549442140351,15.811388300841896,13.0,12.409673645990857,16.15549442140351,21.0,20.784609690826528,9.899494936611665,20.322401432901575,15.132745950421556,22.825424421026653,13.74772708486752,24.372115213907882,16.673332000533065,21.656407827707714,21.72556098240043,13.74772708486752,24.698178070456937,7.681145747868608,12.68857754044952,15.652475842498529,9.0,11.224972160321824,10.0,15.297058540778355,19.209372712298546,7.810249675906654,5.830951894845301,26.92582403567252,17.0,11.224972160321824,12.727922061357855,27.313000567495326,10.816653826391969,0.0,13.341664064126334,18.193405398660254,12.884098726725126,6.708203932499369,23.259406699226016,3.0,17.804493814764857,19.209372712298546,13.74772708486752,12.0,,18.973665961010276,17.233687939614086,27.51363298439521,15.0,18.24828759089466,22.045407685048602,33.06055050963308,6.4031242374328485,16.15549442140351
time,18.867962264113206,5.0,6.782329983125268,24.020824298928627,24.020824298928627,6.782329983125268,5.0,18.867962264113206,15.620499351813308,14.035668847618199,17.349351572897472,12.083045973594572,5.830951894845301,6.782329983125268,14.0,23.62202362203543,18.0,22.64950330581225,10.344080432788601,16.911534525287763,20.445048300260872,15.652475842498529,9.848857801796104,30.854497241083024,12.569805089976535,24.331050121192877,22.47220505424423,5.0,13.601470508735444,14.0,9.0,22.360679774997898,10.816653826391969,26.40075756488817,12.529964086141668,16.15549442140351,23.62202362203543,14.071247279470288,7.810249675906654,18.16590212458495,10.816653826391969,5.385164807134504,28.91366458960192,11.916375287812984,12.409673645990857,4.242640687119285,12.36931687685298,21.93171219946131,20.149441679609886,6.708203932499369,21.0,9.219544457292887,3.0,21.587033144922902,15.0,17.944358444926362,18.973665961010276,,9.848857801796104,18.35755975068582,18.110770276274835,17.4928556845359,11.661903789690601,15.811388300841896,9.848857801796104,25.298221281347036
townhall,5.196152422706632,13.74772708486752,24.020824298928627,21.863211109075447,21.863211109075447,24.020824298928627,13.74772708486752,5.196152422706632,14.247806848775006,14.560219778561036,8.0,18.76166303929372,10.0,13.45362404707371,5.0,20.12461179749811,6.0,13.74772708486752,14.7648230602334,29.816103031751148,4.123105625617661,15.937377450509228,12.727922061357855,24.71841418861655,6.708203932499369,10.44030650891055,3.605551275463989,6.0,4.242640687119285,14.071247279470288,3.0,20.8806130178211,16.15549442140351,11.224972160321824,26.40075756488817,18.0,15.297058540778355,9.0,18.138357147217054,9.219544457292887,21.93171219946131,16.55294535724685,22.360679774997898,20.8806130178211,25.709920264364882,15.297058540778355,4.242640687119285,15.297058540778355,19.209372712298546,12.529964086141668,19.209372712298546,5.830951894845301,8.48528137423857,11.313708498984761,11.224972160321824,8.48528137423857,17.233687939614086,9.848857801796104,,22.47220505424423,24.819347291981714,17.944358444926362,17.349351572897472,25.67099530598687,20.223748416156685,17.69180601295413
truthdig,8.0,6.782329983125268,21.863211109075447,12.409673645990857,12.409673645990857,21.863211109075447,6.782329983125268,8.0,17.435595774162696,15.620499351813308,17.349351572897472,8.0,12.041594578792296,8.0,28.844410203711913,3.0,6.708203932499369,14.696938456699069,3.0,11.916375287812984,12.727922061357855,23.727621035409346,10.816653826391969,18.0,17.029386365926403,12.569805089976535,6.324555320336759,20.12461179749811,6.708203932499369,20.591260281974,9.273618495495704,17.029386365926403,18.76166303929372,15.0,23.259406699226016,6.708203932499369,16.15549442140351,14.071247279470288,15.620499351813308,11.661903789690601,7.874007874011811,15.297058540778355,17.74823934929885,20.149441679609886,20.12461179749811,17.69180601295413,6.0,21.93171219946131,9.0,19.924858845171276,19.209372712298546,16.97056274847714,4.0,4.242640687119285,19.621416870348583,11.224972160321824,27.51363298439521,18.35755975068582,22.47220505424423,,20.8806130178211,18.35755975068582,13.784048752090222,20.8806130178211,15.905973720586866,28.0178514522438
usatoday,5.0,24.020824298928627,12.409673645990857,13.45362404707371,13.45362404707371,12.409673645990857,24.020824298928627,5.0,9.055385138137417,9.055385138137417,10.0,8.0,21.213203435596427,12.529964086141668,11.40175425099138,15.297058540778355,11.224972160321824,15.0,14.317821063276353,19.849433241279208,10.816653826391969,6.164414002968976,12.727922061357855,20.12461179749811,13.490737563232042,12.0,16.64331697709324,18.973665961010276,14.730919862656235,12.449899597988733,9.219544457292887,31.04834939252005,17.349351572897472,18.24828759089466,0.0,8.0,18.0,12.727922061357855,19.313207915827967,16.97056274847714,3.0,24.698178070456937,23.664319132398465,11.916375287812984,20.024984394500787,11.661903789690601,13.416407864998739,16.911534525287763,20.149441679609886,15.297058540778355,12.041594578792296,0.0,5.0,3.0,18.466185312619388,9.0,15.0,18.110770276274835,24.819347291981714,20.8806130178211,,22.825424421026653,22.090722034374522,22.825424421026653,15.165750888103101,22.090722034374522
veteranstoday,13.74772708486752,21.863211109075447,13.45362404707371,10.0,10.0,13.45362404707371,21.863211109075447,13.74772708486752,18.867962264113206,24.08318915758459,11.40175425099138,0.0,8.0,8.0,10.862780491200215,17.233687939614086,13.74772708486752,8.48528137423857,11.224972160321824,18.027756377319946,7.810249675906654,13.341664064126334,14.071247279470288,19.0,24.20743687382041,0.0,19.390719429665317,0.0,13.416407864998739,6.0,17.233687939614086,20.8806130178211,3.0,23.430749027719962,23.259406699226016,22.47220505424423,6.708203932499369,10.816653826391969,23.83275057562597,17.349351572897472,0.0,13.601470508735444,12.083045973594572,21.18962010041709,31.32091952673165,8.48528137423857,15.524174696260024,20.445048300260872,9.0,8.48528137423857,7.0,0.0,13.74772708486752,9.219544457292887,17.233687939614086,19.390719429665317,18.24828759089466,17.4928556845359,17.944358444926362,18.35755975068582,22.825424421026653,,3.0,14.071247279470288,15.0,14.071247279470288
vice,6.782329983125268,12.409673645990857,10.0,12.529964086141668,12.529964086141668,10.0,12.409673645990857,6.782329983125268,5.196152422706632,15.620499351813308,12.409673645990857,8.0,11.40175425099138,12.041594578792296,20.223748416156685,16.15549442140351,21.0,7.810249675906654,19.209372712298546,16.0,4.242640687119285,18.867962264113206,12.36931687685298,22.847319317591726,11.357816691600547,10.344080432788601,18.110770276274835,3.0,16.15549442140351,6.708203932499369,22.20360331117452,21.79449471770337,12.68857754044952,26.795522013948524,17.08800749063506,17.349351572897472,8.0,24.73863375370596,20.0,13.564659966250536,13.564659966250536,4.242640687119285,26.0,15.033296378372908,20.12461179749811,5.0990195135927845,11.40175425099138,23.194827009486403,7.3484692283495345,19.924858845171276,26.153393661244042,8.0,6.708203932499369,5.830951894845301,14.696938456699069,12.569805089976535,22.045407685048602,11.661903789690601,17.349351572897472,13.784048752090222,22.090722034374522,3.0,,13.416407864998739,17.233687939614086,4.242640687119285
vox,24.020824298928627,13.45362404707371,12.529964086141668,11.224972160321824,11.224972160321824,12.529964086141668,13.45362404707371,24.020824298928627,8.0,14.247806848775006,14.035668847618199,22.47220505424423,5.0,12.529964086141668,16.0312195418814,16.97056274847714,20.12461179749811,15.231546211727817,23.62202362203543,23.259406699226016,21.840329667841555,15.588457268119896,22.44994432064365,6.708203932499369,1.4142135623730951,7.211102550927978,7.0710678118654755,15.297058540778355,22.44994432064365,13.0,17.72004514666935,20.784609690826528,9.0,25.709920264364882,19.235384061671343,8.0,16.0,13.74772708486752,20.223748416156685,22.737634001804146,9.0,6.708203932499369,8.660254037844387,23.194827009486403,23.021728866442675,14.696938456699069,11.224972160321824,26.248809496813376,6.0,8.48528137423857,22.847319317591726,16.0,6.708203932499369,16.97056274847714,20.0,13.416407864998739,33.06055050963308,15.811388300841896,25.67099530598687,20.8806130178211,22.825424421026653,14.071247279470288,13.416407864998739,,33.83784863137726,28.809720581775867
wapo,21.863211109075447,10.0,11.224972160321824,16.15549442140351,16.15549442140351,11.224972160321824,10.0,21.863211109075447,5.0,17.435595774162696,14.560219778561036,17.349351572897472,16.15549442140351,12.884098726725126,23.853720883753127,21.840329667841555,18.973665961010276,16.64331697709324,15.297058540778355,10.344080432788601,21.213203435596427,17.435595774162696,9.0,22.847319317591726,4.123105625617661,15.297058540778355,18.110770276274835,17.233687939614086,16.97056274847714,11.224972160321824,13.74772708486752,11.40175425099138,3.0,10.816653826391969,14.212670403551895,17.349351572897472,21.0,0.0,21.587033144922902,20.223748416156685,20.784609690826528,14.730919862656235,11.313708498984761,13.92838827718412,17.69180601295413,8.48528137423857,4.47213595499958,26.419689627245813,13.416407864998739,3.0,7.0,21.0,12.529964086141668,0.0,20.223748416156685,9.0,6.4031242374328485,9.848857801796104,20.223748416156685,15.905973720586866,15.165750888103101,15.0,17.233687939614086,33.83784863137726,,10.44030650891055
wsj,12.409673645990857,12.529964086141668,16.15549442140351,7.0,7.0,16.15549442140351,12.529964086141668,12.409673645990857,13.74772708486752,9.055385138137417,15.620499351813308,8.0,12.083045973594572,15.811388300841896,5.830951894845301,17.349351572897472,31.89043743820395,5.0,16.15549442140351,7.874007874011811,4.242640687119285,17.0,14.52583904633395,23.62202362203543,14.317821063276353,19.390719429665317,18.110770276274835,20.904544960366874,17.233687939614086,16.15549442140351,14.696938456699069,16.1245154965971,9.273618495495704,20.024984394500787,15.652475842498529,10.0,13.74772708486752,8.0,5.0,20.0,22.64950330581225,13.416407864998739,9.433981132056603,22.9128784747792,9.9498743710662,7.681145747868608,18.49324200890693,19.849433241279208,14.730919862656235,3.0,22.847319317591726,13.74772708486752,19.924858845171276,0.0,10.816653826391969,17.349351572897472,16.15549442140351,25.298221281347036,17.69180601295413,28.0178514522438,22.090722034374522,14.071247279470288,4.242640687119285,28.809720581775867,10.44030650891055,
