,aljazeera,alternet,americanconservative,americanthinker,antiwar,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fivethirtyeight,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,nationalreview,nbc,neweasternoutlook,newyorker,npr,nypost,nytimes,observerny,offguardian,opednews,pbs,peoplesdaily,pjmedia,rawstory,redstate,reuters,rt,shadowproof,slate,socialistproject,spectator,strategicculture,time,townhall,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj
intercept,2.8284271247461903,6.164414002968976,18.35755975068582,8.306623862918075,8.306623862918075,18.35755975068582,6.164414002968976,2.8284271247461903,6.164414002968976,6.782329983125268,30.757112998459398,15.811388300841896,20.0,28.35489375751565,20.46948949045872,18.05547008526779,11.090536506409418,20.445048300260872,20.024984394500787,11.180339887498949,8.306623862918075,15.264337522473747,31.400636936215164,17.97220075561143,21.6794833886788,25.25866188063018,8.12403840463596,7.874007874011811,4.58257569495584,9.433981132056603,3.0,15.556349186104045,5.830951894845301,,15.0,6.557438524302,3.3166247903554,22.825424421026653,20.09975124224178,6.4031242374328485,2.8284271247461903,8.54400374531753,12.68857754044952,2.449489742783178,22.561028345356956,10.770329614269007,13.152946437965905,8.18535277187245,2.449489742783178,25.0,22.22611077089287,22.11334438749598,26.019223662515376,31.20897306865447,2.23606797749979,23.108440016582687,13.490737563232042,10.344080432788601,9.219544457292887,10.295630140987,4.58257569495584,16.431676725154983,5.830951894845301,8.602325267042627,24.166091947189145,22.825424421026653,11.045361017187261,11.180339887498949,12.409673645990857
jacobinmag,21.095023109728988,22.825424421026653,8.306623862918075,18.275666882497067,18.275666882497067,8.306623862918075,22.825424421026653,21.095023109728988,13.152946437965905,22.93468988235943,3.605551275463989,23.194827009486403,23.0,25.729360660537214,19.339079605813716,25.317977802344327,18.384776310850235,28.442925306655784,24.06241883103193,13.638181696985855,18.0,5.0990195135927845,5.744562646538029,23.45207879911715,28.600699292150182,17.46424919657298,13.076696830622021,16.583123951777,22.44994432064365,10.816653826391969,5.477225575051661,14.866068747318506,8.602325267042627,15.0,,7.3484692283495345,15.394804318340652,8.18535277187245,4.358898943540674,23.0,20.0,6.708203932499369,2.0,8.774964387392123,13.45362404707371,4.242640687119285,24.515301344262525,12.328828005937952,13.0,9.1104335791443,2.449489742783178,26.248809496813376,24.20743687382041,24.1039415863879,26.77685567799177,32.4037034920393,4.123105625617661,23.366642891095847,9.0,8.06225774829855,5.0990195135927845,2.0,5.0,5.477225575051661,15.0,6.557438524302,3.3166247903554,22.825424421026653,20.09975124224178
lewrockwell,18.2208671582886,18.35755975068582,18.275666882497067,20.493901531919196,20.493901531919196,18.275666882497067,18.35755975068582,18.2208671582886,22.93468988235943,7.615773105863909,21.118712081942874,4.123105625617661,7.810249675906654,24.1039415863879,15.231546211727817,8.602325267042627,27.0,20.615528128088304,28.982753492378876,21.18962010041709,11.575836902790225,24.269322199023193,3.1622776601683795,15.84297951775486,32.57299494980466,17.832554500127006,18.708286933869708,10.04987562112089,9.0,2.449489742783178,3.605551275463989,10.198039027185569,24.166091947189145,6.557438524302,7.3484692283495345,,20.615528128088304,15.165750888103101,24.515301344262525,15.132745950421556,19.1049731745428,30.643106892089126,31.843366656181317,20.42057785666214,22.045407685048602,21.18962010041709,21.93171219946131,18.439088914585774,3.0,13.038404810405298,27.2213151776324,19.82422760159901,21.587033144922902,23.558437978779494,4.898979485566356,5.385164807134504,28.61817604250837,26.153393661244042,18.138357147217054,28.495613697550013,2.0,11.0,7.810249675906654,5.477225575051661,2.8284271247461903,5.385164807134504,7.3484692283495345,15.394804318340652,8.18535277187245
mintpress,6.164414002968976,8.306623862918075,20.493901531919196,5.477225575051661,5.477225575051661,20.493901531919196,8.306623862918075,6.164414002968976,6.164414002968976,15.264337522473747,21.307275752662516,17.233687939614086,6.557438524302,20.248456731316587,24.879710609249457,21.563858652847824,26.419689627245813,12.449899597988733,2.23606797749979,20.591260281974,8.660254037844387,11.832159566199232,16.97056274847714,24.596747752497688,2.449489742783178,25.80697580112788,23.430749027719962,7.483314773547883,14.071247279470288,23.0,14.177446878757825,9.433981132056603,22.825424421026653,3.3166247903554,15.394804318340652,20.615528128088304,,23.280893453645632,18.24828759089466,24.166091947189145,17.05872210923198,20.322401432901575,24.269322199023193,15.0,30.886890422961002,18.681541692269406,23.62202362203543,15.588457268119896,25.079872407968907,22.045407685048602,27.874719729532707,18.16590212458495,26.888659319497503,21.18962010041709,22.44994432064365,32.7566787083184,27.60434748368452,29.13760456866693,22.737634001804146,18.601075237738275,23.043437243605826,1.4142135623730951,22.22611077089287,20.248456731316587,11.445523142259598,24.1039415863879,20.493901531919196,20.639767440550294,20.615528128088304
motherjones,22.825424421026653,18.275666882497067,5.477225575051661,5.0990195135927845,5.0990195135927845,5.477225575051661,18.275666882497067,22.825424421026653,2.8284271247461903,9.273618495495704,21.72556098240043,22.561028345356956,15.0,29.88310559496787,24.698178070456937,24.1039415863879,19.131126469708992,11.916375287812984,22.090722034374522,16.06237840420901,28.600699292150182,15.0,6.708203932499369,22.0,24.1039415863879,27.65863337187866,23.706539182259394,24.186773244895647,7.874007874011811,11.661903789690601,4.898979485566356,9.695359714832659,11.045361017187261,22.825424421026653,8.18535277187245,15.165750888103101,23.280893453645632,,8.306623862918075,6.708203932499369,7.3484692283495345,10.723805294763608,7.211102550927978,10.488088481701515,11.224972160321824,15.684387141358123,14.177446878757825,11.224972160321824,10.63014581273465,10.954451150103322,6.164414002968976,6.708203932499369,22.847319317591726,12.68857754044952,8.246211251235321,1.4142135623730951,6.557438524302,18.81488772222678,20.904544960366874,20.83266665599966,17.832554500127006,25.15949125081825,8.94427190999916,20.615528128088304,27.964262908219126,23.53720459187964,23.194827009486403,23.769728648009426,19.621416870348583
nationalreview,18.35755975068582,20.493901531919196,5.0990195135927845,10.344080432788601,10.344080432788601,5.0990195135927845,20.493901531919196,18.35755975068582,21.095023109728988,6.164414002968976,18.547236990991408,2.449489742783178,18.24828759089466,15.588457268119896,33.74907406137241,23.108440016582687,30.54504869860253,25.709920264364882,14.317821063276353,26.095976701399778,22.9128784747792,10.723805294763608,22.090722034374522,24.43358344574123,19.209372712298546,4.69041575982343,12.083045973594572,17.72004514666935,4.58257569495584,11.180339887498949,22.293496809607955,9.38083151964686,11.180339887498949,20.09975124224178,4.358898943540674,24.515301344262525,18.24828759089466,8.306623862918075,,20.97617696340303,18.35755975068582,23.853720883753127,18.547236990991408,24.269322199023193,19.849433241279208,20.248456731316587,24.041630560342615,18.708286933869708,33.481338085566414,18.110770276274835,23.430749027719962,15.165750888103101,27.27636339397171,22.561028345356956,28.284271247461902,18.027756377319946,28.879058156387302,22.847319317591726,23.0,35.6931365951495,28.722813232690143,30.331501776206203,26.570660511172846,21.93171219946131,23.194827009486403,3.0,20.273134932713294,20.808652046684813,9.0
nbc,8.306623862918075,5.477225575051661,10.344080432788601,7.280109889280518,7.280109889280518,10.344080432788601,5.477225575051661,8.306623862918075,18.2208671582886,13.152946437965905,6.782329983125268,10.0,25.059928172283335,26.19160170741759,2.23606797749979,23.0,14.560219778561036,15.165750888103101,29.563490998188964,13.19090595827292,23.62202362203543,4.242640687119285,8.06225774829855,10.04987562112089,22.22611077089287,20.322401432901575,20.615528128088304,17.578395831246947,25.495097567963924,6.557438524302,8.602325267042627,7.54983443527075,12.409673645990857,6.4031242374328485,23.0,15.132745950421556,24.166091947189145,6.708203932499369,20.97617696340303,,13.038404810405298,25.45584412271571,22.825424421026653,22.11334438749598,22.80350850198276,17.11724276862369,25.337718918639855,17.72004514666935,21.213203435596427,31.591137997862628,31.25699921617557,23.15167380558045,24.1039415863879,23.958297101421877,21.72556098240043,20.12461179749811,5.656854249492381,16.15549442140351,27.313000567495326,20.639767440550294,23.173260452512935,21.213203435596427,4.123105625617661,2.8284271247461903,28.178005607210743,26.70205984563738,20.049937655763422,31.25699921617557,21.95449840010015
neweasternoutlook,18.275666882497067,5.0990195135927845,7.280109889280518,0.0,0.0,7.280109889280518,5.0990195135927845,18.275666882497067,6.164414002968976,22.93468988235943,22.93468988235943,30.757112998459398,21.470910553583888,23.895606290697042,25.514701644346147,24.351591323771842,27.2213151776324,16.0312195418814,21.95449840010015,25.632011235952593,25.41653005427767,27.80287754891569,17.832554500127006,19.44222209522358,24.269322199023193,25.495097567963924,15.620499351813308,26.92582403567252,22.11334438749598,1.4142135623730951,15.0,26.076809620810597,13.038404810405298,2.8284271247461903,20.0,19.1049731745428,17.05872210923198,7.3484692283495345,18.35755975068582,13.038404810405298,,2.449489742783178,10.246950765959598,10.04987562112089,6.164414002968976,4.242640687119285,6.4031242374328485,6.0,17.291616465790582,7.280109889280518,2.23606797749979,24.919871588754223,22.045407685048602,6.4031242374328485,1.4142135623730951,9.1104335791443,15.0,4.69041575982343,23.430749027719962,11.575836902790225,15.066519173319364,10.63014581273465,4.47213595499958,27.2213151776324,23.53720459187964,23.430749027719962,28.442925306655784,33.25657829663178,3.3166247903554
newyorker,20.493901531919196,10.344080432788601,0.0,5.830951894845301,5.830951894845301,0.0,10.344080432788601,20.493901531919196,22.825424421026653,6.164414002968976,7.615773105863909,3.605551275463989,15.811388300841896,30.479501308256342,22.715633383201094,30.430248109405877,6.708203932499369,25.317977802344327,23.853720883753127,20.71231517720798,27.294688127912362,24.372115213907882,11.575836902790225,34.07345007480164,19.748417658131498,23.2163735324878,17.69180601295413,30.23243291566195,22.44994432064365,23.430749027719962,8.774964387392123,14.177446878757825,7.14142842854285,8.54400374531753,6.708203932499369,30.643106892089126,20.322401432901575,10.723805294763608,23.853720883753127,25.45584412271571,2.449489742783178,,23.53720459187964,23.280893453645632,24.228082879171435,20.518284528683193,18.2208671582886,23.62202362203543,18.35755975068582,24.20743687382041,19.1049731745428,20.223748416156685,24.020824298928627,17.74823934929885,32.77193921634788,18.138357147217054,23.366642891095847,15.132745950421556,26.70205984563738,22.360679774997898,28.30194339616981,18.05547008526779,28.30194339616981,22.38302928559939,22.759613353482084,35.02855977627399,28.5657137141714,30.14962686336267,25.67099530598687
npr,5.477225575051661,7.280109889280518,5.830951894845301,1.0,1.0,5.830951894845301,7.280109889280518,5.477225575051661,18.35755975068582,2.8284271247461903,15.264337522473747,21.118712081942874,23.194827009486403,20.0,20.322401432901575,4.358898943540674,17.944358444926362,24.779023386727733,25.179356624028344,9.273618495495704,8.48528137423857,24.351591323771842,7.280109889280518,26.68332812825267,17.378147196982766,6.164414002968976,5.656854249492381,3.3166247903554,23.706539182259394,22.22611077089287,5.0990195135927845,8.602325267042627,13.92838827718412,12.68857754044952,2.0,31.843366656181317,24.269322199023193,7.211102550927978,18.547236990991408,22.825424421026653,10.246950765959598,23.53720459187964,,30.54504869860253,20.322401432901575,20.223748416156685,22.135943621178654,14.2828568570857,21.095023109728988,18.24828759089466,20.09975124224178,22.9128784747792,11.575836902790225,23.53720459187964,23.366642891095847,16.186414056238647,3.605551275463989,24.08318915758459,22.293496809607955,23.53720459187964,9.16515138991168,19.209372712298546,32.55764119219941,25.475478405713993,7.874007874011811,13.341664064126334,18.138357147217054,15.297058540778355,29.068883707497267
nypost,5.0990195135927845,0.0,1.0,7.874007874011811,7.874007874011811,1.0,0.0,5.0990195135927845,8.306623862918075,21.095023109728988,9.273618495495704,21.307275752662516,4.123105625617661,23.0,28.35489375751565,22.40535650240808,19.924858845171276,9.0,5.0,12.68857754044952,15.264337522473747,28.30194339616981,28.74021572639983,7.0,21.42428528562855,3.3166247903554,23.021728866442675,24.20743687382041,27.730849247724095,22.02271554554524,26.28687885618983,5.477225575051661,7.280109889280518,2.449489742783178,8.774964387392123,20.42057785666214,15.0,10.488088481701515,24.269322199023193,22.11334438749598,10.04987562112089,23.280893453645632,30.54504869860253,,16.06237840420901,19.078784028338912,8.12403840463596,7.3484692283495345,9.9498743710662,8.306623862918075,2.8284271247461903,7.874007874011811,3.0,8.602325267042627,12.36931687685298,5.385164807134504,8.306623862918075,18.627936010197157,22.494443758403985,4.123105625617661,8.12403840463596,3.0,14.45683229480096,6.324555320336759,20.615528128088304,6.782329983125268,16.15549442140351,9.0,7.3484692283495345
nytimes,10.344080432788601,5.830951894845301,7.874007874011811,13.152946437965905,13.152946437965905,7.874007874011811,5.830951894845301,10.344080432788601,18.275666882497067,18.2208671582886,6.164414002968976,21.72556098240043,17.233687939614086,7.810249675906654,25.729360660537214,20.46948949045872,19.748417658131498,18.275666882497067,6.324555320336759,6.4031242374328485,11.180339887498949,33.13608305156178,22.64950330581225,14.247806848775006,31.464265445104548,9.055385138137417,24.228082879171435,15.937377450509228,5.477225575051661,24.515301344262525,22.181073012818835,5.744562646538029,17.029386365926403,22.561028345356956,13.45362404707371,22.045407685048602,30.886890422961002,11.224972160321824,19.849433241279208,22.80350850198276,6.164414002968976,24.228082879171435,20.322401432901575,16.06237840420901,,10.723805294763608,24.413111231467404,21.118712081942874,2.449489742783178,2.449489742783178,10.246950765959598,10.04987562112089,6.164414002968976,4.242640687119285,6.4031242374328485,6.0,17.291616465790582,7.280109889280518,2.23606797749979,24.919871588754223,22.045407685048602,6.4031242374328485,1.4142135623730951,9.1104335791443,15.0,4.69041575982343,23.430749027719962,11.575836902790225,15.066519173319364
observerny,7.280109889280518,1.0,13.152946437965905,5.744562646538029,5.744562646538029,13.152946437965905,1.0,7.280109889280518,20.493901531919196,6.164414002968976,13.152946437965905,18.547236990991408,22.561028345356956,6.557438524302,24.1039415863879,19.339079605813716,18.05547008526779,8.366600265340756,29.427877939124322,3.1622776601683795,24.166091947189145,4.123105625617661,23.15167380558045,18.05547008526779,22.737634001804146,15.427248620541512,5.477225575051661,17.832554500127006,18.138357147217054,30.56141357987225,22.561028345356956,22.58317958127243,9.695359714832659,10.770329614269007,4.242640687119285,21.18962010041709,18.681541692269406,15.684387141358123,20.248456731316587,17.11724276862369,4.242640687119285,20.518284528683193,20.223748416156685,19.078784028338912,10.723805294763608,,25.632011235952593,16.401219466856727,21.95449840010015,31.96873472629156,24.73863375370596,24.49489742783178,25.39685019840059,17.11724276862369,22.93468988235943,22.891046284519195,22.02271554554524,26.795522013948524,9.848857801796104,25.67099530598687,27.477263328068172,7.280109889280518,14.560219778561036,25.709920264364882,26.38181191654584,23.853720883753127,15.394804318340652,23.021728866442675,33.12099032335839
offguardian,0.0,7.874007874011811,5.744562646538029,6.4031242374328485,6.4031242374328485,5.744562646538029,7.874007874011811,0.0,5.477225575051661,22.825424421026653,22.93468988235943,6.782329983125268,2.449489742783178,15.0,20.248456731316587,15.231546211727817,25.317977802344327,11.090536506409418,25.317977802344327,23.043437243605826,17.233687939614086,23.366642891095847,27.16615541441225,17.0,18.275666882497067,4.58257569495584,7.681145747868608,8.602325267042627,17.291616465790582,3.605551275463989,24.55605831561735,24.596747752497688,10.246950765959598,13.152946437965905,24.515301344262525,21.93171219946131,23.62202362203543,14.177446878757825,24.041630560342615,25.337718918639855,6.4031242374328485,18.2208671582886,22.135943621178654,8.12403840463596,24.413111231467404,25.632011235952593,,26.419689627245813,27.748873851023216,6.928203230275509,25.98076211353316,26.095976701399778,11.0,11.180339887498949,15.556349186104045,7.0710678118654755,13.152946437965905,9.219544457292887,12.24744871391589,14.798648586948742,10.770329614269007,15.937377450509228,14.352700094407323,18.49324200890693,9.0,15.937377450509228,13.0,16.24807680927192,6.164414002968976
opednews,5.830951894845301,13.152946437965905,6.4031242374328485,19.87460691435179,19.87460691435179,6.4031242374328485,13.152946437965905,5.830951894845301,5.0990195135927845,18.35755975068582,6.164414002968976,22.93468988235943,10.0,18.24828759089466,29.88310559496787,24.879710609249457,8.602325267042627,18.384776310850235,20.445048300260872,20.09975124224178,6.164414002968976,17.029386365926403,29.546573405388315,30.757112998459398,16.673332000533065,21.400934559032695,7.0710678118654755,14.035668847618199,4.123105625617661,23.280893453645632,28.142494558940577,24.657656011875904,20.8806130178211,8.18535277187245,12.328828005937952,18.439088914585774,15.588457268119896,11.224972160321824,18.708286933869708,17.72004514666935,6.0,23.62202362203543,14.2828568570857,7.3484692283495345,21.118712081942874,16.401219466856727,26.419689627245813,,2.0,23.0,24.515301344262525,9.1104335791443,24.331050121192877,21.307275752662516,1.4142135623730951,1.4142135623730951,10.04987562112089,8.54400374531753,6.164414002968976,2.449489742783178,6.082762530298219,6.324555320336759,15.84297951775486,7.810249675906654,3.605551275463989,23.68543856465402,20.049937655763422,7.280109889280518,2.449489742783178
pbs,1.0,5.744562646538029,19.87460691435179,21.6794833886788,21.6794833886788,19.87460691435179,5.744562646538029,1.0,10.344080432788601,8.306623862918075,2.8284271247461903,7.615773105863909,30.757112998459398,25.059928172283335,15.588457268119896,24.698178070456937,21.563858652847824,27.0,28.442925306655784,20.024984394500787,5.477225575051661,8.306623862918075,6.164414002968976,30.01666203960727,20.904544960366874,9.9498743710662,15.165750888103101,15.937377450509228,4.123105625617661,8.06225774829855,5.385164807134504,19.949937343260004,13.379088160259652,2.449489742783178,13.0,3.0,25.079872407968907,10.63014581273465,33.481338085566414,21.213203435596427,17.291616465790582,18.35755975068582,21.095023109728988,9.9498743710662,2.449489742783178,21.95449840010015,27.748873851023216,2.0,,9.055385138137417,15.297058540778355,25.079872407968907,9.219544457292887,13.45362404707371,9.273618495495704,22.22611077089287,14.696938456699069,14.2828568570857,15.7797338380595,12.68857754044952,9.273618495495704,14.696938456699069,9.433981132056603,15.297058540778355,13.601470508735444,11.445523142259598,15.066519173319364,16.522711641858304,26.38181191654584
peoplesdaily,7.874007874011811,6.4031242374328485,21.6794833886788,3.0,3.0,21.6794833886788,6.4031242374328485,7.874007874011811,7.280109889280518,18.275666882497067,21.095023109728988,15.264337522473747,3.605551275463989,21.470910553583888,26.19160170741759,33.74907406137241,24.1039415863879,26.419689627245813,20.615528128088304,24.06241883103193,11.180339887498949,22.58317958127243,18.35755975068582,17.804493814764857,23.57965224510319,16.30950643030009,5.385164807134504,16.881943016134134,25.15949125081825,12.24744871391589,18.110770276274835,27.367864366808018,13.19090595827292,25.0,9.1104335791443,13.038404810405298,22.045407685048602,10.954451150103322,18.110770276274835,31.591137997862628,7.280109889280518,24.20743687382041,18.24828759089466,8.306623862918075,2.449489742783178,31.96873472629156,6.928203230275509,23.0,9.055385138137417,,8.12403840463596,29.0,15.0,26.419689627245813,29.563490998188964,8.366600265340756,27.586228448267445,26.476404589747453,13.076696830622021,13.076696830622021,16.431676725154983,9.273618495495704,15.264337522473747,11.090536506409418,14.352700094407323,16.15549442140351,11.575836902790225,17.549928774784245,16.1245154965971
pjmedia,13.152946437965905,19.87460691435179,3.0,5.477225575051661,5.477225575051661,3.0,19.87460691435179,13.152946437965905,0.0,20.493901531919196,18.2208671582886,9.273618495495704,21.118712081942874,15.811388300841896,23.895606290697042,2.23606797749979,23.108440016582687,19.131126469708992,12.449899597988733,28.982753492378876,13.638181696985855,8.306623862918075,8.306623862918075,31.78049716414141,28.89636655359978,10.954451150103322,17.029386365926403,14.2828568570857,23.108440016582687,6.164414002968976,5.385164807134504,9.486832980505138,24.413111231467404,22.22611077089287,2.449489742783178,27.2213151776324,27.874719729532707,6.164414002968976,23.430749027719962,31.25699921617557,2.23606797749979,19.1049731745428,20.09975124224178,2.8284271247461903,10.246950765959598,24.73863375370596,25.98076211353316,24.515301344262525,15.297058540778355,8.12403840463596,,6.164414002968976,20.12461179749811,12.24744871391589,13.638181696985855,25.632011235952593,12.68857754044952,9.643650760992955,11.575836902790225,23.366642891095847,12.328828005937952,12.165525060596439,15.132745950421556,8.306623862918075,7.615773105863909,12.0,7.280109889280518,14.491376746189438,9.433981132056603
rawstory,5.744562646538029,21.6794833886788,5.477225575051661,3.605551275463989,3.605551275463989,5.477225575051661,21.6794833886788,5.744562646538029,5.830951894845301,5.477225575051661,6.164414002968976,6.164414002968976,21.307275752662516,23.194827009486403,30.479501308256342,25.514701644346147,23.0,30.54504869860253,11.916375287812984,2.23606797749979,21.18962010041709,18.0,15.264337522473747,21.37755832643195,29.563490998188964,5.744562646538029,4.358898943540674,9.273618495495704,8.06225774829855,6.782329983125268,6.48074069840786,19.72308292331602,27.03701166919155,22.11334438749598,26.248809496813376,19.82422760159901,18.16590212458495,6.708203932499369,15.165750888103101,23.15167380558045,24.919871588754223,20.223748416156685,22.9128784747792,7.874007874011811,10.04987562112089,24.49489742783178,26.095976701399778,9.1104335791443,25.079872407968907,29.0,6.164414002968976,,26.795522013948524,22.135943621178654,11.180339887498949,24.698178070456937,26.795522013948524,32.01562118716424,25.632011235952593,16.401219466856727,21.95449840010015,31.96873472629156,24.73863375370596,24.49489742783178,25.39685019840059,17.11724276862369,22.93468988235943,22.891046284519195,22.02271554554524
redstate,6.4031242374328485,3.0,3.605551275463989,14.177446878757825,14.177446878757825,3.605551275463989,3.0,6.4031242374328485,1.0,5.0990195135927845,22.825424421026653,13.152946437965905,21.72556098240043,4.123105625617661,20.0,22.715633383201094,24.351591323771842,14.560219778561036,25.709920264364882,22.090722034374522,20.591260281974,11.575836902790225,5.0990195135927845,31.400636936215164,10.770329614269007,26.94438717061496,17.72004514666935,13.45362404707371,7.0710678118654755,19.131126469708992,13.601470508735444,5.830951894845301,7.0710678118654755,26.019223662515376,24.20743687382041,21.587033144922902,26.888659319497503,22.847319317591726,27.27636339397171,24.1039415863879,22.045407685048602,24.020824298928627,11.575836902790225,3.0,6.164414002968976,25.39685019840059,11.0,24.331050121192877,9.219544457292887,15.0,20.12461179749811,26.795522013948524,,23.62202362203543,4.0,9.055385138137417,18.466185312619388,24.698178070456937,4.0,23.08679276123039,24.919871588754223,7.681145747868608,24.413111231467404,21.6794833886788,2.449489742783178,2.449489742783178,10.246950765959598,7.280109889280518,6.782329983125268
reuters,19.87460691435179,5.477225575051661,14.177446878757825,4.898979485566356,4.898979485566356,14.177446878757825,5.477225575051661,19.87460691435179,7.874007874011811,10.344080432788601,18.35755975068582,22.93468988235943,18.547236990991408,17.233687939614086,23.0,20.322401432901575,30.430248109405877,27.2213151776324,15.165750888103101,14.317821063276353,16.06237840420901,8.660254037844387,24.269322199023193,5.744562646538029,17.97220075561143,21.748563170931547,10.198039027185569,25.96150997149434,10.344080432788601,20.71231517720798,7.681145747868608,1.0,24.06241883103193,31.20897306865447,24.1039415863879,23.558437978779494,21.18962010041709,12.68857754044952,22.561028345356956,23.958297101421877,6.4031242374328485,17.74823934929885,23.53720459187964,8.602325267042627,4.242640687119285,17.11724276862369,11.180339887498949,21.307275752662516,13.45362404707371,26.419689627245813,12.24744871391589,22.135943621178654,23.62202362203543,,24.677925358506133,19.235384061671343,24.698178070456937,16.492422502470642,26.324893162176366,6.0,24.698178070456937,31.38470965295043,7.0,19.4164878389476,3.1622776601683795,29.0516780926679,23.53720459187964,23.280893453645632,24.228082879171435
rt,21.6794833886788,3.605551275463989,4.898979485566356,22.293496809607955,22.293496809607955,4.898979485566356,3.605551275463989,21.6794833886788,13.152946437965905,7.280109889280518,8.306623862918075,6.164414002968976,6.782329983125268,22.561028345356956,7.810249675906654,28.35489375751565,4.358898943540674,6.708203932499369,16.0312195418814,29.563490998188964,26.095976701399778,28.600699292150182,11.832159566199232,3.1622776601683795,23.45207879911715,21.6794833886788,8.06225774829855,16.64331697709324,14.177446878757825,4.0,5.196152422706632,7.874007874011811,7.280109889280518,2.23606797749979,26.77685567799177,4.898979485566356,22.44994432064365,8.246211251235321,28.284271247461902,21.72556098240043,1.4142135623730951,32.77193921634788,23.366642891095847,12.36931687685298,6.4031242374328485,22.93468988235943,15.556349186104045,1.4142135623730951,9.273618495495704,29.563490998188964,13.638181696985855,11.180339887498949,4.0,24.677925358506133,,26.570660511172846,23.345235059857504,12.727922061357855,27.459060435491963,20.0,22.02271554554524,14.0,27.459060435491963,33.12099032335839,15.0,19.4164878389476,11.045361017187261,31.68595903550972,25.80697580112788
shadowproof,3.0,14.177446878757825,22.293496809607955,8.602325267042627,8.602325267042627,22.293496809607955,14.177446878757825,3.0,5.744562646538029,0.0,18.275666882497067,2.8284271247461903,22.93468988235943,2.449489742783178,6.557438524302,25.729360660537214,22.40535650240808,17.944358444926362,25.317977802344327,21.95449840010015,13.19090595827292,22.9128784747792,15.0,16.97056274847714,15.84297951775486,28.600699292150182,25.25866188063018,10.954451150103322,4.69041575982343,5.744562646538029,21.656407827707714,13.152946437965905,6.708203932499369,23.108440016582687,32.4037034920393,5.385164807134504,32.7566787083184,1.4142135623730951,18.027756377319946,20.12461179749811,9.1104335791443,18.138357147217054,16.186414056238647,5.385164807134504,6.0,22.891046284519195,7.0710678118654755,1.4142135623730951,22.22611077089287,8.366600265340756,25.632011235952593,24.698178070456937,9.055385138137417,19.235384061671343,26.570660511172846,,24.61706725018234,20.784609690826528,10.723805294763608,11.045361017187261,22.715633383201094,21.400934559032695,3.0,30.495901363953813,22.715633383201094,27.874719729532707,31.25699921617557,13.076696830622021,28.284271247461902
slate,5.477225575051661,4.898979485566356,8.602325267042627,15.0,15.0,8.602325267042627,4.898979485566356,5.477225575051661,6.4031242374328485,5.830951894845301,20.493901531919196,21.095023109728988,7.615773105863909,10.0,15.0,24.1039415863879,20.46948949045872,19.924858845171276,24.779023386727733,23.853720883753127,25.632011235952593,23.62202362203543,10.723805294763608,6.708203932499369,24.596747752497688,32.57299494980466,17.46424919657298,8.12403840463596,17.578395831246947,4.242640687119285,18.110770276274835,5.744562646538029,6.324555320336759,13.490737563232042,4.123105625617661,28.61817604250837,27.60434748368452,6.557438524302,28.879058156387302,5.656854249492381,15.0,23.366642891095847,3.605551275463989,8.306623862918075,17.291616465790582,22.02271554554524,13.152946437965905,10.04987562112089,14.696938456699069,27.586228448267445,12.68857754044952,26.795522013948524,18.466185312619388,24.698178070456937,23.345235059857504,24.61706725018234,,9.1104335791443,24.166091947189145,20.83266665599966,10.63014581273465,10.0,22.759613353482084,21.213203435596427,2.23606797749979,29.832867780352597,22.759613353482084,28.722813232690143,30.610455730027933
socialistproject,3.605551275463989,22.293496809607955,15.0,8.774964387392123,8.774964387392123,15.0,22.293496809607955,3.605551275463989,19.87460691435179,1.0,5.477225575051661,18.2208671582886,15.264337522473747,30.757112998459398,18.24828759089466,20.248456731316587,19.339079605813716,19.748417658131498,9.0,25.179356624028344,20.71231517720798,25.41653005427767,4.242640687119285,22.090722034374522,22.0,2.449489742783178,17.832554500127006,13.076696830622021,7.874007874011811,13.2664991614216,7.810249675906654,6.4031242374328485,12.206555615733702,10.344080432788601,23.366642891095847,26.153393661244042,29.13760456866693,18.81488772222678,22.847319317591726,16.15549442140351,4.69041575982343,15.132745950421556,24.08318915758459,18.627936010197157,7.280109889280518,26.795522013948524,9.219544457292887,8.54400374531753,14.2828568570857,26.476404589747453,9.643650760992955,32.01562118716424,24.698178070456937,16.492422502470642,12.727922061357855,20.784609690826528,9.1104335791443,,9.0,11.74734012447073,11.874342087037917,4.58257569495584,9.695359714832659,21.18962010041709,5.744562646538029,5.385164807134504,18.0,20.71231517720798,5.744562646538029
