,aljazeera,alternet,americanconservative,americanspectator,americanthinker,antiwar,ap,atlantic,axios,bbc,bloomberg,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,eff,factcheck,federalist,fivethirtyeight,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,koreaherald,lewrockwell,mintpress,motherjones,msnbc,nationalreview,nbc,neweasternoutlook,newsbud,newyorker,npr,nypost,nytimes,observerny,offguardian,opednews,pbs,peoplesdaily,pjmedia,psychologytoday,rawstory,redstate,reuters,reveal,rt,shadowproof,slate,snopes,socialistalternative,socialistproject,spectator,strategicculture,techcrunch,time,townhall,truthdig,usatoday,verge,veteranstoday,vice,voltairenetwork,vox,wapo,wsj
conversation,96.72790004498155,76.40455166747519,65.52628782920067,65.52628782920067,65.52628782920067,65.52628782920067,76.40455166747519,96.72790004498155,63.784489936425274,64.00690049479714,65.52628782920067,61.422510474723666,68.87202625507615,75.73345726396644,85.73724696291063,72.91855412056492,74.44408238678304,62.33530100583307,60.53082410507648,65.52628782920067,100.0,74.5490352639489,72.0431657292691,74.02851176222671,72.91855412056492,83.31549847893488,85.9261659403279,78.05008621421428,88.2022758337376,63.71065599624735,73.61948678444523,65.52628782920067,96.72790004498155,65.60401895893501,65.52628782920067,71.9475865298736,65.52628782920067,67.27900044981558,65.60401895893501,90.18370013494467,95.9925123614105,81.4902074646901,76.63253236019752,57.08681139919045,62.40643364532459,75.73345726396644,60.53082410507648,83.63950022490779,68.19155297838017,62.40643364532459,61.98163410126261,60.53082410507648,76.63253236019752,74.97324771840232,72.0431657292691,65.99533978278531,71.66278315232111,64.00690049479714,95.9925123614105,65.52628782920067,88.43137966543131,100.0,96.72790004498155,95.9925123614105,69.8327289960014,62.33530100583307,75.73345726396644,72.23531119703514,74.44408238678304,63.784489936425274,67.27900044981558,71.00912053632923,64.00690049479714,65.52628782920067,63.784489936425274,90.74510373234504,97.68627593308626,81.2032168226623,74.44408238678304,57.21174088873189,62.33530100583307,85.73724696291063,95.9925123614105
counterpunch,65.52628782920067,100.0,65.52628782920067,65.52628782920067,65.52628782920067,65.52628782920067,100.0,65.52628782920067,55.79636376831898,97.68627593308626,96.72790004498155,78.92097056791478,62.26430245273031,72.23531119703514,78.66851810318029,65.52628782920067,57.21174088873189,75.73345726396644,76.63253236019752,67.27900044981558,74.5490352639489,100.0,55.79636376831898,70.9169394469065,74.33955877013513,76.74736090592295,76.86275933086262,70.64213276976082,72.0431657292691,68.52995033852136,95.9925123614105,63.784489936425274,88.2022758337376,73.21670756334608,72.0431657292691,86.11765559851757,72.91855412056492,64.45589644336856,74.5490352639489,72.0431657292691,74.02851176222671,72.91855412056492,83.31549847893488,85.9261659403279,78.05008621421428,88.2022758337376,63.71065599624735,73.61948678444523,65.52628782920067,96.72790004498155,65.60401895893501,65.52628782920067,71.9475865298736,65.52628782920067,67.27900044981558,65.60401895893501,90.18370013494467,95.9925123614105,81.4902074646901,76.63253236019752,57.08681139919045,62.40643364532459,75.73345726396644,60.53082410507648,83.63950022490779,68.19155297838017,62.40643364532459,61.98163410126261,60.53082410507648,76.63253236019752,74.97324771840232,72.0431657292691,65.99533978278531,71.66278315232111,64.00690049479714,95.9925123614105,65.52628782920067,88.43137966543131,100.0,96.72790004498155,95.9925123614105,69.8327289960014,62.33530100583307
dailycaller,100.0,65.52628782920067,65.52628782920067,95.9925123614105,95.9925123614105,65.52628782920067,65.52628782920067,100.0,65.60401895893501,100.0,62.90818152397119,74.5490352639489,74.13177852601804,74.44408238678304,68.95813423122166,64.00690049479714,62.33530100583307,72.23531119703514,74.97324771840232,65.60401895893501,72.0431657292691,55.79636376831898,100.0,60.734800539778696,97.68627593308626,70.9169394469065,63.93261125269463,62.33530100583307,60.734800539778696,71.00912053632923,64.00690049479714,71.7573984977559,55.917635975515644,74.5490352639489,85.9261659403279,74.5490352639489,63.343716998149176,74.33955877013513,72.13907281903028,76.86275933086262,55.79636376831898,70.9169394469065,74.33955877013513,76.74736090592295,76.86275933086262,70.64213276976082,72.0431657292691,68.52995033852136,95.9925123614105,63.784489936425274,88.2022758337376,73.21670756334608,72.0431657292691,86.11765559851757,72.91855412056492,64.45589644336856,74.5490352639489,72.0431657292691,74.02851176222671,72.91855412056492,83.31549847893488,85.9261659403279,78.05008621421428,88.2022758337376,63.71065599624735,73.61948678444523,65.52628782920067,96.72790004498155,65.60401895893501,65.52628782920067,71.9475865298736,65.52628782920067,67.27900044981558,65.60401895893501,90.18370013494467,95.9925123614105,81.4902074646901,76.63253236019752,57.08681139919045,62.40643364532459,75.73345726396644,60.53082410507648,83.63950022490779
dailykos,76.40455166747519,65.52628782920067,95.9925123614105,71.00912053632923,71.00912053632923,95.9925123614105,65.52628782920067,76.40455166747519,65.52628782920067,65.52628782920067,65.52628782920067,55.917635975515644,74.33955877013513,97.68627593308626,86.31182382406062,62.33530100583307,85.73724696291063,74.44408238678304,72.0431657292691,90.18370013494467,74.02851176222671,70.9169394469065,60.734800539778696,100.0,74.33955877013513,79.04833747071848,58.41728657633658,74.02851176222671,76.74736090592295,79.17648339777637,79.04833747071848,73.51821764733582,74.02851176222671,71.7573984977559,94.82635570520361,65.29413899629394,54.424921344746444,62.90818152397119,63.784489936425274,83.47670517273845,63.93261125269463,65.60401895893501,60.734800539778696,97.68627593308626,70.9169394469065,63.93261125269463,62.33530100583307,60.734800539778696,71.00912053632923,64.00690049479714,71.7573984977559,55.917635975515644,74.5490352639489,85.9261659403279,74.5490352639489,63.343716998149176,74.33955877013513,72.13907281903028,76.86275933086262,55.79636376831898,70.9169394469065,74.33955877013513,76.74736090592295,76.86275933086262,70.64213276976082,72.0431657292691,68.52995033852136,95.9925123614105,63.784489936425274,88.2022758337376,73.21670756334608,72.0431657292691,86.11765559851757,72.91855412056492,64.45589644336856,74.5490352639489,72.0431657292691,74.02851176222671,72.91855412056492,83.31549847893488,85.9261659403279,78.05008621421428,88.2022758337376
dailymail,100.0,65.52628782920067,71.00912053632923,65.52628782920067,65.52628782920067,71.00912053632923,65.52628782920067,100.0,96.72790004498155,67.27900044981558,93.0588277992588,68.78615581953284,72.13907281903028,70.9169394469065,69.92158713012141,73.01757253576034,95.9925123614105,63.784489936425274,65.99533978278531,95.9925123614105,72.91855412056492,74.33955877013513,97.68627593308626,74.33955877013513,100.0,65.60401895893501,63.93261125269463,62.26430245273031,95.9925123614105,72.0431657292691,65.60401895893501,63.784489936425274,62.26430245273031,69.74413182725523,62.26430245273031,71.380813850743,55.79636376831898,76.74736090592295,56.962244551971786,96.72790004498155,87.97753708423154,76.74736090592295,65.29413899629394,76.74736090592295,74.33955877013513,79.04833747071848,58.41728657633658,74.02851176222671,76.74736090592295,79.17648339777637,79.04833747071848,73.51821764733582,74.02851176222671,71.7573984977559,94.82635570520361,65.29413899629394,54.424921344746444,62.90818152397119,63.784489936425274,83.47670517273845,63.93261125269463,65.60401895893501,60.734800539778696,97.68627593308626,70.9169394469065,63.93261125269463,62.33530100583307,60.734800539778696,71.00912053632923,64.00690049479714,71.7573984977559,55.917635975515644,74.5490352639489,85.9261659403279,74.5490352639489,63.343716998149176,74.33955877013513,72.13907281903028,76.86275933086262,55.79636376831898,70.9169394469065,74.33955877013513,76.74736090592295
dailywire,65.52628782920067,95.9925123614105,65.52628782920067,59.85838772043941,59.85838772043941,65.52628782920067,95.9925123614105,65.52628782920067,65.52628782920067,63.784489936425274,67.27900044981558,63.5634369576612,88.43137966543131,63.93261125269463,71.9475865298736,65.60401895893501,97.68627593308626,67.27900044981558,71.66278315232111,81.4902074646901,83.31549847893488,76.74736090592295,70.9169394469065,79.04833747071848,65.60401895893501,100.0,72.91855412056492,63.784489936425274,95.9925123614105,64.00690049479714,63.93261125269463,69.8327289960014,63.784489936425274,65.60401895893501,64.00690049479714,87.97753708423154,96.72790004498155,79.17648339777637,76.74736090592295,55.79636376831898,57.08681139919045,96.72790004498155,54.54253464702508,62.193437230596714,62.33530100583307,81.34616021409988,65.60401895893501,63.93261125269463,62.26430245273031,95.9925123614105,72.0431657292691,65.60401895893501,63.784489936425274,62.26430245273031,69.74413182725523,62.26430245273031,71.380813850743,55.79636376831898,76.74736090592295,56.962244551971786,96.72790004498155,87.97753708423154,76.74736090592295,65.29413899629394,76.74736090592295,74.33955877013513,79.04833747071848,58.41728657633658,74.02851176222671,76.74736090592295,79.17648339777637,79.04833747071848,73.51821764733582,74.02851176222671,71.7573984977559,94.82635570520361,65.29413899629394,54.424921344746444,62.90818152397119,63.784489936425274,83.47670517273845,63.93261125269463,65.60401895893501
economist,65.52628782920067,71.00912053632923,59.85838772043941,88.2022758337376,88.2022758337376,59.85838772043941,71.00912053632923,65.52628782920067,100.0,55.79636376831898,64.00690049479714,64.00690049479714,90.18370013494467,76.40455166747519,96.72790004498155,74.02851176222671,100.0,71.00912053632923,64.00690049479714,76.63253236019752,85.9261659403279,76.86275933086262,63.93261125269463,58.41728657633658,63.93261125269463,72.91855412056492,100.0,74.02851176222671,66.95341034547691,86.11765559851757,72.0431657292691,87.97753708423154,63.71065599624735,81.92923735624956,86.11765559851757,88.2022758337376,87.97753708423154,74.44408238678304,71.00912053632923,75.73345726396644,86.11765559851757,72.0431657292691,60.734800539778696,76.40455166747519,62.26430245273031,74.44408238678304,87.97753708423154,97.68627593308626,72.91855412056492,63.784489936425274,95.9925123614105,64.00690049479714,63.93261125269463,69.8327289960014,63.784489936425274,65.60401895893501,64.00690049479714,87.97753708423154,96.72790004498155,79.17648339777637,76.74736090592295,55.79636376831898,57.08681139919045,96.72790004498155,54.54253464702508,62.193437230596714,62.33530100583307,81.34616021409988,65.60401895893501,63.93261125269463,62.26430245273031,95.9925123614105,72.0431657292691,65.60401895893501,63.784489936425274,62.26430245273031,69.74413182725523,62.26430245273031,71.380813850743,55.79636376831898,76.74736090592295,56.962244551971786,96.72790004498155
eff,65.52628782920067,65.52628782920067,88.2022758337376,100.0,100.0,88.2022758337376,65.52628782920067,65.52628782920067,76.40455166747519,65.60401895893501,97.68627593308626,65.52628782920067,72.0431657292691,74.44408238678304,95.9925123614105,57.21174088873189,68.87202625507615,64.00690049479714,95.9925123614105,57.08681139919045,78.05008621421428,70.64213276976082,62.33530100583307,74.02851176222671,62.26430245273031,63.784489936425274,74.02851176222671,100.0,74.02851176222671,67.27900044981558,61.98163410126261,96.72790004498155,65.52628782920067,97.68627593308626,64.00690049479714,87.97753708423154,96.72790004498155,100.0,97.68627593308626,70.9169394469065,63.93261125269463,76.40455166747519,74.44408238678304,72.23531119703514,72.91855412056492,62.90818152397119,90.460271283581,62.193437230596714,87.97753708423154,83.63950022490779,74.02851176222671,66.95341034547691,86.11765559851757,72.0431657292691,87.97753708423154,63.71065599624735,81.92923735624956,86.11765559851757,88.2022758337376,87.97753708423154,74.44408238678304,71.00912053632923,75.73345726396644,86.11765559851757,72.0431657292691,60.734800539778696,76.40455166747519,62.26430245273031,74.44408238678304,87.97753708423154,97.68627593308626,72.91855412056492,63.784489936425274,95.9925123614105,64.00690049479714,63.93261125269463,69.8327289960014,63.784489936425274,65.60401895893501,64.00690049479714,87.97753708423154,96.72790004498155,79.17648339777637
factcheck,95.9925123614105,59.85838772043941,100.0,57.21174088873189,57.21174088873189,100.0,59.85838772043941,95.9925123614105,100.0,65.52628782920067,100.0,96.72790004498155,61.422510474723666,72.23531119703514,69.8327289960014,74.44408238678304,62.26430245273031,65.52628782920067,65.52628782920067,62.40643364532459,88.2022758337376,72.0431657292691,60.734800539778696,76.74736090592295,95.9925123614105,95.9925123614105,66.95341034547691,74.02851176222671,100.0,74.13177852601804,72.62364764812122,63.71065599624735,74.44408238678304,68.78615581953284,63.5634369576612,68.52995033852136,66.63099695786978,65.91671618599466,68.78615581953284,68.44501077874139,68.52995033852136,63.5634369576612,63.19796579498072,61.422510474723666,75.73345726396644,81.2032168226623,88.2022758337376,65.60401895893501,63.784489936425274,79.17648339777637,62.33530100583307,76.74736090592295,74.02851176222671,67.27900044981558,61.98163410126261,96.72790004498155,65.52628782920067,97.68627593308626,64.00690049479714,87.97753708423154,96.72790004498155,100.0,97.68627593308626,70.9169394469065,63.93261125269463,76.40455166747519,74.44408238678304,72.23531119703514,72.91855412056492,62.90818152397119,90.460271283581,62.193437230596714,87.97753708423154,83.63950022490779,74.02851176222671,66.95341034547691,86.11765559851757,72.0431657292691,87.97753708423154,63.71065599624735,81.92923735624956,86.11765559851757,88.2022758337376
federalist,71.00912053632923,88.2022758337376,57.21174088873189,96.72790004498155,96.72790004498155,57.21174088873189,88.2022758337376,71.00912053632923,65.52628782920067,96.72790004498155,65.52628782920067,62.90818152397119,78.92097056791478,68.87202625507615,62.33530100583307,88.43137966543131,74.13177852601804,63.784489936425274,88.43137966543131,75.73345726396644,63.71065599624735,68.52995033852136,71.00912053632923,79.17648339777637,72.0431657292691,64.00690049479714,86.11765559851757,67.27900044981558,74.13177852601804,100.0,85.73724696291063,61.422510474723666,69.74413182725523,71.00912053632923,78.17237080795053,74.13177852601804,71.9475865298736,70.9169394469065,87.97753708423154,83.63950022490779,74.13177852601804,72.91855412056492,70.9169394469065,79.96256180705257,69.8327289960014,84.47906711561083,62.052103792799485,72.91855412056492,68.44501077874139,75.73345726396644,63.343716998149176,67.03450639325088,74.33955877013513,66.55087918818326,74.13177852601804,72.62364764812122,63.71065599624735,74.44408238678304,68.78615581953284,63.5634369576612,68.52995033852136,66.63099695786978,65.91671618599466,68.78615581953284,68.44501077874139,68.52995033852136,63.5634369576612,63.19796579498072,61.422510474723666,75.73345726396644,81.2032168226623,88.2022758337376,65.60401895893501,63.784489936425274,79.17648339777637,62.33530100583307,76.74736090592295,74.02851176222671,67.27900044981558,61.98163410126261,96.72790004498155,65.52628782920067,97.68627593308626
fivethirtyeight,65.52628782920067,100.0,96.72790004498155,62.193437230596714,62.193437230596714,96.72790004498155,100.0,65.52628782920067,65.52628782920067,65.52628782920067,67.27900044981558,65.52628782920067,74.5490352639489,62.26430245273031,75.73345726396644,87.97753708423154,74.33955877013513,90.74510373234504,100.0,60.53082410507648,73.61948678444523,95.9925123614105,64.00690049479714,79.04833747071848,65.60401895893501,63.93261125269463,72.0431657292691,61.98163410126261,72.62364764812122,85.73724696291063,100.0,74.33955877013513,65.60401895893501,72.13907281903028,86.11765559851757,96.72790004498155,75.73345726396644,64.00690049479714,100.0,63.784489936425274,67.27900044981558,71.00912053632923,64.00690049479714,65.52628782920067,63.784489936425274,90.74510373234504,97.68627593308626,81.2032168226623,74.44408238678304,57.21174088873189,65.14023198407372,72.91855412056492,70.64213276976082,68.95813423122166,86.11765559851757,64.45589644336856,85.73724696291063,61.422510474723666,69.74413182725523,71.00912053632923,78.17237080795053,74.13177852601804,71.9475865298736,70.9169394469065,87.97753708423154,83.63950022490779,74.13177852601804,72.91855412056492,70.9169394469065,79.96256180705257,69.8327289960014,84.47906711561083,62.052103792799485,72.91855412056492,68.44501077874139,75.73345726396644,63.343716998149176,67.03450639325088,74.33955877013513,66.55087918818326,74.13177852601804,72.62364764812122,63.71065599624735
foreignaffairs,59.85838772043941,57.21174088873189,62.193437230596714,100.0,100.0,62.193437230596714,57.21174088873189,59.85838772043941,65.52628782920067,100.0,63.784489936425274,93.0588277992588,55.917635975515644,74.13177852601804,72.23531119703514,85.73724696291063,72.13907281903028,97.68627593308626,96.72790004498155,83.63950022490779,65.52628782920067,63.784489936425274,71.7573984977559,73.51821764733582,63.784489936425274,69.8327289960014,87.97753708423154,96.72790004498155,63.71065599624735,61.422510474723666,74.33955877013513,100.0,63.784489936425274,79.17648339777637,62.33530100583307,76.74736090592295,74.02851176222671,67.27900044981558,61.98163410126261,96.72790004498155,65.52628782920067,97.68627593308626,64.00690049479714,87.97753708423154,96.72790004498155,100.0,97.68627593308626,70.9169394469065,63.93261125269463,76.40455166747519,74.44408238678304,72.23531119703514,71.9475865298736,63.5634369576612,65.52628782920067,72.0431657292691,95.9925123614105,63.93261125269463,74.33955877013513,65.60401895893501,72.13907281903028,86.11765559851757,96.72790004498155,75.73345726396644,64.00690049479714,100.0,63.784489936425274,67.27900044981558,71.00912053632923,64.00690049479714,65.52628782920067,63.784489936425274,90.74510373234504,97.68627593308626,81.2032168226623,74.44408238678304,57.21174088873189,65.14023198407372,72.91855412056492,70.64213276976082,68.95813423122166,86.11765559851757,64.45589644336856
fox,88.2022758337376,96.72790004498155,100.0,64.00690049479714,64.00690049479714,100.0,96.72790004498155,88.2022758337376,95.9925123614105,76.40455166747519,55.79636376831898,67.27900044981558,68.78615581953284,74.33955877013513,74.44408238678304,78.66851810318029,72.91855412056492,81.2032168226623,95.9925123614105,68.19155297838017,96.72790004498155,88.2022758337376,55.917635975515644,74.02851176222671,62.26430245273031,63.784489936425274,63.71065599624735,65.52628782920067,74.44408238678304,69.74413182725523,65.60401895893501,63.784489936425274,100.0,67.03450639325088,92.32624540163198,61.07713662431957,93.0588277992588,58.288746197337225,67.27900044981558,68.78615581953284,82.99766989139266,68.44501077874139,70.36987469682589,65.29413899629394,95.37255186617253,76.74736090592295,68.44501077874139,67.1158024321894,65.29413899629394,76.86275933086262,68.52995033852136,78.54340569959523,59.5263588036405,73.61948678444523,65.52628782920067,72.91855412056492,68.44501077874139,100.0,88.2022758337376,65.60401895893501,63.784489936425274,79.17648339777637,62.33530100583307,76.74736090592295,74.02851176222671,67.27900044981558,61.98163410126261,96.72790004498155,65.52628782920067,97.68627593308626,64.00690049479714,87.97753708423154,96.72790004498155,100.0,97.68627593308626,70.9169394469065,63.93261125269463,76.40455166747519,74.44408238678304,72.23531119703514,71.9475865298736,63.5634369576612,65.52628782920067
globalresearch,100.0,62.193437230596714,64.00690049479714,65.52628782920067,65.52628782920067,64.00690049479714,62.193437230596714,100.0,71.00912053632923,100.0,65.60401895893501,64.00690049479714,63.5634369576612,72.13907281903028,97.68627593308626,68.95813423122166,65.52628782920067,74.44408238678304,69.8327289960014,62.40643364532459,65.60401895893501,73.21670756334608,74.5490352639489,71.7573984977559,69.74413182725523,65.60401895893501,81.92923735624956,97.68627593308626,68.78615581953284,71.00912053632923,72.13907281903028,79.17648339777637,67.03450639325088,100.0,62.193437230596714,62.26430245273031,96.72790004498155,56.962244551971786,100.0,54.424921344746444,62.90818152397119,63.784489936425274,83.47670517273845,63.93261125269463,65.60401895893501,60.734800539778696,97.68627593308626,70.9169394469065,63.93261125269463,62.33530100583307,60.734800539778696,71.00912053632923,64.00690049479714,71.7573984977559,55.917635975515644,74.5490352639489,67.1158024321894,70.36987469682589,92.32624540163198,66.31166907878992,67.1158024321894,66.4709528596274,67.03450639325088,92.32624540163198,61.07713662431957,93.0588277992588,58.288746197337225,67.27900044981558,68.78615581953284,82.99766989139266,68.44501077874139,70.36987469682589,65.29413899629394,95.37255186617253,76.74736090592295,68.44501077874139,67.1158024321894,65.29413899629394,76.86275933086262,68.52995033852136,78.54340569959523,59.5263588036405,73.61948678444523
guardian,57.21174088873189,100.0,65.52628782920067,65.52628782920067,65.52628782920067,65.52628782920067,100.0,57.21174088873189,65.52628782920067,65.52628782920067,65.52628782920067,97.68627593308626,64.00690049479714,88.43137966543131,70.9169394469065,86.31182382406062,64.00690049479714,57.21174088873189,62.33530100583307,61.98163410126261,65.52628782920067,72.0431657292691,85.9261659403279,94.82635570520361,62.26430245273031,64.00690049479714,86.11765559851757,64.00690049479714,63.5634369576612,78.17237080795053,86.11765559851757,62.33530100583307,92.32624540163198,62.193437230596714,100.0,72.23531119703514,72.0431657292691,55.79636376831898,76.74736090592295,65.29413899629394,74.5490352639489,63.784489936425274,63.71065599624735,57.08681139919045,71.66278315232111,74.44408238678304,57.21174088873189,72.13907281903028,74.44408238678304,71.9475865298736,74.44408238678304,72.23531119703514,72.13907281903028,61.422510474723666,55.917635975515644,63.5634369576612,64.00690049479714,100.0,93.0588277992588,62.33530100583307,65.60401895893501,85.73724696291063,66.55087918818326,62.33530100583307,62.193437230596714,62.26430245273031,96.72790004498155,56.962244551971786,100.0,54.424921344746444,62.90818152397119,63.784489936425274,83.47670517273845,63.93261125269463,65.60401895893501,60.734800539778696,97.68627593308626,70.9169394469065,63.93261125269463,62.33530100583307,60.734800539778696,71.00912053632923,64.00690049479714
huffingtonpost,96.72790004498155,64.00690049479714,65.52628782920067,88.2022758337376,88.2022758337376,65.52628782920067,64.00690049479714,96.72790004498155,59.85838772043941,65.52628782920067,96.72790004498155,100.0,65.52628782920067,90.18370013494467,63.93261125269463,69.92158713012141,62.33530100583307,62.33530100583307,75.73345726396644,60.53082410507648,71.9475865298736,86.11765559851757,74.5490352639489,65.29413899629394,71.380813850743,87.97753708423154,88.2022758337376,87.97753708423154,68.52995033852136,74.13177852601804,96.72790004498155,76.74736090592295,61.07713662431957,62.26430245273031,72.23531119703514,100.0,68.44501077874139,100.0,88.2022758337376,65.60401895893501,63.784489936425274,79.17648339777637,62.33530100583307,76.74736090592295,74.02851176222671,67.27900044981558,61.98163410126261,96.72790004498155,65.52628782920067,97.68627593308626,64.00690049479714,87.97753708423154,96.72790004498155,100.0,97.68627593308626,70.9169394469065,63.93261125269463,76.40455166747519,74.44408238678304,72.23531119703514,74.5490352639489,73.61948678444523,72.23531119703514,57.21174088873189,72.91855412056492,81.2032168226623,72.23531119703514,72.0431657292691,55.79636376831898,76.74736090592295,65.29413899629394,74.5490352639489,63.784489936425274,63.71065599624735,57.08681139919045,71.66278315232111,74.44408238678304,57.21174088873189,72.13907281903028,74.44408238678304,71.9475865298736,74.44408238678304,72.23531119703514
infowars,62.193437230596714,65.52628782920067,88.2022758337376,65.52628782920067,65.52628782920067,88.2022758337376,65.52628782920067,62.193437230596714,88.2022758337376,65.52628782920067,65.52628782920067,65.52628782920067,96.72790004498155,72.0431657292691,76.40455166747519,71.9475865298736,73.01757253576034,85.73724696291063,72.23531119703514,76.63253236019752,65.52628782920067,72.91855412056492,63.343716998149176,54.424921344746444,55.79636376831898,96.72790004498155,87.97753708423154,96.72790004498155,66.63099695786978,71.9475865298736,75.73345726396644,74.02851176222671,93.0588277992588,96.72790004498155,72.0431657292691,68.44501077874139,100.0,72.91855412056492,68.44501077874139,100.0,88.2022758337376,65.60401895893501,63.784489936425274,79.17648339777637,62.33530100583307,76.74736090592295,74.02851176222671,67.27900044981558,61.98163410126261,96.72790004498155,65.52628782920067,97.68627593308626,64.00690049479714,87.97753708423154,96.72790004498155,100.0,97.68627593308626,70.9169394469065,63.93261125269463,76.40455166747519,74.44408238678304,72.23531119703514,72.23531119703514,62.33530100583307,67.1158024321894,100.0,65.52628782920067,72.91855412056492,68.44501077874139,100.0,88.2022758337376,65.60401895893501,63.784489936425274,79.17648339777637,62.33530100583307,76.74736090592295,74.02851176222671,67.27900044981558,61.98163410126261,96.72790004498155,65.52628782920067,97.68627593308626,64.00690049479714
intercept,100.0,65.52628782920067,65.52628782920067,95.9925123614105,95.9925123614105,65.52628782920067,65.52628782920067,100.0,100.0,95.9925123614105,100.0,67.27900044981558,62.90818152397119,61.422510474723666,74.44408238678304,96.72790004498155,65.60401895893501,95.9925123614105,74.44408238678304,74.97324771840232,67.27900044981558,64.45589644336856,74.33955877013513,62.90818152397119,76.74736090592295,79.17648339777637,74.44408238678304,100.0,65.91671618599466,70.9169394469065,64.00690049479714,67.27900044981558,58.288746197337225,56.962244551971786,55.79636376831898,100.0,72.91855412056492,100.0,65.52628782920067,72.91855412056492,68.44501077874139,100.0,88.2022758337376,65.60401895893501,63.784489936425274,79.17648339777637,62.33530100583307,76.74736090592295,74.02851176222671,67.27900044981558,61.98163410126261,96.72790004498155,65.52628782920067,97.68627593308626,64.00690049479714,87.97753708423154,96.72790004498155,100.0,97.68627593308626,70.9169394469065,63.93261125269463,76.40455166747519,74.44408238678304,72.23531119703514,100.0,72.23531119703514,62.33530100583307,67.1158024321894,100.0,65.52628782920067,72.91855412056492,68.44501077874139,100.0,88.2022758337376,65.60401895893501,63.784489936425274,79.17648339777637,62.33530100583307,76.74736090592295,74.02851176222671,67.27900044981558,61.98163410126261,96.72790004498155
jacobinmag,64.00690049479714,88.2022758337376,95.9925123614105,65.52628782920067,65.52628782920067,95.9925123614105,88.2022758337376,64.00690049479714,57.21174088873189,71.00912053632923,76.40455166747519,63.784489936425274,65.52628782920067,78.92097056791478,72.23531119703514,95.9925123614105,74.02851176222671,97.68627593308626,63.784489936425274,72.0431657292691,65.60401895893501,74.5490352639489,72.13907281903028,63.784489936425274,56.962244551971786,76.74736090592295,71.00912053632923,97.68627593308626,68.78615581953284,87.97753708423154,100.0,61.98163410126261,67.27900044981558,100.0,76.74736090592295,88.2022758337376,68.44501077874139,65.52628782920067,100.0,97.68627593308626,63.784489936425274,70.9169394469065,68.52995033852136,97.68627593308626,87.97753708423154,64.00690049479714,62.26430245273031,79.04833747071848,60.734800539778696,76.86275933086262,72.91855412056492,65.60401895893501,60.53082410507648,95.9925123614105,63.784489936425274,100.0,62.33530100583307,85.73724696291063,95.9925123614105,97.68627593308626,100.0,68.87202625507615,62.26430245273031,74.13177852601804,74.33955877013513,72.13907281903028,100.0,100.0,72.23531119703514,62.33530100583307,67.1158024321894,100.0,65.52628782920067,72.91855412056492,68.44501077874139,100.0,88.2022758337376,65.60401895893501,63.784489936425274,79.17648339777637,62.33530100583307,76.74736090592295,74.02851176222671
koreaherald,65.52628782920067,65.52628782920067,65.52628782920067,95.37255186617253,95.37255186617253,65.52628782920067,65.52628782920067,65.52628782920067,96.72790004498155,65.52628782920067,100.0,55.79636376831898,93.0588277992588,74.5490352639489,68.87202625507615,69.8327289960014,57.21174088873189,100.0,67.27900044981558,65.99533978278531,90.18370013494467,72.0431657292691,76.86275933086262,83.47670517273845,96.72790004498155,55.79636376831898,75.73345726396644,70.9169394469065,68.44501077874139,83.63950022490779,63.784489936425274,96.72790004498155,68.78615581953284,54.424921344746444,65.29413899629394,65.60401895893501,100.0,72.91855412056492,97.68627593308626,100.0,67.1158024321894,70.55110040483402,68.44501077874139,66.55087918818326,94.33255663046423,70.55110040483402,79.30542282081444,68.52995033852136,66.55087918818326,79.17648339777637,66.39121660638185,78.92097056791478,78.05008621421428,68.78615581953284,75.95507416846307,70.36987469682589,68.44501077874139,70.46034857307923,66.7918123663747,68.19155297838017,70.36987469682589,70.55110040483402,70.46034857307923,67.77355282975994,68.19155297838017,64.91063717737747,80.92054256716199,78.05008621421428,97.68627593308626,97.68627593308626,97.68627593308626,72.13907281903028,60.734800539778696,65.29413899629394,97.68627593308626,63.784489936425274,70.9169394469065,68.52995033852136,97.68627593308626,87.97753708423154,64.00690049479714,62.26430245273031,79.04833747071848
